INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT
20035	10350	2	1	0	0	210	0	0	0	0	0	0	82	0
20036	10352	2	1	0	0	210	0	0	0	0	0	0	83	0
20036	10353	2	1	0	0	210	0	0	0	0	0	0	84	0
20036	10354	2	1	0	0	100	0	0	0	0	0	0	85	0
20036	10355	2	1	0	0	110	0	0	0	0	0	0	86	0
20036	10357	2	1	0	0	110	0	0	0	0	0	0	87	0
20036	10358	2	1	0	0	25	0	0	0	0	0	0	88	0
20036	10359	2	1	0	0	25	0	0	0	0	0	0	89	0
20036	10360	2	1	0	0	210	0	0	0	0	0	0	90	0
20037	10362	2	1	0	0	210	0	0	0	0	0	0	91	0
20037	10363	2	1	0	0	210	0	0	0	0	0	0	92	0
20037	10364	2	1	0	0	100	0	0	0	0	0	0	93	0
20037	10365	2	1	0	0	110	0	0	0	0	0	0	94	0
20037	10367	2	1	0	0	110	0	0	0	0	0	0	95	0
20037	10368	2	1	0	0	25	0	0	0	0	0	0	96	0
20037	10369	2	1	0	0	25	0	0	0	0	0	0	97	0
20037	10370	2	1	0	0	210	0	0	0	0	0	0	98	0
20038	10372	2	1	0	0	210	0	0	0	0	0	0	99	0
20038	10373	2	1	0	0	210	0	0	0	0	0	0	100	0
20038	10374	2	1	0	0	100	0	0	0	0	0	0	101	0
20038	10375	2	1	0	0	110	0	0	0	0	0	0	102	0
20038	10377	2	1	0	0	110	0	0	0	0	0	0	103	0
20038	10378	2	1	0	0	25	0	0	0	0	0	0	104	0
20038	10379	2	1	0	0	25	0	0	0	0	0	0	105	0
20038	10380	2	1	0	0	210	0	0	0	0	0	0	106	0
20039	10382	2	1	0	0	210	0	0	0	0	0	0	107	0
20039	10383	2	1	0	0	210	0	0	0	0	0	0	108	0
20039	10384	2	1	0	0	100	0	0	0	0	0	0	109	0
20039	10385	2	1	0	0	110	0	0	0	0	0	0	110	0
20039	10387	2	1	0	0	110	0	0	0	0	0	0	111	0
20039	10388	2	1	0	0	25	0	0	0	0	0	0	112	0
20039	10389	2	1	0	0	25	0	0	0	0	0	0	113	0
20039	10390	2	1	0	0	210	0	0	0	0	0	0	114	0
20040	10392	2	1	0	0	210	0	0	0	0	0	0	115	0
20040	10393	2	1	0	0	210	0	0	0	0	0	0	116	0
20040	10394	2	1	0	0	100	0	0	0	0	0	0	117	0
20040	10395	2	1	0	0	110	0	0	0	0	0	0	118	0
20040	10397	2	1	0	0	110	0	0	0	0	0	0	119	0
20040	10398	2	1	0	0	25	0	0	0	0	0	0	120	0
20040	10399	2	1	0	0	25	0	0	0	0	0	0	121	0
20040	10400	2	1	0	0	210	0	0	0	0	0	0	122	0
20041	10402	2	1	0	0	210	0	0	0	0	0	0	220	0
20041	10403	2	1	0	0	210	0	0	0	0	0	0	221	0
20041	10404	2	1	0	0	100	0	0	0	0	0	0	222	0
20041	10405	2	1	0	0	110	0	0	0	0	0	0	223	0
20041	10407	2	1	0	0	110	0	0	0	0	0	0	224	0
20041	10408	2	1	0	0	25	0	0	0	0	0	0	225	0
20041	10409	2	1	0	0	25	0	0	0	0	0	0	226	0
20041	10410	2	1	0	0	210	0	0	0	0	0	0	227	0
20042	10412	2	1	0	0	210	0	0	0	0	0	0	228	0
20042	10413	2	1	0	0	210	0	0	0	0	0	0	229	0
20042	10414	2	1	0	0	100	0	0	0	0	0	0	230	0
20042	10415	2	1	0	0	110	0	0	0	0	0	0	231	0
20042	10417	2	1	0	0	110	0	0	0	0	0	0	232	0
20042	10418	2	1	0	0	25	0	0	0	0	0	0	233	0
20042	10419	2	1	0	0	25	0	0	0	0	0	0	234	0
20042	10420	2	1	0	0	210	0	0	0	0	0	0	235	0
21001	10001	2	1	0	0	400	0	0	0	0	0	0	0	0
21001	10006	2	1	0	0	600	0	0	0	0	0	0	0	0
21002	10011	2	1	0	0	400	0	0	0	0	0	0	0	0
21002	10016	2	1	0	0	600	0	0	0	0	0	0	0	0
21003	10021	2	1	0	0	400	0	0	0	0	0	0	0	0
21003	10026	2	1	0	0	600	0	0	0	0	0	0	0	0
21004	10031	2	1	0	0	400	0	0	0	0	0	0	0	0
21004	10036	2	1	0	0	600	0	0	0	0	0	0	0	0
21005	10041	2	1	0	0	400	0	0	0	0	0	0	0	0
21005	10046	2	1	0	0	600	0	0	0	0	0	0	0	0
21006	10051	2	1	0	0	400	0	0	0	0	0	0	0	0
21006	10056	2	1	0	0	600	0	0	0	0	0	0	0	0
21007	10061	2	1	0	0	400	0	0	0	0	0	0	0	0
21007	10066	2	1	0	0	600	0	0	0	0	0	0	0	0
21008	10071	2	1	0	0	400	0	0	0	0	0	0	0	0
21008	10076	2	1	0	0	600	0	0	0	0	0	0	0	0
21009	10081	2	1	0	0	400	0	0	0	0	0	0	0	0
21009	10086	2	1	0	0	600	0	0	0	0	0	0	0	0
21010	10091	2	1	0	0	400	0	0	0	0	0	0	0	0
21010	10096	2	1	0	0	600	0	0	0	0	0	0	0	0
21011	10101	2	1	0	0	400	0	0	0	0	0	0	0	0
21011	10106	2	1	0	0	600	0	0	0	0	0	0	0	0
21012	10111	2	1	0	0	400	0	0	0	0	0	0	0	0
21012	10116	2	1	0	0	600	0	0	0	0	0	0	0	0
21013	10121	2	1	0	0	400	0	0	0	0	0	0	0	0
21013	10126	2	1	0	0	600	0	0	0	0	0	0	0	0
21014	10131	2	1	0	0	400	0	0	0	0	0	0	0	0
21014	10136	2	1	0	0	600	0	0	0	0	0	0	0	0
21015	10141	2	1	0	0	400	0	0	0	0	0	0	0	0
21015	10146	2	1	0	0	600	0	0	0	0	0	0	0	0
21016	10151	2	1	0	0	400	0	0	0	0	0	0	0	0
21016	10156	2	1	0	0	600	0	0	0	0	0	0	0	0
21017	10161	2	1	0	0	400	0	0	0	0	0	0	0	0
21017	10166	2	1	0	0	600	0	0	0	0	0	0	0	0
21018	10171	2	1	0	0	400	0	0	0	0	0	0	0	0
21018	10176	2	1	0	0	600	0	0	0	0	0	0	0	0
21019	10181	2	1	0	0	400	0	0	0	0	0	0	0	0
21019	10186	2	1	0	0	600	0	0	0	0	0	0	0	0
21020	10191	2	1	0	0	400	0	0	0	0	0	0	0	0
21020	10196	2	1	0	0	600	0	0	0	0	0	0	0	0
21021	10201	2	1	0	0	400	0	0	0	0	0	0	123	0
21021	10206	2	1	0	0	600	0	0	0	0	0	0	124	0
21022	10211	2	1	0	0	400	0	0	0	0	0	0	125	0
21022	10216	2	1	0	0	600	0	0	0	0	0	0	126	0
21023	10221	2	1	0	0	400	0	0	0	0	0	0	127	0
21023	10226	2	1	0	0	600	0	0	0	0	0	0	128	0
21024	10231	2	1	0	0	400	0	0	0	0	0	0	129	0
21024	10236	2	1	0	0	600	0	0	0	0	0	0	130	0
21025	10241	2	1	0	0	400	0	0	0	0	0	0	131	0
21025	10246	2	1	0	0	600	0	0	0	0	0	0	132	0
21026	10251	2	1	0	0	400	0	0	0	1	0	0	133	0
21026	10256	2	1	0	0	600	0	0	0	1	0	0	134	0
21027	10261	2	1	0	0	400	0	0	0	1	0	0	135	0
21027	10266	2	1	0	0	600	0	0	0	1	0	0	136	0
21028	10271	2	1	0	0	400	0	0	0	1	0	0	137	0
21028	10276	2	1	0	0	600	0	0	0	1	0	0	138	0
21029	10281	2	1	0	0	400	0	0	0	1	0	0	139	0
21029	10286	2	1	0	0	600	0	0	0	1	0	0	140	0
21030	10291	2	1	0	0	400	0	0	0	1	0	0	141	0
21030	10296	2	1	0	0	600	0	0	0	1	0	0	142	0
21031	10301	2	1	0	0	400	0	0	0	1	0	0	143	0
21031	10306	2	1	0	0	600	0	0	0	1	0	0	144	0
21032	10311	2	1	0	0	400	0	0	0	1	0	0	145	0
21032	10316	2	1	0	0	600	0	0	0	1	0	0	146	0
21033	10321	2	1	0	0	400	0	0	0	1	0	0	147	0
21033	10326	2	1	0	0	600	0	0	0	1	0	0	148	0
21034	10331	2	1	0	0	400	0	0	0	1	0	0	149	0
21034	10336	2	1	0	0	600	0	0	0	1	0	0	150	0
21035	10341	2	1	0	0	400	0	0	0	1	0	0	151	0
21035	10346	2	1	0	0	600	0	0	0	1	0	0	152	0
22001	30001	2	1	0	0	115	0	0	0	0	0	0	153	0
22001	30002	2	1	0	0	115	0	0	0	0	0	0	154	0
22001	30003	2	1	0	0	102	0	0	0	0	0	0	155	0
22001	30004	2	1	0	0	100	0	0	0	0	0	0	156	0
22001	30005	2	1	0	0	100	0	0	0	0	0	0	157	0
22001	30006	2	1	0	0	95	0	0	0	0	0	0	158	0
22001	30007	2	1	0	0	90	0	0	0	0	0	0	159	0
22001	30008	2	1	0	0	85	0	0	0	0	0	0	160	0
22001	30009	2	1	0	0	80	0	0	0	0	0	0	161	0
22001	30010	2	1	0	0	75	0	0	0	0	0	0	162	0
22001	30011	2	1	0	0	25	0	0	0	0	0	0	163	0
22001	30012	2	1	0	0	18	0	0	0	0	0	0	164	0
22002	30001	2	1	1	0	115	0	0	0	0	0	0	153	0
22002	30002	2	1	1	0	115	0	0	0	0	0	0	154	0
22002	30003	2	1	1	0	102	0	0	0	0	0	0	155	0
22002	30004	2	1	1	0	100	0	0	0	0	0	0	156	0
22002	30005	2	1	1	0	100	0	0	0	0	0	0	157	0
22002	30006	2	1	1	0	95	0	0	0	0	0	0	158	0
22002	30007	2	1	1	0	90	0	0	0	0	0	0	159	0
22002	30008	2	1	1	0	85	0	0	0	0	0	0	160	0
22002	30009	2	1	1	0	80	0	0	0	0	0	0	161	0
22002	30010	2	1	1	0	75	0	0	0	0	0	0	162	0
22002	30011	2	1	1	0	25	0	0	0	0	0	0	163	0
22002	30012	2	1	1	0	18	0	0	0	0	0	0	164	0
22011	40010	2	1	0	0	69	0	0	0	0	0	0	213	0
22011	40011	2	1	0	0	69	0	0	0	0	0	0	214	0
22011	40012	2	1	0	0	69	0	0	0	0	0	0	215	0
22011	40013	2	1	0	0	69	0	0	0	0	0	0	216	0
22011	40014	2	1	0	0	15	0	0	0	0	0	0	217	0
22011	40015	2	1	0	0	9	0	0	0	0	0	0	218	0
22011	40010	2	1	1	0	161	0	0	0	0	0	0	213	0
22011	40011	2	1	1	0	161	0	0	0	0	0	0	214	0
22011	40012	2	1	1	0	161	0	0	0	0	0	0	215	0
22011	40013	2	1	1	0	161	0	0	0	0	0	0	216	0
22011	40014	2	1	1	0	35	0	0	0	0	0	0	217	0
22011	40015	2	1	1	0	21	0	0	0	0	0	0	218	0
22012	40010	2	1	0	0	230	0	0	0	0	0	0	213	0
22012	40011	2	1	0	0	230	0	0	0	0	0	0	214	0
22012	40012	2	1	0	0	230	0	0	0	0	0	0	215	0
22012	40013	2	1	0	0	230	0	0	0	0	0	0	216	0
22012	40014	2	1	0	0	50	0	0	0	0	0	0	217	0
22012	40015	2	1	0	0	30	0	0	0	0	0	0	218	0
23001	50000	2	1	0	0	581	0	0	0	0	0	0	0	0
23001	50001	2	1	0	0	292	0	0	0	0	0	0	0	0
23001	50002	2	1	0	0	88	0	0	0	0	0	0	0	0
23001	50003	2	1	0	0	26	0	0	0	0	0	0	0	0
23001	50004	2	1	0	0	8	0	0	0	0	0	0	0	0
23001	50005	2	1	0	0	3	0	0	0	0	0	0	165	0
23001	50006	2	1	0	0	2	0	0	0	0	0	0	166	0
23002	50010	2	1	0	0	580	0	0	0	0	0	0	0	0
23002	50011	2	1	0	0	292	0	0	0	0	0	0	0	0
23002	50012	2	1	0	0	88	0	0	0	0	0	0	0	0
23002	50013	2	1	0	0	26	0	0	0	0	0	0	0	0
23002	50014	2	1	0	0	8	0	0	0	0	0	0	0	0
23002	50015	2	1	0	0	3	0	0	0	0	0	0	170	0
23002	50016	2	1	0	0	2	0	0	0	0	0	0	171	0
23002	50017	2	1	0	0	1	0	0	0	0	0	0	172	0
23003	50020	2	1	0	0	580	0	0	0	0	0	0	0	0
23003	50021	2	1	0	0	292	0	0	0	0	0	0	0	0
23003	50022	2	1	0	0	88	0	0	0	0	0	0	0	0
23003	50023	2	1	0	0	26	0	0	0	0	0	0	0	0
23003	50024	2	1	0	0	8	0	0	0	0	0	0	0	0
23003	50025	2	1	0	0	3	0	0	0	0	0	0	175	0
23003	50026	2	1	0	0	2	0	0	0	0	0	0	176	0
23003	50027	2	1	0	0	1	0	0	0	0	0	0	177	0
23004	50030	2	1	0	0	581	0	0	0	0	0	0	0	0
23004	50031	2	1	0	0	292	0	0	0	0	0	0	0	0
23004	50032	2	1	0	0	88	0	0	0	0	0	0	0	0
23004	50033	2	1	0	0	26	0	0	0	0	0	0	0	0
23004	50034	2	1	0	0	8	0	0	0	0	0	0	0	0
23004	50035	2	1	0	0	3	0	0	0	0	0	0	180	0
23004	50036	2	1	0	0	2	0	0	0	0	0	0	181	0
23005	50040	2	1	0	0	580	0	0	0	0	0	0	0	0
23005	50041	2	1	0	0	292	0	0	0	0	0	0	0	0
23005	50042	2	1	0	0	88	0	0	0	0	0	0	0	0
23005	50043	2	1	0	0	26	0	0	0	0	0	0	0	0
23005	50044	2	1	0	0	8	0	0	0	0	0	0	0	0
23005	50045	2	1	0	0	3	0	0	0	0	0	0	185	0
23005	50046	2	1	0	0	2	0	0	0	0	0	0	186	0
23005	50047	2	1	0	0	1	0	0	0	0	0	0	187	0
23006	50050	2	1	0	0	580	0	0	0	0	0	0	0	0
23006	50051	2	1	0	0	292	0	0	0	0	0	0	0	0
23006	50052	2	1	0	0	88	0	0	0	0	0	0	0	0
23006	50053	2	1	0	0	26	0	0	0	0	0	0	0	0
23006	50054	2	1	0	0	8	0	0	0	0	0	0	0	0
23006	50055	2	1	0	0	3	0	0	0	0	0	0	190	0
23006	50056	2	1	0	0	2	0	0	0	0	0	0	191	0
23006	50057	2	1	0	0	1	0	0	0	0	0	0	192	0
23007	50001	2	1	0	0	483	0	0	0	0	0	0	0	0
23007	50002	2	1	0	0	290	0	0	0	0	0	0	0	0
23007	50003	2	1	0	0	130	0	0	0	0	0	0	0	0
23007	50004	2	1	0	0	59	0	0	0	0	0	0	0	0
23007	50005	2	1	0	0	26	0	0	0	0	0	0	165	0
23007	50006	2	1	0	0	12	0	0	0	0	0	0	166	0
23008	50011	2	1	0	0	500	0	0	0	0	0	0	0	0
23008	50012	2	1	0	0	300	0	0	0	0	0	0	0	0
23008	50013	2	1	0	0	120	0	0	0	0	0	0	0	0
23008	50014	2	1	0	0	48	0	0	0	0	0	0	0	0
23008	50015	2	1	0	0	19	0	0	0	0	0	0	170	0
23008	50016	2	1	0	0	8	0	0	0	0	0	0	171	0
23008	50017	2	1	0	0	3	0	0	0	0	0	0	172	0
23008	50018	2	1	0	0	2	0	0	0	0	0	0	173	0
23009	50021	2	1	0	0	500	0	0	0	0	0	0	0	0
23009	50022	2	1	0	0	300	0	0	0	0	0	0	0	0
23009	50023	2	1	0	0	120	0	0	0	0	0	0	0	0
23009	50024	2	1	0	0	48	0	0	0	0	0	0	0	0
23009	50025	2	1	0	0	19	0	0	0	0	0	0	175	0
23009	50026	2	1	0	0	8	0	0	0	0	0	0	176	0
23009	50027	2	1	0	0	3	0	0	0	0	0	0	177	0
23009	50028	2	1	0	0	2	0	0	0	0	0	0	178	0
23010	50031	2	1	0	0	483	0	0	0	0	0	0	0	0
23010	50032	2	1	0	0	290	0	0	0	0	0	0	0	0
23010	50033	2	1	0	0	130	0	0	0	0	0	0	0	0
23010	50034	2	1	0	0	59	0	0	0	0	0	0	0	0
23010	50035	2	1	0	0	26	0	0	0	0	0	0	180	0
23010	50036	2	1	0	0	12	0	0	0	0	0	0	181	0
23011	50041	2	1	0	0	500	0	0	0	0	0	0	0	0
23011	50042	2	1	0	0	300	0	0	0	0	0	0	0	0
23011	50043	2	1	0	0	120	0	0	0	0	0	0	0	0
23011	50044	2	1	0	0	48	0	0	0	0	0	0	0	0
23011	50045	2	1	0	0	19	0	0	0	0	0	0	185	0
23011	50046	2	1	0	0	8	0	0	0	0	0	0	186	0
23011	50047	2	1	0	0	3	0	0	0	0	0	0	187	0
23011	50048	2	1	0	0	2	0	0	0	0	0	0	188	0
23012	50051	2	1	0	0	500	0	0	0	0	0	0	0	0
23012	50052	2	1	0	0	300	0	0	0	0	0	0	0	0
23012	50053	2	1	0	0	120	0	0	0	0	0	0	0	0
23012	50054	2	1	0	0	48	0	0	0	0	0	0	0	0
23012	50055	2	1	0	0	19	0	0	0	0	0	0	190	0
23012	50056	2	1	0	0	8	0	0	0	0	0	0	191	0
23012	50057	2	1	0	0	3	0	0	0	0	0	0	192	0
23012	50058	2	1	0	0	2	0	0	0	0	0	0	193	0
23013	50002	2	1	0	0	585	0	0	0	0	0	0	0	0
23013	50003	2	1	0	0	293	0	0	0	0	0	0	0	0
23013	50004	2	1	0	0	88	0	0	0	0	0	0	0	0
23013	50005	2	1	0	0	26	0	0	0	0	0	0	165	0
23013	50006	2	1	0	0	8	0	0	0	0	0	0	166	0
23014	50012	2	1	0	0	538	0	0	0	0	0	0	0	0
23014	50013	2	1	0	0	323	0	0	0	0	0	0	0	0
23014	50014	2	1	0	0	97	0	0	0	0	0	0	0	0
23014	50015	2	1	0	0	29	0	0	0	0	0	0	170	0
23014	50016	2	1	0	0	9	0	0	0	0	0	0	171	0
23014	50017	2	1	0	0	3	0	0	0	0	0	0	172	0
23014	50018	2	1	0	0	1	0	0	0	0	0	0	173	0
23015	50022	2	1	0	0	538	0	0	0	0	0	0	0	0
23015	50023	2	1	0	0	323	0	0	0	0	0	0	0	0
23015	50024	2	1	0	0	97	0	0	0	0	0	0	0	0
23015	50025	2	1	0	0	29	0	0	0	0	0	0	175	0
23015	50026	2	1	0	0	9	0	0	0	0	0	0	176	0
23015	50027	2	1	0	0	3	0	0	0	0	0	0	177	0
23015	50028	2	1	0	0	1	0	0	0	0	0	0	178	0
23016	50032	2	1	0	0	585	0	0	0	0	0	0	0	0
23016	50033	2	1	0	0	293	0	0	0	0	0	0	0	0
23016	50034	2	1	0	0	88	0	0	0	0	0	0	0	0
23016	50035	2	1	0	0	26	0	0	0	0	0	0	180	0
23016	50036	2	1	0	0	8	0	0	0	0	0	0	181	0
23017	50042	2	1	0	0	538	0	0	0	0	0	0	0	0
23017	50043	2	1	0	0	323	0	0	0	0	0	0	0	0
23017	50044	2	1	0	0	97	0	0	0	0	0	0	0	0
23017	50045	2	1	0	0	29	0	0	0	0	0	0	185	0
23017	50046	2	1	0	0	9	0	0	0	0	0	0	186	0
23017	50047	2	1	0	0	3	0	0	0	0	0	0	187	0
23017	50048	2	1	0	0	1	0	0	0	0	0	0	188	0
23018	50052	2	1	0	0	538	0	0	0	0	0	0	0	0
23018	50053	2	1	0	0	323	0	0	0	0	0	0	0	0
23018	50054	2	1	0	0	97	0	0	0	0	0	0	0	0
23018	50055	2	1	0	0	29	0	0	0	0	0	0	190	0
23018	50056	2	1	0	0	9	0	0	0	0	0	0	191	0
23018	50057	2	1	0	0	3	0	0	0	0	0	0	192	0
23018	50058	2	1	0	0	1	0	0	0	0	0	0	193	0
23019	50002	2	1	0	0	585	0	0	0	0	0	0	0	0
23019	50003	2	1	0	0	293	0	0	0	0	0	0	0	0
23019	50004	2	1	0	0	88	0	0	0	0	0	0	0	0
23019	50005	2	1	0	0	26	0	0	0	0	0	0	165	0
23019	50006	2	1	0	0	8	0	0	0	0	0	0	166	0
23020	50012	2	1	0	0	500	0	0	0	0	0	0	0	0
23020	50013	2	1	0	0	240	0	0	0	0	0	0	0	0
23020	50014	2	1	0	0	131	0	0	0	0	0	0	0	0
23020	50015	2	1	0	0	80	0	0	0	0	0	0	170	0
23020	50016	2	1	0	0	30	0	0	0	0	0	0	171	0
23020	50017	2	1	0	0	14	0	0	0	0	0	0	172	0
23020	50018	2	1	0	0	4	0	0	0	0	0	0	173	0
23020	50019	2	1	0	0	0	0	0	0	0	0	0	174	0
23021	50022	2	1	0	0	500	0	0	0	0	0	0	0	0
23021	50023	2	1	0	0	240	0	0	0	0	0	0	0	0
23021	50024	2	1	0	0	131	0	0	0	0	0	0	0	0
23021	50025	2	1	0	0	80	0	0	0	0	0	0	175	0
23021	50026	2	1	0	0	30	0	0	0	0	0	0	176	0
23021	50027	2	1	0	0	14	0	0	0	0	0	0	177	0
23021	50028	2	1	0	0	4	0	0	0	0	0	0	178	0
23021	50029	2	1	0	0	0	0	0	0	0	0	0	179	0
23022	50032	2	1	0	0	585	0	0	0	0	0	0	0	0
23022	50033	2	1	0	0	293	0	0	0	0	0	0	0	0
23022	50034	2	1	0	0	88	0	0	0	0	0	0	0	0
23022	50035	2	1	0	0	26	0	0	0	0	0	0	180	0
23022	50036	2	1	0	0	8	0	0	0	0	0	0	181	0
23023	50042	2	1	0	0	500	0	0	0	0	0	0	0	0
23023	50043	2	1	0	0	240	0	0	0	0	0	0	0	0
23023	50044	2	1	0	0	131	0	0	0	0	0	0	0	0
23023	50045	2	1	0	0	80	0	0	0	0	0	0	185	0
23023	50046	2	1	0	0	30	0	0	0	0	0	0	186	0
23023	50047	2	1	0	0	14	0	0	0	0	0	0	187	0
23023	50048	2	1	0	0	4	0	0	0	0	0	0	188	0
23023	50049	2	1	0	0	0	0	0	0	0	0	0	189	0
23024	50052	2	1	0	0	500	0	0	0	0	0	0	0	0
23024	50053	2	1	0	0	240	0	0	0	0	0	0	0	0
23024	50054	2	1	0	0	131	0	0	0	0	0	0	0	0
23024	50055	2	1	0	0	80	0	0	0	0	0	0	190	0
23024	50056	2	1	0	0	30	0	0	0	0	0	0	191	0
23024	50057	2	1	0	0	14	0	0	0	0	0	0	192	0
23024	50058	2	1	0	0	4	0	0	0	0	0	0	193	0
23024	50059	2	1	0	0	0	0	0	0	0	0	0	194	0
30000	10011	2	1	0	0	1000	0	0	0	0	0	0	0	0
30001	10012	2	1	0	0	1000	0	0	0	0	0	0	0	0
30002	10013	2	1	0	0	1000	0	0	0	0	0	0	0	0
30003	10014	2	1	0	0	1000	0	0	0	0	0	0	0	0
30004	10015	2	1	0	0	1000	0	0	0	0	0	0	0	0
30005	10016	2	1	0	0	1000	0	0	0	0	0	0	0	0
30006	10017	2	1	0	0	1000	0	0	0	0	0	0	0	0
30007	10018	2	1	0	0	1000	0	0	0	0	0	0	0	0
30008	10019	2	1	0	0	1000	0	0	0	0	0	0	0	0
30009	10020	2	1	0	0	1000	0	0	0	0	0	0	0	0
30010	10021	2	1	0	0	1000	0	0	0	0	0	0	0	0
30011	10022	2	1	0	0	1000	0	0	0	0	0	0	0	0
30012	10023	2	1	0	0	1000	0	0	0	0	0	0	0	0
30013	10024	2	1	0	0	1000	0	0	0	0	0	0	0	0
30014	10025	2	1	0	0	1000	0	0	0	0	0	0	0	0
30015	10026	2	1	0	0	1000	0	0	0	0	0	0	0	0
30016	10027	2	1	0	0	1000	0	0	0	0	0	0	0	0
30017	10028	2	1	0	0	1000	0	0	0	0	0	0	0	0
30018	10029	2	1	0	0	1000	0	0	0	0	0	0	0	0
30019	10030	2	1	0	0	1000	0	0	0	0	0	0	0	0
30020	10031	2	1	0	0	1000	0	0	0	0	0	0	0	0
30021	10032	2	1	0	0	1000	0	0	0	0	0	0	0	0
30022	10033	2	1	0	0	1000	0	0	0	0	0	0	0	0
30023	10034	2	1	0	0	1000	0	0	0	0	0	0	0	0
30024	10035	2	1	0	0	1000	0	0	0	0	0	0	0	0
30025	10036	2	1	0	0	1000	0	0	0	0	0	0	0	0
30026	10037	2	1	0	0	1000	0	0	0	0	0	0	0	0
30027	10038	2	1	0	0	1000	0	0	0	0	0	0	0	0
30028	10039	2	1	0	0	1000	0	0	0	0	0	0	0	0
30029	10040	2	1	0	0	1000	0	0	0	0	0	0	0	0
30030	10041	2	1	0	0	1000	0	0	0	0	0	0	0	0
30031	10042	2	1	0	0	1000	0	0	0	0	0	0	0	0
30032	10043	2	1	0	0	1000	0	0	0	0	0	0	0	0
30033	10044	2	1	0	0	1000	0	0	0	0	0	0	0	0
30034	10045	2	1	0	0	1000	0	0	0	0	0	0	0	0
30035	10046	2	1	0	0	1000	0	0	0	0	0	0	0	0
30036	10047	2	1	0	0	1000	0	0	0	0	0	0	0	0
30037	10048	2	1	0	0	1000	0	0	0	0	0	0	0	0
30038	10049	2	1	0	0	1000	0	0	0	0	0	0	0	0
30039	10050	2	1	0	0	1000	0	0	0	0	0	0	0	0
30040	10051	2	1	0	0	1000	0	0	0	0	0	0	0	0
30041	10052	2	1	0	0	1000	0	0	0	0	0	0	0	0
30042	10053	2	1	0	0	1000	0	0	0	0	0	0	0	0
30043	10054	2	1	0	0	1000	0	0	0	0	0	0	0	0
30044	10055	2	1	0	0	1000	0	0	0	0	0	0	0	0
30045	10056	2	1	0	0	1000	0	0	0	0	0	0	0	0
30046	10057	2	1	0	0	1000	0	0	0	0	0	0	0	0
30047	10058	2	1	0	0	1000	0	0	0	0	0	0	0	0
30048	10059	2	1	0	0	1000	0	0	0	0	0	0	0	0
30049	10060	2	1	0	0	1000	0	0	0	0	0	0	0	0
30050	10061	2	1	0	0	1000	0	0	0	0	0	0	0	0
30051	10062	2	1	0	0	1000	0	0	0	0	0	0	0	0
30052	10063	2	1	0	0	1000	0	0	0	0	0	0	0	0
30053	10064	2	1	0	0	1000	0	0	0	0	0	0	0	0
30054	10065	2	1	0	0	1000	0	0	0	0	0	0	0	0
30055	10066	2	1	0	0	1000	0	0	0	0	0	0	0	0
30056	10067	2	1	0	0	1000	0	0	0	0	0	0	0	0
30057	10068	2	1	0	0	1000	0	0	0	0	0	0	0	0
30058	10069	2	1	0	0	1000	0	0	0	0	0	0	0	0
30059	10070	2	1	0	0	1000	0	0	0	0	0	0	0	0
30060	10071	2	1	0	0	1000	0	0	0	0	0	0	0	0
30061	10072	2	1	0	0	1000	0	0	0	0	0	0	0	0
30062	10073	2	1	0	0	1000	0	0	0	0	0	0	0	0
30063	10074	2	1	0	0	1000	0	0	0	0	0	0	0	0
30064	10075	2	1	0	0	1000	0	0	0	0	0	0	0	0
30065	10076	2	1	0	0	1000	0	0	0	0	0	0	0	0
30066	10077	2	1	0	0	1000	0	0	0	0	0	0	0	0
30067	10078	2	1	0	0	1000	0	0	0	0	0	0	0	0
30068	10079	2	1	0	0	1000	0	0	0	0	0	0	0	0
30069	10080	2	1	0	0	1000	0	0	0	0	0	0	0	0
30070	10081	2	1	0	0	1000	0	0	0	0	0	0	0	0
30071	10082	2	1	0	0	1000	0	0	0	0	0	0	0	0
30072	10083	2	1	0	0	1000	0	0	0	0	0	0	0	0
30073	10084	2	1	0	0	1000	0	0	0	0	0	0	0	0
30074	10085	2	1	0	0	1000	0	0	0	0	0	0	0	0
30075	10086	2	1	0	0	1000	0	0	0	0	0	0	0	0
30076	10087	2	1	0	0	1000	0	0	0	0	0	0	0	0
30077	10088	2	1	0	0	1000	0	0	0	0	0	0	0	0
30078	10089	2	1	0	0	1000	0	0	0	0	0	0	0	0
30079	10090	2	1	0	0	1000	0	0	0	0	0	0	0	0
30080	10091	2	1	0	0	1000	0	0	0	0	0	0	0	0
30081	10092	2	1	0	0	1000	0	0	0	0	0	0	0	0
30082	10093	2	1	0	0	1000	0	0	0	0	0	0	0	0
30083	10094	2	1	0	0	1000	0	0	0	0	0	0	0	0
30084	10095	2	1	0	0	1000	0	0	0	0	0	0	0	0
30085	10096	2	1	0	0	1000	0	0	0	0	0	0	0	0
30086	10097	2	1	0	0	1000	0	0	0	0	0	0	0	0
30087	10098	2	1	0	0	1000	0	0	0	0	0	0	0	0
30088	10099	2	1	0	0	1000	0	0	0	0	0	0	0	0
30089	10100	2	1	0	0	1000	0	0	0	0	0	0	0	0
31000	10302	2	1	0	0	22	0	0	0	0	0	0	43	0
31000	10303	2	1	0	0	22	0	0	0	0	0	0	44	0
31000	10304	2	1	0	0	22	0	0	0	0	0	0	45	0
31000	10305	2	1	0	0	22	0	0	0	0	0	0	46	0
