INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING
30075	3:74830	10	0	5	4	1390	0	1550	30076	0	自然守护	ziran_zi	#f7ab00|命格属性|n生命恢复: 74830	紫色命格，可提取到命格背包内镶嵌。
30076	3:91837	10	0	6	4	2940	0	3195	30077	0	自然守护	ziran_zi	#f7ab00|命格属性|n生命恢复: 91837	紫色命格，可提取到命格背包内镶嵌。
30077	3:109524	10	0	7	4	6135	0	6520	30078	0	自然守护	ziran_zi	#f7ab00|命格属性|n生命恢复: 109524	紫色命格，可提取到命格背包内镶嵌。
30078	3:127891	10	0	8	4	12655	0	13170	30079	0	自然守护	ziran_zi	#f7ab00|命格属性|n生命恢复: 127891	紫色命格，可提取到命格背包内镶嵌。
30079	3:146939	10	0	9	4	25825	0	26340	30080	0	自然守护	ziran_zi	#f7ab00|命格属性|n生命恢复: 146939	紫色命格，可提取到命格背包内镶嵌。
30080	3:166667	10	0	10	4	52165	0	-1	-1	0	自然守护	ziran_zi	#f7ab00|命格属性|n生命恢复: 166667	紫色命格，可提取到命格背包内镶嵌。
40001	4:275|5:879	3	0	1	5	60	0	240	40002	0	锋锐	fengrui_cheng	#f7ab00|命格属性|n攻击: 275-879	橙色命格，可提取到命格背包内镶嵌。
40002	4:467|5:1495	3	0	2	5	300	0	515	40003	0	锋锐	fengrui_cheng	#f7ab00|命格属性|n攻击: 467-1495	橙色命格，可提取到命格背包内镶嵌。
40003	4:775|5:2480	3	0	3	5	815	0	1105	40004	0	锋锐	fengrui_cheng	#f7ab00|命格属性|n攻击: 775-2480	橙色命格，可提取到命格背包内镶嵌。
40004	4:1268|5:4057	3	0	4	5	1920	0	2375	40005	0	锋锐	fengrui_cheng	#f7ab00|命格属性|n攻击: 1268-4057	橙色命格，可提取到命格背包内镶嵌。
40005	4:2056|5:6580	3	0	5	5	4295	0	5060	40006	0	锋锐	fengrui_cheng	#f7ab00|命格属性|n攻击: 2056-6580	橙色命格，可提取到命格背包内镶嵌。
40006	4:3239|5:10364	3	0	6	5	9355	0	10675	40007	0	锋锐	fengrui_cheng	#f7ab00|命格属性|n攻击: 3239-10364	橙色命格，可提取到命格背包内镶嵌。
40007	4:4895|5:15662	3	0	7	5	20030	0	22310	40008	0	锋锐	fengrui_cheng	#f7ab00|命格属性|n攻击: 4895-15662	橙色命格，可提取到命格背包内镶嵌。
40008	4:7213|5:23079	3	0	8	5	42340	0	46180	40009	0	锋锐	fengrui_cheng	#f7ab00|命格属性|n攻击: 7213-23079	橙色命格，可提取到命格背包内镶嵌。
40009	4:10458|5:33463	3	0	9	5	88520	0	94670	40010	0	锋锐	fengrui_cheng	#f7ab00|命格属性|n攻击: 10458-33463	橙色命格，可提取到命格背包内镶嵌。
40010	4:15001|5:48000	3	0	10	5	183190	0	-1	-1	0	锋锐	fengrui_cheng	#f7ab00|命格属性|n攻击: 15001-48000	橙色命格，可提取到命格背包内镶嵌。
40011	1:19779	4	0	1	5	60	0	240	40012	0	血滴	xuechi_cheng	#f7ab00|命格属性|n生命: 19779	橙色命格，可提取到命格背包内镶嵌。
40012	1:33637	4	0	2	5	300	0	515	40013	0	血滴	xuechi_cheng	#f7ab00|命格属性|n生命: 33637	橙色命格，可提取到命格背包内镶嵌。
40013	1:55810	4	0	3	5	815	0	1105	40014	0	血滴	xuechi_cheng	#f7ab00|命格属性|n生命: 55810	橙色命格，可提取到命格背包内镶嵌。
40014	1:91287	4	0	4	5	1920	0	2375	40015	0	血滴	xuechi_cheng	#f7ab00|命格属性|n生命: 91287	橙色命格，可提取到命格背包内镶嵌。
40015	1:148050	4	0	5	5	4295	0	5060	40016	0	血滴	xuechi_cheng	#f7ab00|命格属性|n生命: 148050	橙色命格，可提取到命格背包内镶嵌。
40016	1:233194	4	0	6	5	9355	0	10675	40017	0	血滴	xuechi_cheng	#f7ab00|命格属性|n生命: 233194	橙色命格，可提取到命格背包内镶嵌。
40017	1:352395	4	0	7	5	20030	0	22310	40018	0	血滴	xuechi_cheng	#f7ab00|命格属性|n生命: 352395	橙色命格，可提取到命格背包内镶嵌。
40018	1:519277	4	0	8	5	42340	0	46180	40019	0	血滴	xuechi_cheng	#f7ab00|命格属性|n生命: 519277	橙色命格，可提取到命格背包内镶嵌。
40019	1:752912	4	0	9	5	88520	0	94670	40020	0	血滴	xuechi_cheng	#f7ab00|命格属性|n生命: 752912	橙色命格，可提取到命格背包内镶嵌。
40020	1:1080001	4	0	10	5	183190	0	-1	-1	0	血滴	xuechi_cheng	#f7ab00|命格属性|n生命: 1080001	橙色命格，可提取到命格背包内镶嵌。
40021	6:275|7:879	5	0	1	5	60	0	240	40022	0	坚甲	jianjia_cheng	#f7ab00|命格属性|n防御: 275-879	橙色命格，可提取到命格背包内镶嵌。
40022	6:467|7:1495	5	0	2	5	300	0	515	40023	0	坚甲	jianjia_cheng	#f7ab00|命格属性|n防御: 467-1495	橙色命格，可提取到命格背包内镶嵌。
40023	6:775|7:2480	5	0	3	5	815	0	1105	40024	0	坚甲	jianjia_cheng	#f7ab00|命格属性|n防御: 775-2480	橙色命格，可提取到命格背包内镶嵌。
40024	6:1268|7:4057	5	0	4	5	1920	0	2375	40025	0	坚甲	jianjia_cheng	#f7ab00|命格属性|n防御: 1268-4057	橙色命格，可提取到命格背包内镶嵌。
40025	6:2056|7:6580	5	0	5	5	4295	0	5060	40026	0	坚甲	jianjia_cheng	#f7ab00|命格属性|n防御: 2056-6580	橙色命格，可提取到命格背包内镶嵌。
40026	6:3239|7:10364	5	0	6	5	9355	0	10675	40027	0	坚甲	jianjia_cheng	#f7ab00|命格属性|n防御: 3239-10364	橙色命格，可提取到命格背包内镶嵌。
40027	6:4895|7:15662	5	0	7	5	20030	0	22310	40028	0	坚甲	jianjia_cheng	#f7ab00|命格属性|n防御: 4895-15662	橙色命格，可提取到命格背包内镶嵌。
40028	6:7213|7:23079	5	0	8	5	42340	0	46180	40029	0	坚甲	jianjia_cheng	#f7ab00|命格属性|n防御: 7213-23079	橙色命格，可提取到命格背包内镶嵌。
40029	6:10458|7:33463	5	0	9	5	88520	0	94670	40030	0	坚甲	jianjia_cheng	#f7ab00|命格属性|n防御: 10458-33463	橙色命格，可提取到命格背包内镶嵌。
40030	6:15001|7:48000	5	0	10	5	183190	0	-1	-1	0	坚甲	jianjia_cheng	#f7ab00|命格属性|n防御: 15001-48000	橙色命格，可提取到命格背包内镶嵌。
40031	8:52	6	0	1	5	60	0	240	40032	0	鹰眼	yingyan_cheng	#f7ab00|命格属性|n准确: 52	橙色命格，可提取到命格背包内镶嵌。
40032	8:104	6	0	2	5	300	0	515	40033	0	鹰眼	yingyan_cheng	#f7ab00|命格属性|n准确: 104	橙色命格，可提取到命格背包内镶嵌。
40033	8:156	6	0	3	5	815	0	1105	40034	0	鹰眼	yingyan_cheng	#f7ab00|命格属性|n准确: 156	橙色命格，可提取到命格背包内镶嵌。
40034	8:211	6	0	4	5	1920	0	2375	40035	0	鹰眼	yingyan_cheng	#f7ab00|命格属性|n准确: 211	橙色命格，可提取到命格背包内镶嵌。
40035	8:268	6	0	5	5	4295	0	5060	40036	0	鹰眼	yingyan_cheng	#f7ab00|命格属性|n准确: 268	橙色命格，可提取到命格背包内镶嵌。
40036	8:328	6	0	6	5	9355	0	10675	40037	0	鹰眼	yingyan_cheng	#f7ab00|命格属性|n准确: 328	橙色命格，可提取到命格背包内镶嵌。
40037	8:391	6	0	7	5	20030	0	22310	40038	0	鹰眼	yingyan_cheng	#f7ab00|命格属性|n准确: 391	橙色命格，可提取到命格背包内镶嵌。
40038	8:457	6	0	8	5	42340	0	46180	40039	0	鹰眼	yingyan_cheng	#f7ab00|命格属性|n准确: 457	橙色命格，可提取到命格背包内镶嵌。
40039	8:529	6	0	9	5	88520	0	94670	40040	0	鹰眼	yingyan_cheng	#f7ab00|命格属性|n准确: 529	橙色命格，可提取到命格背包内镶嵌。
40040	8:601	6	0	10	5	183190	0	-1	-1	0	鹰眼	yingyan_cheng	#f7ab00|命格属性|n准确: 601	橙色命格，可提取到命格背包内镶嵌。
40041	9:52	7	0	1	5	60	0	240	40042	0	迅捷	xunjie_cheng	#f7ab00|命格属性|n敏捷: 52	橙色命格，可提取到命格背包内镶嵌。
40042	9:104	7	0	2	5	300	0	515	40043	0	迅捷	xunjie_cheng	#f7ab00|命格属性|n敏捷: 104	橙色命格，可提取到命格背包内镶嵌。
40043	9:156	7	0	3	5	815	0	1105	40044	0	迅捷	xunjie_cheng	#f7ab00|命格属性|n敏捷: 156	橙色命格，可提取到命格背包内镶嵌。
40044	9:211	7	0	4	5	1920	0	2375	40045	0	迅捷	xunjie_cheng	#f7ab00|命格属性|n敏捷: 211	橙色命格，可提取到命格背包内镶嵌。
40045	9:268	7	0	5	5	4295	0	5060	40046	0	迅捷	xunjie_cheng	#f7ab00|命格属性|n敏捷: 268	橙色命格，可提取到命格背包内镶嵌。
40046	9:328	7	0	6	5	9355	0	10675	40047	0	迅捷	xunjie_cheng	#f7ab00|命格属性|n敏捷: 328	橙色命格，可提取到命格背包内镶嵌。
40047	9:391	7	0	7	5	20030	0	22310	40048	0	迅捷	xunjie_cheng	#f7ab00|命格属性|n敏捷: 391	橙色命格，可提取到命格背包内镶嵌。
40048	9:457	7	0	8	5	42340	0	46180	40049	0	迅捷	xunjie_cheng	#f7ab00|命格属性|n敏捷: 457	橙色命格，可提取到命格背包内镶嵌。
40049	9:529	7	0	9	5	88520	0	94670	40050	0	迅捷	xunjie_cheng	#f7ab00|命格属性|n敏捷: 529	橙色命格，可提取到命格背包内镶嵌。
40050	9:601	7	0	10	5	183190	0	-1	-1	0	迅捷	xunjie_cheng	#f7ab00|命格属性|n敏捷: 601	橙色命格，可提取到命格背包内镶嵌。
40051	10:2308	8	0	1	5	60	0	240	40052	0	暴徒	baotu_cheng	#f7ab00|命格属性|n暴伤: 2308	橙色命格，可提取到命格背包内镶嵌。
40052	10:3925	8	0	2	5	300	0	515	40053	0	暴徒	baotu_cheng	#f7ab00|命格属性|n暴伤: 3925	橙色命格，可提取到命格背包内镶嵌。
40053	10:6512	8	0	3	5	815	0	1105	40054	0	暴徒	baotu_cheng	#f7ab00|命格属性|n暴伤: 6512	橙色命格，可提取到命格背包内镶嵌。
40054	10:10651	8	0	4	5	1920	0	2375	40055	0	暴徒	baotu_cheng	#f7ab00|命格属性|n暴伤: 10651	橙色命格，可提取到命格背包内镶嵌。
40055	10:17273	8	0	5	5	4295	0	5060	40056	0	暴徒	baotu_cheng	#f7ab00|命格属性|n暴伤: 17273	橙色命格，可提取到命格背包内镶嵌。
40056	10:27206	8	0	6	5	9355	0	10675	40057	0	暴徒	baotu_cheng	#f7ab00|命格属性|n暴伤: 27206	橙色命格，可提取到命格背包内镶嵌。
40057	10:41113	8	0	7	5	20030	0	22310	40058	0	暴徒	baotu_cheng	#f7ab00|命格属性|n暴伤: 41113	橙色命格，可提取到命格背包内镶嵌。
40058	10:60583	8	0	8	5	42340	0	46180	40059	0	暴徒	baotu_cheng	#f7ab00|命格属性|n暴伤: 60583	橙色命格，可提取到命格背包内镶嵌。
40059	10:87840	8	0	9	5	88520	0	94670	40060	0	暴徒	baotu_cheng	#f7ab00|命格属性|n暴伤: 87840	橙色命格，可提取到命格背包内镶嵌。
40060	10:126000	8	0	10	5	183190	0	-1	-1	0	暴徒	baotu_cheng	#f7ab00|命格属性|n暴伤: 126000	橙色命格，可提取到命格背包内镶嵌。
40061	33:2308	9	0	1	5	60	0	240	40062	0	蔓藤	manteng_cheng	#f7ab00|命格属性|n韧性: 2308	橙色命格，可提取到命格背包内镶嵌。
40062	33:3925	9	0	2	5	300	0	515	40063	0	蔓藤	manteng_cheng	#f7ab00|命格属性|n韧性: 3925	橙色命格，可提取到命格背包内镶嵌。
40063	33:6512	9	0	3	5	815	0	1105	40064	0	蔓藤	manteng_cheng	#f7ab00|命格属性|n韧性: 6512	橙色命格，可提取到命格背包内镶嵌。
40064	33:10651	9	0	4	5	1920	0	2375	40065	0	蔓藤	manteng_cheng	#f7ab00|命格属性|n韧性: 10651	橙色命格，可提取到命格背包内镶嵌。
40065	33:17273	9	0	5	5	4295	0	5060	40066	0	蔓藤	manteng_cheng	#f7ab00|命格属性|n韧性: 17273	橙色命格，可提取到命格背包内镶嵌。
40066	33:27206	9	0	6	5	9355	0	10675	40067	0	蔓藤	manteng_cheng	#f7ab00|命格属性|n韧性: 27206	橙色命格，可提取到命格背包内镶嵌。
40067	33:41113	9	0	7	5	20030	0	22310	40068	0	蔓藤	manteng_cheng	#f7ab00|命格属性|n韧性: 41113	橙色命格，可提取到命格背包内镶嵌。
40068	33:60583	9	0	8	5	42340	0	46180	40069	0	蔓藤	manteng_cheng	#f7ab00|命格属性|n韧性: 60583	橙色命格，可提取到命格背包内镶嵌。
40069	33:87840	9	0	9	5	88520	0	94670	40070	0	蔓藤	manteng_cheng	#f7ab00|命格属性|n韧性: 87840	橙色命格，可提取到命格背包内镶嵌。
40070	33:126000	9	0	10	5	183190	0	-1	-1	0	蔓藤	manteng_cheng	#f7ab00|命格属性|n韧性: 126000	橙色命格，可提取到命格背包内镶嵌。
40071	3:28846	10	0	1	5	60	0	240	40072	0	自然守护	ziran_cheng	#f7ab00|命格属性|n生命恢复: 28846	橙色命格，可提取到命格背包内镶嵌。
40072	3:57692	10	0	2	5	300	0	515	40073	0	自然守护	ziran_cheng	#f7ab00|命格属性|n生命恢复: 57692	橙色命格，可提取到命格背包内镶嵌。
40073	3:86538	10	0	3	5	815	0	1105	40074	0	自然守护	ziran_cheng	#f7ab00|命格属性|n生命恢复: 86538	橙色命格，可提取到命格背包内镶嵌。
40074	3:116923	10	0	4	5	1920	0	2375	40075	0	自然守护	ziran_cheng	#f7ab00|命格属性|n生命恢复: 116923	橙色命格，可提取到命格背包内镶嵌。
40075	3:148846	10	0	5	5	4295	0	5060	40076	0	自然守护	ziran_cheng	#f7ab00|命格属性|n生命恢复: 148846	橙色命格，可提取到命格背包内镶嵌。
40076	3:182308	10	0	6	5	9355	0	10675	40077	0	自然守护	ziran_cheng	#f7ab00|命格属性|n生命恢复: 182308	橙色命格，可提取到命格背包内镶嵌。
40077	3:217308	10	0	7	5	20030	0	22310	40078	0	自然守护	ziran_cheng	#f7ab00|命格属性|n生命恢复: 217308	橙色命格，可提取到命格背包内镶嵌。
40078	3:253846	10	0	8	5	42340	0	46180	40079	0	自然守护	ziran_cheng	#f7ab00|命格属性|n生命恢复: 253846	橙色命格，可提取到命格背包内镶嵌。
40079	3:293590	10	0	9	5	88520	0	94670	40080	0	自然守护	ziran_cheng	#f7ab00|命格属性|n生命恢复: 293590	橙色命格，可提取到命格背包内镶嵌。
40080	3:333334	10	0	10	5	183190	0	-1	-1	0	自然守护	ziran_cheng	#f7ab00|命格属性|n生命恢复: 333334	橙色命格，可提取到命格背包内镶嵌。
40081	13:10	11	0	1	5	60	0	240	40082	0	魔暴之痕	mobao_cheng	#f7ab00|命格属性|n暴击几率: 1%	橙色命格，可提取到命格背包内镶嵌。
40082	13:20	11	0	2	5	300	0	515	40083	0	魔暴之痕	mobao_cheng	#f7ab00|命格属性|n暴击几率: 2%	橙色命格，可提取到命格背包内镶嵌。
40083	13:30	11	0	3	5	815	0	1105	40084	0	魔暴之痕	mobao_cheng	#f7ab00|命格属性|n暴击几率: 3%	橙色命格，可提取到命格背包内镶嵌。
40084	13:40	11	0	4	5	1920	0	2375	40085	0	魔暴之痕	mobao_cheng	#f7ab00|命格属性|n暴击几率: 4%	橙色命格，可提取到命格背包内镶嵌。
40085	13:51	11	0	5	5	4295	0	5060	40086	0	魔暴之痕	mobao_cheng	#f7ab00|命格属性|n暴击几率: 5.1%	橙色命格，可提取到命格背包内镶嵌。
40086	13:62	11	0	6	5	9355	0	10675	40087	0	魔暴之痕	mobao_cheng	#f7ab00|命格属性|n暴击几率: 6.2%	橙色命格，可提取到命格背包内镶嵌。
40087	13:74	11	0	7	5	20030	0	22310	40088	0	魔暴之痕	mobao_cheng	#f7ab00|命格属性|n暴击几率: 7.4%	橙色命格，可提取到命格背包内镶嵌。
40088	13:87	11	0	8	5	42340	0	46180	40089	0	魔暴之痕	mobao_cheng	#f7ab00|命格属性|n暴击几率: 8.7%	橙色命格，可提取到命格背包内镶嵌。
40089	13:101	11	0	9	5	88520	0	94670	40090	0	魔暴之痕	mobao_cheng	#f7ab00|命格属性|n暴击几率: 10.1%	橙色命格，可提取到命格背包内镶嵌。
40090	13:115	11	0	10	5	183190	0	-1	-1	0	魔暴之痕	mobao_cheng	#f7ab00|命格属性|n暴击几率: 11.5%	橙色命格，可提取到命格背包内镶嵌。
40091	14:10	12	0	1	5	60	0	240	40092	0	意念之志	yinian_cheng	#f7ab00|命格属性|n防爆几率: 1%	橙色命格，可提取到命格背包内镶嵌。
40092	14:20	12	0	2	5	300	0	515	40093	0	意念之志	yinian_cheng	#f7ab00|命格属性|n防爆几率: 2%	橙色命格，可提取到命格背包内镶嵌。
40093	14:30	12	0	3	5	815	0	1105	40094	0	意念之志	yinian_cheng	#f7ab00|命格属性|n防爆几率: 3%	橙色命格，可提取到命格背包内镶嵌。
40094	14:40	12	0	4	5	1920	0	2375	40095	0	意念之志	yinian_cheng	#f7ab00|命格属性|n防爆几率: 4%	橙色命格，可提取到命格背包内镶嵌。
40095	14:51	12	0	5	5	4295	0	5060	40096	0	意念之志	yinian_cheng	#f7ab00|命格属性|n防爆几率: 5.1%	橙色命格，可提取到命格背包内镶嵌。
40096	14:62	12	0	6	5	9355	0	10675	40097	0	意念之志	yinian_cheng	#f7ab00|命格属性|n防爆几率: 6.2%	橙色命格，可提取到命格背包内镶嵌。
40097	14:74	12	0	7	5	20030	0	22310	40098	0	意念之志	yinian_cheng	#f7ab00|命格属性|n防爆几率: 7.4%	橙色命格，可提取到命格背包内镶嵌。
40098	14:87	12	0	8	5	42340	0	46180	40099	0	意念之志	yinian_cheng	#f7ab00|命格属性|n防爆几率: 8.7%	橙色命格，可提取到命格背包内镶嵌。
40099	14:101	12	0	9	5	88520	0	94670	40100	0	意念之志	yinian_cheng	#f7ab00|命格属性|n防爆几率: 10.1%	橙色命格，可提取到命格背包内镶嵌。
40100	14:115	12	0	10	5	183190	0	-1	-1	0	意念之志	yinian_cheng	#f7ab00|命格属性|n防爆几率: 11.5%	橙色命格，可提取到命格背包内镶嵌。
50001	4:458|5:1465	3	0	1	7	350	0	550	50002	18	无坚不摧	fengrui_hong	#f7ab00|命格属性|n攻击: 458-1465	红色命格，可提取到命格背包内镶嵌。
50002	4:779|5:2492	3	0	2	7	900	0	1210	50003	0	无坚不摧	fengrui_hong	#f7ab00|命格属性|n攻击: 779-2492	红色命格，可提取到命格背包内镶嵌。
50003	4:1292|5:4134	3	0	3	7	2110	0	2660	50004	0	无坚不摧	fengrui_hong	#f7ab00|命格属性|n攻击: 1292-4134	红色命格，可提取到命格背包内镶嵌。
50004	4:2113|5:6762	3	0	4	7	4770	0	5850	50005	0	无坚不摧	fengrui_hong	#f7ab00|命格属性|n攻击: 2113-6762	红色命格，可提取到命格背包内镶嵌。
50005	4:3427|5:10967	3	0	5	7	10620	0	12755	50006	0	无坚不摧	fengrui_hong	#f7ab00|命格属性|n攻击: 3427-10967	红色命格，可提取到命格背包内镶嵌。
50006	4:5398|5:17274	3	0	6	7	23375	0	27550	50007	0	无坚不摧	fengrui_hong	#f7ab00|命格属性|n攻击: 5398-17274	红色命格，可提取到命格背包内镶嵌。
50007	4:8157|5:26104	3	0	7	7	50925	0	58955	50008	0	无坚不摧	fengrui_hong	#f7ab00|命格属性|n攻击: 8157-26104	红色命格，可提取到命格背包内镶嵌。
50008	4:12020|5:38466	3	0	8	7	109880	0	124985	50009	0	无坚不摧	fengrui_hong	#f7ab00|命格属性|n攻击: 12020-38466	红色命格，可提取到命格背包内镶嵌。
50009	4:17428|5:55772	3	0	9	7	234865	0	262470	50010	0	无坚不摧	fengrui_hong	#f7ab00|命格属性|n攻击: 17428-55772	红色命格，可提取到命格背包内镶嵌。
50010	4:24999|5:80001	3	0	10	7	497335	0	-1	-1	0	无坚不摧	fengrui_hong	#f7ab00|命格属性|n攻击: 24999-80001	红色命格，可提取到命格背包内镶嵌。
50011	1:32965	4	0	1	7	350	0	550	50012	18	长老之血	xuechi_hong	#f7ab00|命格属性|n生命: 32965	红色命格，可提取到命格背包内镶嵌。
50012	1:56062	4	0	2	7	900	0	1210	50013	0	长老之血	xuechi_hong	#f7ab00|命格属性|n生命: 56062	红色命格，可提取到命格背包内镶嵌。
50013	1:93017	4	0	3	7	2110	0	2660	50014	0	长老之血	xuechi_hong	#f7ab00|命格属性|n生命: 93017	红色命格，可提取到命格背包内镶嵌。
50014	1:152145	4	0	4	7	4770	0	5850	50015	0	长老之血	xuechi_hong	#f7ab00|命格属性|n生命: 152145	红色命格，可提取到命格背包内镶嵌。
50015	1:246749	4	0	5	7	10620	0	12755	50016	0	长老之血	xuechi_hong	#f7ab00|命格属性|n生命: 246749	红色命格，可提取到命格背包内镶嵌。
50016	1:388655	4	0	6	7	23375	0	27550	50017	0	长老之血	xuechi_hong	#f7ab00|命格属性|n生命: 388655	红色命格，可提取到命格背包内镶嵌。
50017	1:587324	4	0	7	7	50925	0	58955	50018	0	长老之血	xuechi_hong	#f7ab00|命格属性|n生命: 587324	红色命格，可提取到命格背包内镶嵌。
50018	1:865461	4	0	8	7	109880	0	124985	50019	0	长老之血	xuechi_hong	#f7ab00|命格属性|n生命: 865461	红色命格，可提取到命格背包内镶嵌。
50019	1:1254852	4	0	9	7	234865	0	262470	50020	0	长老之血	xuechi_hong	#f7ab00|命格属性|n生命: 1254852	红色命格，可提取到命格背包内镶嵌。
50020	1:1800000	4	0	10	7	497335	0	-1	-1	0	长老之血	xuechi_hong	#f7ab00|命格属性|n生命: 1800000	红色命格，可提取到命格背包内镶嵌。
50021	6:458|7:1465	5	0	1	7	350	0	550	50022	18	卓越坚甲	jianjia_hong	#f7ab00|命格属性|n防御: 458-1465	红色命格，可提取到命格背包内镶嵌。
50022	6:779|7:2492	5	0	2	7	900	0	1210	50023	0	卓越坚甲	jianjia_hong	#f7ab00|命格属性|n防御: 779-2492	红色命格，可提取到命格背包内镶嵌。
50023	6:1292|7:4134	5	0	3	7	2110	0	2660	50024	0	卓越坚甲	jianjia_hong	#f7ab00|命格属性|n防御: 1292-4134	红色命格，可提取到命格背包内镶嵌。
50024	6:2113|7:6762	5	0	4	7	4770	0	5850	50025	0	卓越坚甲	jianjia_hong	#f7ab00|命格属性|n防御: 2113-6762	红色命格，可提取到命格背包内镶嵌。
50025	6:3427|7:10967	5	0	5	7	10620	0	12755	50026	0	卓越坚甲	jianjia_hong	#f7ab00|命格属性|n防御: 3427-10967	红色命格，可提取到命格背包内镶嵌。
50026	6:5398|7:17274	5	0	6	7	23375	0	27550	50027	0	卓越坚甲	jianjia_hong	#f7ab00|命格属性|n防御: 5398-17274	红色命格，可提取到命格背包内镶嵌。
50027	6:8157|7:26104	5	0	7	7	50925	0	58955	50028	0	卓越坚甲	jianjia_hong	#f7ab00|命格属性|n防御: 8157-26104	红色命格，可提取到命格背包内镶嵌。
50028	6:12020|7:38466	5	0	8	7	109880	0	124985	50029	0	卓越坚甲	jianjia_hong	#f7ab00|命格属性|n防御: 12020-38466	红色命格，可提取到命格背包内镶嵌。
50029	6:17428|7:55772	5	0	9	7	234865	0	262470	50030	0	卓越坚甲	jianjia_hong	#f7ab00|命格属性|n防御: 17428-55772	红色命格，可提取到命格背包内镶嵌。
50030	6:24999|7:80001	5	0	10	7	497335	0	-1	-1	0	卓越坚甲	jianjia_hong	#f7ab00|命格属性|n防御: 24999-80001	红色命格，可提取到命格背包内镶嵌。
50031	8:61	6	0	1	7	350	0	550	50032	18	虚空之眼	yingyan_hong	#f7ab00|命格属性|n准确: 61	红色命格，可提取到命格背包内镶嵌。
50032	8:122	6	0	2	7	900	0	1210	50033	0	虚空之眼	yingyan_hong	#f7ab00|命格属性|n准确: 122	红色命格，可提取到命格背包内镶嵌。
50033	8:183	6	0	3	7	2110	0	2660	50034	0	虚空之眼	yingyan_hong	#f7ab00|命格属性|n准确: 183	红色命格，可提取到命格背包内镶嵌。
50034	8:259	6	0	4	7	4770	0	5850	50035	0	虚空之眼	yingyan_hong	#f7ab00|命格属性|n准确: 259	红色命格，可提取到命格背包内镶嵌。
50035	8:339	6	0	5	7	10620	0	12755	50036	0	虚空之眼	yingyan_hong	#f7ab00|命格属性|n准确: 339	红色命格，可提取到命格背包内镶嵌。
50036	8:423	6	0	6	7	23375	0	27550	50037	0	虚空之眼	yingyan_hong	#f7ab00|命格属性|n准确: 423	红色命格，可提取到命格背包内镶嵌。
50037	8:511	6	0	7	7	50925	0	58955	50038	0	虚空之眼	yingyan_hong	#f7ab00|命格属性|n准确: 511	红色命格，可提取到命格背包内镶嵌。
50038	8:602	6	0	8	7	109880	0	124985	50039	0	虚空之眼	yingyan_hong	#f7ab00|命格属性|n准确: 602	红色命格，可提取到命格背包内镶嵌。
50039	8:701	6	0	9	7	234865	0	262470	50040	0	虚空之眼	yingyan_hong	#f7ab00|命格属性|n准确: 701	红色命格，可提取到命格背包内镶嵌。
50040	8:800	6	0	10	7	497335	0	-1	-1	0	虚空之眼	yingyan_hong	#f7ab00|命格属性|n准确: 800	红色命格，可提取到命格背包内镶嵌。
50041	9:61	7	0	1	7	350	0	550	50042	18	丛林之捷	xunjie_hong	#f7ab00|命格属性|n敏捷: 61	红色命格，可提取到命格背包内镶嵌。
50042	9:122	7	0	2	7	900	0	1210	50043	0	丛林之捷	xunjie_hong	#f7ab00|命格属性|n敏捷: 122	红色命格，可提取到命格背包内镶嵌。
50043	9:183	7	0	3	7	2110	0	2660	50044	0	丛林之捷	xunjie_hong	#f7ab00|命格属性|n敏捷: 183	红色命格，可提取到命格背包内镶嵌。
50044	9:259	7	0	4	7	4770	0	5850	50045	0	丛林之捷	xunjie_hong	#f7ab00|命格属性|n敏捷: 259	红色命格，可提取到命格背包内镶嵌。
50045	9:339	7	0	5	7	10620	0	12755	50046	0	丛林之捷	xunjie_hong	#f7ab00|命格属性|n敏捷: 339	红色命格，可提取到命格背包内镶嵌。
50046	9:423	7	0	6	7	23375	0	27550	50047	0	丛林之捷	xunjie_hong	#f7ab00|命格属性|n敏捷: 423	红色命格，可提取到命格背包内镶嵌。
50047	9:511	7	0	7	7	50925	0	58955	50048	0	丛林之捷	xunjie_hong	#f7ab00|命格属性|n敏捷: 511	红色命格，可提取到命格背包内镶嵌。
50048	9:602	7	0	8	7	109880	0	124985	50049	0	丛林之捷	xunjie_hong	#f7ab00|命格属性|n敏捷: 602	红色命格，可提取到命格背包内镶嵌。
50049	9:701	7	0	9	7	234865	0	262470	50050	0	丛林之捷	xunjie_hong	#f7ab00|命格属性|n敏捷: 701	红色命格，可提取到命格背包内镶嵌。
50050	9:800	7	0	10	7	497335	0	-1	-1	0	丛林之捷	xunjie_hong	#f7ab00|命格属性|n敏捷: 800	红色命格，可提取到命格背包内镶嵌。
50051	10:3846	8	0	1	7	350	0	550	50052	18	鲁莽恨意	baotu_hong	#f7ab00|命格属性|n暴伤: 3846	红色命格，可提取到命格背包内镶嵌。
50052	10:6541	8	0	2	7	900	0	1210	50053	0	鲁莽恨意	baotu_hong	#f7ab00|命格属性|n暴伤: 6541	红色命格，可提取到命格背包内镶嵌。
50053	10:10852	8	0	3	7	2110	0	2660	50054	0	鲁莽恨意	baotu_hong	#f7ab00|命格属性|n暴伤: 10852	红色命格，可提取到命格背包内镶嵌。
50054	10:17750	8	0	4	7	4770	0	5850	50055	0	鲁莽恨意	baotu_hong	#f7ab00|命格属性|n暴伤: 17750	红色命格，可提取到命格背包内镶嵌。
