INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	STRING	INT	STRING	INT	INT	STRING	STRING	STRING	INT	INT	STRING	STRING	STRING	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	STRING	STRING
20009	元宝符文	2	6	0	0	0	0	0	130	149	0	1033	1033	0	-1	0	60000	0	0	0	20000	0	-1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能领完成赏金任务的人都是英雄。\n小道消息：魔风巨兽【霸主】主要聚集在困惑魔殿3层	通缉：<l><g>10003</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	10003:10:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	50	0	-1	-1
20010	元宝符文	2	7	0	0	0	0	0	130	149	0	1033	1033	0	-1	0	120000	0	0	0	40000	0	567:1:1:1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能领完成赏金任务的人都是英雄。\n小道消息：地狱咆哮【界主】主要聚集在困惑魔殿4层	通缉：<l><g>9996</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	9996:5:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
20011	元宝符文	2	8	0	0	0	0	0	130	149	0	1033	1033	0	-1	0	120000	0	0	0	40000	0	567:1:1:1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能领完成赏金任务的人都是英雄。\n小道消息：地狱咆哮【界主】主要聚集在困惑魔殿4层	通缉：<l><g>9996</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	9996:5:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
20012	元宝符文	2	9	0	0	0	0	0	130	149	0	1033	1033	0	-1	0	120000	0	0	0	40000	0	567:1:1:1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能领完成赏金任务的人都是英雄。\n小道消息：地狱咆哮【界主】主要聚集在困惑魔殿4层	通缉：<l><g>9996</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	9996:5:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
20013	元宝符文	2	1	0	0	0	0	0	150	199	0	1033	1033	0	-1	0	60000	0	0	0	1000	0	-1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能完成赏金任务的人都是英雄。\n小道消息：亡魂法师主要出没在地下宫殿1层	通缉：<l><g>1001</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	1001:20:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	20	0	-1	-1
20014	元宝符文	2	1	0	0	0	0	0	150	199	0	1033	1033	0	-1	0	60000	0	0	0	1000	0	-1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能完成赏金任务的人都是英雄。\n小道消息：地下骷髅主要出没在地下宫殿1层	通缉：<l><g>1002</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	1002:20:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	20	0	-1	-1
20015	元宝符文	2	1	0	0	0	0	0	150	199	0	1033	1033	0	-1	0	60000	0	0	0	1000	0	-1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能完成赏金任务的人都是英雄。\n小道消息：变异蛇人主要出没在地下宫殿1层	通缉：<l><g>1003</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	1003:20:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	20	0	-1	-1
20016	元宝符文	2	2	0	0	0	0	0	150	199	0	1033	1033	0	-1	0	60000	0	0	0	1000	0	-1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能完成赏金任务的人都是英雄。\n小道消息：地下盗贼主要出没在地下宫殿1层	通缉：<l><g>1004</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	1004:20:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	20	0	-1	-1
20017	元宝符文	2	2	0	0	0	0	0	150	199	0	1033	1033	0	-1	0	60000	0	0	0	1000	0	-1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能完成赏金任务的人都是英雄。\n小道消息：地下剑客主要出没在地下宫殿1层	通缉：<l><g>1005</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	1005:20:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	20	0	-1	-1
20018	元宝符文	2	3	0	0	0	0	0	150	199	0	1033	1033	0	-1	0	60000	0	0	0	1000	0	-1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能完成赏金任务的人都是英雄。\n小道消息：宫殿斧兵主要出没在地下宫殿1层	通缉：<l><g>1006</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	1006:20:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	20	0	-1	-1
20019	元宝符文	2	3	0	0	0	0	0	150	199	0	1033	1033	0	-1	0	60000	0	0	0	1000	0	-1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能完成赏金任务的人都是英雄。\n小道消息：宫殿战士主要出没在地下宫殿1层	通缉：<l><g>1007</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	1007:20:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	20	0	-1	-1
20020	元宝符文	2	4	0	0	0	0	0	150	199	0	1033	1033	0	-1	0	60000	0	0	0	20000	0	-1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能领完成赏金任务的人都是英雄。\n小道消息：红魔卫士【领主】主要聚集在困惑魔殿2层	通缉：<l><g>10002</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	10002:10:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	50	0	-1	-1
20021	元宝符文	2	5	0	0	0	0	0	150	199	0	1033	1033	0	-1	0	60000	0	0	0	20000	0	-1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能领完成赏金任务的人都是英雄。\n小道消息：魔风巨兽【霸主】主要聚集在困惑魔殿3层	通缉：<l><g>10003</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	10003:10:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	50	0	-1	-1
20022	元宝符文	2	6	0	0	0	0	0	150	199	0	1033	1033	0	-1	0	60000	0	0	0	20000	0	-1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能领完成赏金任务的人都是英雄。\n小道消息：地狱咆哮【界主】主要聚集在困惑魔殿4层	通缉：<l><g>9996</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	9996:5:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	50	0	-1	-1
20023	元宝符文	2	7	0	0	0	0	0	150	199	0	1033	1033	0	-1	0	120000	0	0	0	40000	0	567:1:1:1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能领完成赏金任务的人都是英雄。\n小道消息：变异蜥蜴【妖级BOSS】主要聚集在魔源峰谷1层	通缉：<l><g>10004</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	10004:10:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
20024	元宝符文	2	7	0	0	0	0	0	150	199	0	1033	1033	0	-1	0	120000	0	0	0	40000	0	567:1:1:1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能领完成赏金任务的人都是英雄。\n小道消息：闪电剑魔【魔级BOSS】主要聚集在魔源峰谷2层	通缉：<l><g>10005</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	10005:10:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
20025	元宝符文	2	8	0	0	0	0	0	150	199	0	1033	1033	0	-1	0	120000	0	0	0	40000	0	567:1:1:1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能领完成赏金任务的人都是英雄。\n小道消息：变异蜥蜴【妖级BOSS】主要聚集在魔源峰谷1层	通缉：<l><g>10004</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	10004:10:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
20026	元宝符文	2	8	0	0	0	0	0	150	199	0	1033	1033	0	-1	0	120000	0	0	0	40000	0	567:1:1:1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能领完成赏金任务的人都是英雄。\n小道消息：闪电剑魔【魔级BOSS】主要聚集在魔源峰谷2层	通缉：<l><g>10005</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	10005:10:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
20027	元宝符文	2	9	0	0	0	0	0	150	199	0	1033	1033	0	-1	0	120000	0	0	0	40000	0	567:1:1:1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能领完成赏金任务的人都是英雄。\n小道消息：变异蜥蜴【妖级BOSS】主要聚集在魔源峰谷1层	通缉：<l><g>10004</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	10004:10:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
20028	元宝符文	2	9	0	0	0	0	0	150	199	0	1033	1033	0	-1	0	120000	0	0	0	40000	0	567:1:1:1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能领完成赏金任务的人都是英雄。\n小道消息：闪电剑魔【魔级BOSS】主要聚集在魔源峰谷2层	通缉：<l><g>10005</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	10005:10:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
20029	元宝符文	2	1	0	0	0	0	0	200	299	0	1033	1033	0	-1	0	67500	0	0	0	1000	0	-1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能完成赏金任务的人都是英雄。\n小道消息：亡魂法师主要出没在地下宫殿2层	通缉：<l><g>1008</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	1008:50:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	20	0	-1	-1
20030	元宝符文	2	1	0	0	0	0	0	200	299	0	1033	1033	0	-1	0	67500	0	0	0	1000	0	-1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能完成赏金任务的人都是英雄。\n小道消息：地下骷髅主要出没在地下宫殿2层	通缉：<l><g>1009</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	1009:50:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	20	0	-1	-1
20031	元宝符文	2	1	0	0	0	0	0	200	299	0	1033	1033	0	-1	0	67500	0	0	0	1000	0	-1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能完成赏金任务的人都是英雄。\n小道消息：变异蛇人主要出没在地下宫殿2层	通缉：<l><g>1010</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	1010:50:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	20	0	-1	-1
20032	元宝符文	2	2	0	0	0	0	0	200	299	0	1033	1033	0	-1	0	67500	0	0	0	1000	0	-1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能完成赏金任务的人都是英雄。\n小道消息：地下盗贼主要出没在地下宫殿2层	通缉：<l><g>1011</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	1011:50:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	20	0	-1	-1
20033	元宝符文	2	2	0	0	0	0	0	200	299	0	1033	1033	0	-1	0	67500	0	0	0	1000	0	-1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能完成赏金任务的人都是英雄。\n小道消息：地下剑客主要出没在地下宫殿2层	通缉：<l><g>1012</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	1012:50:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	20	0	-1	-1
20034	元宝符文	2	3	0	0	0	0	0	200	299	0	1033	1033	0	-1	0	67500	0	0	0	1000	0	-1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能完成赏金任务的人都是英雄。\n小道消息：宫殿斧兵主要出没在地下宫殿2层	通缉：<l><g>1013</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	1013:50:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	20	0	-1	-1
20035	元宝符文	2	3	0	0	0	0	0	200	299	0	1033	1033	0	-1	0	67500	0	0	0	1000	0	-1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能完成赏金任务的人都是英雄。\n小道消息：宫殿战士主要出没在地下宫殿2层	通缉：<l><g>1014</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	1014:50:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	20	0	-1	-1
20036	元宝符文	2	4	0	0	0	0	0	200	299	0	1033	1033	0	-1	0	67500	0	0	0	20000	0	-1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能领完成赏金任务的人都是英雄。\n小道消息：变异蜥蜴【妖级BOSS】主要聚集在魔源峰谷1层	通缉：<l><g>10004</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	10004:10:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	50	0	-1	-1
20037	元宝符文	2	4	0	0	0	0	0	200	299	0	1033	1033	0	-1	0	67500	0	0	0	20000	0	-1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能领完成赏金任务的人都是英雄。\n小道消息：闪电剑魔【魔级BOSS】主要聚集在魔源峰谷2层	通缉：<l><g>10005</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	10005:10:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	50	0	-1	-1
20038	元宝符文	2	5	0	0	0	0	0	200	299	0	1033	1033	0	-1	0	67500	0	0	0	20000	0	-1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能领完成赏金任务的人都是英雄。\n小道消息：变异蜥蜴【妖级BOSS】主要聚集在魔源峰谷1层	通缉：<l><g>10004</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	10004:10:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	50	0	-1	-1
20039	元宝符文	2	5	0	0	0	0	0	200	299	0	1033	1033	0	-1	0	67500	0	0	0	20000	0	-1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能领完成赏金任务的人都是英雄。\n小道消息：闪电剑魔【魔级BOSS】主要聚集在魔源峰谷2层	通缉：<l><g>10005</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	10005:10:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	50	0	-1	-1
20040	元宝符文	2	6	0	0	0	0	0	200	299	0	1033	1033	0	-1	0	67500	0	0	0	20000	0	-1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能领完成赏金任务的人都是英雄。\n小道消息：变异蜥蜴【妖级BOSS】主要聚集在魔源峰谷1层	通缉：<l><g>10004</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	10004:10:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	50	0	-1	-1
20041	元宝符文	2	6	0	0	0	0	0	200	299	0	1033	1033	0	-1	0	67500	0	0	0	20000	0	-1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能领完成赏金任务的人都是英雄。\n小道消息：闪电剑魔【魔级BOSS】主要聚集在魔源峰谷2层	通缉：<l><g>10005</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	10005:10:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	50	0	-1	-1
20042	元宝符文	2	7	0	0	0	0	0	200	299	0	1033	1033	0	-1	0	135000	0	0	0	40000	0	567:1:1:1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能领完成赏金任务的人都是英雄。\n小道消息：闪电剑魔【魔级BOSS】主要聚集在魔源峰谷2层	通缉：<l><g>10005</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	10005:10:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
20043	元宝符文	2	7	0	0	0	0	0	200	299	0	1033	1033	0	-1	0	135000	0	0	0	40000	0	567:1:1:1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能领完成赏金任务的人都是英雄。\n小道消息：金刚僵尸【王级BOSS】主要聚集在绝情海岛1层	通缉：<l><g>10006</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	10006:5:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	1_3
20044	元宝符文	2	8	0	0	0	0	0	200	299	0	1033	1033	0	-1	0	135000	0	0	0	40000	0	567:1:1:1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能领完成赏金任务的人都是英雄。\n小道消息：闪电剑魔【魔级BOSS】主要聚集在魔源峰谷2层	通缉：<l><g>10005</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	10005:10:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
20045	元宝符文	2	8	0	0	0	0	0	200	299	0	1033	1033	0	-1	0	135000	0	0	0	40000	0	567:1:1:1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能领完成赏金任务的人都是英雄。\n小道消息：金刚僵尸【王级BOSS】主要聚集在绝情海岛1层	通缉：<l><g>10006</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	10006:5:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	1_3
20046	元宝符文	2	9	0	0	0	0	0	200	299	0	1033	1033	0	-1	0	135000	0	0	0	40000	0	567:1:1:1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能领完成赏金任务的人都是英雄。\n小道消息：闪电剑魔【魔级BOSS】主要聚集在魔源峰谷2层	通缉：<l><g>10005</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	10005:10:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
20047	元宝符文	2	9	0	0	0	0	0	200	299	0	1033	1033	0	-1	0	135000	0	0	0	40000	0	567:1:1:1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能领完成赏金任务的人都是英雄。\n小道消息：金刚僵尸【王级BOSS】主要聚集在绝情海岛1层	通缉：<l><g>10006</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	10006:5:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	1_3
20048	元宝符文	2	1	0	0	0	0	0	300	399	0	1033	1033	0	-1	0	75000	0	0	0	1000	0	-1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能完成赏金任务的人都是英雄。\n小道消息：亡魂法师主要出没在地下宫殿3层	通缉：<l><g>1015</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	1015:100:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	20	0	-1	-1
20049	元宝符文	2	1	0	0	0	0	0	300	399	0	1033	1033	0	-1	0	75000	0	0	0	1000	0	-1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能完成赏金任务的人都是英雄。\n小道消息：地下骷髅主要出没在地下宫殿3层	通缉：<l><g>1016</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	1016:100:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	20	0	-1	-1
20050	元宝符文	2	1	0	0	0	0	0	300	399	0	1033	1033	0	-1	0	75000	0	0	0	1000	0	-1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能完成赏金任务的人都是英雄。\n小道消息：变异蛇人主要出没在地下宫殿3层	通缉：<l><g>1017</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	1017:100:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	20	0	-1	-1
20051	元宝符文	2	2	0	0	0	0	0	300	399	0	1033	1033	0	-1	0	75000	0	0	0	1000	0	-1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能完成赏金任务的人都是英雄。\n小道消息：地下盗贼主要出没在地下宫殿3层	通缉：<l><g>1018</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	1018:100:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	20	0	-1	-1
20052	元宝符文	2	2	0	0	0	0	0	300	399	0	1033	1033	0	-1	0	75000	0	0	0	1000	0	-1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能完成赏金任务的人都是英雄。\n小道消息：地下剑客主要出没在地下宫殿3层	通缉：<l><g>1019</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	1019:100:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	20	0	-1	-1
20053	元宝符文	2	3	0	0	0	0	0	300	399	0	1033	1033	0	-1	0	75000	0	0	0	1000	0	-1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能完成赏金任务的人都是英雄。\n小道消息：宫殿斧兵主要出没在地下宫殿3层	通缉：<l><g>1020</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	1020:100:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	20	0	-1	-1
20054	元宝符文	2	3	0	0	0	0	0	300	399	0	1033	1033	0	-1	0	75000	0	0	0	1000	0	-1	-1	通缉各路凶残妖兽乃是我们圣妖人的本分，听说能完成赏金任务的人都是英雄。\n小道消息：宫殿战士主要出没在地下宫殿3层	通缉：<l><g>1021</g></l> <c/>	任务回复：<l><n>1033</n></l>	无对话	无对话	-1	-1	-1	0	0	36	1021:100:100	2	-1	0	0	-1	-1	-1	0	103	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	20	0	-1	-1
