INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
3501006	105:1:1	1	2000	0	1	1	0	0	3	61	90	0
3501007	106:1:1	1	600	0	1	1	414	0	3	61	90	0
3501008	107:1:1	1	300	0	1	1	414	0	3	61	90	0
3501009	150:1:1	1	300000	0	1	0	0	0	3	61	90	0
3501010	151:1:1	1	400000	0	1	0	0	0	3	61	90	0
3501011	152:1:1	1	150000	0	1	0	0	0	3	61	90	0
3501012	153:1:1	1	60000	0	1	0	0	0	3	61	90	0
3501013	154:1:1	1	15000	0	1	0	0	0	3	61	90	0
3501014	155:1:1	1	3000	0	1	1	0	0	3	61	90	0
3501015	156:1:1	1	900	0	1	1	414	0	3	61	90	0
3501016	157:1:1	1	450	0	1	1	414	0	3	61	90	0
3501017	565:1:1	1	41400	0	1	0	0	0	3	61	90	0
3501018	20001:2:1	1	200	200	1	1	414	1	3	61	90	0
3501019	20002:2:1	1	600	70	1	1	414	2	3	61	90	0
3501020	20003:2:1	1	600	70	1	1	414	3	3	61	90	0
3501021	20004:2:1	1	600	70	1	1	414	0	3	61	90	0
3501022	20005:2:1	1	200	200	1	1	414	4	3	61	90	0
3501023	20006:2:1	1	600	70	1	1	414	5	3	61	90	0
3501024	20007:2:1	1	600	70	1	1	414	6	3	61	90	0
3501025	20008:2:1	1	600	70	1	1	414	0	3	61	90	0
3501026	10151:2:1	1	4000	0	1	0	0	0	3	61	90	0
3501027	10156:2:1	1	6000	0	1	0	0	0	3	61	90	0
3501028	10161:2:1	1	4000	0	1	0	0	0	3	61	90	0
3501029	10166:2:1	1	6000	0	1	0	0	0	3	61	90	0
3501030	10171:2:1	1	4000	0	1	1	0	0	3	61	90	0
3501031	10176:2:1	1	6000	0	1	1	0	0	3	61	90	0
3501032	10181:2:1	1	1600	0	1	1	0	0	3	61	90	0
3501033	10186:2:1	1	2400	0	1	1	0	0	3	61	90	0
3501034	10191:2:1	1	1200	0	1	1	0	0	3	61	90	0
3501035	10196:2:1	1	1800	0	1	1	0	0	3	61	90	0
3501036	10201:2:1	1	1520	0	1	1	414	0	3	61	90	0
3501037	10206:2:1	1	2280	0	1	1	414	0	3	61	90	0
3501038	10211:2:1	1	1280	0	1	1	414	0	3	61	90	0
3501039	10216:2:1	1	1920	0	1	1	414	0	3	61	90	0
3501040	10221:2:1	1	1040	0	1	1	414	0	3	61	90	0
3501041	10226:2:1	1	1560	0	1	1	414	0	3	61	90	0
3501042	10231:2:1	1	800	0	1	1	414	0	3	61	90	0
3501043	10236:2:1	1	1200	0	1	1	414	0	3	61	90	0
3501044	10241:2:1	1	560	0	1	1	414	0	3	61	90	0
3501045	10246:2:1	1	840	0	1	1	414	0	3	61	90	0
3501046	10251:2:1	1	400	50	1	1	414	0	3	61	90	0
3501047	10256:2:1	1	600	50	1	1	414	0	3	61	90	0
3501048	10261:2:1	1	240	100	1	1	414	0	3	61	90	0
3501049	10266:2:1	1	360	100	1	1	414	0	3	61	90	0
3501050	10271:2:1	1	120	100	1	1	414	0	3	61	90	0
3501051	10276:2:1	1	180	100	1	1	414	0	3	61	90	0
3501052	10281:2:1	1	95	150	1	1	414	0	3	61	90	0
3501053	10286:2:1	1	143	150	1	1	414	0	3	61	90	0
3501054	10291:2:1	1	80	200	1	1	414	0	3	61	90	0
3501055	10296:2:1	1	120	200	1	1	414	0	3	61	90	0
3501056	10301:2:1	1	63	300	1	1	414	0	3	61	90	0
3501057	10306:2:1	1	95	300	1	1	414	0	3	61	90	0
3501058	10311:2:1	1	47	300	1	1	414	0	3	61	90	0
3501059	10316:2:1	1	70	300	1	1	414	0	3	61	90	0
3501060	10321:2:1	1	30	300	1	1	414	7	3	61	90	0
3501061	10326:2:1	1	47	300	1	1	414	10	3	61	90	0
3502001	10202:2:1	2	1820	0	1	0	0	0	3	61	90	0
3502002	10203:2:1	2	1820	0	1	0	0	0	3	61	90	0
3502003	10204:2:1	2	1820	0	1	0	0	0	3	61	90	0
3502004	10205:2:1	2	1560	0	1	0	0	0	3	61	90	0
3502005	10207:2:1	2	1560	0	1	0	0	0	3	61	90	0
3502006	10208:2:1	2	1300	0	1	0	0	0	3	61	90	0
3502007	10209:2:1	2	1300	0	1	0	0	0	3	61	90	0
3502008	10210:2:1	2	1820	0	1	0	0	0	3	61	90	0
3501062	10212:2:1	1	1820	0	1	0	0	0	3	61	90	0
3501063	10213:2:1	1	1820	0	1	0	0	0	3	61	90	0
3501064	10214:2:1	1	1820	0	1	0	0	0	3	61	90	0
3501065	10215:2:1	1	1560	0	1	0	0	0	3	61	90	0
3501066	10217:2:1	1	1560	0	1	0	0	0	3	61	90	0
3501067	10218:2:1	1	1300	0	1	0	0	0	3	61	90	0
3501068	10219:2:1	1	1300	0	1	0	0	0	3	61	90	0
3501069	10220:2:1	1	1820	0	1	0	0	0	3	61	90	0
3501070	10222:2:1	1	1820	0	1	0	0	0	3	61	90	0
3501071	10223:2:1	1	1820	0	1	0	0	0	3	61	90	0
3501072	10224:2:1	1	1820	0	1	0	0	0	3	61	90	0
3501073	10225:2:1	1	1560	0	1	0	0	0	3	61	90	0
3501074	10227:2:1	1	1560	0	1	0	0	0	3	61	90	0
3501075	10228:2:1	1	1300	0	1	0	0	0	3	61	90	0
3501076	10229:2:1	1	1300	0	1	0	0	0	3	61	90	0
3501077	10230:2:1	1	1820	0	1	0	0	0	3	61	90	0
3501078	10232:2:1	1	1820	0	1	0	0	0	3	61	90	0
3501079	10233:2:1	1	1820	0	1	0	0	0	3	61	90	0
3501080	10234:2:1	1	1820	0	1	0	0	0	3	61	90	0
3501081	10235:2:1	1	1560	0	1	0	0	0	3	61	90	0
3501082	10237:2:1	1	1560	0	1	0	0	0	3	61	90	0
3501083	10238:2:1	1	1300	0	1	0	0	0	3	61	90	0
3501084	10239:2:1	1	1300	0	1	0	0	0	3	61	90	0
3501085	10240:2:1	1	1820	0	1	0	0	0	3	61	90	0
3501086	10242:2:1	1	1820	0	1	0	0	0	3	61	90	0
3501087	10243:2:1	1	1820	0	1	0	0	0	3	61	90	0
3501088	10244:2:1	1	1820	0	1	0	0	0	3	61	90	0
3501089	10245:2:1	1	1560	0	1	0	0	0	3	61	90	0
3501090	10247:2:1	1	1560	0	1	0	0	0	3	61	90	0
3501091	10248:2:1	1	1300	0	1	0	0	0	3	61	90	0
3501092	10249:2:1	1	1300	0	1	0	0	0	3	61	90	0
3501093	10250:2:1	1	1820	0	1	0	0	0	3	61	90	0
3501094	10252:2:1	1	1540	0	1	1	0	0	3	61	90	0
3501095	10253:2:1	1	1540	0	1	1	0	0	3	61	90	0
3501096	10254:2:1	1	1540	0	1	1	0	0	3	61	90	0
3501097	10255:2:1	1	1320	0	1	1	0	0	3	61	90	0
3501098	10257:2:1	1	1320	0	1	1	0	0	3	61	90	0
3501099	10258:2:1	1	1100	0	1	1	0	0	3	61	90	0
3501100	10259:2:1	1	1100	0	1	1	0	0	3	61	90	0
3501101	10260:2:1	1	1540	0	1	1	0	0	3	61	90	0
3501102	10262:2:1	1	1540	0	1	1	0	0	3	61	90	0
3501103	10263:2:1	1	1540	0	1	1	0	0	3	61	90	0
3501104	10264:2:1	1	1540	0	1	1	0	0	3	61	90	0
3501105	10265:2:1	1	1320	0	1	1	0	0	3	61	90	0
3501106	10267:2:1	1	1320	0	1	1	0	0	3	61	90	0
3501107	10268:2:1	1	1100	0	1	1	0	0	3	61	90	0
3501108	10269:2:1	1	1100	0	1	1	0	0	3	61	90	0
3501109	10270:2:1	1	1540	0	1	1	0	0	3	61	90	0
3501110	10272:2:1	1	1540	0	1	1	0	0	3	61	90	0
3501111	10273:2:1	1	1540	0	1	1	0	0	3	61	90	0
3501112	10274:2:1	1	1540	0	1	1	0	0	3	61	90	0
3501113	10275:2:1	1	1320	0	1	1	0	0	3	61	90	0
3501114	10277:2:1	1	1320	0	1	1	0	0	3	61	90	0
3501115	10278:2:1	1	1100	0	1	1	0	0	3	61	90	0
3501116	10279:2:1	1	1100	0	1	1	0	0	3	61	90	0
3501117	10280:2:1	1	1540	0	1	1	0	0	3	61	90	0
3501118	10282:2:1	1	980	0	1	1	0	0	3	61	90	0
3501119	10283:2:1	1	980	0	1	1	0	0	3	61	90	0
3501120	10284:2:1	1	980	0	1	1	0	0	3	61	90	0
3501121	10285:2:1	1	840	0	1	1	0	0	3	61	90	0
3501122	10287:2:1	1	840	0	1	1	0	0	3	61	90	0
3501123	10288:2:1	1	700	0	1	1	0	0	3	61	90	0
3501124	10289:2:1	1	700	0	1	1	0	0	3	61	90	0
3501125	10290:2:1	1	980	0	1	1	0	0	3	61	90	0
3501126	10292:2:1	1	700	0	1	1	0	0	3	61	90	0
3501127	10293:2:1	1	700	0	1	1	0	0	3	61	90	0
3501128	10294:2:1	1	700	0	1	1	0	0	3	61	90	0
3501129	10295:2:1	1	600	0	1	1	0	0	3	61	90	0
3501130	10297:2:1	1	600	0	1	1	0	0	3	61	90	0
3501131	10298:2:1	1	500	0	1	1	0	0	3	61	90	0
3501132	10299:2:1	1	500	0	1	1	0	0	3	61	90	0
3501133	10300:2:1	1	700	0	1	1	0	0	3	61	90	0
3501134	10302:2:1	1	503	0	1	1	414	0	3	61	90	0
3501135	10303:2:1	1	503	0	1	1	414	0	3	61	90	0
3501136	10304:2:1	1	503	0	1	1	414	0	3	61	90	0
3501137	10305:2:1	1	430	0	1	1	414	0	3	61	90	0
3501138	10307:2:1	1	430	0	1	1	414	0	3	61	90	0
3501139	10308:2:1	1	360	0	1	1	414	0	3	61	90	0
3501140	10309:2:1	1	360	0	1	1	414	0	3	61	90	0
3501141	10310:2:1	1	503	0	1	1	414	0	3	61	90	0
3501142	10312:2:1	1	447	0	1	1	414	0	3	61	90	0
3501143	10313:2:1	1	447	0	1	1	414	0	3	61	90	0
3501144	10314:2:1	1	447	0	1	1	414	0	3	61	90	0
3501145	10315:2:1	1	383	0	1	1	414	0	3	61	90	0
3501146	10317:2:1	1	383	0	1	1	414	0	3	61	90	0
3501147	10318:2:1	1	320	0	1	1	414	0	3	61	90	0
3501148	10319:2:1	1	320	0	1	1	414	0	3	61	90	0
3501149	10320:2:1	1	447	0	1	1	414	0	3	61	90	0
3501150	10322:2:1	1	390	0	1	1	414	0	3	61	90	0
3501151	10323:2:1	1	390	0	1	1	414	0	3	61	90	0
3501152	10324:2:1	1	390	0	1	1	414	0	3	61	90	0
3501153	10325:2:1	1	335	0	1	1	414	0	3	61	90	0
3501154	10327:2:1	1	335	0	1	1	414	0	3	61	90	0
3501155	10328:2:1	1	280	0	1	1	414	0	3	61	90	0
3501156	10329:2:1	1	280	0	1	1	414	0	3	61	90	0
3501157	10330:2:1	1	390	0	1	1	414	0	3	61	90	0
3501158	10332:2:1	1	335	0	1	1	414	0	3	61	90	0
3501159	10333:2:1	1	335	0	1	1	414	0	3	61	90	0
3501160	10334:2:1	1	335	0	1	1	414	0	3	61	90	0
3501161	10335:2:1	1	287	0	1	1	414	0	3	61	90	0
3501162	10337:2:1	1	287	0	1	1	414	0	3	61	90	0
3501163	10338:2:1	1	240	0	1	1	414	0	3	61	90	0
3501164	10339:2:1	1	240	0	1	1	414	0	3	61	90	0
3501165	10340:2:1	1	335	0	1	1	414	0	3	61	90	0
3501166	10342:2:1	1	280	50	1	1	414	0	3	61	90	0
3501167	10343:2:1	1	280	50	1	1	414	0	3	61	90	0
3501168	10344:2:1	1	280	50	1	1	414	0	3	61	90	0
3501169	10345:2:1	1	240	50	1	1	414	0	3	61	90	0
3501170	10347:2:1	1	240	50	1	1	414	0	3	61	90	0
3501171	10348:2:1	1	200	50	1	1	414	0	3	61	90	0
3501172	10349:2:1	1	200	50	1	1	414	0	3	61	90	0
3501173	10350:2:1	1	280	50	1	1	414	0	3	61	90	0
3501174	10352:2:1	1	223	70	1	1	414	0	3	61	90	0
3501175	10353:2:1	1	223	70	1	1	414	0	3	61	90	0
3501176	10354:2:1	1	223	70	1	1	414	0	3	61	90	0
3501177	10355:2:1	1	190	70	1	1	414	0	3	61	90	0
3501178	10357:2:1	1	190	70	1	1	414	0	3	61	90	0
3501179	10358:2:1	1	160	70	1	1	414	0	3	61	90	0
3501180	10359:2:1	1	160	70	1	1	414	0	3	61	90	0
3501181	10360:2:1	1	223	70	1	1	414	0	3	61	90	0
3501182	10362:2:1	1	110	100	1	1	414	0	3	61	90	0
3501183	10363:2:1	1	110	100	1	1	414	0	3	61	90	0
3501184	10364:2:1	1	110	100	1	1	414	0	3	61	90	0
3501185	10365:2:1	1	95	100	1	1	414	0	3	61	90	0
3501186	10367:2:1	1	95	100	1	1	414	0	3	61	90	0
3501187	10368:2:1	1	80	100	1	1	414	0	3	61	90	0
3501188	10369:2:1	1	80	100	1	1	414	0	3	61	90	0
3501189	10370:2:1	1	110	100	1	1	414	0	3	61	90	0
3501190	10372:2:1	1	83	150	1	1	414	0	3	61	90	0
3501191	10373:2:1	1	83	150	1	1	414	0	3	61	90	0
3501192	10374:2:1	1	83	150	1	1	414	0	3	61	90	0
3501193	10375:2:1	1	70	150	1	1	414	0	3	61	90	0
3501194	10377:2:1	1	70	150	1	1	414	0	3	61	90	0
3501195	10378:2:1	1	60	150	1	1	414	0	3	61	90	0
3501196	10379:2:1	1	60	150	1	1	414	0	3	61	90	0
3501197	10380:2:1	1	83	150	1	1	414	0	3	61	90	0
3501198	10382:2:1	1	55	250	1	1	414	0	3	61	90	0
3501199	10383:2:1	1	55	250	1	1	414	0	3	61	90	0
3501200	10384:2:1	1	55	250	1	1	414	0	3	61	90	0
3501201	10385:2:1	1	47	250	1	1	414	0	3	61	90	0
3501202	10387:2:1	1	47	250	1	1	414	0	3	61	90	0
3501203	10388:2:1	1	40	250	1	1	414	0	3	61	90	0
3501204	10389:2:1	1	40	250	1	1	414	0	3	61	90	0
3501205	10390:2:1	1	55	250	1	1	414	0	3	61	90	0
3501206	10392:2:1	1	27	300	1	1	414	8	3	61	90	0
3501207	10393:2:1	1	27	300	1	1	414	0	3	61	90	0
3501208	10394:2:1	1	27	300	1	1	414	0	3	61	90	0
3501209	10395:2:1	1	23	300	1	1	414	0	3	61	90	0
3501210	10397:2:1	1	23	300	1	1	414	11	3	61	90	0
3501211	10398:2:1	1	20	300	1	1	414	9	3	61	90	0
3501212	10399:2:1	1	20	300	1	1	414	12	3	61	90	0
3501213	10400:2:1	1	27	300	1	1	414	0	3	61	90	0
3510001	20002:2:1	10	1	70	1	1	414	0	3	61	90	0
3510002	20003:2:1	10	1	70	1	1	414	0	3	61	90	0
3510003	20004:2:1	10	1	70	1	1	414	0	3	61	90	0
3510004	20006:2:1	10	1	70	1	1	414	0	3	61	90	0
3510005	20007:2:1	10	1	70	1	1	414	0	3	61	90	0
3510006	20008:2:1	10	1	70	1	1	414	0	3	61	90	0
3510007	10292:2:1	10	1	0	1	0	0	0	3	61	90	0
3510008	10293:2:1	10	1	0	1	0	0	0	3	61	90	0
3510009	10294:2:1	10	1	0	1	0	0	0	3	61	90	0
3510010	10295:2:1	10	1	0	1	0	0	0	3	61	90	0
3510011	10297:2:1	10	1	0	1	0	0	0	3	61	90	0
3510012	10298:2:1	10	1	0	1	0	0	0	3	61	90	0
3510013	10299:2:1	10	1	0	1	0	0	0	3	61	90	0
3510014	10300:2:1	10	1	0	1	0	0	0	3	61	90	0
3501214	7053:1:1	1	17000	0	1	1	414	0	3	61	90	0
3501215	25:8:1	1	200	30	1	1	414	0	3	61	90	0
3501216	30:8:1	1	200	30	1	1	414	0	3	61	90	0
3501217	35:8:1	1	200	30	1	1	414	0	3	61	90	0
3501218	36:8:1	1	6000	30	1	1	414	0	3	61	90	1
3501219	45:8:1	1	100	30	1	1	414	0	3	61	90	0
3501220	50:8:1	1	100	30	1	1	414	0	3	61	90	0
3501221	55:8:1	1	100	30	1	1	414	0	3	61	90	0
3501222	56:8:1	1	4500	30	1	1	414	0	3	61	90	1
3501223	65:8:1	1	50	30	1	1	414	0	3	61	90	0
3501224	70:8:1	1	50	30	1	1	414	0	3	61	90	0
3501225	75:8:1	1	50	30	1	1	414	0	3	61	90	0
3501226	76:8:1	1	3500	30	1	1	414	0	3	61	90	1
3501227	645:1:1	1	0	0	1	0	0	13	3	61	90	0
3501228	7052:1:1	1	0	0	1	0	0	14	3	61	90	0
5101001	100:1:1	1	300000	0	1	0	0	0	5	1	7	0
5101002	101:1:1	1	400000	0	1	0	0	0	5	1	7	0
5101003	102:1:1	1	200000	0	1	0	0	0	5	1	7	0
5101004	103:1:1	1	40000	0	1	0	0	0	5	1	7	0
5101005	104:1:1	1	8000	0	1	0	0	0	5	1	7	0
5101006	105:1:1	1	2000	0	1	1	0	0	5	1	7	0
5101007	106:1:1	1	600	0	1	1	414	0	5	1	7	0
5101008	107:1:1	1	300	0	1	1	414	0	5	1	7	0
5101009	150:1:1	1	300000	0	1	0	0	0	5	1	7	0
5101010	151:1:1	1	400000	0	1	0	0	0	5	1	7	0
5101011	152:1:1	1	150000	0	1	0	0	0	5	1	7	0
5101012	153:1:1	1	60000	0	1	0	0	0	5	1	7	0
5101013	154:1:1	1	15000	0	1	0	0	0	5	1	7	0
5101014	155:1:1	1	3000	0	1	1	0	0	5	1	7	0
5101015	156:1:1	1	900	0	1	1	414	0	5	1	7	0
5101016	157:1:1	1	450	0	1	1	414	0	5	1	7	0
5101017	565:1:1	1	41400	0	1	0	0	0	5	1	7	0
5101018	20001:2:1	1	200	200	1	1	414	1	5	1	7	0
5101019	20002:2:1	1	600	70	1	1	414	0	5	1	7	0
5101020	20003:2:1	1	600	70	1	1	414	2	5	1	7	0
5101021	20004:2:1	1	600	70	1	1	414	0	5	1	7	0
5101022	20005:2:1	1	200	200	1	1	414	4	5	1	7	0
5101023	20006:2:1	1	600	70	1	1	414	0	5	1	7	0
5101024	20007:2:1	1	600	70	1	1	414	5	5	1	7	0
5101025	20008:2:1	1	600	70	1	1	414	0	5	1	7	0
5101026	10151:2:1	1	4000	0	1	0	0	0	5	1	7	0
5101027	10156:2:1	1	6000	0	1	0	0	0	5	1	7	0
5101028	10161:2:1	1	4000	0	1	0	0	0	5	1	7	0
5101029	10166:2:1	1	6000	0	1	0	0	0	5	1	7	0
5101030	10171:2:1	1	4000	0	1	1	0	0	5	1	7	0
5101031	10176:2:1	1	6000	0	1	1	0	0	5	1	7	0
5101032	10181:2:1	1	1600	0	1	1	0	0	5	1	7	0
5101033	10186:2:1	1	2400	0	1	1	0	0	5	1	7	0
5101034	10191:2:1	1	1200	0	1	1	0	0	5	1	7	0
5101035	10196:2:1	1	1800	0	1	1	0	0	5	1	7	0
5101036	10201:2:1	1	1520	0	1	1	414	0	5	1	7	0
5101037	10206:2:1	1	2280	0	1	1	414	0	5	1	7	0
5101038	10211:2:1	1	1280	0	1	1	414	0	5	1	7	0
5101039	10216:2:1	1	1920	0	1	1	414	0	5	1	7	0
5101040	10221:2:1	1	1040	0	1	1	414	0	5	1	7	0
5101041	10226:2:1	1	1560	0	1	1	414	0	5	1	7	0
5101042	10231:2:1	1	800	0	1	1	414	0	5	1	7	0
5101043	10236:2:1	1	1200	0	1	1	414	0	5	1	7	0
5101044	10241:2:1	1	560	50	1	1	414	0	5	1	7	0
5101045	10246:2:1	1	840	50	1	1	414	0	5	1	7	0
5101046	10251:2:1	1	400	100	1	1	414	0	5	1	7	0
5101047	10256:2:1	1	600	100	1	1	414	0	5	1	7	0
5101048	10261:2:1	1	240	150	1	1	414	0	5	1	7	0
5101049	10266:2:1	1	360	150	1	1	414	0	5	1	7	0
5101050	10271:2:1	1	120	200	1	1	414	7	5	1	7	0
5101051	10276:2:1	1	180	200	1	1	414	10	5	1	7	0
5102001	10202:2:1	2	1820	0	1	0	0	0	5	1	7	0
5102002	10203:2:1	2	1820	0	1	0	0	0	5	1	7	0
5102003	10204:2:1	2	1820	0	1	0	0	0	5	1	7	0
5102004	10205:2:1	2	1560	0	1	0	0	0	5	1	7	0
5102005	10207:2:1	2	1560	0	1	0	0	0	5	1	7	0
5102006	10208:2:1	2	1300	0	1	0	0	0	5	1	7	0
5102007	10209:2:1	2	1300	0	1	0	0	0	5	1	7	0
5102008	10210:2:1	2	1820	0	1	0	0	0	5	1	7	0
5101052	10212:2:1	1	1820	0	1	0	0	0	5	1	7	0
5101053	10213:2:1	1	1820	0	1	0	0	0	5	1	7	0
5101054	10214:2:1	1	1820	0	1	0	0	0	5	1	7	0
5101055	10215:2:1	1	1560	0	1	0	0	0	5	1	7	0
5101056	10217:2:1	1	1560	0	1	0	0	0	5	1	7	0
5101057	10218:2:1	1	1300	0	1	0	0	0	5	1	7	0
5101058	10219:2:1	1	1300	0	1	0	0	0	5	1	7	0
5101059	10220:2:1	1	1820	0	1	0	0	0	5	1	7	0
5101060	10222:2:1	1	1820	0	1	0	0	0	5	1	7	0
5101061	10223:2:1	1	1820	0	1	0	0	0	5	1	7	0
5101062	10224:2:1	1	1820	0	1	0	0	0	5	1	7	0
5101063	10225:2:1	1	1560	0	1	0	0	0	5	1	7	0
5101064	10227:2:1	1	1560	0	1	0	0	0	5	1	7	0
5101065	10228:2:1	1	1300	0	1	0	0	0	5	1	7	0
5101066	10229:2:1	1	1300	0	1	0	0	0	5	1	7	0
5101067	10230:2:1	1	1820	0	1	0	0	0	5	1	7	0
5101068	10232:2:1	1	1820	0	1	0	0	0	5	1	7	0
5101069	10233:2:1	1	1820	0	1	0	0	0	5	1	7	0
5101070	10234:2:1	1	1820	0	1	0	0	0	5	1	7	0
5101071	10235:2:1	1	1560	0	1	0	0	0	5	1	7	0
5101072	10237:2:1	1	1560	0	1	0	0	0	5	1	7	0
5101073	10238:2:1	1	1300	0	1	0	0	0	5	1	7	0
5101074	10239:2:1	1	1300	0	1	0	0	0	5	1	7	0
5101075	10240:2:1	1	1820	0	1	0	0	0	5	1	7	0
5101076	10242:2:1	1	1820	0	1	0	0	0	5	1	7	0
5101077	10243:2:1	1	1820	0	1	0	0	0	5	1	7	0
5101078	10244:2:1	1	1820	0	1	0	0	0	5	1	7	0
5101079	10245:2:1	1	1560	0	1	0	0	0	5	1	7	0
5101080	10247:2:1	1	1560	0	1	0	0	0	5	1	7	0
5101081	10248:2:1	1	1300	0	1	0	0	0	5	1	7	0
5101082	10249:2:1	1	1300	0	1	0	0	0	5	1	7	0
5101083	10250:2:1	1	1820	0	1	0	0	0	5	1	7	0
5101084	10252:2:1	1	1540	0	1	1	0	0	5	1	7	0
5101085	10253:2:1	1	1540	0	1	1	0	0	5	1	7	0
5101086	10254:2:1	1	1540	0	1	1	0	0	5	1	7	0
5101087	10255:2:1	1	1320	0	1	1	0	0	5	1	7	0
5101088	10257:2:1	1	1320	0	1	1	0	0	5	1	7	0
5101089	10258:2:1	1	1100	0	1	1	0	0	5	1	7	0
5101090	10259:2:1	1	1100	0	1	1	0	0	5	1	7	0
5101091	10260:2:1	1	1540	0	1	1	0	0	5	1	7	0
5101092	10262:2:1	1	1540	0	1	1	0	0	5	1	7	0
5101093	10263:2:1	1	1540	0	1	1	0	0	5	1	7	0
5101094	10264:2:1	1	1540	0	1	1	0	0	5	1	7	0
5101095	10265:2:1	1	1320	0	1	1	0	0	5	1	7	0
5101096	10267:2:1	1	1320	0	1	1	0	0	5	1	7	0
5101097	10268:2:1	1	1100	0	1	1	0	0	5	1	7	0
5101098	10269:2:1	1	1100	0	1	1	0	0	5	1	7	0
5101099	10270:2:1	1	1540	0	1	1	0	0	5	1	7	0
5101100	10272:2:1	1	1540	0	1	1	0	0	5	1	7	0
5101101	10273:2:1	1	1540	0	1	1	0	0	5	1	7	0
5101102	10274:2:1	1	1540	0	1	1	0	0	5	1	7	0
5101103	10275:2:1	1	1320	0	1	1	0	0	5	1	7	0
5101104	10277:2:1	1	1320	0	1	1	0	0	5	1	7	0
5101105	10278:2:1	1	1100	0	1	1	0	0	5	1	7	0
5101106	10279:2:1	1	1100	0	1	1	0	0	5	1	7	0
5101107	10280:2:1	1	1540	0	1	1	0	0	5	1	7	0
5101108	10282:2:1	1	980	0	1	1	0	0	5	1	7	0
5101109	10283:2:1	1	980	0	1	1	0	0	5	1	7	0
5101110	10284:2:1	1	980	0	1	1	0	0	5	1	7	0
5101111	10285:2:1	1	840	0	1	1	0	0	5	1	7	0
5101112	10287:2:1	1	840	0	1	1	0	0	5	1	7	0
5101113	10288:2:1	1	700	0	1	1	0	0	5	1	7	0
5101114	10289:2:1	1	700	0	1	1	0	0	5	1	7	0
5101115	10290:2:1	1	980	0	1	1	0	0	5	1	7	0
5101116	10292:2:1	1	700	0	1	1	0	0	5	1	7	0
5101117	10293:2:1	1	700	0	1	1	0	0	5	1	7	0
5101118	10294:2:1	1	700	0	1	1	0	0	5	1	7	0
5101119	10295:2:1	1	600	0	1	1	0	0	5	1	7	0
5101120	10297:2:1	1	600	0	1	1	0	0	5	1	7	0
5101121	10298:2:1	1	500	0	1	1	0	0	5	1	7	0
5101122	10299:2:1	1	500	0	1	1	0	0	5	1	7	0
5101123	10300:2:1	1	700	0	1	1	0	0	5	1	7	0
5101124	10302:2:1	1	503	0	1	1	414	0	5	1	7	0
5101125	10303:2:1	1	503	0	1	1	414	0	5	1	7	0
5101126	10304:2:1	1	503	0	1	1	414	0	5	1	7	0
5101127	10305:2:1	1	430	0	1	1	414	0	5	1	7	0
5101128	10307:2:1	1	430	0	1	1	414	0	5	1	7	0
5101129	10308:2:1	1	360	0	1	1	414	0	5	1	7	0
5101130	10309:2:1	1	360	0	1	1	414	0	5	1	7	0
5101131	10310:2:1	1	503	0	1	1	414	0	5	1	7	0
5101132	10312:2:1	1	447	0	1	1	414	0	5	1	7	0
5101133	10313:2:1	1	447	0	1	1	414	0	5	1	7	0
5101134	10314:2:1	1	447	0	1	1	414	0	5	1	7	0
5101135	10315:2:1	1	383	0	1	1	414	0	5	1	7	0
5101136	10317:2:1	1	383	0	1	1	414	0	5	1	7	0
5101137	10318:2:1	1	320	0	1	1	414	0	5	1	7	0
5101138	10319:2:1	1	320	0	1	1	414	0	5	1	7	0
5101139	10320:2:1	1	447	0	1	1	414	0	5	1	7	0
5101140	10322:2:1	1	390	50	1	1	414	0	5	1	7	0
5101141	10323:2:1	1	390	50	1	1	414	0	5	1	7	0
5101142	10324:2:1	1	390	50	1	1	414	0	5	1	7	0
5101143	10325:2:1	1	335	50	1	1	414	0	5	1	7	0
5101144	10327:2:1	1	335	50	1	1	414	0	5	1	7	0
5101145	10328:2:1	1	280	50	1	1	414	0	5	1	7	0
5101146	10329:2:1	1	280	50	1	1	414	0	5	1	7	0
5101147	10330:2:1	1	390	50	1	1	414	0	5	1	7	0
5101148	10332:2:1	1	335	100	1	1	414	0	5	1	7	0
5101149	10333:2:1	1	335	100	1	1	414	0	5	1	7	0
5101150	10334:2:1	1	335	100	1	1	414	0	5	1	7	0
5101151	10335:2:1	1	287	100	1	1	414	0	5	1	7	0
5101152	10337:2:1	1	287	100	1	1	414	0	5	1	7	0
5101153	10338:2:1	1	240	100	1	1	414	0	5	1	7	0
5101154	10339:2:1	1	240	100	1	1	414	0	5	1	7	0
5101155	10340:2:1	1	335	100	1	1	414	0	5	1	7	0
5101156	10342:2:1	1	280	100	1	1	414	0	5	1	7	0
5101157	10343:2:1	1	280	100	1	1	414	0	5	1	7	0
5101158	10344:2:1	1	280	100	1	1	414	0	5	1	7	0
5101159	10345:2:1	1	240	100	1	1	414	0	5	1	7	0
5101160	10347:2:1	1	240	100	1	1	414	0	5	1	7	0
5101161	10348:2:1	1	200	100	1	1	414	0	5	1	7	0
5101162	10349:2:1	1	200	100	1	1	414	0	5	1	7	0
5101163	10350:2:1	1	280	100	1	1	414	0	5	1	7	0
5101164	10352:2:1	1	223	200	1	1	414	0	5	1	7	0
5101165	10353:2:1	1	223	200	1	1	414	0	5	1	7	0
