INT	STRING	INT	INT	INT	STRING
20021	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:170|101:170|201:170|301:170|501:426|601:383|701:345|801:310|1001:186|1101:168|1201:151|1301:136|1501:54|1601:38|401:77|901:34|1401:13
30001	11002:4737|9901:3158|11003:2105	9801	14400	10000	11001:0|11002:2625|9901:2625|11003:1750|1:168|101:168|201:168|301:168|501:421|601:379|701:341|801:307|1001:184|1101:166|1201:149|1301:134|1501:107|401:63|901:51|1401:25
30002	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:163|101:163|201:163|301:163|501:407|601:367|701:330|801:297|1001:178|1101:160|1201:144|1301:130|1501:104|1601:72|401:73|901:56|1401:29
30003	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:163|101:163|201:163|301:163|501:407|601:367|701:330|801:297|1001:178|1101:160|1201:144|1301:130|1501:104|1601:72|401:73|901:56|1401:29
30004	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:159|101:159|201:159|301:159|501:397|601:358|701:322|801:290|1001:174|1101:156|1201:141|1301:127|1501:101|1601:71|1701:49|401:83|901:62|1401:33
30005	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:156|101:156|201:156|301:156|501:390|601:351|701:316|801:284|1001:170|1101:153|1201:138|1301:124|1501:99|1601:69|1701:48|1801:34|401:94|901:68|1401:37
31000	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:163|101:163|201:163|301:163|501:407|601:367|701:330|801:297|1001:178|1101:160|1201:144|1301:130|1501:104|1601:72|401:73|901:56|1401:29
31001	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:159|101:159|201:159|301:159|501:397|601:358|701:322|801:290|1001:174|1101:156|1201:141|1301:127|1501:101|1601:71|1701:49|401:83|901:62|1401:33
31002	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:156|101:156|201:156|301:156|501:390|601:351|701:316|801:284|1001:170|1101:153|1201:138|1301:124|1501:99|1601:69|1701:48|1801:34|401:94|901:68|1401:37
31003	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:156|101:156|201:156|301:156|501:390|601:351|701:316|801:284|1001:170|1101:153|1201:138|1301:124|1501:99|1601:69|1701:48|1801:34|401:94|901:68|1401:37
32000	11002:4737|9901:3158|11003:2105	9801	14400	10000	11001:0|11002:2625|9901:2625|11003:1750|1:168|101:168|201:168|301:168|501:421|601:379|701:341|801:307|1001:184|1101:166|1201:149|1301:134|1501:107|401:63|901:51|1401:25
32001	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:163|101:163|201:163|301:163|501:407|601:367|701:330|801:297|1001:178|1101:160|1201:144|1301:130|1501:104|1601:72|401:73|901:56|1401:29
32002	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:163|101:163|201:163|301:163|501:407|601:367|701:330|801:297|1001:178|1101:160|1201:144|1301:130|1501:104|1601:72|401:73|901:56|1401:29
32003	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:159|101:159|201:159|301:159|501:397|601:358|701:322|801:290|1001:174|1101:156|1201:141|1301:127|1501:101|1601:71|1701:49|401:83|901:62|1401:33
33000	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:163|101:163|201:163|301:163|501:407|601:367|701:330|801:297|1001:178|1101:160|1201:144|1301:130|1501:104|1601:72|401:73|901:56|1401:29
33001	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:163|101:163|201:163|301:163|501:407|601:367|701:330|801:297|1001:178|1101:160|1201:144|1301:130|1501:104|1601:72|401:73|901:56|1401:29
33002	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:163|101:163|201:163|301:163|501:407|601:367|701:330|801:297|1001:178|1101:160|1201:144|1301:130|1501:104|1601:72|401:73|901:56|1401:29
33003	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:163|101:163|201:163|301:163|501:407|601:367|701:330|801:297|1001:178|1101:160|1201:144|1301:130|1501:104|1601:72|401:73|901:56|1401:29
33004	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:163|101:163|201:163|301:163|501:407|601:367|701:330|801:297|1001:178|1101:160|1201:144|1301:130|1501:104|1601:72|401:73|901:56|1401:29
34001	11002:4737|9901:3158|11003:2105	9801	14400	10000	11001:0|11002:2625|9901:2625|11003:1750|1:168|101:168|201:168|301:168|501:421|601:379|701:341|801:307|1001:184|1101:166|1201:149|1301:134|1501:107|401:63|901:51|1401:25
34002	11002:4737|9901:3158|11003:2105	9801	14400	10000	11001:0|11002:2625|9901:2625|11003:1750|1:168|101:168|201:168|301:168|501:421|601:379|701:341|801:307|1001:184|1101:166|1201:149|1301:134|1501:107|401:63|901:51|1401:25
34003	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:163|101:163|201:163|301:163|501:407|601:367|701:330|801:297|1001:178|1101:160|1201:144|1301:130|1501:104|1601:72|401:73|901:56|1401:29
34004	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:163|101:163|201:163|301:163|501:407|601:367|701:330|801:297|1001:178|1101:160|1201:144|1301:130|1501:104|1601:72|401:73|901:56|1401:29
34005	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:159|101:159|201:159|301:159|501:397|601:358|701:322|801:290|1001:174|1101:156|1201:141|1301:127|1501:101|1601:71|1701:49|401:83|901:62|1401:33
34006	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:156|101:156|201:156|301:156|501:390|601:351|701:316|801:284|1001:170|1101:153|1201:138|1301:124|1501:99|1601:69|1701:48|1801:34|401:94|901:68|1401:37
35001	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:159|101:159|201:159|301:159|501:397|601:358|701:322|801:290|1001:174|1101:156|1201:141|1301:127|1501:101|1601:71|1701:49|401:83|901:62|1401:33
35002	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:156|101:156|201:156|301:156|501:390|601:351|701:316|801:284|1001:170|1101:153|1201:138|1301:124|1501:99|1601:69|1701:48|1801:34|401:94|901:68|1401:37
35003	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:159|101:159|201:159|301:159|501:397|601:358|701:322|801:290|1001:174|1101:156|1201:141|1301:127|1501:101|1601:71|1701:49|401:83|901:62|1401:33
35004	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:156|101:156|201:156|301:156|501:390|601:351|701:316|801:284|1001:170|1101:153|1201:138|1301:124|1501:99|1601:69|1701:48|1801:34|401:94|901:68|1401:37
35005	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:159|101:159|201:159|301:159|501:397|601:358|701:322|801:290|1001:174|1101:156|1201:141|1301:127|1501:101|1601:71|1701:49|401:83|901:62|1401:33
35006	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:156|101:156|201:156|301:156|501:390|601:351|701:316|801:284|1001:170|1101:153|1201:138|1301:124|1501:99|1601:69|1701:48|1801:34|401:94|901:68|1401:37
35007	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:159|101:159|201:159|301:159|501:397|601:358|701:322|801:290|1001:174|1101:156|1201:141|1301:127|1501:101|1601:71|1701:49|401:83|901:62|1401:33
35008	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:156|101:156|201:156|301:156|501:390|601:351|701:316|801:284|1001:170|1101:153|1201:138|1301:124|1501:99|1601:69|1701:48|1801:34|401:94|901:68|1401:37
35009	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:156|101:156|201:156|301:156|501:390|601:351|701:316|801:284|1001:170|1101:153|1201:138|1301:124|1501:99|1601:69|1701:48|1801:34|401:94|901:68|1401:37
35010	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:156|101:156|201:156|301:156|501:390|601:351|701:316|801:284|1001:170|1101:153|1201:138|1301:124|1501:99|1601:69|1701:48|1801:34|401:94|901:68|1401:37
35011	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:156|101:156|201:156|301:156|501:390|601:351|701:316|801:284|1001:170|1101:153|1201:138|1301:124|1501:99|1601:69|1701:48|1801:34|401:94|901:68|1401:37
36011	11001:2553|11002:3830|9901:2553|11003:1064	9801	7200	10000	11001:1750|11002:2625|9901:1750|11003:875|1:603|101:543|201:489|301:440|501:308|601:554|401:45|901:18
36012	11001:2553|11002:3830|9901:2553|11003:1064	9801	7200	10000	11001:1750|11002:2625|9901:1750|11003:875|1:603|101:543|201:489|301:440|501:308|601:554|401:45|901:18
36013	11001:2553|11002:3830|9901:2553|11003:1064	9801	7200	10000	11001:1750|11002:2625|9901:1750|11003:875|1:526|101:474|201:426|301:384|501:269|601:242|701:217|801:391|401:39|901:32
36014	11001:2553|11002:3830|9901:2553|11003:1064	9801	7200	10000	11001:1750|11002:2625|9901:1750|11003:875|1:526|101:474|201:426|301:384|501:269|601:242|701:217|801:391|401:39|901:32
36015	11002:5291|9901:3175|11003:1534	9801	10800	10000	11001:0|11002:3000|9901:2500|11003:1500|1:518|101:466|201:420|301:378|501:264|601:238|701:214|801:193|1001:231|401:39|901:31|1401:8
36016	11002:5291|9901:3175|11003:1534	9801	10800	10000	11001:0|11002:3000|9901:2500|11003:1500|1:518|101:466|201:420|301:378|501:264|601:238|701:214|801:193|1001:231|401:39|901:31|1401:8
36017	11002:5291|9901:3175|11003:1534	9801	10800	10000	11001:0|11002:3000|9901:2500|11003:1500|1:503|101:452|201:407|301:366|501:257|601:231|701:208|801:187|1001:112|1101:202|401:38|901:30|1401:8
36018	11002:5291|9901:3175|11003:1534	9801	10800	10000	11001:0|11002:3000|9901:2500|11003:1500|1:503|101:452|201:407|301:366|501:257|601:231|701:208|801:187|1001:112|1101:202|401:38|901:30|1401:8
36019	11002:5291|9901:3175|11003:1534	9801	10800	10000	11001:0|11002:3000|9901:2500|11003:1500|1:490|101:441|201:397|301:357|501:250|601:225|701:202|801:182|1001:109|1101:98|1201:177|401:37|901:29|1401:7
36020	11002:5291|9901:3175|11003:1534	9801	10800	10000	11001:0|11002:3000|9901:2500|11003:1500|1:490|101:441|201:397|301:357|501:250|601:225|701:202|801:182|1001:109|1101:98|1201:177|401:37|901:29|1401:7
36021	11002:4737|9901:3158|11003:2105	9801	14400	10000	11001:0|11002:2625|9901:2625|11003:1750|1:168|101:168|201:168|301:168|501:421|601:379|701:341|801:307|1001:184|1101:166|1201:149|1301:134|1501:107|401:63|901:51|1401:25
36022	11002:4737|9901:3158|11003:2105	9801	14400	10000	11001:0|11002:2625|9901:2625|11003:1750|1:168|101:168|201:168|301:168|501:421|601:379|701:341|801:307|1001:184|1101:166|1201:149|1301:134|1501:107|401:63|901:51|1401:25
36023	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:163|101:163|201:163|301:163|501:407|601:367|701:330|801:297|1001:178|1101:160|1201:144|1301:130|1501:104|1601:72|401:73|901:56|1401:29
36024	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:163|101:163|201:163|301:163|501:407|601:367|701:330|801:297|1001:178|1101:160|1201:144|1301:130|1501:104|1601:72|401:73|901:56|1401:29
36025	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:163|101:163|201:163|301:163|501:407|601:367|701:330|801:297|1001:178|1101:160|1201:144|1301:130|1501:104|1601:72|401:73|901:56|1401:29
36026	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:163|101:163|201:163|301:163|501:407|601:367|701:330|801:297|1001:178|1101:160|1201:144|1301:130|1501:104|1601:72|401:73|901:56|1401:29
36027	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:159|101:159|201:159|301:159|501:397|601:358|701:322|801:290|1001:174|1101:156|1201:141|1301:127|1501:101|1601:71|1701:49|401:83|901:62|1401:33
36028	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:159|101:159|201:159|301:159|501:397|601:358|701:322|801:290|1001:174|1101:156|1201:141|1301:127|1501:101|1601:71|1701:49|401:83|901:62|1401:33
36029	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:156|101:156|201:156|301:156|501:390|601:351|701:316|801:284|1001:170|1101:153|1201:138|1301:124|1501:99|1601:69|1701:48|1801:34|401:94|901:68|1401:37
36030	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:156|101:156|201:156|301:156|501:390|601:351|701:316|801:284|1001:170|1101:153|1201:138|1301:124|1501:99|1601:69|1701:48|1801:34|401:94|901:68|1401:37
37001	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:3000|9901:2500|11003:1500|1:481|101:433|201:390|301:351|501:246|601:221|701:199|801:179|1001:107|1101:97|1201:87|1301:153|401:31|901:19|1401:5
37002	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:3000|9901:2500|11003:1500|1:481|101:433|201:390|301:351|501:246|601:221|701:199|801:179|1001:107|1101:97|1201:87|1301:153|401:31|901:19|1401:5
37003	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:3000|9901:2500|11003:1500|1:481|101:433|201:390|301:351|501:246|601:221|701:199|801:179|1001:107|1101:97|1201:87|1301:153|401:31|901:19|1401:5
37004	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:3000|9901:2500|11003:1500|1:481|101:433|201:390|301:351|501:246|601:221|701:199|801:179|1001:107|1101:97|1201:87|1301:153|401:31|901:19|1401:5
37005	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:3000|9901:2500|11003:1500|1:481|101:433|201:390|301:351|501:246|601:221|701:199|801:179|1001:107|1101:97|1201:87|1301:153|401:31|901:19|1401:5
37006	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2625|9901:2625|11003:1750|1:173|101:173|201:173|301:173|501:432|601:388|701:350|801:315|1001:189|1101:170|1201:153|1301:138|1501:55|401:78|901:35|1401:9
37007	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2625|9901:2625|11003:1750|1:173|101:173|201:173|301:173|501:432|601:388|701:350|801:315|1001:189|1101:170|1201:153|1301:138|1501:55|401:78|901:35|1401:9
37008	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2625|9901:2625|11003:1750|1:173|101:173|201:173|301:173|501:432|601:388|701:350|801:315|1001:189|1101:170|1201:153|1301:138|1501:55|401:78|901:35|1401:9
37009	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:163|101:163|201:163|301:163|501:407|601:367|701:330|801:297|1001:178|1101:160|1201:144|1301:130|1501:104|1601:72|401:73|901:56|1401:29
37010	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:159|101:159|201:159|301:159|501:397|601:358|701:322|801:290|1001:174|1101:156|1201:141|1301:127|1501:101|1601:71|1701:49|401:83|901:62|1401:33
37011	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:156|101:156|201:156|301:156|501:390|601:351|701:316|801:284|1001:170|1101:153|1201:138|1301:124|1501:99|1601:69|1701:48|1801:34|401:94|901:68|1401:37
37012	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:170|101:170|201:170|301:170|501:426|601:383|701:345|801:310|1001:186|1101:168|1201:151|1301:136|1501:54|1601:38|401:77|901:34|1401:13
40022	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:163|101:163|201:163|301:163|501:407|601:367|701:330|801:297|1001:178|1101:160|1201:144|1301:130|1501:104|1601:72|401:73|901:56|1401:29
40023	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:163|101:163|201:163|301:163|501:407|601:367|701:330|801:297|1001:178|1101:160|1201:144|1301:130|1501:104|1601:72|401:73|901:56|1401:29
40024	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:163|101:163|201:163|301:163|501:407|601:367|701:330|801:297|1001:178|1101:160|1201:144|1301:130|1501:104|1601:72|401:73|901:56|1401:29
40025	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:163|101:163|201:163|301:163|501:407|601:367|701:330|801:297|1001:178|1101:160|1201:144|1301:130|1501:104|1601:72|401:73|901:56|1401:29
40026	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:159|101:159|201:159|301:159|501:397|601:358|701:322|801:290|1001:174|1101:156|1201:141|1301:127|1501:101|1601:71|1701:49|401:83|901:62|1401:33
40027	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:159|101:159|201:159|301:159|501:397|601:358|701:322|801:290|1001:174|1101:156|1201:141|1301:127|1501:101|1601:71|1701:49|401:83|901:62|1401:33
40028	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:159|101:159|201:159|301:159|501:397|601:358|701:322|801:290|1001:174|1101:156|1201:141|1301:127|1501:101|1601:71|1701:49|401:83|901:62|1401:33
40029	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:159|101:159|201:159|301:159|501:397|601:358|701:322|801:290|1001:174|1101:156|1201:141|1301:127|1501:101|1601:71|1701:49|401:83|901:62|1401:33
40030	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:156|101:156|201:156|301:156|501:390|601:351|701:316|801:284|1001:170|1101:153|1201:138|1301:124|1501:99|1601:69|1701:48|1801:34|401:94|901:68|1401:37
40031	11002:5291|9901:3175|11003:1534	9801	10800	10000	11001:0|11002:3000|9901:2500|11003:1500|1:503|101:452|201:407|301:366|501:257|601:231|701:208|801:187|1001:112|1101:202|401:38|901:30|1401:8
40032	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:156|101:156|201:156|301:156|501:390|601:351|701:316|801:284|1001:170|1101:153|1201:138|1301:124|1501:99|1601:69|1701:48|1801:34|401:94|901:68|1401:37
40033	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:156|101:156|201:156|301:156|501:390|601:351|701:316|801:284|1001:170|1101:153|1201:138|1301:124|1501:99|1601:69|1701:48|1801:34|401:94|901:68|1401:37
40034	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:163|101:163|201:163|301:163|501:407|601:367|701:330|801:297|1001:178|1101:160|1201:144|1301:130|1501:104|1601:72|401:73|901:56|1401:29
40035	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:163|101:163|201:163|301:163|501:407|601:367|701:330|801:297|1001:178|1101:160|1201:144|1301:130|1501:104|1601:72|401:73|901:56|1401:29
40036	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:163|101:163|201:163|301:163|501:407|601:367|701:330|801:297|1001:178|1101:160|1201:144|1301:130|1501:104|1601:72|401:73|901:56|1401:29
40037	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:163|101:163|201:163|301:163|501:407|601:367|701:330|801:297|1001:178|1101:160|1201:144|1301:130|1501:104|1601:72|401:73|901:56|1401:29
40038	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:159|101:159|201:159|301:159|501:397|601:358|701:322|801:290|1001:174|1101:156|1201:141|1301:127|1501:101|1601:71|1701:49|401:83|901:62|1401:33
40039	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:159|101:159|201:159|301:159|501:397|601:358|701:322|801:290|1001:174|1101:156|1201:141|1301:127|1501:101|1601:71|1701:49|401:83|901:62|1401:33
40040	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:159|101:159|201:159|301:159|501:397|601:358|701:322|801:290|1001:174|1101:156|1201:141|1301:127|1501:101|1601:71|1701:49|401:83|901:62|1401:33
40041	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:159|101:159|201:159|301:159|501:397|601:358|701:322|801:290|1001:174|1101:156|1201:141|1301:127|1501:101|1601:71|1701:49|401:83|901:62|1401:33
40042	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:163|101:163|201:163|301:163|501:407|601:367|701:330|801:297|1001:178|1101:160|1201:144|1301:130|1501:104|1601:72|401:73|901:56|1401:29
40043	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:163|101:163|201:163|301:163|501:407|601:367|701:330|801:297|1001:178|1101:160|1201:144|1301:130|1501:104|1601:72|401:73|901:56|1401:29
40044	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:163|101:163|201:163|301:163|501:407|601:367|701:330|801:297|1001:178|1101:160|1201:144|1301:130|1501:104|1601:72|401:73|901:56|1401:29
40045	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:163|101:163|201:163|301:163|501:407|601:367|701:330|801:297|1001:178|1101:160|1201:144|1301:130|1501:104|1601:72|401:73|901:56|1401:29
40046	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:159|101:159|201:159|301:159|501:397|601:358|701:322|801:290|1001:174|1101:156|1201:141|1301:127|1501:101|1601:71|1701:49|401:83|901:62|1401:33
40047	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:159|101:159|201:159|301:159|501:397|601:358|701:322|801:290|1001:174|1101:156|1201:141|1301:127|1501:101|1601:71|1701:49|401:83|901:62|1401:33
40048	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:159|101:159|201:159|301:159|501:397|601:358|701:322|801:290|1001:174|1101:156|1201:141|1301:127|1501:101|1601:71|1701:49|401:83|901:62|1401:33
40049	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:159|101:159|201:159|301:159|501:397|601:358|701:322|801:290|1001:174|1101:156|1201:141|1301:127|1501:101|1601:71|1701:49|401:83|901:62|1401:33
50000	11002:4737|9901:3158|11003:2105	9801	14400	10000	11001:0|11002:2625|9901:2625|11003:1750|1:168|101:168|201:168|301:168|501:421|601:379|701:341|801:307|1001:184|1101:166|1201:149|1301:134|1501:107|401:63|901:51|1401:25
50002	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:163|101:163|201:163|301:163|501:407|601:367|701:330|801:297|1001:178|1101:160|1201:144|1301:130|1501:104|1601:72|401:73|901:56|1401:29
50003	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:163|101:163|201:163|301:163|501:407|601:367|701:330|801:297|1001:178|1101:160|1201:144|1301:130|1501:104|1601:72|401:73|901:56|1401:29
50004	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:159|101:159|201:159|301:159|501:397|601:358|701:322|801:290|1001:174|1101:156|1201:141|1301:127|1501:101|1601:71|1701:49|401:83|901:62|1401:33
50005	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:156|101:156|201:156|301:156|501:390|601:351|701:316|801:284|1001:170|1101:153|1201:138|1301:124|1501:99|1601:69|1701:48|1801:34|401:94|901:68|1401:37
50006	11002:3333|9901:3333|11003:3333	9801	14400	10000	11001:0|11002:2333|9901:2333|11003:2333|1:156|101:156|201:156|301:156|501:390|601:351|701:316|801:284|1001:170|1101:153|1201:138|1301:124|1501:99|1601:69|1701:48|1801:34|401:94|901:68|1401:37
