INT	INT	STRING	INT	INT	STRING	STRING	INT	INT	INT	INT	INT
2	77	0	2420000	437	magic_fuwen8	4:7732|5:19308|1:951000|34:57	0	35	2	8	408
2	78	0	2486000	442	magic_fuwen8	4:7995|5:19962|1:984000|34:58	0	35	2	8	408
2	79	|#a54bfa|无上符文	2552000	447	magic_fuwen8	4:8257|5:20616|1:1017000|34:59	0	35	2	8	408
2	80	0	2618000	452	magic_fuwen8	4:8520|5:21270|1:1050000|34:60	0	35	2	8	408
2	81	|#a54bfa|神圣符文	2704000	457	magic_fuwen9	4:8913|5:22252|1:1099500|34:61	127	35	2	9	409
2	82	0	2790000	462	magic_fuwen9	4:9306|5:23235|1:1149000|34:62	0	35	2	9	409
2	83	0	2876000	467	magic_fuwen9	4:9699|5:24217|1:1198500|34:63	0	35	2	9	409
2	84	0	2962000	472	magic_fuwen9	4:10092|5:25200|1:1248000|34:64	0	35	2	9	409
2	85	|#a54bfa|神圣符文	3048000	477	magic_fuwen9	4:10485|5:26182|1:1297500|34:65	0	35	2	9	409
2	86	0	3134000	482	magic_fuwen9	4:10878|5:27165|1:1347000|34:66	0	35	2	9	409
2	87	0	3220000	487	magic_fuwen9	4:11271|5:28147|1:1396500|34:67	0	35	2	9	409
2	88	0	3306000	492	magic_fuwen9	4:11664|5:29130|1:1446000|34:68	0	35	2	9	409
2	89	|#a54bfa|神圣符文	3392000	497	magic_fuwen9	4:12057|5:30112|1:1495500|34:69	0	35	2	9	409
2	90	0	3478000	500	magic_fuwen9	4:12450|5:31095|1:1545000|34:70	0	35	2	9	409
2	91	|#a54bfa|洪荒符文	3584000	503	magic_fuwen10	4:12973|5:32404|1:1611000|34:71	127	35	2	10	410
2	92	0	3690000	506	magic_fuwen10	4:13497|5:33714|1:1677000|34:72	0	35	2	10	410
2	93	0	3796000	509	magic_fuwen10	4:14020|5:35023|1:1743000|34:73	0	35	2	10	410
2	94	0	3902000	512	magic_fuwen10	4:14544|5:36333|1:1809000|34:74	0	35	2	10	410
2	95	|#a54bfa|洪荒符文	4008000	515	magic_fuwen10	4:15067|5:37642|1:1875000|34:75	0	35	2	10	410
2	96	0	4114000	518	magic_fuwen10	4:15591|5:38952|1:1941000|34:76	0	35	2	10	410
2	97	0	4220000	521	magic_fuwen10	4:16114|5:40261|1:2007000|34:77	0	35	2	10	410
2	98	0	4326000	524	magic_fuwen10	4:16638|5:41571|1:2073000|34:78	0	35	2	10	410
2	99	|#a54bfa|洪荒符文	4432000	527	magic_fuwen10	4:17161|5:42880|1:2139000|34:79	0	35	2	10	410
2	100	0	4946000	530	magic_fuwen10	4:17685|5:44190|1:2205000|34:80	0	35	2	10	410
2	101	|#a54bfa|噩梦符文	5242000	533	magic_fuwen11	4:18471|5:46153|1:2302500|34:81	127	35	2	11	411
2	102	0	5547000	536	magic_fuwen11	4:19257|5:48117|1:2400000|34:82	0	35	2	11	411
2	103	0	5860000	539	magic_fuwen11	4:20043|5:50080|1:2497500|34:83	0	35	2	11	411
2	104	0	6181000	542	magic_fuwen11	4:20829|5:52044|1:2595000|34:84	0	35	2	11	411
2	105	|#a54bfa|噩梦符文	6512000	545	magic_fuwen11	4:21615|5:54007|1:2692500|34:85	0	35	2	11	411
2	106	0	6850000	548	magic_fuwen11	4:22401|5:55971|1:2790000|34:86	0	35	2	11	411
2	107	0	7198000	551	magic_fuwen11	4:23187|5:57934|1:2887500|34:87	0	35	2	11	411
2	108	0	7554000	554	magic_fuwen11	4:23973|5:59898|1:2985000|34:88	0	35	2	11	411
2	109	|#a54bfa|噩梦符文	7918000	557	magic_fuwen11	4:24759|5:61861|1:3082500|34:89	0	35	2	11	411
2	110	0	9775000	560	magic_fuwen11	4:25545|5:63825|1:3180000|34:90	0	35	2	11	411
2	111	|#a54bfa|圣妖符文	11745000	563	magic_fuwen12	4:26592|5:66442|1:3310500|34:91	0	35	2	12	412
2	112	0	13977000	566	magic_fuwen12	4:27639|5:69060|1:3441000|34:92	127	35	2	12	412
2	113	0	16500000	569	magic_fuwen12	4:28686|5:71677|1:3571500|34:93	0	35	2	12	412
2	114	0	19350000	572	magic_fuwen12	4:29733|5:74295|1:3702000|34:94	0	35	2	12	412
2	115	|#a54bfa|圣妖符文	22564000	575	magic_fuwen12	4:30780|5:76912|1:3832500|34:95	0	35	2	12	412
2	116	0	26186000	578	magic_fuwen12	4:31827|5:79530|1:3963000|34:96	0	35	2	12	412
2	117	0	30262000	581	magic_fuwen12	4:32874|5:82147|1:4093500|34:97	0	35	2	12	412
2	118	0	34847000	584	magic_fuwen12	4:33921|5:84765|1:4224000|34:98	0	35	2	12	412
2	119	0	39998000	587	magic_fuwen12	4:34968|5:87382|1:4354500|34:99	0	35	2	12	412
2	120	|#a54bfa|圣妖符文	-1	700	magic_fuwen12	4:36015|5:90000|1:4485000|34:100	127	35	2	12	412
3	0	|#a54bfa|金玉魂珠	0	53	magic_hunzhu1	10:0|13:0|31:0	0	35	2	1	501
3	1	0	300	58	magic_hunzhu1	10:270|13:50|31:10	0	35	2	1	501
3	2	0	320	63	magic_hunzhu1	10:540|13:51|31:10	0	35	2	1	501
3	3	0	340	68	magic_hunzhu1	10:810|13:51|31:10	0	35	2	1	501
3	4	0	360	73	magic_hunzhu1	10:1080|13:52|31:11	0	35	2	1	501
3	5	|#a54bfa|金玉魂珠	380	78	magic_hunzhu1	10:1350|13:52|31:11	0	35	2	1	501
3	6	0	400	83	magic_hunzhu1	10:1620|13:53|31:11	0	35	2	1	501
3	7	0	420	88	magic_hunzhu1	10:1890|13:53|31:12	0	35	2	1	501
3	8	0	440	93	magic_hunzhu1	10:2160|13:54|31:12	0	35	2	1	501
3	9	|#a54bfa|金玉魂珠	460	98	magic_hunzhu1	10:2430|13:55|31:12	0	35	2	1	501
3	10	0	480	103	magic_hunzhu1	10:2700|13:56|31:13	0	35	2	1	501
3	11	|#a54bfa|魔魂碧珠	540	108	magic_hunzhu2	10:3250|13:57|31:13	127	35	2	2	502
3	12	0	600	113	magic_hunzhu2	10:3800|13:57|31:14	0	35	2	2	502
3	13	0	660	118	magic_hunzhu2	10:4350|13:58|31:14	0	35	2	2	502
3	14	0	720	123	magic_hunzhu2	10:4900|13:59|31:15	0	35	2	2	502
3	15	|#a54bfa|魔魂碧珠	780	128	magic_hunzhu2	10:5450|13:61|31:15	0	35	2	2	502
3	16	0	840	133	magic_hunzhu2	10:6000|13:62|31:16	0	35	2	2	502
3	17	0	900	138	magic_hunzhu2	10:6550|13:63|31:17	0	35	2	2	502
3	18	0	960	143	magic_hunzhu2	10:7100|13:64|31:17	0	35	2	2	502
3	19	|#a54bfa|魔魂碧珠	1020	148	magic_hunzhu2	10:7650|13:65|31:18	0	35	2	2	502
3	20	0	1080	153	magic_hunzhu2	10:8200|13:67|31:19	0	35	2	2	502
3	21	|#a54bfa|银龙护珠	1290	158	magic_hunzhu3	10:9020|13:68|31:20	127	35	2	3	503
3	22	0	1500	163	magic_hunzhu3	10:9840|13:69|31:20	0	35	2	3	503
3	23	0	1710	168	magic_hunzhu3	10:10660|13:71|31:21	0	35	2	3	503
3	24	0	1920	173	magic_hunzhu3	10:11480|13:72|31:22	0	35	2	3	503
3	25	|#a54bfa|银龙护珠	2130	178	magic_hunzhu3	10:12300|13:74|31:23	0	35	2	3	503
3	26	0	2340	183	magic_hunzhu3	10:13120|13:75|31:24	0	35	2	3	503
3	27	0	2550	188	magic_hunzhu3	10:13940|13:77|31:24	0	35	2	3	503
3	28	0	2760	193	magic_hunzhu3	10:14760|13:79|31:25	0	35	2	3	503
3	29	|#a54bfa|银龙护珠	2970	198	magic_hunzhu3	10:15580|13:81|31:26	0	35	2	3	503
3	30	0	3180	203	magic_hunzhu3	10:16400|13:82|31:27	0	35	2	3	503
3	31	|#a54bfa|碧炎魂珠	3440	208	magic_hunzhu4	10:17490|13:84|31:28	127	35	2	4	504
3	32	0	3700	213	magic_hunzhu4	10:18580|13:86|31:29	0	35	2	4	504
3	33	0	3960	218	magic_hunzhu4	10:19670|13:88|31:30	0	35	2	4	504
3	34	0	4220	223	magic_hunzhu4	10:20760|13:90|31:31	0	35	2	4	504
3	35	|#a54bfa|碧炎魂珠	4480	228	magic_hunzhu4	10:21850|13:92|31:32	0	35	2	4	504
3	36	0	4740	233	magic_hunzhu4	10:22940|13:94|31:34	0	35	2	4	504
3	37	0	5000	238	magic_hunzhu4	10:24030|13:96|31:35	0	35	2	4	504
3	38	0	5260	243	magic_hunzhu4	10:25120|13:98|31:36	0	35	2	4	504
3	39	|#a54bfa|碧炎魂珠	5520	248	magic_hunzhu4	10:26210|13:100|31:37	0	35	2	4	504
3	40	0	5780	253	magic_hunzhu4	10:27300|13:102|31:38	0	35	2	4	504
3	41	|#a54bfa|紫炎血珠	6140	258	magic_hunzhu5	10:28940|13:105|31:39	127	35	2	5	505
3	42	0	6500	263	magic_hunzhu5	10:30580|13:107|31:41	0	35	2	5	505
3	43	0	6860	268	magic_hunzhu5	10:32220|13:109|31:42	0	35	2	5	505
3	44	0	7220	273	magic_hunzhu5	10:33860|13:111|31:43	0	35	2	5	505
3	45	|#a54bfa|紫炎血珠	7580	278	magic_hunzhu5	10:35500|13:114|31:44	0	35	2	5	505
3	46	0	7940	283	magic_hunzhu5	10:37140|13:116|31:46	0	35	2	5	505
3	47	0	8300	288	magic_hunzhu5	10:38780|13:119|31:47	0	35	2	5	505
3	48	0	8660	293	magic_hunzhu5	10:40420|13:121|31:48	0	35	2	5	505
3	49	|#a54bfa|紫炎血珠	9020	298	magic_hunzhu5	10:42060|13:124|31:50	0	35	2	5	505
3	50	0	9380	303	magic_hunzhu5	10:43700|13:126|31:51	0	35	2	5	505
3	51	|#a54bfa|金凤魂珠	9840	308	magic_hunzhu6	10:45880|13:129|31:53	127	35	2	6	506
3	52	0	10300	313	magic_hunzhu6	10:48060|13:132|31:54	0	35	2	6	506
3	53	0	10760	318	magic_hunzhu6	10:50240|13:134|31:56	0	35	2	6	506
3	54	0	11220	323	magic_hunzhu6	10:52420|13:137|31:57	0	35	2	6	506
3	55	|#a54bfa|金凤魂珠	11680	328	magic_hunzhu6	10:54600|13:140|31:59	0	35	2	6	506
3	56	0	12140	333	magic_hunzhu6	10:56780|13:143|31:60	0	35	2	6	506
3	57	0	12600	338	magic_hunzhu6	10:58960|13:146|31:62	0	35	2	6	506
3	58	0	13060	343	magic_hunzhu6	10:61140|13:149|31:63	0	35	2	6	506
3	59	|#a54bfa|金凤魂珠	13520	348	magic_hunzhu6	10:63320|13:151|31:65	0	35	2	6	506
3	60	0	13980	353	magic_hunzhu6	10:65500|13:154|31:66	0	35	2	6	506
3	61	|#a54bfa|双龙戏珠	14540	358	magic_hunzhu7	10:68770|13:157|31:68	127	35	2	7	507
3	62	0	15100	363	magic_hunzhu7	10:72040|13:161|31:70	0	35	2	7	507
3	63	0	15660	368	magic_hunzhu7	10:75310|13:164|31:71	0	35	2	7	507
3	64	0	16220	373	magic_hunzhu7	10:78580|13:167|31:73	0	35	2	7	507
3	65	|#a54bfa|双龙戏珠	16780	378	magic_hunzhu7	10:81850|13:170|31:75	0	35	2	7	507
3	66	0	17340	383	magic_hunzhu7	10:85120|13:173|31:77	0	35	2	7	507
3	67	0	17900	388	magic_hunzhu7	10:88390|13:176|31:78	0	35	2	7	507
3	68	0	18460	393	magic_hunzhu7	10:91660|13:180|31:80	0	35	2	7	507
3	69	|#a54bfa|双龙戏珠	19020	398	magic_hunzhu7	10:94930|13:183|31:82	0	35	2	7	507
3	70	0	19580	403	magic_hunzhu7	10:98200|13:186|31:84	0	35	2	7	507
3	71	|#a54bfa|金龙护珠	20240	408	magic_hunzhu8	10:102560|13:190|31:86	127	35	2	8	508
3	72	0	20900	413	magic_hunzhu8	10:106920|13:193|31:87	0	35	2	8	508
3	73	0	21560	418	magic_hunzhu8	10:111280|13:197|31:89	0	35	2	8	508
3	74	0	22220	423	magic_hunzhu8	10:115640|13:200|31:91	0	35	2	8	508
3	75	|#a54bfa|金龙护珠	22880	428	magic_hunzhu8	10:120000|13:204|31:93	0	35	2	8	508
3	76	0	23540	433	magic_hunzhu8	10:124360|13:207|31:95	0	35	2	8	508
3	77	0	24200	438	magic_hunzhu8	10:128720|13:211|31:97	0	35	2	8	508
3	78	0	24860	443	magic_hunzhu8	10:133080|13:215|31:99	0	35	2	8	508
3	79	|#a54bfa|金龙护珠	25520	448	magic_hunzhu8	10:137440|13:218|31:101	0	35	2	8	508
3	80	0	26180	453	magic_hunzhu8	10:141800|13:222|31:103	0	35	2	8	508
3	81	|#a54bfa|琉璃魂珠	27040	458	magic_hunzhu9	10:148350|13:226|31:105	127	35	2	9	509
3	82	0	27900	463	magic_hunzhu9	10:154900|13:229|31:107	0	35	2	9	509
3	83	0	28760	468	magic_hunzhu9	10:161450|13:233|31:109	0	35	2	9	509
3	84	0	29620	473	magic_hunzhu9	10:168000|13:237|31:111	0	35	2	9	509
3	85	|#a54bfa|琉璃魂珠	30480	478	magic_hunzhu9	10:174550|13:241|31:113	0	35	2	9	509
3	86	0	31340	483	magic_hunzhu9	10:181100|13:245|31:116	0	35	2	9	509
3	87	0	32200	488	magic_hunzhu9	10:187650|13:249|31:118	0	35	2	9	509
3	88	0	33060	493	magic_hunzhu9	10:194200|13:253|31:120	0	35	2	9	509
3	89	|#a54bfa|琉璃魂珠	33920	498	magic_hunzhu9	10:200750|13:257|31:122	0	35	2	9	509
3	90	0	34780	501	magic_hunzhu9	10:207300|13:261|31:124	0	35	2	9	509
3	91	|#a54bfa|妖心魂珠	35840	504	magic_hunzhu10	10:216030|13:265|31:127	127	35	2	10	510
3	92	0	36900	507	magic_hunzhu10	10:224760|13:269|31:129	0	35	2	10	510
3	93	0	37960	510	magic_hunzhu10	10:233490|13:274|31:131	0	35	2	10	510
3	94	0	39020	513	magic_hunzhu10	10:242220|13:278|31:133	0	35	2	10	510
3	95	|#a54bfa|妖心魂珠	40080	516	magic_hunzhu10	10:250950|13:282|31:136	0	35	2	10	510
3	96	0	41140	519	magic_hunzhu10	10:259680|13:286|31:138	0	35	2	10	510
3	97	0	42200	522	magic_hunzhu10	10:268410|13:291|31:140	0	35	2	10	510
3	98	0	43260	525	magic_hunzhu10	10:277140|13:295|31:143	0	35	2	10	510
3	99	|#a54bfa|妖心魂珠	44320	528	magic_hunzhu10	10:285870|13:299|31:145	0	35	2	10	510
3	100	0	49460	531	magic_hunzhu10	10:294600|13:304|31:148	0	35	2	10	510
3	101	|#a54bfa|八卦魂珠	52420	534	magic_hunzhu11	10:307690|13:308|31:150	127	35	2	11	511
3	102	0	55470	537	magic_hunzhu11	10:320780|13:313|31:152	0	35	2	11	511
3	103	0	58600	540	magic_hunzhu11	10:333870|13:317|31:155	0	35	2	11	511
3	104	0	61810	543	magic_hunzhu11	10:346960|13:322|31:157	0	35	2	11	511
3	105	|#a54bfa|八卦魂珠	65120	546	magic_hunzhu11	10:360050|13:326|31:160	0	35	2	11	511
3	106	0	68500	549	magic_hunzhu11	10:373140|13:331|31:162	0	35	2	11	511
3	107	0	71980	552	magic_hunzhu11	10:386230|13:336|31:165	0	35	2	11	511
3	108	0	75540	555	magic_hunzhu11	10:399320|13:340|31:167	0	35	2	11	511
3	109	|#a54bfa|八卦魂珠	79180	558	magic_hunzhu11	10:412410|13:345|31:170	0	35	2	11	511
3	110	0	97750	561	magic_hunzhu11	10:425500|13:350|31:173	0	35	2	11	511
3	111	|#a54bfa|圣妖魂珠	117450	564	magic_hunzhu12	10:442950|13:355|31:175	0	35	2	12	512
3	112	0	139770	567	magic_hunzhu12	10:460400|13:360|31:178	127	35	2	12	512
3	113	0	165000	570	magic_hunzhu12	10:477850|13:364|31:180	0	35	2	12	512
3	114	0	193500	573	magic_hunzhu12	10:495300|13:369|31:183	0	35	2	12	512
3	115	|#a54bfa|圣妖魂珠	225640	576	magic_hunzhu12	10:512750|13:374|31:186	0	35	2	12	512
3	116	0	261860	579	magic_hunzhu12	10:530200|13:379|31:189	0	35	2	12	512
3	117	0	302620	582	magic_hunzhu12	10:547650|13:384|31:191	0	35	2	12	512
3	118	0	348470	585	magic_hunzhu12	10:565100|13:389|31:194	0	35	2	12	512
3	119	0	399980	588	magic_hunzhu12	10:582550|13:394|31:197	0	35	2	12	512
3	120	|#a54bfa|圣妖魂珠	-1	700	magic_hunzhu12	10:600005|13:400|31:200	127	35	2	12	512
