INT	INT	STRING	STRING
311	1	1:89904|4:1208|5:3020|6:724|7:1812|8:156|9:156|12:220|45:1000	0
312	1	1:90331|4:1213|5:3034|6:728|7:1820|8:157|9:156|12:220|45:1000	0
313	1	1:90759|4:1219|5:3048|6:731|7:1829|8:157|9:157|12:220|45:1000	0
314	1	1:91188|4:1225|5:3062|6:735|7:1837|8:158|9:157|12:220|45:1000	0
315	1	1:91618|4:1230|5:3077|6:738|7:1846|8:158|9:158|12:220|45:1000	0
316	1	1:92048|4:1236|5:3091|6:741|7:1854|8:159|9:158|12:220|45:1000	0
317	1	1:92479|4:1242|5:3105|6:745|7:1863|8:159|9:159|12:220|45:1000	0
318	1	1:92910|4:1248|5:3120|6:748|7:1872|8:160|9:159|12:220|45:1000	0
319	1	1:93342|4:1253|5:3134|6:752|7:1880|8:160|9:160|12:220|45:1000	0
320	1	1:93775|4:1259|5:3148|6:755|7:1889|8:161|9:160|12:220|45:1000	0
321	1	1:94209|4:1265|5:3163|6:759|7:1897|8:161|9:161|12:220|45:1000	0
322	1	1:94643|4:1271|5:3177|6:762|7:1906|8:162|9:161|12:220|45:1000	0
323	1	1:95078|4:1276|5:3192|6:766|7:1915|8:162|9:162|12:220|45:1000	0
324	1	1:95513|4:1282|5:3206|6:769|7:1923|8:163|9:162|12:220|45:1000	0
325	1	1:95949|4:1288|5:3221|6:773|7:1932|8:163|9:163|12:220|45:1000	0
326	1	1:96386|4:1294|5:3235|6:776|7:1941|8:164|9:163|12:220|45:1000	0
327	1	1:96824|4:1300|5:3250|6:780|7:1950|8:164|9:164|12:220|45:1000	0
328	1	1:97262|4:1305|5:3264|6:783|7:1958|8:165|9:164|12:220|45:1000	0
329	1	1:97701|4:1311|5:3279|6:787|7:1967|8:165|9:165|12:220|45:1000	0
330	1	1:98140|4:1317|5:3293|6:790|7:1976|8:166|9:165|12:220|45:1000	0
331	1	1:98580|4:1323|5:3308|6:794|7:1985|8:166|9:166|12:220|45:1000	0
332	1	1:99021|4:1329|5:3323|6:797|7:1993|8:167|9:166|12:220|45:1000	0
333	1	1:99462|4:1335|5:3337|6:801|7:2002|8:167|9:167|12:220|45:1000	0
334	1	1:99905|4:1340|5:3352|6:804|7:2011|8:168|9:167|12:220|45:1000	0
335	1	1:100347|4:1346|5:3367|6:808|7:2020|8:168|9:168|12:220|45:1000	0
336	1	1:100791|4:1352|5:3381|6:811|7:2029|8:169|9:168|12:220|45:1000	0
337	1	1:101235|4:1358|5:3396|6:815|7:2037|8:169|9:169|12:220|45:1000	0
338	1	1:101680|4:1364|5:3411|6:818|7:2046|8:170|9:169|12:220|45:1000	0
339	1	1:102125|4:1370|5:3426|6:822|7:2055|8:170|9:170|12:220|45:1000	0
340	1	1:102571|4:1376|5:3441|6:825|7:2064|8:171|9:170|12:220|45:1000	0
341	1	1:103018|4:1382|5:3455|6:829|7:2073|8:171|9:171|12:220|45:1000	0
342	1	1:103465|4:1388|5:3470|6:832|7:2082|8:172|9:171|12:220|45:1000	0
343	1	1:103913|4:1394|5:3485|6:836|7:2091|8:172|9:172|12:220|45:1000	0
344	1	1:104362|4:1400|5:3500|6:840|7:2100|8:173|9:172|12:220|45:1000	0
345	1	1:104811|4:1406|5:3515|6:843|7:2109|8:173|9:173|12:220|45:1000	0
346	1	1:105261|4:1412|5:3530|6:847|7:2118|8:174|9:173|12:220|45:1000	0
347	1	1:105712|4:1418|5:3545|6:850|7:2127|8:174|9:174|12:220|45:1000	0
348	1	1:106163|4:1424|5:3560|6:854|7:2136|8:175|9:174|12:220|45:1000	0
349	1	1:106615|4:1430|5:3575|6:858|7:2145|8:175|9:175|12:220|45:1000	0
350	1	1:107067|4:1436|5:3590|6:861|7:2154|8:176|9:175|12:220|45:1000	0
351	1	1:107520|4:1442|5:3605|6:865|7:2163|8:176|9:176|12:220|45:1000	0
352	1	1:107974|4:1448|5:3620|6:868|7:2172|8:177|9:176|12:220|45:1000	0
353	1	1:108429|4:1454|5:3635|6:872|7:2181|8:177|9:177|12:220|45:1000	0
354	1	1:108884|4:1460|5:3650|6:876|7:2190|8:178|9:177|12:220|45:1000	0
355	1	1:109339|4:1466|5:3665|6:879|7:2199|8:178|9:178|12:220|45:1000	0
356	1	1:109796|4:1472|5:3681|6:883|7:2208|8:179|9:178|12:220|45:1000	0
357	1	1:110253|4:1478|5:3696|6:887|7:2217|8:179|9:179|12:220|45:1000	0
358	1	1:110710|4:1484|5:3711|6:890|7:2226|8:180|9:179|12:220|45:1000	0
359	1	1:111169|4:1490|5:3726|6:894|7:2235|8:180|9:180|12:220|45:1000	0
360	1	1:111628|4:1496|5:3741|6:898|7:2245|8:181|9:180|12:220|45:1000	0
361	1	1:112087|4:1502|5:3757|6:901|7:2254|8:181|9:181|12:220|45:1000	0
362	1	1:112547|4:1508|5:3772|6:905|7:2263|8:182|9:181|12:220|45:1000	0
363	1	1:113008|4:1515|5:3787|6:909|7:2272|8:182|9:182|12:220|45:1000	0
364	1	1:113469|4:1521|5:3803|6:912|7:2281|8:183|9:182|12:220|45:1000	0
365	1	1:113931|4:1527|5:3818|6:916|7:2291|8:183|9:183|12:220|45:1000	0
366	1	1:114394|4:1533|5:3833|6:920|7:2300|8:184|9:183|12:220|45:1000	0
367	1	1:114857|4:1539|5:3849|6:923|7:2309|8:184|9:184|12:220|45:1000	0
368	1	1:115321|4:1545|5:3864|6:927|7:2318|8:185|9:184|12:220|45:1000	0
369	1	1:115786|4:1552|5:3880|6:931|7:2328|8:185|9:185|12:220|45:1000	0
370	1	1:116251|4:1558|5:3895|6:934|7:2337|8:186|9:185|12:220|45:1000	0
371	1	1:116717|4:1564|5:3910|6:938|7:2346|8:186|9:186|12:220|45:1000	0
372	1	1:117183|4:1570|5:3926|6:942|7:2355|8:187|9:186|12:220|45:1000	0
373	1	1:117650|4:1576|5:3941|6:946|7:2365|8:187|9:187|12:220|45:1000	0
374	1	1:118118|4:1583|5:3957|6:949|7:2374|8:188|9:187|12:220|45:1000	0
375	1	1:118586|4:1589|5:3973|6:953|7:2383|8:188|9:188|12:220|45:1000	0
376	1	1:119055|4:1595|5:3988|6:957|7:2393|8:189|9:188|12:220|45:1000	0
377	1	1:119525|4:1601|5:4004|6:961|7:2402|8:189|9:189|12:220|45:1000	0
378	1	1:119995|4:1607|5:4019|6:964|7:2411|8:190|9:189|12:220|45:1000	0
379	1	1:120466|4:1614|5:4035|6:968|7:2421|8:190|9:190|12:220|45:1000	0
380	1	1:120937|4:1620|5:4051|6:972|7:2430|8:191|9:190|12:220|45:1000	0
381	1	1:121409|4:1626|5:4066|6:976|7:2440|8:191|9:191|12:220|45:1000	0
382	1	1:121882|4:1633|5:4082|6:979|7:2449|8:192|9:191|12:220|45:1000	0
383	1	1:122355|4:1639|5:4098|6:983|7:2458|8:192|9:192|12:220|45:1000	0
384	1	1:122829|4:1645|5:4114|6:987|7:2468|8:193|9:192|12:220|45:1000	0
385	1	1:123303|4:1651|5:4129|6:991|7:2477|8:193|9:193|12:220|45:1000	0
386	1	1:123778|4:1658|5:4145|6:994|7:2487|8:194|9:193|12:220|45:1000	0
387	1	1:124254|4:1664|5:4161|6:998|7:2496|8:194|9:194|12:220|45:1000	0
388	1	1:124730|4:1670|5:4177|6:1002|7:2506|8:195|9:194|12:220|45:1000	0
389	1	1:125207|4:1677|5:4193|6:1006|7:2515|8:195|9:195|12:220|45:1000	0
390	1	1:125685|4:1683|5:4208|6:1010|7:2525|8:196|9:195|12:220|45:1000	0
391	1	1:126163|4:1689|5:4224|6:1013|7:2534|8:196|9:196|12:220|45:1000	0
392	1	1:126641|4:1696|5:4240|6:1017|7:2544|8:197|9:196|12:220|45:1000	0
393	1	1:127121|4:1702|5:4256|6:1021|7:2553|8:197|9:197|12:220|45:1000	0
394	1	1:127601|4:1709|5:4272|6:1025|7:2563|8:198|9:197|12:220|45:1000	0
395	1	1:128081|4:1715|5:4288|6:1029|7:2573|8:198|9:198|12:220|45:1000	0
396	1	1:128562|4:1721|5:4304|6:1033|7:2582|8:199|9:198|12:220|45:1000	0
397	1	1:129044|4:1728|5:4320|6:1036|7:2592|8:199|9:199|12:220|45:1000	0
398	1	1:129526|4:1734|5:4336|6:1040|7:2601|8:200|9:199|12:220|45:1000	0
399	1	1:130009|4:1741|5:4352|6:1044|7:2611|8:200|9:200|12:220|45:1000	0
400	1	1:130493|4:1747|5:4368|6:1048|7:2621|8:201|9:200|12:220|45:1000	0
401	1	1:130977|4:1753|5:4384|6:1052|7:2630|8:201|9:201|12:220|45:1000	0
402	1	1:131462|4:1760|5:4400|6:1056|7:2640|8:202|9:201|12:220|45:1000	0
403	1	1:131947|4:1766|5:4416|6:1060|7:2650|8:202|9:202|12:220|45:1000	0
404	1	1:132433|4:1773|5:4433|6:1063|7:2659|8:203|9:202|12:220|45:1000	0
405	1	1:132920|4:1779|5:4449|6:1067|7:2669|8:203|9:203|12:220|45:1000	0
406	1	1:133407|4:1786|5:4465|6:1071|7:2679|8:204|9:203|12:220|45:1000	0
407	1	1:133895|4:1792|5:4481|6:1075|7:2688|8:204|9:204|12:220|45:1000	0
408	1	1:134383|4:1799|5:4497|6:1079|7:2698|8:205|9:204|12:220|45:1000	0
409	1	1:134872|4:1805|5:4514|6:1083|7:2708|8:205|9:205|12:220|45:1000	0
410	1	1:135361|4:1812|5:4530|6:1087|7:2718|8:206|9:205|12:220|45:1000	0
411	1	1:135851|4:1818|5:4546|6:1091|7:2727|8:206|9:206|12:220|45:1000	0
412	1	1:136342|4:1825|5:4562|6:1095|7:2737|8:207|9:206|12:220|45:1000	0
413	1	1:136833|4:1831|5:4579|6:1099|7:2747|8:207|9:207|12:220|45:1000	0
414	1	1:137325|4:1838|5:4595|6:1102|7:2757|8:208|9:207|12:220|45:1000	0
415	1	1:137818|4:1844|5:4611|6:1106|7:2767|8:208|9:208|12:220|45:1000	0
416	1	1:138311|4:1851|5:4628|6:1110|7:2777|8:209|9:208|12:220|45:1000	0
417	1	1:138804|4:1857|5:4644|6:1114|7:2786|8:209|9:209|12:220|45:1000	0
418	1	1:139299|4:1864|5:4661|6:1118|7:2796|8:210|9:209|12:220|45:1000	0
419	1	1:139794|4:1871|5:4677|6:1122|7:2806|8:210|9:210|12:220|45:1000	0
420	1	1:140289|4:1877|5:4694|6:1126|7:2816|8:211|9:210|12:220|45:1000	0
421	1	1:140785|4:1884|5:4710|6:1130|7:2826|8:211|9:211|12:220|45:1000	0
422	1	1:141282|4:1890|5:4727|6:1134|7:2836|8:212|9:211|12:220|45:1000	0
423	1	1:141779|4:1897|5:4743|6:1138|7:2846|8:212|9:212|12:220|45:1000	0
424	1	1:142276|4:1904|5:4760|6:1142|7:2856|8:213|9:212|12:220|45:1000	0
425	1	1:142775|4:1910|5:4776|6:1146|7:2866|8:213|9:213|12:220|45:1000	0
426	1	1:143274|4:1917|5:4793|6:1150|7:2875|8:214|9:213|12:220|45:1000	0
427	1	1:143773|4:1923|5:4809|6:1154|7:2885|8:214|9:214|12:220|45:1000	0
428	1	1:144273|4:1930|5:4826|6:1158|7:2895|8:215|9:214|12:220|45:1000	0
429	1	1:144774|4:1937|5:4843|6:1162|7:2905|8:215|9:215|12:220|45:1000	0
430	1	1:145275|4:1943|5:4859|6:1166|7:2915|8:216|9:215|12:220|45:1000	0
431	1	1:145777|4:1950|5:4876|6:1170|7:2925|8:216|9:216|12:220|45:1000	0
432	1	1:146279|4:1957|5:4893|6:1174|7:2935|8:217|9:216|12:220|45:1000	0
433	1	1:146782|4:1963|5:4909|6:1178|7:2945|8:217|9:217|12:220|45:1000	0
434	1	1:147286|4:1970|5:4926|6:1182|7:2955|8:218|9:217|12:220|45:1000	0
435	1	1:147790|4:1977|5:4943|6:1186|7:2965|8:218|9:218|12:220|45:1000	0
436	1	1:148295|4:1984|5:4960|6:1190|7:2976|8:219|9:218|12:220|45:1000	0
437	1	1:148800|4:1990|5:4976|6:1194|7:2986|8:219|9:219|12:220|45:1000	0
438	1	1:149306|4:1997|5:4993|6:1198|7:2996|8:220|9:219|12:220|45:1000	0
439	1	1:149812|4:2004|5:5010|6:1202|7:3006|8:220|9:220|12:220|45:1000	0
440	1	1:150319|4:2010|5:5027|6:1206|7:3016|8:221|9:220|12:220|45:1000	0
441	1	1:150827|4:2017|5:5044|6:1210|7:3026|8:221|9:221|12:220|45:1000	0
442	1	1:151335|4:2024|5:5061|6:1214|7:3036|8:222|9:221|12:220|45:1000	0
443	1	1:151844|4:2031|5:5077|6:1218|7:3046|8:222|9:222|12:220|45:1000	0
444	1	1:152353|4:2037|5:5094|6:1222|7:3056|8:223|9:222|12:220|45:1000	0
445	1	1:152863|4:2044|5:5111|6:1226|7:3067|8:223|9:223|12:220|45:1000	0
446	1	1:153373|4:2051|5:5128|6:1230|7:3077|8:224|9:223|12:220|45:1000	0
447	1	1:153884|4:2058|5:5145|6:1234|7:3087|8:224|9:224|12:220|45:1000	0
448	1	1:154396|4:2065|5:5162|6:1239|7:3097|8:225|9:224|12:220|45:1000	0
449	1	1:154908|4:2071|5:5179|6:1243|7:3107|8:225|9:225|12:220|45:1000	0
450	1	1:155421|4:2078|5:5196|6:1247|7:3118|8:226|9:225|12:220|45:1000	0
451	1	1:155934|4:2085|5:5213|6:1251|7:3128|8:226|9:226|12:220|45:1000	0
452	1	1:156448|4:2092|5:5230|6:1255|7:3138|8:227|9:226|12:220|45:1000	0
453	1	1:156962|4:2099|5:5248|6:1259|7:3148|8:227|9:227|12:220|45:1000	0
454	1	1:157477|4:2106|5:5265|6:1263|7:3159|8:228|9:227|12:220|45:1000	0
455	1	1:157993|4:2112|5:5282|6:1267|7:3169|8:228|9:228|12:220|45:1000	0
456	1	1:158509|4:2119|5:5299|6:1271|7:3179|8:229|9:228|12:220|45:1000	0
457	1	1:159026|4:2126|5:5316|6:1275|7:3189|8:229|9:229|12:220|45:1000	0
458	1	1:159543|4:2133|5:5333|6:1280|7:3200|8:230|9:229|12:220|45:1000	0
459	1	1:160061|4:2140|5:5350|6:1284|7:3210|8:230|9:230|12:220|45:1000	0
460	1	1:160579|4:2147|5:5368|6:1288|7:3220|8:231|9:230|12:220|45:1000	0
461	1	1:161098|4:2154|5:5385|6:1292|7:3231|8:231|9:231|12:220|45:1000	0
462	1	1:161617|4:2161|5:5402|6:1296|7:3241|8:232|9:231|12:220|45:1000	0
463	1	1:162137|4:2167|5:5419|6:1300|7:3251|8:232|9:232|12:220|45:1000	0
464	1	1:162658|4:2174|5:5437|6:1304|7:3262|8:233|9:232|12:220|45:1000	0
465	1	1:163179|4:2181|5:5454|6:1309|7:3272|8:233|9:233|12:220|45:1000	0
466	1	1:163701|4:2188|5:5471|6:1313|7:3283|8:234|9:233|12:220|45:1000	0
467	1	1:164223|4:2195|5:5489|6:1317|7:3293|8:234|9:234|12:220|45:1000	0
468	1	1:164746|4:2202|5:5506|6:1321|7:3303|8:235|9:234|12:220|45:1000	0
469	1	1:165269|4:2209|5:5523|6:1325|7:3314|8:235|9:235|12:220|45:1000	0
470	1	1:165793|4:2216|5:5541|6:1329|7:3324|8:236|9:235|12:220|45:1000	0
471	1	1:166317|4:2223|5:5558|6:1334|7:3335|8:236|9:236|12:220|45:1000	0
472	1	1:166842|4:2230|5:5576|6:1338|7:3345|8:237|9:236|12:220|45:1000	0
473	1	1:167368|4:2237|5:5593|6:1342|7:3356|8:237|9:237|12:220|45:1000	0
474	1	1:167894|4:2244|5:5611|6:1346|7:3366|8:238|9:237|12:220|45:1000	0
475	1	1:168421|4:2251|5:5628|6:1350|7:3377|8:238|9:238|12:220|45:1000	0
476	1	1:168948|4:2258|5:5646|6:1355|7:3387|8:239|9:238|12:220|45:1000	0
477	1	1:169476|4:2265|5:5663|6:1359|7:3398|8:239|9:239|12:220|45:1000	0
478	1	1:170004|4:2272|5:5681|6:1363|7:3408|8:240|9:239|12:220|45:1000	0
479	1	1:170533|4:2279|5:5698|6:1367|7:3419|8:240|9:240|12:220|45:1000	0
480	1	1:171062|4:2286|5:5716|6:1371|7:3429|8:241|9:240|12:220|45:1000	0
481	1	1:171592|4:2293|5:5734|6:1376|7:3440|8:241|9:241|12:220|45:1000	0
482	1	1:172123|4:2300|5:5751|6:1380|7:3451|8:242|9:241|12:220|45:1000	0
483	1	1:172654|4:2307|5:5769|6:1384|7:3461|8:242|9:242|12:220|45:1000	0
484	1	1:173186|4:2314|5:5786|6:1388|7:3472|8:243|9:242|12:220|45:1000	0
485	1	1:173718|4:2321|5:5804|6:1393|7:3482|8:243|9:243|12:220|45:1000	0
486	1	1:174250|4:2328|5:5822|6:1397|7:3493|8:244|9:243|12:220|45:1000	0
487	1	1:174784|4:2336|5:5840|6:1401|7:3504|8:244|9:244|12:220|45:1000	0
488	1	1:175317|4:2343|5:5857|6:1405|7:3514|8:245|9:244|12:220|45:1000	0
489	1	1:175852|4:2350|5:5875|6:1410|7:3525|8:245|9:245|12:220|45:1000	0
490	1	1:176387|4:2357|5:5893|6:1414|7:3535|8:246|9:245|12:220|45:1000	0
491	1	1:176922|4:2364|5:5911|6:1418|7:3546|8:246|9:246|12:220|45:1000	0
492	1	1:177458|4:2371|5:5928|6:1422|7:3557|8:247|9:246|12:220|45:1000	0
493	1	1:177995|4:2378|5:5946|6:1427|7:3568|8:247|9:247|12:220|45:1000	0
494	1	1:178532|4:2385|5:5964|6:1431|7:3578|8:248|9:247|12:220|45:1000	0
495	1	1:179069|4:2392|5:5982|6:1435|7:3589|8:248|9:248|12:220|45:1000	0
496	1	1:179607|4:2400|5:6000|6:1440|7:3600|8:249|9:248|12:220|45:1000	0
497	1	1:180146|4:2407|5:6018|6:1444|7:3610|8:249|9:249|12:220|45:1000	0
498	1	1:180685|4:2414|5:6036|6:1448|7:3621|8:250|9:249|12:220|45:1000	0
499	1	1:181225|4:2421|5:6054|6:1452|7:3632|8:250|9:250|12:220|45:1000	0
500	1	1:181765|4:2428|5:6072|6:1457|7:3643|8:251|9:250|12:220|45:1000	0
501	1	1:182306|4:2435|5:6089|6:1461|7:3653|8:251|9:251|12:220|45:1000	0
502	1	1:182847|4:2443|5:6107|6:1465|7:3664|8:252|9:251|12:220|45:1000	0
503	1	1:183389|4:2450|5:6125|6:1470|7:3675|8:252|9:252|12:220|45:1000	0
504	1	1:183932|4:2457|5:6143|6:1474|7:3686|8:253|9:252|12:220|45:1000	0
505	1	1:184475|4:2464|5:6162|6:1478|7:3697|8:253|9:253|12:220|45:1000	0
506	1	1:185018|4:2472|5:6180|6:1483|7:3708|8:254|9:253|12:220|45:1000	0
507	1	1:185562|4:2479|5:6198|6:1487|7:3718|8:254|9:254|12:220|45:1000	0
508	1	1:186107|4:2486|5:6216|6:1491|7:3729|8:255|9:254|12:220|45:1000	0
509	1	1:186652|4:2493|5:6234|6:1496|7:3740|8:255|9:255|12:220|45:1000	0
510	1	1:187198|4:2500|5:6252|6:1500|7:3751|8:256|9:255|12:220|45:1000	0
511	1	1:187744|4:2508|5:6270|6:1504|7:3762|8:256|9:256|12:220|45:1000	0
512	1	1:188290|4:2515|5:6288|6:1509|7:3773|8:257|9:256|12:220|45:1000	0
513	1	1:188838|4:2522|5:6306|6:1513|7:3784|8:257|9:257|12:220|45:1000	0
514	1	1:189385|4:2530|5:6325|6:1518|7:3795|8:258|9:257|12:220|45:1000	0
515	1	1:189934|4:2537|5:6343|6:1522|7:3806|8:258|9:258|12:220|45:1000	0
516	1	1:190483|4:2544|5:6361|6:1526|7:3816|8:259|9:258|12:220|45:1000	0
517	1	1:191032|4:2551|5:6379|6:1531|7:3827|8:259|9:259|12:220|45:1000	0
518	1	1:191582|4:2559|5:6398|6:1535|7:3838|8:260|9:259|12:220|45:1000	0
519	1	1:192132|4:2566|5:6416|6:1539|7:3849|8:260|9:260|12:220|45:1000	0
520	1	1:192683|4:2573|5:6434|6:1544|7:3860|8:261|9:260|12:220|45:1000	0
521	1	1:193235|4:2581|5:6453|6:1548|7:3871|8:261|9:261|12:220|45:1000	0
522	1	1:193787|4:2588|5:6471|6:1553|7:3882|8:262|9:261|12:220|45:1000	0
523	1	1:194339|4:2595|5:6489|6:1557|7:3893|8:262|9:262|12:220|45:1000	0
524	1	1:194892|4:2603|5:6508|6:1561|7:3904|8:263|9:262|12:220|45:1000	0
525	1	1:195446|4:2610|5:6526|6:1566|7:3915|8:263|9:263|12:220|45:1000	0
526	1	1:196000|4:2617|5:6544|6:1570|7:3926|8:264|9:263|12:220|45:1000	0
527	1	1:196554|4:2625|5:6563|6:1575|7:3938|8:264|9:264|12:220|45:1000	0
528	1	1:197110|4:2632|5:6581|6:1579|7:3949|8:265|9:264|12:220|45:1000	0
529	1	1:197665|4:2640|5:6600|6:1584|7:3960|8:265|9:265|12:220|45:1000	0
530	1	1:198221|4:2647|5:6618|6:1588|7:3971|8:266|9:265|12:220|45:1000	0
531	1	1:198778|4:2654|5:6637|6:1592|7:3982|8:266|9:266|12:220|45:1000	0
532	1	1:199335|4:2662|5:6655|6:1597|7:3993|8:267|9:266|12:220|45:1000	0
533	1	1:199893|4:2669|5:6674|6:1601|7:4004|8:267|9:267|12:220|45:1000	0
534	1	1:200451|4:2677|5:6692|6:1606|7:4015|8:268|9:267|12:220|45:1000	0
535	1	1:201010|4:2684|5:6711|6:1610|7:4026|8:268|9:268|12:220|45:1000	0
536	1	1:201569|4:2691|5:6729|6:1615|7:4037|8:269|9:268|12:220|45:1000	0
537	1	1:202129|4:2699|5:6748|6:1619|7:4049|8:269|9:269|12:220|45:1000	0
538	1	1:202690|4:2706|5:6767|6:1624|7:4060|8:270|9:269|12:220|45:1000	0
539	1	1:203250|4:2714|5:6785|6:1628|7:4071|8:270|9:270|12:220|45:1000	0
540	1	1:203812|4:2721|5:6804|6:1633|7:4082|8:271|9:270|12:220|45:1000	0
541	1	1:204374|4:2729|5:6823|6:1637|7:4093|8:271|9:271|12:220|45:1000	0
542	1	1:204936|4:2736|5:6841|6:1642|7:4105|8:272|9:271|12:220|45:1000	0
543	1	1:205499|4:2744|5:6860|6:1646|7:4116|8:272|9:272|12:220|45:1000	0
544	1	1:206062|4:2751|5:6879|6:1651|7:4127|8:273|9:272|12:220|45:1000	0
545	1	1:206626|4:2759|5:6897|6:1655|7:4138|8:273|9:273|12:220|45:1000	0
546	1	1:207191|4:2766|5:6916|6:1660|7:4150|8:274|9:273|12:220|45:1000	0
547	1	1:207756|4:2774|5:6935|6:1664|7:4161|8:274|9:274|12:220|45:1000	0
548	1	1:208321|4:2781|5:6954|6:1669|7:4172|8:275|9:274|12:220|45:1000	0
549	1	1:208887|4:2789|5:6973|6:1673|7:4183|8:275|9:275|12:220|45:1000	0
550	1	1:209454|4:2796|5:6991|6:1678|7:4195|8:276|9:275|12:220|45:1000	0
551	1	1:210021|4:2804|5:7010|6:1682|7:4206|8:276|9:276|12:220|45:1000	0
552	1	1:210588|4:2811|5:7029|6:1687|7:4217|8:277|9:276|12:220|45:1000	0
553	1	1:211157|4:2819|5:7048|6:1691|7:4229|8:277|9:277|12:220|45:1000	0
554	1	1:211725|4:2826|5:7067|6:1696|7:4240|8:278|9:277|12:220|45:1000	0
555	1	1:212294|4:2834|5:7086|6:1700|7:4251|8:278|9:278|12:220|45:1000	0
556	1	1:212864|4:2842|5:7105|6:1705|7:4263|8:279|9:278|12:220|45:1000	0
557	1	1:213434|4:2849|5:7124|6:1709|7:4274|8:279|9:279|12:220|45:1000	0
558	1	1:214005|4:2857|5:7143|6:1714|7:4285|8:280|9:279|12:220|45:1000	0
559	1	1:214576|4:2864|5:7162|6:1718|7:4297|8:280|9:280|12:220|45:1000	0
560	1	1:215147|4:2872|5:7181|6:1723|7:4308|8:281|9:280|12:220|45:1000	0
561	1	1:215719|4:2880|5:7200|6:1728|7:4320|8:281|9:281|12:220|45:1000	0
562	1	1:216292|4:2887|5:7219|6:1732|7:4331|8:282|9:281|12:220|45:1000	0
563	1	1:216865|4:2895|5:7238|6:1737|7:4342|8:282|9:282|12:220|45:1000	0
564	1	1:217439|4:2902|5:7257|6:1741|7:4354|8:283|9:282|12:220|45:1000	0
565	1	1:218013|4:2910|5:7276|6:1746|7:4365|8:283|9:283|12:220|45:1000	0
566	1	1:218588|4:2918|5:7295|6:1750|7:4377|8:284|9:283|12:220|45:1000	0
567	1	1:219163|4:2925|5:7314|6:1755|7:4388|8:284|9:284|12:220|45:1000	0
568	1	1:219739|4:2933|5:7333|6:1760|7:4400|8:285|9:284|12:220|45:1000	0
569	1	1:220315|4:2941|5:7352|6:1764|7:4411|8:285|9:285|12:220|45:1000	0
570	1	1:220891|4:2948|5:7371|6:1769|7:4423|8:286|9:285|12:220|45:1000	0
571	1	1:221469|4:2956|5:7391|6:1773|7:4434|8:286|9:286|12:220|45:1000	0
572	1	1:222046|4:2964|5:7410|6:1778|7:4446|8:287|9:286|12:220|45:1000	0
573	1	1:222625|4:2971|5:7429|6:1783|7:4457|8:287|9:287|12:220|45:1000	0
574	1	1:223203|4:2979|5:7448|6:1787|7:4469|8:288|9:287|12:220|45:1000	0
575	1	1:223782|4:2987|5:7467|6:1792|7:4480|8:288|9:288|12:220|45:1000	0
576	1	1:224362|4:2994|5:7487|6:1796|7:4492|8:289|9:288|12:220|45:1000	0
577	1	1:224942|4:3002|5:7506|6:1801|7:4503|8:289|9:289|12:220|45:1000	0
578	1	1:225523|4:3010|5:7525|6:1806|7:4515|8:290|9:289|12:220|45:1000	0
579	1	1:226104|4:3018|5:7545|6:1810|7:4527|8:290|9:290|12:220|45:1000	0
580	1	1:226686|4:3025|5:7564|6:1815|7:4538|8:291|9:290|12:220|45:1000	0
581	1	1:227268|4:3033|5:7583|6:1820|7:4550|8:291|9:291|12:220|45:1000	0
582	1	1:227851|4:3041|5:7603|6:1824|7:4561|8:292|9:291|12:220|45:1000	0
583	1	1:228434|4:3048|5:7622|6:1829|7:4573|8:292|9:292|12:220|45:1000	0
584	1	1:229018|4:3056|5:7641|6:1834|7:4585|8:293|9:292|12:220|45:1000	0
585	1	1:229602|4:3064|5:7661|6:1838|7:4596|8:293|9:293|12:220|45:1000	0
586	1	1:230187|4:3072|5:7680|6:1843|7:4608|8:294|9:293|12:220|45:1000	0
587	1	1:230772|4:3080|5:7700|6:1848|7:4620|8:294|9:294|12:220|45:1000	0
588	1	1:231358|4:3087|5:7719|6:1852|7:4631|8:295|9:294|12:220|45:1000	0
589	1	1:231944|4:3095|5:7739|6:1857|7:4643|8:295|9:295|12:220|45:1000	0
590	1	1:232530|4:3103|5:7758|6:1862|7:4655|8:296|9:295|12:220|45:1000	0
591	1	1:233118|4:3111|5:7778|6:1866|7:4666|8:296|9:296|12:220|45:1000	0
592	1	1:233705|4:3119|5:7797|6:1871|7:4678|8:297|9:296|12:220|45:1000	0
593	1	1:234293|4:3126|5:7817|6:1876|7:4690|8:297|9:297|12:220|45:1000	0
594	1	1:234882|4:3134|5:7836|6:1880|7:4702|8:298|9:297|12:220|45:1000	0
595	1	1:235471|4:3142|5:7856|6:1885|7:4713|8:298|9:298|12:220|45:1000	0
596	1	1:236061|4:3150|5:7875|6:1890|7:4725|8:299|9:298|12:220|45:1000	0
597	1	1:236651|4:3158|5:7895|6:1894|7:4737|8:299|9:299|12:220|45:1000	0
598	1	1:237242|4:3166|5:7915|6:1899|7:4749|8:300|9:299|12:220|45:1000	0
599	1	1:237833|4:3173|5:7934|6:1904|7:4760|8:300|9:300|12:220|45:1000	0
600	1	1:238424|4:3181|5:7954|6:1909|7:4772|8:301|9:300|12:220|45:1000	0
601	1	1:239016|4:3189|5:7974|6:1913|7:4784|8:301|9:301|12:220|45:1000	0
602	1	1:239609|4:3197|5:7993|6:1918|7:4796|8:302|9:301|12:220|45:1000	0
