INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT
0	22	10000	1	0	926:1:332	0	-1	0	-1	0 	680 
0	23	10000	1	0	926:1:351	0	-1	0	-1	0 	720 
0	24	10000	1	0	926:1:369	0	-1	0	-1	0 	760 
0	25	10000	1	0	926:1:389	0	-1	0	-1	0 	800 
0	26	10000	1	0	926:1:408	0	-1	0	-1	0 	840 
0	27	10000	1	0	926:1:428	0	-1	0	-1	0 	880 
0	28	10000	1	0	926:1:449	0	-1	0	-1	0 	920 
0	29	10000	1	0	926:1:470	0	-1	0	-1	0 	960 
0	30	10000	1	0	926:1:491	0	-1	0	-1	0 	1000 
0	31	10000	1	0	926:1:513	0	-1	0	-1	0 	1040 
0	32	10000	1	0	926:1:535	0	-1	0	-1	0 	1080 
0	33	10000	1	0	926:1:558	0	-1	0	-1	0 	1120 
0	34	10000	1	0	926:1:582	0	-1	0	-1	0 	1160 
0	35	10000	1	0	926:1:605	0	-1	0	-1	0 	1200 
0	36	10000	1	0	926:1:630	0	-1	0	-1	0 	1240 
0	37	10000	1	0	926:1:655	0	-1	0	-1	0 	1280 
0	38	10000	1	0	926:1:680	0	-1	0	-1	0 	1320 
0	39	10000	1	0	926:1:706	0	-1	0	-1	0 	1360 
0	40	10000	1	0	-1	0	-1	0	-1	0 	1400 
1	0	10000	1	0	926:1:5	0	-1	0	-1	0 	0 
1	1	10000	1	0	926:1:8	0	-1	0	-1	0 	30 
1	2	10000	1	0	926:1:10	0	-1	0	-1	0 	60 
1	3	10000	1	0	926:1:13	0	-1	0	-1	0 	90 
1	4	10000	1	0	926:1:16	0	-1	0	-1	0 	120 
1	5	10000	1	0	926:1:19	0	-1	0	-1	0 	150 
1	6	10000	1	0	926:1:22	0	-1	0	-1	0 	180 
1	7	10000	1	0	926:1:25	0	-1	0	-1	0 	210 
1	8	10000	1	0	926:1:28	0	-1	0	-1	0 	240 
1	9	10000	1	0	926:1:31	0	-1	0	-1	0 	270 
1	10	10000	1	0	926:1:34	0	-1	0	-1	0 	300 
1	11	10000	1	0	926:1:38	0	-1	0	-1	0 	330 
1	12	10000	1	0	926:1:41	0	-1	0	-1	0 	360 
1	13	10000	1	0	926:1:45	0	-1	0	-1	0 	390 
1	14	10000	1	0	926:1:48	0	-1	0	-1	0 	420 
1	15	10000	1	0	926:1:52	0	-1	0	-1	0 	450 
1	16	10000	1	0	926:1:56	0	-1	0	-1	0 	480 
1	17	10000	1	0	926:1:59	0	-1	0	-1	0 	510 
1	18	10000	1	0	926:1:63	0	-1	0	-1	0 	540 
1	19	10000	1	0	926:1:67	0	-1	0	-1	0 	570 
1	20	10000	1	0	926:1:71	0	-1	0	-1	0 	600 
1	21	10000	1	0	926:1:76	0	-1	0	-1	0 	640 
1	22	10000	1	0	926:1:80	0	-1	0	-1	0 	680 
1	23	10000	1	0	926:1:84	0	-1	0	-1	0 	720 
1	24	10000	1	0	926:1:89	0	-1	0	-1	0 	760 
1	25	10000	1	0	926:1:93	0	-1	0	-1	0 	800 
1	26	10000	1	0	926:1:98	0	-1	0	-1	0 	840 
1	27	10000	1	0	926:1:103	0	-1	0	-1	0 	880 
1	28	10000	1	0	926:1:108	0	-1	0	-1	0 	920 
1	29	10000	1	0	926:1:113	0	-1	0	-1	0 	960 
1	30	10000	1	0	926:1:118	0	-1	0	-1	0 	1000 
1	31	10000	1	0	926:1:123	0	-1	0	-1	0 	1040 
1	32	10000	1	0	926:1:129	0	-1	0	-1	0 	1080 
1	33	10000	1	0	926:1:134	0	-1	0	-1	0 	1120 
1	34	10000	1	0	926:1:140	0	-1	0	-1	0 	1160 
1	35	10000	1	0	926:1:146	0	-1	0	-1	0 	1200 
1	36	10000	1	0	926:1:152	0	-1	0	-1	0 	1240 
1	37	10000	1	0	926:1:157	0	-1	0	-1	0 	1280 
1	38	10000	1	0	926:1:164	0	-1	0	-1	0 	1320 
1	39	10000	1	0	926:1:170	0	-1	0	-1	0 	1360 
1	40	10000	1	0	-1	0	-1	0	-1	0 	1400 
2	0	10000	1	0	926:1:21	0	-1	0	-1	0 	0 
2	1	10000	1	0	926:1:32	0	-1	0	-1	0 	30 
2	2	10000	1	0	926:1:43	0	-1	0	-1	0 	60 
2	3	10000	1	0	926:1:54	0	-1	0	-1	0 	90 
2	4	10000	1	0	926:1:66	0	-1	0	-1	0 	120 
2	5	10000	1	0	926:1:78	0	-1	0	-1	0 	150 
2	6	10000	1	0	926:1:90	0	-1	0	-1	0 	180 
2	7	10000	1	0	926:1:103	0	-1	0	-1	0 	210 
2	8	10000	1	0	926:1:116	0	-1	0	-1	0 	240 
2	9	10000	1	0	926:1:129	0	-1	0	-1	0 	270 
2	10	10000	1	0	926:1:143	0	-1	0	-1	0 	300 
2	11	10000	1	0	926:1:156	0	-1	0	-1	0 	330 
2	12	10000	1	0	926:1:171	0	-1	0	-1	0 	360 
2	13	10000	1	0	926:1:185	0	-1	0	-1	0 	390 
2	14	10000	1	0	926:1:200	0	-1	0	-1	0 	420 
2	15	10000	1	0	926:1:215	0	-1	0	-1	0 	450 
2	16	10000	1	0	926:1:231	0	-1	0	-1	0 	480 
2	17	10000	1	0	926:1:247	0	-1	0	-1	0 	510 
2	18	10000	1	0	926:1:263	0	-1	0	-1	0 	540 
2	19	10000	1	0	926:1:280	0	-1	0	-1	0 	570 
2	20	10000	1	0	926:1:297	0	-1	0	-1	0 	600 
2	21	10000	1	0	926:1:315	0	-1	0	-1	0 	640 
2	22	10000	1	0	926:1:332	0	-1	0	-1	0 	680 
2	23	10000	1	0	926:1:351	0	-1	0	-1	0 	720 
2	24	10000	1	0	926:1:369	0	-1	0	-1	0 	760 
2	25	10000	1	0	926:1:389	0	-1	0	-1	0 	800 
2	26	10000	1	0	926:1:408	0	-1	0	-1	0 	840 
2	27	10000	1	0	926:1:428	0	-1	0	-1	0 	880 
2	28	10000	1	0	926:1:449	0	-1	0	-1	0 	920 
2	29	10000	1	0	926:1:470	0	-1	0	-1	0 	960 
2	30	10000	1	0	926:1:491	0	-1	0	-1	0 	1000 
2	31	10000	1	0	926:1:513	0	-1	0	-1	0 	1040 
2	32	10000	1	0	926:1:535	0	-1	0	-1	0 	1080 
2	33	10000	1	0	926:1:558	0	-1	0	-1	0 	1120 
2	34	10000	1	0	926:1:582	0	-1	0	-1	0 	1160 
2	35	10000	1	0	926:1:605	0	-1	0	-1	0 	1200 
2	36	10000	1	0	926:1:630	0	-1	0	-1	0 	1240 
2	37	10000	1	0	926:1:655	0	-1	0	-1	0 	1280 
2	38	10000	1	0	926:1:680	0	-1	0	-1	0 	1320 
2	39	10000	1	0	926:1:706	0	-1	0	-1	0 	1360 
2	40	10000	1	0	-1	0	-1	0	-1	0 	1400 
3	0	10000	1	0	926:1:5	0	-1	0	-1	0 	0 
3	1	10000	1	0	926:1:8	0	-1	0	-1	0 	30 
3	2	10000	1	0	926:1:10	0	-1	0	-1	0 	60 
3	3	10000	1	0	926:1:13	0	-1	0	-1	0 	90 
3	4	10000	1	0	926:1:16	0	-1	0	-1	0 	120 
3	5	10000	1	0	926:1:19	0	-1	0	-1	0 	150 
3	6	10000	1	0	926:1:22	0	-1	0	-1	0 	180 
3	7	10000	1	0	926:1:25	0	-1	0	-1	0 	210 
3	8	10000	1	0	926:1:28	0	-1	0	-1	0 	240 
3	9	10000	1	0	926:1:31	0	-1	0	-1	0 	270 
3	10	10000	1	0	926:1:34	0	-1	0	-1	0 	300 
3	11	10000	1	0	926:1:38	0	-1	0	-1	0 	330 
3	12	10000	1	0	926:1:41	0	-1	0	-1	0 	360 
3	13	10000	1	0	926:1:45	0	-1	0	-1	0 	390 
3	14	10000	1	0	926:1:48	0	-1	0	-1	0 	420 
3	15	10000	1	0	926:1:52	0	-1	0	-1	0 	450 
3	16	10000	1	0	926:1:56	0	-1	0	-1	0 	480 
3	17	10000	1	0	926:1:59	0	-1	0	-1	0 	510 
3	18	10000	1	0	926:1:63	0	-1	0	-1	0 	540 
3	19	10000	1	0	926:1:67	0	-1	0	-1	0 	570 
3	20	10000	1	0	926:1:71	0	-1	0	-1	0 	600 
3	21	10000	1	0	926:1:76	0	-1	0	-1	0 	640 
3	22	10000	1	0	926:1:80	0	-1	0	-1	0 	680 
3	23	10000	1	0	926:1:84	0	-1	0	-1	0 	720 
3	24	10000	1	0	926:1:89	0	-1	0	-1	0 	760 
3	25	10000	1	0	926:1:93	0	-1	0	-1	0 	800 
3	26	10000	1	0	926:1:98	0	-1	0	-1	0 	840 
3	27	10000	1	0	926:1:103	0	-1	0	-1	0 	880 
3	28	10000	1	0	926:1:108	0	-1	0	-1	0 	920 
3	29	10000	1	0	926:1:113	0	-1	0	-1	0 	960 
3	30	10000	1	0	926:1:118	0	-1	0	-1	0 	1000 
3	31	10000	1	0	926:1:123	0	-1	0	-1	0 	1040 
3	32	10000	1	0	926:1:129	0	-1	0	-1	0 	1080 
3	33	10000	1	0	926:1:134	0	-1	0	-1	0 	1120 
3	34	10000	1	0	926:1:140	0	-1	0	-1	0 	1160 
3	35	10000	1	0	926:1:146	0	-1	0	-1	0 	1200 
3	36	10000	1	0	926:1:152	0	-1	0	-1	0 	1240 
3	37	10000	1	0	926:1:157	0	-1	0	-1	0 	1280 
3	38	10000	1	0	926:1:164	0	-1	0	-1	0 	1320 
3	39	10000	1	0	926:1:170	0	-1	0	-1	0 	1360 
3	40	10000	1	0	-1	0	-1	0	-1	0 	1400 
4	0	10000	1	0	926:1:5	0	-1	0	-1	0 	0 
4	1	10000	1	0	926:1:8	0	-1	0	-1	0 	30 
4	2	10000	1	0	926:1:10	0	-1	0	-1	0 	60 
4	3	10000	1	0	926:1:13	0	-1	0	-1	0 	90 
4	4	10000	1	0	926:1:16	0	-1	0	-1	0 	120 
4	5	10000	1	0	926:1:19	0	-1	0	-1	0 	150 
4	6	10000	1	0	926:1:22	0	-1	0	-1	0 	180 
4	7	10000	1	0	926:1:25	0	-1	0	-1	0 	210 
4	8	10000	1	0	926:1:28	0	-1	0	-1	0 	240 
4	9	10000	1	0	926:1:31	0	-1	0	-1	0 	270 
4	10	10000	1	0	926:1:34	0	-1	0	-1	0 	300 
4	11	10000	1	0	926:1:38	0	-1	0	-1	0 	330 
4	12	10000	1	0	926:1:41	0	-1	0	-1	0 	360 
4	13	10000	1	0	926:1:45	0	-1	0	-1	0 	390 
4	14	10000	1	0	926:1:48	0	-1	0	-1	0 	420 
4	15	10000	1	0	926:1:52	0	-1	0	-1	0 	450 
4	16	10000	1	0	926:1:56	0	-1	0	-1	0 	480 
4	17	10000	1	0	926:1:59	0	-1	0	-1	0 	510 
4	18	10000	1	0	926:1:63	0	-1	0	-1	0 	540 
4	19	10000	1	0	926:1:67	0	-1	0	-1	0 	570 
4	20	10000	1	0	926:1:71	0	-1	0	-1	0 	600 
4	21	10000	1	0	926:1:76	0	-1	0	-1	0 	640 
4	22	10000	1	0	926:1:80	0	-1	0	-1	0 	680 
4	23	10000	1	0	926:1:84	0	-1	0	-1	0 	720 
4	24	10000	1	0	926:1:89	0	-1	0	-1	0 	760 
4	25	10000	1	0	926:1:93	0	-1	0	-1	0 	800 
4	26	10000	1	0	926:1:98	0	-1	0	-1	0 	840 
4	27	10000	1	0	926:1:103	0	-1	0	-1	0 	880 
4	28	10000	1	0	926:1:108	0	-1	0	-1	0 	920 
4	29	10000	1	0	926:1:113	0	-1	0	-1	0 	960 
4	30	10000	1	0	926:1:118	0	-1	0	-1	0 	1000 
4	31	10000	1	0	926:1:123	0	-1	0	-1	0 	1040 
4	32	10000	1	0	926:1:129	0	-1	0	-1	0 	1080 
4	33	10000	1	0	926:1:134	0	-1	0	-1	0 	1120 
4	34	10000	1	0	926:1:140	0	-1	0	-1	0 	1160 
4	35	10000	1	0	926:1:146	0	-1	0	-1	0 	1200 
4	36	10000	1	0	926:1:152	0	-1	0	-1	0 	1240 
4	37	10000	1	0	926:1:157	0	-1	0	-1	0 	1280 
4	38	10000	1	0	926:1:164	0	-1	0	-1	0 	1320 
4	39	10000	1	0	926:1:170	0	-1	0	-1	0 	1360 
4	40	10000	1	0	-1	0	-1	0	-1	0 	1400 
5	0	10000	1	0	926:1:5	0	-1	0	-1	0 	0 
5	1	10000	1	0	926:1:8	0	-1	0	-1	0 	30 
5	2	10000	1	0	926:1:10	0	-1	0	-1	0 	60 
5	3	10000	1	0	926:1:13	0	-1	0	-1	0 	90 
5	4	10000	1	0	926:1:16	0	-1	0	-1	0 	120 
5	5	10000	1	0	926:1:19	0	-1	0	-1	0 	150 
5	6	10000	1	0	926:1:22	0	-1	0	-1	0 	180 
5	7	10000	1	0	926:1:25	0	-1	0	-1	0 	210 
5	8	10000	1	0	926:1:28	0	-1	0	-1	0 	240 
5	9	10000	1	0	926:1:31	0	-1	0	-1	0 	270 
5	10	10000	1	0	926:1:34	0	-1	0	-1	0 	300 
5	11	10000	1	0	926:1:38	0	-1	0	-1	0 	330 
5	12	10000	1	0	926:1:41	0	-1	0	-1	0 	360 
5	13	10000	1	0	926:1:45	0	-1	0	-1	0 	390 
5	14	10000	1	0	926:1:48	0	-1	0	-1	0 	420 
5	15	10000	1	0	926:1:52	0	-1	0	-1	0 	450 
5	16	10000	1	0	926:1:56	0	-1	0	-1	0 	480 
5	17	10000	1	0	926:1:59	0	-1	0	-1	0 	510 
5	18	10000	1	0	926:1:63	0	-1	0	-1	0 	540 
5	19	10000	1	0	926:1:67	0	-1	0	-1	0 	570 
5	20	10000	1	0	926:1:71	0	-1	0	-1	0 	600 
5	21	10000	1	0	926:1:76	0	-1	0	-1	0 	640 
5	22	10000	1	0	926:1:80	0	-1	0	-1	0 	680 
5	23	10000	1	0	926:1:84	0	-1	0	-1	0 	720 
5	24	10000	1	0	926:1:89	0	-1	0	-1	0 	760 
5	25	10000	1	0	926:1:93	0	-1	0	-1	0 	800 
5	26	10000	1	0	926:1:98	0	-1	0	-1	0 	840 
5	27	10000	1	0	926:1:103	0	-1	0	-1	0 	880 
5	28	10000	1	0	926:1:108	0	-1	0	-1	0 	920 
5	29	10000	1	0	926:1:113	0	-1	0	-1	0 	960 
5	30	10000	1	0	926:1:118	0	-1	0	-1	0 	1000 
5	31	10000	1	0	926:1:123	0	-1	0	-1	0 	1040 
5	32	10000	1	0	926:1:129	0	-1	0	-1	0 	1080 
5	33	10000	1	0	926:1:134	0	-1	0	-1	0 	1120 
5	34	10000	1	0	926:1:140	0	-1	0	-1	0 	1160 
5	35	10000	1	0	926:1:146	0	-1	0	-1	0 	1200 
5	36	10000	1	0	926:1:152	0	-1	0	-1	0 	1240 
5	37	10000	1	0	926:1:157	0	-1	0	-1	0 	1280 
5	38	10000	1	0	926:1:164	0	-1	0	-1	0 	1320 
5	39	10000	1	0	926:1:170	0	-1	0	-1	0 	1360 
5	40	10000	1	0	-1	0	-1	0	-1	0 	1400 
6	0	10000	1	0	926:1:5	0	-1	0	-1	0 	0 
6	1	10000	1	0	926:1:8	0	-1	0	-1	0 	30 
6	2	10000	1	0	926:1:10	0	-1	0	-1	0 	60 
6	3	10000	1	0	926:1:13	0	-1	0	-1	0 	90 
6	4	10000	1	0	926:1:16	0	-1	0	-1	0 	120 
6	5	10000	1	0	926:1:19	0	-1	0	-1	0 	150 
6	6	10000	1	0	926:1:22	0	-1	0	-1	0 	180 
6	7	10000	1	0	926:1:25	0	-1	0	-1	0 	210 
6	8	10000	1	0	926:1:28	0	-1	0	-1	0 	240 
6	9	10000	1	0	926:1:31	0	-1	0	-1	0 	270 
6	10	10000	1	0	926:1:34	0	-1	0	-1	0 	300 
6	11	10000	1	0	926:1:38	0	-1	0	-1	0 	330 
6	12	10000	1	0	926:1:41	0	-1	0	-1	0 	360 
6	13	10000	1	0	926:1:45	0	-1	0	-1	0 	390 
6	14	10000	1	0	926:1:48	0	-1	0	-1	0 	420 
6	15	10000	1	0	926:1:52	0	-1	0	-1	0 	450 
6	16	10000	1	0	926:1:56	0	-1	0	-1	0 	480 
6	17	10000	1	0	926:1:59	0	-1	0	-1	0 	510 
6	18	10000	1	0	926:1:63	0	-1	0	-1	0 	540 
6	19	10000	1	0	926:1:67	0	-1	0	-1	0 	570 
6	20	10000	1	0	926:1:71	0	-1	0	-1	0 	600 
6	21	10000	1	0	926:1:76	0	-1	0	-1	0 	640 
6	22	10000	1	0	926:1:80	0	-1	0	-1	0 	680 
6	23	10000	1	0	926:1:84	0	-1	0	-1	0 	720 
6	24	10000	1	0	926:1:89	0	-1	0	-1	0 	760 
6	25	10000	1	0	926:1:93	0	-1	0	-1	0 	800 
6	26	10000	1	0	926:1:98	0	-1	0	-1	0 	840 
6	27	10000	1	0	926:1:103	0	-1	0	-1	0 	880 
6	28	10000	1	0	926:1:108	0	-1	0	-1	0 	920 
6	29	10000	1	0	926:1:113	0	-1	0	-1	0 	960 
6	30	10000	1	0	926:1:118	0	-1	0	-1	0 	1000 
6	31	10000	1	0	926:1:123	0	-1	0	-1	0 	1040 
6	32	10000	1	0	926:1:129	0	-1	0	-1	0 	1080 
6	33	10000	1	0	926:1:134	0	-1	0	-1	0 	1120 
6	34	10000	1	0	926:1:140	0	-1	0	-1	0 	1160 
6	35	10000	1	0	926:1:146	0	-1	0	-1	0 	1200 
6	36	10000	1	0	926:1:152	0	-1	0	-1	0 	1240 
6	37	10000	1	0	926:1:157	0	-1	0	-1	0 	1280 
6	38	10000	1	0	926:1:164	0	-1	0	-1	0 	1320 
6	39	10000	1	0	926:1:170	0	-1	0	-1	0 	1360 
6	40	10000	1	0	-1	0	-1	0	-1	0 	1400 
7	0	10000	1	0	926:1:5	0	-1	0	-1	0 	0 
7	1	10000	1	0	926:1:8	0	-1	0	-1	0 	30 
7	2	10000	1	0	926:1:10	0	-1	0	-1	0 	60 
7	3	10000	1	0	926:1:13	0	-1	0	-1	0 	90 
7	4	10000	1	0	926:1:16	0	-1	0	-1	0 	120 
7	5	10000	1	0	926:1:19	0	-1	0	-1	0 	150 
7	6	10000	1	0	926:1:22	0	-1	0	-1	0 	180 
7	7	10000	1	0	926:1:25	0	-1	0	-1	0 	210 
7	8	10000	1	0	926:1:28	0	-1	0	-1	0 	240 
7	9	10000	1	0	926:1:31	0	-1	0	-1	0 	270 
7	10	10000	1	0	926:1:34	0	-1	0	-1	0 	300 
7	11	10000	1	0	926:1:38	0	-1	0	-1	0 	330 
7	12	10000	1	0	926:1:41	0	-1	0	-1	0 	360 
7	13	10000	1	0	926:1:45	0	-1	0	-1	0 	390 
7	14	10000	1	0	926:1:48	0	-1	0	-1	0 	420 
7	15	10000	1	0	926:1:52	0	-1	0	-1	0 	450 
7	16	10000	1	0	926:1:56	0	-1	0	-1	0 	480 
7	17	10000	1	0	926:1:59	0	-1	0	-1	0 	510 
7	18	10000	1	0	926:1:63	0	-1	0	-1	0 	540 
7	19	10000	1	0	926:1:67	0	-1	0	-1	0 	570 
7	20	10000	1	0	926:1:71	0	-1	0	-1	0 	600 
7	21	10000	1	0	926:1:76	0	-1	0	-1	0 	640 
7	22	10000	1	0	926:1:80	0	-1	0	-1	0 	680 
7	23	10000	1	0	926:1:84	0	-1	0	-1	0 	720 
7	24	10000	1	0	926:1:89	0	-1	0	-1	0 	760 
7	25	10000	1	0	926:1:93	0	-1	0	-1	0 	800 
7	26	10000	1	0	926:1:98	0	-1	0	-1	0 	840 
7	27	10000	1	0	926:1:103	0	-1	0	-1	0 	880 
7	28	10000	1	0	926:1:108	0	-1	0	-1	0 	920 
7	29	10000	1	0	926:1:113	0	-1	0	-1	0 	960 
7	30	10000	1	0	926:1:118	0	-1	0	-1	0 	1000 
7	31	10000	1	0	926:1:123	0	-1	0	-1	0 	1040 
7	32	10000	1	0	926:1:129	0	-1	0	-1	0 	1080 
7	33	10000	1	0	926:1:134	0	-1	0	-1	0 	1120 
7	34	10000	1	0	926:1:140	0	-1	0	-1	0 	1160 
7	35	10000	1	0	926:1:146	0	-1	0	-1	0 	1200 
7	36	10000	1	0	926:1:152	0	-1	0	-1	0 	1240 
7	37	10000	1	0	926:1:157	0	-1	0	-1	0 	1280 
7	38	10000	1	0	926:1:164	0	-1	0	-1	0 	1320 
7	39	10000	1	0	926:1:170	0	-1	0	-1	0 	1360 
7	40	10000	1	0	-1	0	-1	0	-1	0 	1400 
