INT	STRING	STRING	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	STRING	STRING	STRING	INT	INT	INT	STRING	STRING	STRING	INT	INT	STRING	INT
1123	神秘商人	-1	NpcTitle_54	99	0	50156	38	22	1	1100	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	238	npc106	gwdx01	1	神秘商人	-1	-1	3	0	20	0	-1	-1	0	0	-1	4
1124	武魂大师	-1	NpcTitle_53	99	0	50096	39	45	1	1101	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	215	npc106	gwdx01	1	武魂大师	-1	-1	3	0	20	0	-1	-1	0	0	-1	4
1125	武魂大师	-1	NpcTitle_53	99	0	50097	44	51	1	1101	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	215	npc106	gwdx01	1	武魂大师	-1	-1	3	0	20	0	-1	-1	0	0	-1	4
1126	武魂大师	-1	NpcTitle_53	99	0	50156	41	25	1	1101	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	215	npc106	gwdx01	1	武魂大师	-1	-1	3	0	20	0	-1	-1	0	0	-1	4
1127	追龙者	-1	-1	99	0	50096	50	19	1	0	1	0	不要害怕做错什么，即使错了，也不必懊恼，人生就是对对错错，何况有许多事，回头看来，对错已经无所谓了。	-1	225	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
1128	大长老	-1	-1	99	0	50097	31	38	1	1110	1	0	不要害怕做错什么，即使错了，也不必懊恼，人生就是对对错错，何况有许多事，回头看来，对错已经无所谓了。	-1	104	npc106	gwdx01	1	神装大长老	-1	-1	3	0	20	0	-1	-1	0	0	-1	4
1129	空虚公子	-1	NpcTitle_67	99	0	50096	55	23	1	1116	1	0	不要害怕做错什么，即使错了，也不必懊恼，人生就是对对错错，何况有许多事，回头看来，对错已经无所谓了。	-1	329	npc106	gwdx01	1	空虚公子	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
1130	神秘商人	-1	NpcTitle_54	99	0	50168	46	25	1	1100	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	238	npc106	gwdx01	1	神秘商人	-1	-1	3	0	20	0	-1	-1	0	0	-1	4
1131	武魂大师	-1	NpcTitle_53	99	0	50168	50	28	1	1101	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	215	npc106	gwdx01	1	武魂大师	-1	-1	3	0	20	0	-1	-1	0	0	-1	4
1132	渡魔	-1	NpcTitle_55	99	0	50168	54	32	1	1103	0	0	那是一个风雨交加的夜晚，而我却只能屈居第二。悲哉悲哉！！！	-1	235	npc126	gwdx01	3	议会长老	-1	-1	3	0	20	0	-1	-1	0	0	-1	4
1133	植树使者	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4
1134	魔界商人	-1	NpcTitle_69	99	0	50097	31	42	1	1119	0	0	那是一个风雨交加的夜晚，而我却只能屈居第二。悲哉悲哉！！！	-1	344	npc126	gwdx01	3	魔界商人	-1	-1	3	0	20	0	-1	-1	0	0	-1	4
1135	爵位地图	-1	NpcTitle_42	99	0	50168	42	50	1	1055	1	0	你好，勇士，在这危急的时刻能看到你真是太好了	-1	364	npc106	gwdx01	1	爵位地图	-1	-1	3	0	20	0	-1	-1	0	1	-1	2
1136	怒	-1	NpcTitle_81	99	0	50181	51	23	1	1128	1	0	不要害怕做错什么，即使错了，也不必懊恼，人生就是对对错错，何况有许多事，回头看来，对错已经无所谓了。	-1	352	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
1137	忧	-1	NpcTitle_82	99	0	50181	62	22	1	1129	1	0	不要害怕做错什么，即使错了，也不必懊恼，人生就是对对错错，何况有许多事，回头看来，对错已经无所谓了。	-1	353	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
1138	村长	-1	-1	99	0	50181	49	15	1	1131	1	0	贪欲天生，心魔自悟。神佛不恕，唯我自渡！我欲乘风归去，又恐心魔锁魂，奈何奈何！	-1	354	npc106	gwdx01	1	村长	-1	-1	3	0	20	0	-1	-1	0	1	#f5e8bf|1.心魔怪物吸收了心魔之地的魔气，对普通攻击会有|#00ff00|95%|#f5e8bf|的免疫！|n2.心魔攻击和心魔防御对心魔怪物会有|#00ff00|70倍|#f5e8bf|的效果！|n3.心魔野外地图开启时间是|#00ff00|12点-24点|#f5e8bf|，24点之后会被强制驱赶且|#00ff00|清空心魔背包|#f5e8bf|！|n4.心魔野外地图只能使用|#00ff00|撤离卷轴|#f5e8bf|才能带出心魔装备和对应材料！|n5.心魔野外地图死亡会掉落|#00ff00|销毁或掉落|#f5e8bf|所有的心魔背包内的物品！|n6.人物死亡会有|#00ff00|概率掉落|#f5e8bf|身上穿戴的心魔装备！|n7.心魔地图获得的心魔装备需要|#00ff00|净化|#f5e8bf|才能正常穿戴！	4
1139	心魔地图	-1	NpcTitle_80	99	0	50181	43	19	1	1055	1	0	你好，勇士，在这危急的时刻能看到你真是太好了	-1	350	npc106	gwdx01	1	心魔地图	-1	-1	3	0	20	0	-1	-1	0	1	-1	4
1140	村长	-1	NpcTitle_79	99	0	50097	25	36	1	1055	1	0	你好，勇士，在这危急的时刻能看到你真是太好了	-1	354	npc106	gwdx01	1	心魔村	-1	-1	3	0	20	0	-1	-1	0	1	-1	4
1141	踏青使者	-1	NpcTitle_78	99	0		93	49	1	1130	0	0	有时候命运很爱捉弄人，而我只是想守一个喜欢的人而已。	-1	324	npc106	gwdx01	3	踏青使者	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
1142	喜	-1	NpcTitle_83	99	0	50181	67	27	1	1132	1	0	不要害怕做错什么，即使错了，也不必懊恼，人生就是对对错错，何况有许多事，回头看来，对错已经无所谓了。	-1	355	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
1143	思	-1	NpcTitle_84	99	0	50181	58	18	1	1133	1	0	不要害怕做错什么，即使错了，也不必懊恼，人生就是对对错错，何况有许多事，回头看来，对错已经无所谓了。	-1	356	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
1144	融合鼎	-1	NpcTitle_87	99	0	50097	44	58	1	1134	1	0	天人报应,尚堕渺茫;上下融合,实关激劝	-1	369	npc106	gwdx01	1	融合鼎	-1	-1	3	0	30	0	-1	-1	0	-1	-1	4
1145	融合尊者	-1	-1	99	0	50097	41	61	1	0	1	0	我从太虚之地发现了这口神鼎，它有着可以将两件装备属性融合的奇能，只是它对融合晶石的消耗量太大，我难以控制	-1	127	npc106	gwdx01	1	融合尊者	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
1146	充值副本	-1	NpcTitle_88	99	0	50001	115	121	1	1143	1	0	你好，勇士，在这危急的时刻能看到你真是太好了	-1	2	npc106	gwdx01	1	充值副本	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
1200	胡二	-1	-1	99	0	50116	48	83	1	0	0	0	任眼前纷纷扰扰，我自怡然而钓。	-1	317	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
2001	传送祭坛	-1	NpcTitle_23	99	0	50096	39	35	1	1055	1	0	你好，勇士，在这危急的时刻能看到你真是太好了	-1	11	npc106	gwdx01	1	传送祭坛	传送	-1	3	0	20	0	-1	-1	0	1	-1	4
2002	传送祭坛	-1	NpcTitle_24	99	0	50097	42	41	1	1055	1	0	你好，勇士，在这危急的时刻能看到你真是太好了	-1	11	npc106	gwdx01	1	传送祭坛	传送	-1	3	0	20	0	-1	-1	0	1	-1	4
2003	传送祭坛	-1	NpcTitle_25	99	0	50156	34	32	1	1055	1	0	你好，勇士，在这危急的时刻能看到你真是太好了	-1	11	npc106	gwdx01	1	传送祭坛	传送	-1	3	0	20	0	-1	-1	0	1	-1	4
2004	极寒之地1层	-1	NpcTitle_26	99	0	50096	30	36	1	1055	1	0	你好，勇士，在这危急的时刻能看到你真是太好了	-1	365	npc106	gwdx01	1	极寒之地1层	-1	-1	3	0	20	0	-1	-1	0	1	-1	2
2005	极寒之地2层	-1	NpcTitle_27	99	0	50096	31	31	1	1055	1	0	你好，勇士，在这危急的时刻能看到你真是太好了	-1	365	npc106	gwdx01	1	极寒之地2层	-1	-1	3	0	20	0	-1	-1	0	1	-1	2
2006	落日峡谷1层	-1	NpcTitle_28	99	0	50096	35	28	1	1055	1	0	你好，勇士，在这危急的时刻能看到你真是太好了	-1	365	npc106	gwdx01	1	落日峡谷1层	-1	-1	3	0	20	0	-1	-1	0	1	-1	2
2007	落日峡谷2层	-1	NpcTitle_29	99	0	50096	39	27	1	1055	1	0	你好，勇士，在这危急的时刻能看到你真是太好了	-1	365	npc106	gwdx01	1	落日峡谷2层	-1	-1	3	0	20	0	-1	-1	0	1	-1	2
2008	沙漠圣地1层	-1	NpcTitle_30	99	0	50097	35	31	1	1055	1	0	你好，勇士，在这危急的时刻能看到你真是太好了	-1	363	npc106	gwdx01	1	沙漠圣地1层	-1	-1	3	0	20	0	-1	-1	0	1	-1	2
2009	沙漠圣地2层	-1	NpcTitle_31	99	0	50097	39	31	1	1055	1	0	你好，勇士，在这危急的时刻能看到你真是太好了	-1	363	npc106	gwdx01	1	沙漠圣地2层	-1	-1	3	0	20	0	-1	-1	0	1	-1	2
2010	万毒鬼窟1层	-1	NpcTitle_32	99	0	50097	43	31	1	1055	1	0	你好，勇士，在这危急的时刻能看到你真是太好了	-1	363	npc106	gwdx01	1	万毒鬼窟1层	-1	-1	3	0	20	0	-1	-1	0	1	-1	2
2011	万毒鬼窟2层	-1	NpcTitle_33	99	0	50097	47	31	1	1055	1	0	你好，勇士，在这危急的时刻能看到你真是太好了	-1	363	npc106	gwdx01	1	万毒鬼窟2层	-1	-1	3	0	20	0	-1	-1	0	1	-1	2
2012	星空回廊1层	-1	NpcTitle_34	99	0	50156	32	20	1	1055	1	0	你好，勇士，在这危急的时刻能看到你真是太好了	-1	362	npc106	gwdx01	1	星空回廊1层	-1	-1	3	0	20	0	-1	-1	0	1	-1	2
2013	星空回廊2层	-1	NpcTitle_35	99	0	50156	28	24	1	1055	1	0	你好，勇士，在这危急的时刻能看到你真是太好了	-1	362	npc106	gwdx01	1	星空回廊2层	-1	-1	3	0	20	0	-1	-1	0	1	-1	2
2014	秦皇地宫1层	-1	NpcTitle_36	99	0	50156	24	28	1	1055	1	0	你好，勇士，在这危急的时刻能看到你真是太好了	-1	367	npc106	gwdx01	1	秦皇地宫1层	-1	-1	3	0	20	0	-1	-1	0	1	-1	2
2015	秦皇地宫2层	-1	NpcTitle_37	99	0	50156	20	32	1	1055	1	0	你好，勇士，在这危急的时刻能看到你真是太好了	-1	367	npc106	gwdx01	1	秦皇地宫2层	-1	-1	3	0	20	0	-1	-1	0	1	-1	2
2016	雷霆广场1层	-1	NpcTitle_38	99	0	50168	35	22	1	1055	1	0	你好，勇士，在这危急的时刻能看到你真是太好了	-1	366	npc106	gwdx01	1	雷霆广场1层	-1	-1	3	0	20	0	-1	-1	0	0	-1	2
2017	雷霆广场2层	-1	NpcTitle_39	99	0	50168	31	26	1	1055	1	0	你好，勇士，在这危急的时刻能看到你真是太好了	-1	366	npc106	gwdx01	1	雷霆广场2层	-1	-1	3	0	20	0	-1	-1	0	0	-1	2
2018	炼狱回廊1层	-1	NpcTitle_40	99	0	50168	27	29	1	1055	1	0	你好，勇士，在这危急的时刻能看到你真是太好了	-1	366	npc106	gwdx01	1	炼狱回廊1层	-1	-1	3	0	20	0	-1	-1	0	0	-1	2
2019	炼狱回廊2层	-1	NpcTitle_41	99	0	50168	23	33	1	1055	1	0	你好，勇士，在这危急的时刻能看到你真是太好了	-1	366	npc106	gwdx01	1	炼狱回廊2层	-1	-1	3	0	20	0	-1	-1	0	0	-1	2
2020	天宝	-1	NpcTitle_52	99	0	50001	148	117	1	1102	0	0	那是一个风雨交加的夜晚，而我却只能屈居第二。悲哉悲哉！！！	-1	212	npc106	gwdx01	3	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3000	渡魔	-1	NpcTitle_55	99	0	50096	35	44	1	1103	0	0	那是一个风雨交加的夜晚，而我却只能屈居第二。悲哉悲哉！！！	-1	235	npc126	gwdx01	3	议会长老	-1	-1	3	0	20	0	-1	-1	0	0	-1	4
3001	渡魔	-1	NpcTitle_55	99	0	50097	41	51	1	1103	0	0	那是一个风雨交加的夜晚，而我却只能屈居第二。悲哉悲哉！！！	-1	235	npc126	gwdx01	3	议会长老	-1	-1	3	0	20	0	-1	-1	0	0	-1	4
3002	渡魔	-1	NpcTitle_55	99	0	50156	44	28	1	1103	0	0	那是一个风雨交加的夜晚，而我却只能屈居第二。悲哉悲哉！！！	-1	235	npc126	gwdx01	3	议会长老	-1	-1	3	0	20	0	-1	-1	0	0	-1	4
3003	灵狱使者	-1	NpcTitle_56	99	0	50096	33	16	1	1104	0	0	我的背包中有三百卷画圈，你相信不。都是自己画的，有点羡慕毕加索，生前的画就已经登堂入室！	-1	337	npc106	gwdx01	3	灵狱使者	-1	-1	3	0	20	0	-1	-1	0	0	-1	4
3004	人族奸细	-1	-1	99	0	50166	28	12	1	1105	0	0	我的背包中有三百卷画圈，你相信不。都是自己画的，有点羡慕毕加索，生前的画就已经登堂入室！	-1	206	npc106	gwdx01	3	-1	-1	-1	3	0	-8	0	-1	-1	0	-1	-1	4
3005	鬼谷道人	-1	NpcTitle_57	99	0	50001	101	105	1	1106	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	222	npc106	gwdx01	1	鬼谷道人	-1	-1	3	0	20	0	-1	-1	0	0	-1	4
3006	鬼谷道人	-1	NpcTitle_57	99	0	50096	43	20	1	1106	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	222	npc106	gwdx01	1	鬼谷道人	-1	-1	3	0	20	0	-1	-1	0	0	-1	4
3007	鬼谷道人	-1	NpcTitle_57	99	0	50097	38	51	1	1106	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	222	npc106	gwdx01	1	鬼谷道人	-1	-1	3	0	20	0	-1	-1	0	0	-1	4
3008	鬼谷道人	-1	NpcTitle_57	99	0	50156	47	31	1	1106	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	222	npc106	gwdx01	1	鬼谷道人	-1	-1	3	0	20	0	-1	-1	0	0	-1	4
3010	锻造大师	-1	NpcTitle_58	99	0	50096	17	40	1	1107	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	206	npc106	gwdx01	1	锻造大师	-1	-1	3	0	20	0	-1	-1	0	0	-1	4
3011	锻造大师	-1	NpcTitle_58	99	0	50097	35	51	1	1107	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	206	npc106	gwdx01	1	锻造大师	-1	-1	3	0	20	0	-1	-1	0	0	-1	4
3012	锻造大师	-1	NpcTitle_58	99	0	50156	34	48	1	1107	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	206	npc106	gwdx01	1	锻造大师	-1	-1	3	0	20	0	-1	-1	0	0	-1	4
3013	锻造大师	-1	NpcTitle_58	99	0	50168	42	21	1	1107	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	206	npc106	gwdx01	1	锻造大师	-1	-1	3	0	20	0	-1	-1	0	0	-1	4
3014	封魔古僧	-1	NpcTitle_59	99	0	50001	99	103	1	1063	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	306	npc106	gwdx01	1	魔宫守卫	-1	-1	3	0	20	0	-1	-1	0	0	-1	4
3015	轮回使者	-1	NpcTitle_60	99	0	50096	20	36	1	1108	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	轮回使者	-1	-1	3	0	20	0	-1	-1	0	0	-1	4
3016	轮回守护者	-1	-1	99	0	51000	31	35	1	0	1	0	入轮回，求长生！千秋万载，怕是一朝幽梦。|n右侧任务栏可以摇骰子进入下一层。	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	0	-1	4
3017	天工熔炉	-1	NpcTitle_68	99	0	60100	33	40	1	1118	1	0	我用双手，成就你的梦想！	-1	347	npc106	gwdx01	1	天工熔炉	-1	-1	3	0	20	0	-1	-1	0	0	-1	4
3018	魔界封印	-1	NpcTitle_70	99	0		156	124	1	1120	1	0	入轮回，求长生！千秋万载，怕是一朝幽梦。	-1	348	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	0	-1	4
3101	轮回守护者	-1	-1	99	0	51001	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3102	轮回守护者	-1	-1	99	0	51002	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3103	轮回守护者	-1	-1	99	0	51003	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3104	轮回守护者	-1	-1	99	0	51004	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3105	轮回守护者	-1	-1	99	0	51006	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3106	轮回守护者	-1	-1	99	0	51008	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3107	轮回守护者	-1	-1	99	0	51009	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3108	轮回守护者	-1	-1	99	0	51011	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3109	轮回守护者	-1	-1	99	0	51012	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3110	轮回守护者	-1	-1	99	0	51013	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3111	轮回守护者	-1	-1	99	0	51014	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3112	轮回守护者	-1	-1	99	0	51016	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3113	轮回守护者	-1	-1	99	0	51018	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3114	轮回守护者	-1	-1	99	0	51019	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3115	轮回守护者	-1	-1	99	0	51021	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3116	轮回守护者	-1	-1	99	0	51022	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3117	轮回守护者	-1	-1	99	0	51023	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3118	轮回守护者	-1	-1	99	0	51024	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3119	轮回守护者	-1	-1	99	0	51026	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3120	轮回守护者	-1	-1	99	0	51028	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3121	轮回守护者	-1	-1	99	0	51029	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3122	轮回守护者	-1	-1	99	0	51031	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3123	轮回守护者	-1	-1	99	0	51032	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3124	轮回守护者	-1	-1	99	0	51033	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3125	轮回守护者	-1	-1	99	0	51034	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3126	轮回守护者	-1	-1	99	0	51036	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3127	轮回守护者	-1	-1	99	0	51038	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3128	轮回守护者	-1	-1	99	0	51039	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3129	轮回守护者	-1	-1	99	0	51041	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3130	轮回守护者	-1	-1	99	0	51042	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3131	轮回守护者	-1	-1	99	0	51043	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3132	轮回守护者	-1	-1	99	0	51044	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3133	轮回守护者	-1	-1	99	0	51046	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3134	轮回守护者	-1	-1	99	0	51048	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3135	轮回守护者	-1	-1	99	0	51049	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3136	轮回守护者	-1	-1	99	0	51051	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3137	轮回守护者	-1	-1	99	0	51052	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3138	轮回守护者	-1	-1	99	0	51053	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3139	轮回守护者	-1	-1	99	0	51054	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3140	轮回守护者	-1	-1	99	0	51056	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3141	轮回守护者	-1	-1	99	0	51058	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3142	轮回守护者	-1	-1	99	0	51059	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3143	轮回守护者	-1	-1	99	0	51061	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3144	轮回守护者	-1	-1	99	0	51062	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3145	轮回守护者	-1	-1	99	0	51063	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3146	轮回守护者	-1	-1	99	0	51064	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3147	轮回守护者	-1	-1	99	0	51066	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3148	轮回守护者	-1	-1	99	0	51068	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3149	轮回守护者	-1	-1	99	0	51069	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
