INT	STRING	INT	INT	INT	INT	INT	INT
708	珀金	130	2	2	466	465	102
709	彼得	130	2	1	466	465	102
710	佩蒂	130	3	2	474	473	102
711	菲利蒙	130	1	1	458	457	102
712	菲利普	129	2	2	466	465	102
713	皮尔斯	129	1	1	458	457	102
714	皮古	129	1	2	458	457	102
715	庇古	129	3	1	474	473	102
716	皮特曼	129	2	2	466	465	102
717	波	129	2	1	466	465	102
718	波利特	129	3	2	474	473	102
719	波利	129	1	1	458	457	102
720	波普	129	2	2	466	465	102
721	蒲柏	129	1	1	458	457	102
722	庞德	128	1	2	458	457	102
723	鲍威尔	128	3	1	474	473	102
724	普赖斯	128	2	2	466	465	102
725	普里斯特利	128	2	1	466	465	102
726	普里斯特莱	128	3	2	474	473	101
727	普里特	128	1	1	458	457	101
728	帕利策尔	128	2	2	466	465	101
729	普里策	128	1	1	458	457	101
730	普兰	128	1	2	458	457	101
731	普尔曼	128	3	1	474	473	101
732	奎勒	127	2	2	466	465	101
733	拉格伦	127	2	1	466	465	101
734	罗利	127	3	2	474	473	101
735	拉尔夫	127	1	1	458	457	101
736	拉曼	127	2	2	466	465	101
737	冉斯登	127	1	1	458	457	101
738	拉姆斯登	127	1	2	458	457	101
739	拉菲尔	127	3	1	474	473	101
740	拉菲尔	127	2	2	466	465	101
741	瑞利	127	2	1	466	465	101
742	雷利	126	3	2	474	473	101
743	雷蒙德	126	1	1	458	457	101
744	里德	126	2	2	466	465	101
745	丽贝卡	126	1	1	458	457	101
746	里德	126	1	2	458	457	101
747	雷诺兹	126	3	1	474	473	101
748	罗兹	126	2	2	466	465	101
749	里斯	126	2	1	466	465	101
750	理嘉图	126	3	2	474	473	101
751	李嘉图	126	1	1	458	457	100
752	理查	125	2	2	466	465	100
753	理查兹	125	1	1	458	457	100
754	理查森	125	1	2	458	457	100
755	罗布	125	3	1	474	473	100
756	罗宾斯	125	2	2	466	465	100
757	罗伯特	125	2	1	466	465	100
758	罗伯逊	125	3	2	474	473	100
759	罗宾	125	1	1	458	457	100
760	罗宾森	125	2	2	466	465	100
761	罗宾逊	125	1	1	458	457	100
762	洛克菲勒	124	1	2	458	457	100
763	罗吉尔	124	3	1	474	473	100
764	罗杰	124	2	2	466	465	100
765	罗兰	124	2	1	466	465	100
766	罗密欧	124	3	2	474	473	100
767	罗斯福	124	1	1	458	457	100
768	罗莎	124	2	2	466	465	100
769	罗塞蒂	124	1	1	458	457	100
770	罗瑟琳	124	1	2	458	457	100
771	罗斯	124	3	1	474	473	100
772	罗塞蒂	123	2	2	466	465	100
773	罗赛蒂	123	2	1	466	465	100
774	罗伊	123	3	2	474	473	100
775	,鲁道夫	123	1	1	458	457	100
776	腊斯克	123	2	2	466	465	99
777	拉斯金	123	1	1	458	457	99
778	罗斯金	123	1	2	458	457	99
779	罗素	123	3	1	474	473	99
780	拉塞尔	123	2	2	466	465	99
781	鲁思	123	2	1	466	465	99
782	卢瑟福	122	3	2	474	473	99
783	拉瑟福德	122	1	1	458	457	99
784	塞恩思伯里	122	2	2	466	465	99
785	森次巴立	122	1	1	458	457	99
786	索尔兹伯里	122	1	2	458	457	99
787	萨莉	122	3	1	474	473	99
788	萨洛美	122	2	2	466	465	99
789	萨姆	122	2	1	466	465	99
790	萨姆森	122	3	2	474	473	99
791	塞缪尔	122	1	1	458	457	99
792	桑德	121	2	2	466	465	99
793	桑迪	121	1	1	458	457	99
794	萨皮尔	121	1	2	458	457	99
795	萨拉	121	3	1	474	473	99
796	萨洛扬	121	2	2	466	465	99
797	萨罗扬	121	2	1	466	465	99
798	沙逊	121	3	2	474	473	99
799	索尔	121	1	1	458	457	99
800	索耶	121	2	2	466	465	99
801	萨克斯顿	121	1	1	458	457	98
802	斯科特	120	1	2	458	457	98
803	司各脱	120	3	1	474	473	98
804	斯克利普斯	120	2	2	466	465	98
805	西尼尔	120	2	1	466	465	98
806	瑟维斯	120	3	2	474	473	98
807	莎士比亚	120	1	1	458	457	98
808	夏普	120	2	2	466	465	98
809	肖	120	1	1	458	457	98
810	雪莱	120	1	2	458	457	98
811	谢利	120	3	1	474	473	98
812	谢里登	119	2	2	466	465	98
813	谢立丹	119	2	1	466	465	98
814	舍伍德	119	3	2	474	473	98
815	悉尼	119	1	1	458	457	98
816	锡特尼	119	2	2	466	465	98
817	赛拉斯	119	1	1	458	457	98
818	西蒙	119	1	2	458	457	98
819	辛普森	119	3	1	474	473	98
820	辛克莱	119	2	2	466	465	98
821	史沫特莱	119	2	1	466	465	98
822	斯梅德利	118	3	2	474	473	98
823	史密斯	118	1	1	458	457	98
824	斯莫利特	118	2	2	466	465	98
825	斯摩莱特	118	1	1	458	457	98
826	斯诺	118	1	2	458	457	97
827	萨默菲尔德	118	3	1	474	473	97
828	索莫费尔德	118	2	2	466	465	97
829	索菲娅	118	2	1	466	465	97
830	索菲	118	3	2	474	473	97
831	索锡	118	1	1	458	457	97
832	骚塞	117	2	2	466	465	97
833	斯潘塞	117	1	1	458	457	97
834	斯宾塞	117	1	2	458	457	97
835	斯彭德	117	3	1	474	473	97
836	斯潘塞	117	2	2	466	465	97
837	斯宾塞	117	2	1	466	465	97
838	斯普林霍尔	117	3	2	474	473	97
839	斯蒂尔	117	1	1	458	457	97
840	斯梯尔	117	2	2	466	465	97
841	斯坦贝克	117	1	1	458	457	97
842	斯坦培克	116	1	2	458	457	97
843	斯特拉	116	3	1	474	473	97
844	斯蒂芬	116	2	2	466	465	97
845	史蒂芬	116	2	1	466	465	97
846	斯蒂芬斯	116	3	2	474	473	97
847	史蒂文森	116	1	1	458	457	97
848	史迪威	116	2	2	466	465	97
849	斯通	116	1	1	458	457	97
850	斯托	116	1	2	458	457	97
851	斯特雷奇	116	3	1	474	473	96
852	斯特朗	115	2	2	466	465	96
853	司徒雷登	115	2	1	466	465	96
854	斯图尔特	115	3	2	474	473	96
855	萨里	115	1	1	458	457	96
856	萨利	115	2	2	466	465	96
857	苏珊	115	1	1	458	457	96
858	苏珊娜	115	1	2	458	457	96
859	斯威特	115	3	1	474	473	96
860	斯维夫特	115	2	2	466	465	96
861	斯威夫特	115	2	1	466	465	96
862	斯温伯恩	114	3	2	474	473	96
863	史文朋	114	1	1	458	457	96
864	西蒙斯	114	2	2	466	465	96
865	泰特	114	1	1	458	457	96
866	泰勒	114	1	2	458	457	96
867	特德	114	3	1	474	473	96
868	坦普尔	114	2	2	466	465	96
869	坦尼森	114	2	1	466	465	96
870	丁尼生	114	3	2	474	473	96
871	特里	114	1	1	458	457	96
872	撒克里	113	2	2	466	465	96
873	西奥多	113	1	1	458	457	96
874	特里萨	113	1	2	458	457	96
875	托马斯	113	3	1	474	473	96
876	汤普森	113	2	2	466	465	95
877	汤姆森	113	2	1	466	465	95
878	索罗	113	3	2	474	473	95
879	梭洛	113	1	1	458	457	95
880	桑代克	113	2	2	466	465	95
881	蒂莫西	113	1	1	458	457	95
882	泰特斯	112	1	2	458	457	95
883	托拜厄斯	112	3	1	474	473	95
884	托比	112	2	2	466	465	95
885	托兰	112	2	1	466	465	95
886	汤姆	112	3	2	474	473	95
887	汤姆林森	112	1	1	458	457	95
888	汤米	112	2	2	466	465	95
889	托尼	112	1	1	458	457	95
890	图尔斯	112	1	2	458	457	95
891	陶特	112	3	1	474	473	95
892	托因比	111	2	2	466	465	95
893	特雷西	111	2	1	466	465	95
894	特里维康	111	3	2	474	473	95
895	特罗洛普	111	1	1	458	457	95
896	杜鲁门	111	2	2	466	465	95
897	特纳	111	1	1	458	457	95
898	塔特尔	111	1	2	458	457	95
899	吐温	111	3	1	474	473	95
900	特温	111	2	2	466	465	95
901	泰勒	111	2	1	466	465	94
902	尤利塞斯	110	3	2	474	473	94
903	瓦伦丁	110	1	1	458	457	94
904	范	110	2	2	466	465	94
905	伏恩	110	1	1	458	457	94
906	维布伦	110	1	2	458	457	94
907	凡勃伦	110	3	1	474	473	94
908	维克托	110	2	2	466	465	94
909	文森特	110	2	1	466	465	94
910	瓦奥莱特	110	3	2	474	473	94
911	弗吉尼亚	110	1	1	458	457	94
912	沃格特	109	2	2	466	465	94
913	瓦格纳	109	1	1	458	457	94
914	沃克	109	1	2	458	457	94
915	沃克利	109	3	1	474	473	94
916	华莱土	109	2	2	466	465	94
917	沃利斯	109	2	1	466	465	94
918	沃波尔	109	3	2	474	473	94
919	沃尔什	109	1	1	458	457	94
920	沃尔特	109	2	2	466	465	94
921	沃尔顿	109	1	1	458	457	94
922	沃德	108	1	2	458	457	94
923	沃纳	108	3	1	474	473	94
924	沃伦	108	2	2	466	465	94
925	华盛顿	108	2	1	466	465	94
926	沃特	108	3	2	474	473	93
927	沃特斯	108	1	1	458	457	93
928	瓦特	108	2	2	466	465	93
929	韦布	108	1	1	458	457	93
930	韦伯斯特	108	1	2	458	457	93
931	韦尔斯	108	3	1	474	473	93
932	韦斯利	107	2	2	466	465	93
933	惠特利	107	2	1	466	465	93
934	惠勒	107	3	2	474	473	93
935	惠特	107	1	1	458	457	93
936	怀特黑德	107	2	2	466	465	93
937	怀特海	107	1	1	458	457	93
938	惠特曼	107	1	2	458	457	93
939	惠蒂尔	107	3	1	474	473	93
940	怀特	107	2	2	466	465	93
941	威尔科特斯	107	2	1	466	465	93
942	魏尔德	106	3	2	474	473	93
943	王尔德	106	1	1	458	457	93
944	怀尔德	106	2	2	466	465	93
945	威廉明娜	106	1	1	458	457	93
946	威尔	106	1	2	458	457	93
947	威拉德	106	3	1	474	473	93
948	威廉	106	2	2	466	465	93
949	威尔莫特	106	2	1	466	465	93
950	威尔逊	106	3	2	474	473	93
951	温泽	106	1	1	458	457	92
952	温莎	105	2	2	466	465	92
953	威尼弗雷德	105	1	1	458	457	92
954	沃德豪斯	105	1	2	458	457	92
955	沃尔夫	105	3	1	474	473	92
956	渥拉斯顿	105	2	2	466	465	92
957	沃拉斯顿	105	2	1	466	465	92
958	伍德	105	3	2	474	473	92
959	伍尔夫	105	1	1	458	457	92
960	伍莱	105	2	2	466	465	92
961	伍利	105	1	1	458	457	92
962	沃兹沃思	104	1	2	458	457	92
963	渥兹华斯	104	3	1	474	473	92
964	华兹沃斯	104	2	2	466	465	92
965	赖特	104	2	1	466	465	92
966	怀阿特	104	3	2	474	473	92
967	怀亚特	104	1	1	458	457	92
968	魏克利夫	104	2	2	466	465	92
969	威克利夫	104	1	1	458	457	92
970	怀尔德	104	1	2	458	457	92
971	耶鲁	104	3	1	474	473	92
972	耶尔	103	2	2	466	465	92
973	耶茨	103	2	1	466	465	92
974	夏芝	103	3	2	474	473	92
975	耶基斯	103	1	1	458	457	92
976	扬	103	2	2	466	465	91
977	尤尔	103	1	1	458	457	91
978	扎卡赖亚斯	103	1	2	458	457	91
979	赞格威尔	103	3	1	474	473	91
980	泽卡赖亚	103	2	2	466	465	91
981	泽弗奈亚	103	2	1	466	465	91
982	齐默尔曼	102	3	2	474	473	91
983	艾比盖	102	1	1	458	457	91
984	爱得莱德	102	2	2	466	465	91
985	爱尔柏塔	102	1	1	458	457	91
986	贝齐	102	1	2	458	457	91
987	贝蒂	102	3	1	474	473	91
988	比尤莱	102	2	2	466	465	91
989	布莱兹	102	2	1	466	465	91
990	布伦达	102	3	2	474	473	91
991	布里奇特	102	1	1	458	457	91
992	布鲁克	101	2	2	466	465	91
993	西莱斯特	101	1	1	458	457	91
994	夏洛特	101	1	2	458	457	91
995	谢里尔	101	3	1	474	473	91
996	克里斯廷	101	2	2	466	465	91
997	克莱儿	101	2	1	466	465	91
998	克莱拉	101	3	2	474	473	91
999	潼恩	101	1	1	458	457	91
1000	德博拉	101	2	2	466	465	91
1001	多洛雷斯	101	1	1	458	457	90
1002	多明尼卡	100	1	2	458	457	90
1003	多拉	100	3	1	474	473	90
1004	桃乐斯	100	2	2	466	465	90
1005	伊甸	100	2	1	466	465	90
1006	伊迪丝	100	3	2	474	473	90
1007	伊莲恩	100	1	1	458	457	90
1008	艾琳诺	100	2	2	466	465	90
1009	艾伦	100	1	1	458	457	90
1010	艾尔玛	100	1	2	458	457	90
1011	艾西	100	3	1	474	473	90
1012	埃尔韦拉	100	2	2	466	465	90
1013	费滋	100	2	1	466	465	90
1014	弗朗西斯	100	3	2	474	473	90
1015	弗莉达	100	1	1	458	457	90
1016	菲蕾德翠卡	100	2	2	466	465	90
1017	盖尔	100	1	1	458	457	90
1018	乔治亚	100	1	2	458	457	90
1019	杰拉尔丁	100	3	1	474	473	90
1020	吉榭尔	100	2	2	466	465	90
1021	葛罗瑞亚	100	2	1	466	465	90
1022	格拉迪斯	99	3	2	474	473	90
1023	葛莉谢尔达	99	1	1	458	457	90
1024	葛佳丝塔芙	99	2	2	466	465	90
1025	汉纳	99	1	1	458	457	90
1026	海柔尔	99	1	2	338	337	89
1027	赫瑟尔	99	3	1	354	353	89
1028	赫达	99	2	2	346	345	89
1029	海伦	99	2	1	346	345	89
1030	海洛伊丝	99	3	2	354	353	89
1031	胡尔达	99	1	1	338	337	89
1032	埃达	99	2	2	346	345	89
1033	艾尔玛	99	1	1	338	337	89
1034	伊莎蓓尔	99	1	2	338	337	89
1035	杰奎琳	99	3	1	354	353	89
1036	乔	99	2	2	346	345	89
1037	琼	99	2	1	346	345	89
1038	希伯来	99	3	2	354	353	89
1039	乔伊	99	1	1	338	337	89
1040	乔伊斯	99	2	2	346	345	89
1041	朱恩	99	1	1	338	337	89
1042	卡玛	98	1	2	338	337	89
1043	凯伦	98	3	1	354	353	89
1044	凯伊	98	2	2	346	345	89
1045	金百莉	98	2	1	346	345	89
1046	吉蒂	98	3	2	354	353	89
1047	克里斯廷	98	1	1	338	337	89
1048	罗瑞尔	98	2	2	346	345	89
1049	罗伦	98	1	1	338	337	89
1050	李	98	1	2	338	337	89
1051	盖尔	98	3	1	354	353	88
1052	林赛	98	2	2	346	345	88
1053	洛兰	98	2	1	346	345	88
1054	璐易丝	98	3	2	354	353	88
1055	莉迪亚	98	1	1	338	337	88
1056	玛佩尔	98	2	2	346	345	88
1057	玛德琳	98	1	1	338	337	88
1058	穆得	98	1	2	338	337	88
1059	塞尔特	98	3	1	354	353	88
1060	麦格	98	2	2	346	345	88
1061	梅根	98	2	1	346	345	88
1062	玛希	97	3	2	354	353	88
1063	玛莉提丝	97	1	1	338	337	88
1064	纳塔利	97	2	2	346	345	88
1065	诺玛	97	1	1	338	337	88
1066	诺维雅	97	1	2	338	337	88
1067	奥蒂列特	97	3	1	354	353	88
1068	欧尔佳	97	2	2	346	345	88
1069	普鲁登斯	97	2	1	346	345	88
1070	普莉斯拉	97	3	2	354	353	88
1071	波比	97	1	1	338	337	88
1072	罗伯塔	97	2	2	346	345	88
1073	罗克珊	97	1	1	338	337	88
1074	鲁思	97	1	2	338	337	88
1075	丝柏凌	97	3	1	354	353	88
1076	斯泰西	97	2	2	346	345	87
1077	丝特勒	97	2	1	346	345	87
1078	托比	97	3	2	354	353	87
1079	厄休拉	97	1	1	338	337	87
1080	维隆卡	97	2	2	346	345	87
1081	维多利亚	97	1	1	338	337	87
1082	维基	96	1	2	338	337	87
1083	维文	96	3	1	354	353	87
1084	威尼弗雷德	96	2	2	346	345	87
1085	桑席	96	2	1	346	345	87
1086	耶达	96	3	2	354	353	87
1087	依耶芙特	96	1	1	338	337	87
1088	埃达	96	2	2	346	345	87
1089	爱得拉	96	1	1	338	337	87
1090	阿芙拉	96	1	2	338	337	87
1091	阿加莎	96	3	1	354	353	87
1092	爱葛妮丝	96	2	2	346	345	87
1093	亚莉克希亚	96	2	1	346	345	87
1094	艾丽斯	96	3	2	354	353	87
1095	爱玛	96	1	1	338	337	87
1096	奥尔瑟雅	96	2	2	346	345	87
1097	阿尔娃	96	1	1	338	337	87
1098	阿蜜莉雅	96	1	2	338	337	87
1099	艾咪	96	3	1	354	353	87
1100	阿娜丝塔西夏	96	2	2	346	345	87
1101	安德烈亚	96	2	1	346	345	86
1102	安妮	95	3	2	354	353	86
1103	安娜	95	1	1	338	337	86
1104	安纳贝尔	95	2	2	346	345	86
1105	安东妮儿	95	1	1	338	337	86
1106	艾谱莉	95	1	2	338	337	86
1107	爱勒贝拉	95	3	1	354	353	86
1108	艾琳娜	95	2	2	346	345	86
1109	艾丝翠得	95	2	1	346	345	86
1110	亚特兰特	95	3	2	354	353	86
1111	阿西娜	95	1	1	338	337	86
1112	奥德丽	95	2	2	346	345	86
1113	奥劳拉	95	1	1	338	337	86
1114	芭芭拉	95	1	2	338	337	86
1115	碧翠丝	95	3	1	354	353	86
1116	贝琳达	95	2	2	346	345	86
1117	贝拉	95	2	1	346	345	86
1118	柏妮丝	95	3	2	354	353	86
1119	柏莎	95	1	1	338	337	86
1120	百丽儿	95	2	2	346	345	86
1121	贝丝	95	1	1	338	337	86
1122	贝芙	94	1	2	338	337	86
1123	布兰琪	94	3	1	354	353	86
1124	卡米拉	94	2	2	346	345	86
1125	坎蒂丝	94	2	1	346	345	86
1126	卡拉	94	3	2	354	353	85
1127	卡萝	94	1	1	338	337	85
1128	卡罗琳	94	2	2	346	345	85
1129	凯瑟琳	94	1	1	338	337	85
1130	凯丝	94	1	2	338	337	85
1131	塞西莉亚	94	3	1	354	353	85
1132	夏洛特	94	2	2	346	345	85
1133	绮莉	94	2	1	346	345	85
1134	克洛怡	94	3	2	354	353	85
1135	克莱儿	94	1	1	338	337	85
1136	克莱拉	94	2	2	346	345	85
1137	克莱曼婷	94	1	1	338	337	85
1138	康斯坦丝	94	1	2	338	337	85
1139	科拉	94	3	1	354	353	85
1140	卡洛儿	94	2	2	346	345	85
1141	可妮莉雅	94	2	1	346	345	85
1142	黛西	93	3	2	354	353	85
1143	黛儿	93	1	1	338	337	85
1144	黛娜	93	2	2	346	345	85
1145	黛芙妮	93	1	1	338	337	85
1146	达莲娜	93	1	2	338	337	85
1147	潼恩	93	3	1	354	353	85
1148	黛碧	93	2	2	346	345	85
1149	迪得莉	93	2	1	346	345	85
1150	迪丽雅	93	3	2	354	353	85
1151	丹尼丝	93	1	1	338	337	84
1152	黛安娜	93	2	2	346	345	84
1153	黛娜	93	1	1	338	337	84
1154	唐娜	93	1	2	338	337	84
1155	多拉	93	3	1	354	353	84
1156	多琳	93	2	2	346	345	84
1157	多莉丝	93	2	1	346	345	84
1158	桃乐斯	93	3	2	354	353	84
1159	尔莎	93	1	1	338	337	84
1160	伊甸	93	2	2	346	345	84
1161	伊迪丝	93	1	1	338	337	84
1162	艾德文娜	92	1	2	338	337	84
1163	艾琳	92	3	1	354	353	84
1164	艾琳诺	92	2	2	346	345	84
1165	伊丽莎白	92	2	1	346	345	84
1166	埃拉	92	3	2	354	353	84
1167	艾尔玛	92	1	1	338	337	84
1168	爱尔莎	92	2	2	346	345	84
1169	艾西	92	1	1	338	337	84
1170	艾娃	92	1	2	338	337	84
1171	埃米莉	92	3	1	354	353	84
1172	埃玛	92	2	2	346	345	84
1173	艾丽卡	92	2	1	346	345	84
1174	艾丝特	92	3	2	354	353	84
1175	尤多拉	92	1	1	338	337	84
1176	尤妮斯	92	2	2	346	345	83
1177	伊文捷琳	92	1	1	338	337	83
1178	伊芙	92	1	2	338	337	83
1179	伊夫林	92	3	1	354	353	83
1180	梵妮	92	2	2	346	345	83
1181	费怡	92	2	1	346	345	83
1182	弗罗拉	91	3	2	354	353	83
1183	弗罗伦丝	91	1	1	338	337	83
1184	弗莉达	91	2	2	346	345	83
1185	菲蕾德翠卡	91	1	1	338	337	83
1186	嘉比里拉	91	1	2	338	337	83
1187	姬玛	91	3	1	354	353	83
1188	珍妮芙	91	2	2	346	345	83
1189	姬儿	91	2	1	346	345	83
1190	格拉迪斯	91	3	2	354	353	83
1191	葛瑞丝	91	1	1	338	337	83
1192	葛莉谢尔达	91	2	2	346	345	83
1193	葛佳丝塔芙	91	1	1	338	337	83
1194	关德琳	91	1	2	338	337	83
1195	汉纳	91	3	1	354	353	83
1196	哈莉特	91	2	2	346	345	83
1197	赫瑟尔	91	2	1	346	345	83
1198	赫蒂	91	3	2	354	353	83
1199	海伦	91	1	1	338	337	83
1200	海洛伊丝	91	2	2	346	345	83
1201	希尔达	91	1	1	338	337	82
1202	希拉瑞莉	90	1	2	338	337	82
1203	汉妮	90	3	1	354	353	82
1204	埃达	90	2	2	346	345	82
1205	艾娜	90	2	1	346	345	82
1206	英格丽	90	3	2	354	353	82
1207	艾琳	90	1	1	338	337	82
1208	爱莉丝	90	2	2	346	345	82
1209	艾尔玛	90	1	1	338	337	82
1210	伊莎蓓尔	90	1	2	338	337	82
1211	艾薇	90	3	1	354	353	82
1212	杰奎琳	90	2	2	346	345	82
1213	婕咪	90	2	1	346	345	82
1214	珍	90	3	2	354	353	82
1215	珍妮特	90	1	1	338	337	82
1216	珍尼丝	90	2	2	346	345	82
1217	琴	90	1	1	338	337	82
1218	姬儿	90	1	2	338	337	82
1219	乔	90	3	1	354	353	82
1220	琼	90	2	2	346	345	82
1221	乔安娜	90	2	1	346	345	82
1222	希伯来	89	3	2	354	353	82
1223	贾思琳	89	1	1	338	337	82
1224	乔蒂	89	2	2	346	345	82
1225	约瑟芬	89	1	1	338	337	82
1226	朱蒂斯	89	1	2	338	337	81
1227	朱蒂	89	3	1	354	353	81
1228	朱莉娅	89	2	2	346	345	81
1229	朱莉	89	2	1	346	345	81
1230	朱丽叶	89	3	2	354	353	81
1231	朱恩	89	1	1	338	337	81
1232	卡玛	89	2	2	346	345	81
1233	凯伦	89	1	1	338	337	81
1234	凯瑟琳	89	1	2	338	337	81
1235	凯莉	89	3	1	354	353	81
1236	金百莉	89	2	2	346	345	81
1237	吉蒂	89	2	1	346	345	81
1238	罗拉	89	3	2	354	353	81
1239	罗瑞尔	89	1	1	338	337	81
1240	罗伦	89	2	2	346	345	81
1241	李	89	1	1	338	337	81
1242	莉娜	88	1	2	338	337	81
1243	利昂娜	88	3	1	354	353	81
1244	雷思丽	88	2	2	346	345	81
1245	列蒂西雅	88	2	1	346	345	81
1246	李莉斯	88	3	2	354	353	81
1247	丽莲	88	1	1	338	337	81
1248	莉萨	88	2	2	346	345	81
1249	莉斯	88	1	1	338	337	81
1250	洛兰	88	1	2	338	337	81
1251	琳	88	3	1	354	353	80
1252	玛佩尔	88	2	2	346	345	80
1253	玛琪	88	2	1	346	345	80
1254	玛吉	88	3	2	354	353	80
1255	梅蜜	88	1	1	338	337	80
1256	曼蒂	88	2	2	346	345	80
1257	玛西亚	88	1	1	338	337	80
1258	玛丽安	88	1	2	338	337	80
1259	玛格丽特	88	3	1	354	353	80
1260	玛丽亚	88	2	2	346	345	80
1261	马丽娜	88	2	1	346	345	80
1262	玛乔丽	87	3	2	354	353	80
1263	马莎	87	1	1	338	337	80
1264	玛蒂娜	87	2	2	346	345	80
1265	玛丽	87	1	1	338	337	80
1266	穆琳	87	1	2	338	337	80
1267	梅薇思	87	3	1	354	353	80
1268	玛可欣	87	2	2	346	345	80
1269	梅	87	2	1	346	345	80
1270	蒙莉萨	87	3	2	354	353	80
1271	玛希	87	1	1	338	337	80
1272	玛莉提丝	87	2	2	346	345	80
1273	梅莉	87	1	1	338	337	80
1274	米歇尔	87	1	2	338	337	80
1275	蜜雪莉雅	87	3	1	354	353	80
1276	蜜妮安	87	2	2	346	345	79
1277	穆得莉	87	2	1	346	345	79
1278	米兰达	87	3	2	354	353	79
1279	蜜莉恩	87	1	1	338	337	79
1280	摩黛丝提	87	2	2	346	345	79
1281	茉伊拉	87	1	1	338	337	79
1282	茉莉	86	1	2	338	337	79
1283	梦娜	86	3	1	354	353	79
1284	莫妮卡	86	2	2	346	345	79
1285	穆丽儿	86	2	1	346	345	79
1286	玛瑞	86	3	2	354	353	79
1287	玛拉	86	1	1	338	337	79
1288	蜜尔娜	86	2	2	346	345	79
1289	南希	86	1	1	338	337	79
1290	娜娥迷	86	1	2	338	337	79
1291	纳塔利	86	3	1	354	353	79
1292	娜提雅维达	86	2	2	346	345	79
1293	内丽	86	2	1	346	345	79
1294	妮可	86	3	2	354	353	79
1295	妮可拉	86	1	1	338	337	79
1296	妮娜	86	2	2	346	345	79
1297	诺拉	86	1	1	338	337	79
1298	诺维雅	86	1	2	338	337	79
1299	妮蒂亚	86	3	1	354	353	79
1300	奥克塔薇尔	86	2	2	346	345	79
1301	奥蒂列特	86	2	1	346	345	78
1302	奥蒂莉亚	85	3	2	354	353	78
1303	欧尔佳	85	1	1	338	337	78
1304	奥丽芙	85	2	2	346	345	78
1305	奥丽薇亚	85	1	1	338	337	78
1306	奥菲莉亚	85	1	2	338	337	78
1307	佩格	85	3	1	354	353	78
1308	蓓姬	85	2	2	346	345	78
1309	帕梅拉	85	2	1	346	345	78
1310	潘多拉	85	3	2	354	353	78
1311	派翠西亚	85	1	1	338	337	78
1312	赛拉	85	2	2	346	345	78
1313	佩儿	85	1	1	338	337	78
1314	佩内洛普	85	1	2	338	337	78
1315	潘妮	85	3	1	354	353	78
1316	菲莉帕	85	2	2	346	345	78
1317	菲碧	85	2	1	346	345	78
1318	菲妮克丝	85	3	2	354	353	78
1319	菲丽丝	85	1	1	338	337	78
1320	珀莉	85	2	2	346	345	78
1321	波比	85	1	1	338	337	78
1322	普莉玛	84	1	2	338	337	78
1323	普莉斯拉	84	3	1	354	353	78
1324	昆娜	84	2	2	346	345	78
1325	昆蒂娜	84	2	1	346	345	78
1326	瑞琪儿	84	3	2	354	353	77
1327	瑞伊	84	1	1	338	337	77
1328	蕾娜塔	84	2	2	346	345	77
1329	蕾妮	84	1	1	338	337	77
1330	莉达	84	1	2	338	337	77
1331	莉娃	84	3	1	354	353	77
1332	罗莎琳德	84	2	2	346	345	77
1333	罗丝	84	2	1	346	345	77
1334	鲁思玛丽	84	3	2	354	353	77
1335	罗克珊	84	1	1	338	337	77
1336	露比	84	2	2	346	345	77
1337	莎碧娜	84	1	1	338	337	77
1338	莎莉	84	1	2	338	337	77
1339	莎柏琳娜	84	3	1	354	353	77
1340	莎洛姆	84	2	2	346	345	77
1341	莎曼撤	84	2	1	346	345	77
1342	珊多拉	83	3	2	354	353	77
1343	仙蒂	83	1	1	338	337	77
1344	莎拉	83	2	2	346	345	77
1345	赛拉	83	1	1	338	337	77
1346	莎芭丝提安	83	1	2	338	337	77
1347	萨琳娜	83	3	1	354	353	77
1348	沙伦	83	2	2	346	345	77
1349	希拉	83	2	1	346	345	77
1350	雪莉	83	3	2	354	353	77
1351	希贝儿	83	1	1	338	337	76
1352	西格莉德	83	2	2	346	345	76
1353	席梦娜	83	1	1	338	337	76
1354	苏菲亚	83	1	2	338	337	76
1355	丝柏凌	83	3	1	354	353	76
1356	丝特芬妮	83	2	2	346	345	76
1357	苏珊	83	2	1	346	345	76
1358	苏珊娜	83	3	2	354	353	76
1359	苏西	83	1	1	338	337	76
1360	苏珊	83	2	2	346	345	76
1361	泰贝莎	83	1	1	338	337	76
1362	泰蜜	82	1	2	338	337	76
1363	特莉萨	82	3	1	354	353	76
1364	泰丝	82	2	2	346	345	76
1365	席拉	82	2	1	346	345	76
1366	泰莉萨	82	3	2	354	353	76
1367	蒂法尼	82	1	1	338	337	76
1368	翠西	82	2	2	346	345	76
1369	翠丝特	82	1	1	338	337	76
1370	杜达	82	1	2	338	337	76
1371	优拉	82	3	1	354	353	76
1372	优娜	82	2	2	346	345	76
1373	厄休拉	82	2	1	346	345	76
1374	范伦汀娜	82	3	2	354	353	76
1375	瓦勒莉	82	1	1	338	337	76
1376	维拉	82	2	2	346	345	75
1377	维娜	82	1	1	338	337	75
1378	维拉妮卡	82	1	2	338	337	75
1379	维多利亚	82	3	1	354	353	75
1380	维基	82	2	2	346	345	75
1381	维尔莉特	82	2	1	346	345	75
1382	维吉妮亚	81	3	2	354	353	75
1383	维达	81	1	1	338	337	75
1384	维文	81	2	2	346	345	75
1385	华莉丝	81	1	1	338	337	75
1386	旺妲	81	1	2	338	337	75
