INT	INT	STRING	STRING	INT	STRING	STRING
17	39	731:1:119	1:28899|6:741|7:1859	1	°×Ñò¹¬	3¶Î9ÐÇ
17	40	731:1:124	1:30020|6:770|7:1931	1	°×Ñò¹¬	3¶Î10ÐÇ
17	41	731:1:130	1:31160|6:799|7:2004	2	°×Ñò¹¬	4¶Î1ÐÇ
17	42	731:1:135	1:32319|6:829|7:2079	2	°×Ñò¹¬	4¶Î2ÐÇ
17	43	731:1:141	1:33497|6:859|7:2155	2	°×Ñò¹¬	4¶Î3ÐÇ
17	44	731:1:148	1:34694|6:890|7:2232	2	°×Ñò¹¬	4¶Î4ÐÇ
17	45	731:1:154	1:35910|6:921|7:2310	2	°×Ñò¹¬	4¶Î5ÐÇ
17	46	731:1:161	1:37145|6:953|7:2389	2	°×Ñò¹¬	4¶Î6ÐÇ
17	47	731:1:168	1:38399|6:985|7:2470	2	°×Ñò¹¬	4¶Î7ÐÇ
17	48	731:1:175	1:39672|6:1018|7:2552	2	°×Ñò¹¬	4¶Î8ÐÇ
17	49	731:1:183	1:40964|6:1051|7:2635	2	°×Ñò¹¬	4¶Î9ÐÇ
17	50	731:1:190	1:42275|6:1085|7:2719	2	°×Ñò¹¬	4¶Î10ÐÇ
17	51	731:1:198	1:43605|6:1119|7:2805	3	°×Ñò¹¬	5¶Î1ÐÇ
17	52	731:1:207	1:44954|6:1154|7:2892	3	°×Ñò¹¬	5¶Î2ÐÇ
17	53	731:1:215	1:46322|6:1189|7:2980	3	°×Ñò¹¬	5¶Î3ÐÇ
17	54	731:1:224	1:47709|6:1225|7:3069	3	°×Ñò¹¬	5¶Î4ÐÇ
17	55	731:1:234	1:49115|6:1261|7:3159	3	°×Ñò¹¬	5¶Î5ÐÇ
17	56	731:1:243	1:50540|6:1298|7:3251	3	°×Ñò¹¬	5¶Î6ÐÇ
17	57	731:1:253	1:51984|6:1335|7:3344	3	°×Ñò¹¬	5¶Î7ÐÇ
17	58	731:1:264	1:53447|6:1373|7:3438	3	°×Ñò¹¬	5¶Î8ÐÇ
17	59	731:1:275	1:54929|6:1411|7:3533	3	°×Ñò¹¬	5¶Î9ÐÇ
17	60	731:1:303	1:57570|6:1479|7:3703	3	°×Ñò¹¬	5¶Î10ÐÇ
17	61	731:1:291|734:1:7	1:60249|6:1548|7:3875	4	°×Ñò¹¬	6¶Î1ÐÇ
17	62	731:1:313|734:1:7	1:62966|6:1618|7:4050	4	°×Ñò¹¬	6¶Î2ÐÇ
17	63	731:1:336|734:1:7	1:65721|6:1689|7:4227	4	°×Ñò¹¬	6¶Î3ÐÇ
17	64	731:1:326|734:1:8	1:68514|6:1761|7:4407	4	°×Ñò¹¬	6¶Î4ÐÇ
17	65	731:1:351|734:1:8	1:71345|6:1834|7:4589	4	°×Ñò¹¬	6¶Î5ÐÇ
17	66	731:1:376|734:1:8	1:74214|6:1908|7:4774	4	°×Ñò¹¬	6¶Î6ÐÇ
17	67	731:1:369|734:1:9	1:77121|6:1983|7:4961	4	°×Ñò¹¬	6¶Î7ÐÇ
17	68	731:1:397|734:1:9	1:80066|6:2059|7:5151	4	°×Ñò¹¬	6¶Î8ÐÇ
17	69	731:1:425|734:1:9	1:83049|6:2136|7:5343	4	°×Ñò¹¬	6¶Î9ÐÇ
17	70	731:1:421|734:1:10	1:86070|6:2213|7:5537	4	°×Ñò¹¬	6¶Î10ÐÇ
17	71	731:1:452|734:1:10	1:89129|6:2291|7:5734	5	°×Ñò¹¬	7¶Î1ÐÇ
17	72	731:1:450|734:1:11	1:92226|6:2370|7:5933	5	°×Ñò¹¬	7¶Î2ÐÇ
17	73	731:1:483|734:1:11	1:95361|6:2450|7:6135	5	°×Ñò¹¬	7¶Î3ÐÇ
17	74	731:1:517|734:1:11	1:98534|6:2531|7:6339	5	°×Ñò¹¬	7¶Î4ÐÇ
17	75	731:1:518|734:1:12	1:101745|6:2613|7:6546	5	°×Ñò¹¬	7¶Î5ÐÇ
17	76	731:1:555|734:1:12	1:104994|6:2696|7:6755	5	°×Ñò¹¬	7¶Î6ÐÇ
17	77	731:1:559|734:1:13	1:108281|6:2780|7:6967	5	°×Ñò¹¬	7¶Î7ÐÇ
17	78	731:1:598|734:1:13	1:111606|6:2865|7:7181	5	°×Ñò¹¬	7¶Î8ÐÇ
17	79	731:1:605|734:1:14	1:114969|6:2951|7:7397	5	°×Ñò¹¬	7¶Î9ÐÇ
17	80	731:1:647|734:1:14	1:118370|6:3038|7:7616	5	°×Ñò¹¬	7¶Î10ÐÇ
17	81	731:1:657|734:1:15	1:121809|6:3126|7:7837	6	°×Ñò¹¬	8¶Î1ÐÇ
17	82	731:1:669|734:1:16	1:125286|6:3215|7:8061	6	°×Ñò¹¬	8¶Î2ÐÇ
17	83	731:1:716|734:1:16	1:128801|6:3305|7:8287	6	°×Ñò¹¬	8¶Î3ÐÇ
17	84	731:1:731|734:1:17	1:132354|6:3396|7:8516	6	°×Ñò¹¬	8¶Î4ÐÇ
17	85	731:1:781|734:1:17	1:135945|6:3488|7:8747	6	°×Ñò¹¬	8¶Î5ÐÇ
17	86	731:1:799|734:1:18	1:139574|6:3581|7:8981	6	°×Ñò¹¬	8¶Î6ÐÇ
17	87	731:1:819|734:1:19	1:143241|6:3675|7:9217	6	°×Ñò¹¬	8¶Î7ÐÇ
17	88	731:1:874|734:1:19	1:146946|6:3770|7:9455	6	°×Ñò¹¬	8¶Î8ÐÇ
17	89	731:1:898|734:1:20	1:150689|6:3866|7:9696	6	°×Ñò¹¬	8¶Î9ÐÇ
17	90	731:1:925|734:1:21	1:154470|6:3963|7:9939	6	°×Ñò¹¬	8¶Î10ÐÇ
17	91	731:1:953|734:1:22	1:158289|6:4061|7:10185	7	°×Ñò¹¬	9¶Î1ÐÇ
17	92	731:1:983|734:1:23	1:162146|6:4160|7:10433	7	°×Ñò¹¬	9¶Î2ÐÇ
17	93	731:1:1049|734:1:23	1:166041|6:4260|7:10684	7	°×Ñò¹¬	9¶Î3ÐÇ
17	94	731:1:1084|734:1:24	1:169974|6:4361|7:10937	7	°×Ñò¹¬	9¶Î4ÐÇ
17	95	731:1:1121|734:1:25	1:173945|6:4463|7:11193	7	°×Ñò¹¬	9¶Î5ÐÇ
17	96	731:1:1160|734:1:26	1:177954|6:4566|7:11451	7	°×Ñò¹¬	9¶Î6ÐÇ
17	97	731:1:1202|734:1:27	1:182001|6:4670|7:11711	7	°×Ñò¹¬	9¶Î7ÐÇ
17	98	731:1:1247|734:1:28	1:186086|6:4775|7:11974	7	°×Ñò¹¬	9¶Î8ÐÇ
17	99	731:1:1295|734:1:29	1:190209|6:4881|7:12239	7	°×Ñò¹¬	9¶Î9ÐÇ
17	100	731:1:1345|734:1:30	1:194370|6:4988|7:12507	8	°×Ñò¹¬	9¶Î10ÐÇ
26	0	-1	-1	0	Ä¦ôÉ¹¬	0¶Î0ÐÇ
26	1	731:1:15	1:380|6:10|7:24	0	Ä¦ôÉ¹¬	0¶Î1ÐÇ
26	2	731:1:16	1:779|6:20|7:50	0	Ä¦ôÉ¹¬	0¶Î2ÐÇ
26	3	731:1:17	1:1197|6:31|7:77	0	Ä¦ôÉ¹¬	0¶Î3ÐÇ
26	4	731:1:18	1:1634|6:42|7:105	0	Ä¦ôÉ¹¬	0¶Î4ÐÇ
26	5	731:1:20	1:2090|6:54|7:134	0	Ä¦ôÉ¹¬	0¶Î5ÐÇ
26	6	731:1:21	1:2565|6:66|7:165	0	Ä¦ôÉ¹¬	0¶Î6ÐÇ
26	7	731:1:22	1:3059|6:79|7:197	0	Ä¦ôÉ¹¬	0¶Î7ÐÇ
26	8	731:1:24	1:3572|6:92|7:230	0	Ä¦ôÉ¹¬	0¶Î8ÐÇ
26	9	731:1:25	1:4104|6:106|7:264	0	Ä¦ôÉ¹¬	0¶Î9ÐÇ
26	10	731:1:27	1:4655|6:120|7:299	0	Ä¦ôÉ¹¬	0¶Î10ÐÇ
26	11	731:1:29	1:5225|6:135|7:336	0	Ä¦ôÉ¹¬	1¶Î1ÐÇ
26	12	731:1:30	1:5814|6:150|7:374	0	Ä¦ôÉ¹¬	1¶Î2ÐÇ
26	13	731:1:32	1:6422|6:166|7:413	0	Ä¦ôÉ¹¬	1¶Î3ÐÇ
26	14	731:1:34	1:7049|6:182|7:453	0	Ä¦ôÉ¹¬	1¶Î4ÐÇ
26	15	731:1:36	1:7695|6:199|7:495	0	Ä¦ôÉ¹¬	1¶Î5ÐÇ
26	16	731:1:38	1:8360|6:216|7:538	0	Ä¦ôÉ¹¬	1¶Î6ÐÇ
26	17	731:1:41	1:9044|6:234|7:582	0	Ä¦ôÉ¹¬	1¶Î7ÐÇ
26	18	731:1:43	1:9747|6:252|7:627	0	Ä¦ôÉ¹¬	1¶Î8ÐÇ
26	19	731:1:45	1:10469|6:271|7:673	0	Ä¦ôÉ¹¬	1¶Î9ÐÇ
26	20	731:1:48	1:11210|6:290|7:721	0	Ä¦ôÉ¹¬	1¶Î10ÐÇ
26	21	731:1:50	1:11970|6:309|7:770	0	Ä¦ôÉ¹¬	2¶Î1ÐÇ
26	22	731:1:53	1:12749|6:329|7:820	0	Ä¦ôÉ¹¬	2¶Î2ÐÇ
26	23	731:1:56	1:13547|6:349|7:871	0	Ä¦ôÉ¹¬	2¶Î3ÐÇ
26	24	731:1:59	1:14364|6:370|7:924	0	Ä¦ôÉ¹¬	2¶Î4ÐÇ
26	25	731:1:62	1:15200|6:391|7:978	0	Ä¦ôÉ¹¬	2¶Î5ÐÇ
26	26	731:1:65	1:16055|6:413|7:1033	0	Ä¦ôÉ¹¬	2¶Î6ÐÇ
26	27	731:1:68	1:16929|6:435|7:1089	0	Ä¦ôÉ¹¬	2¶Î7ÐÇ
26	28	731:1:71	1:17822|6:458|7:1146	0	Ä¦ôÉ¹¬	2¶Î8ÐÇ
26	29	731:1:75	1:18734|6:481|7:1205	0	Ä¦ôÉ¹¬	2¶Î9ÐÇ
26	30	731:1:79	1:19665|6:505|7:1265	0	Ä¦ôÉ¹¬	2¶Î10ÐÇ
26	31	731:1:82	1:20615|6:529|7:1326	1	Ä¦ôÉ¹¬	3¶Î1ÐÇ
26	32	731:1:86	1:21584|6:554|7:1388	1	Ä¦ôÉ¹¬	3¶Î2ÐÇ
26	33	731:1:90	1:22572|6:579|7:1452	1	Ä¦ôÉ¹¬	3¶Î3ÐÇ
26	34	731:1:95	1:23579|6:605|7:1517	1	Ä¦ôÉ¹¬	3¶Î4ÐÇ
26	35	731:1:99	1:24605|6:631|7:1583	1	Ä¦ôÉ¹¬	3¶Î5ÐÇ
26	36	731:1:104	1:25650|6:658|7:1650	1	Ä¦ôÉ¹¬	3¶Î6ÐÇ
26	37	731:1:109	1:26714|6:685|7:1718	1	Ä¦ôÉ¹¬	3¶Î7ÐÇ
26	38	731:1:114	1:27797|6:713|7:1788	1	Ä¦ôÉ¹¬	3¶Î8ÐÇ
26	39	731:1:119	1:28899|6:741|7:1859	1	Ä¦ôÉ¹¬	3¶Î9ÐÇ
26	40	731:1:124	1:30020|6:770|7:1931	1	Ä¦ôÉ¹¬	3¶Î10ÐÇ
26	41	731:1:130	1:31160|6:799|7:2004	2	Ä¦ôÉ¹¬	4¶Î1ÐÇ
26	42	731:1:135	1:32319|6:829|7:2079	2	Ä¦ôÉ¹¬	4¶Î2ÐÇ
26	43	731:1:141	1:33497|6:859|7:2155	2	Ä¦ôÉ¹¬	4¶Î3ÐÇ
26	44	731:1:148	1:34694|6:890|7:2232	2	Ä¦ôÉ¹¬	4¶Î4ÐÇ
26	45	731:1:154	1:35910|6:921|7:2310	2	Ä¦ôÉ¹¬	4¶Î5ÐÇ
26	46	731:1:161	1:37145|6:953|7:2389	2	Ä¦ôÉ¹¬	4¶Î6ÐÇ
26	47	731:1:168	1:38399|6:985|7:2470	2	Ä¦ôÉ¹¬	4¶Î7ÐÇ
26	48	731:1:175	1:39672|6:1018|7:2552	2	Ä¦ôÉ¹¬	4¶Î8ÐÇ
26	49	731:1:183	1:40964|6:1051|7:2635	2	Ä¦ôÉ¹¬	4¶Î9ÐÇ
26	50	731:1:190	1:42275|6:1085|7:2719	2	Ä¦ôÉ¹¬	4¶Î10ÐÇ
26	51	731:1:198	1:43605|6:1119|7:2805	3	Ä¦ôÉ¹¬	5¶Î1ÐÇ
26	52	731:1:207	1:44954|6:1154|7:2892	3	Ä¦ôÉ¹¬	5¶Î2ÐÇ
26	53	731:1:215	1:46322|6:1189|7:2980	3	Ä¦ôÉ¹¬	5¶Î3ÐÇ
26	54	731:1:224	1:47709|6:1225|7:3069	3	Ä¦ôÉ¹¬	5¶Î4ÐÇ
26	55	731:1:234	1:49115|6:1261|7:3159	3	Ä¦ôÉ¹¬	5¶Î5ÐÇ
26	56	731:1:243	1:50540|6:1298|7:3251	3	Ä¦ôÉ¹¬	5¶Î6ÐÇ
26	57	731:1:253	1:51984|6:1335|7:3344	3	Ä¦ôÉ¹¬	5¶Î7ÐÇ
26	58	731:1:264	1:53447|6:1373|7:3438	3	Ä¦ôÉ¹¬	5¶Î8ÐÇ
26	59	731:1:275	1:54929|6:1411|7:3533	3	Ä¦ôÉ¹¬	5¶Î9ÐÇ
26	60	731:1:303	1:57570|6:1479|7:3703	3	Ä¦ôÉ¹¬	5¶Î10ÐÇ
26	61	731:1:291|734:1:7	1:60249|6:1548|7:3875	4	Ä¦ôÉ¹¬	6¶Î1ÐÇ
26	62	731:1:313|734:1:7	1:62966|6:1618|7:4050	4	Ä¦ôÉ¹¬	6¶Î2ÐÇ
26	63	731:1:336|734:1:7	1:65721|6:1689|7:4227	4	Ä¦ôÉ¹¬	6¶Î3ÐÇ
26	64	731:1:326|734:1:8	1:68514|6:1761|7:4407	4	Ä¦ôÉ¹¬	6¶Î4ÐÇ
26	65	731:1:351|734:1:8	1:71345|6:1834|7:4589	4	Ä¦ôÉ¹¬	6¶Î5ÐÇ
26	66	731:1:376|734:1:8	1:74214|6:1908|7:4774	4	Ä¦ôÉ¹¬	6¶Î6ÐÇ
26	67	731:1:369|734:1:9	1:77121|6:1983|7:4961	4	Ä¦ôÉ¹¬	6¶Î7ÐÇ
26	68	731:1:397|734:1:9	1:80066|6:2059|7:5151	4	Ä¦ôÉ¹¬	6¶Î8ÐÇ
26	69	731:1:425|734:1:9	1:83049|6:2136|7:5343	4	Ä¦ôÉ¹¬	6¶Î9ÐÇ
26	70	731:1:421|734:1:10	1:86070|6:2213|7:5537	4	Ä¦ôÉ¹¬	6¶Î10ÐÇ
26	71	731:1:452|734:1:10	1:89129|6:2291|7:5734	5	Ä¦ôÉ¹¬	7¶Î1ÐÇ
26	72	731:1:450|734:1:11	1:92226|6:2370|7:5933	5	Ä¦ôÉ¹¬	7¶Î2ÐÇ
26	73	731:1:483|734:1:11	1:95361|6:2450|7:6135	5	Ä¦ôÉ¹¬	7¶Î3ÐÇ
26	74	731:1:517|734:1:11	1:98534|6:2531|7:6339	5	Ä¦ôÉ¹¬	7¶Î4ÐÇ
26	75	731:1:518|734:1:12	1:101745|6:2613|7:6546	5	Ä¦ôÉ¹¬	7¶Î5ÐÇ
26	76	731:1:555|734:1:12	1:104994|6:2696|7:6755	5	Ä¦ôÉ¹¬	7¶Î6ÐÇ
26	77	731:1:559|734:1:13	1:108281|6:2780|7:6967	5	Ä¦ôÉ¹¬	7¶Î7ÐÇ
26	78	731:1:598|734:1:13	1:111606|6:2865|7:7181	5	Ä¦ôÉ¹¬	7¶Î8ÐÇ
26	79	731:1:605|734:1:14	1:114969|6:2951|7:7397	5	Ä¦ôÉ¹¬	7¶Î9ÐÇ
26	80	731:1:647|734:1:14	1:118370|6:3038|7:7616	5	Ä¦ôÉ¹¬	7¶Î10ÐÇ
26	81	731:1:657|734:1:15	1:121809|6:3126|7:7837	6	Ä¦ôÉ¹¬	8¶Î1ÐÇ
26	82	731:1:669|734:1:16	1:125286|6:3215|7:8061	6	Ä¦ôÉ¹¬	8¶Î2ÐÇ
26	83	731:1:716|734:1:16	1:128801|6:3305|7:8287	6	Ä¦ôÉ¹¬	8¶Î3ÐÇ
26	84	731:1:731|734:1:17	1:132354|6:3396|7:8516	6	Ä¦ôÉ¹¬	8¶Î4ÐÇ
26	85	731:1:781|734:1:17	1:135945|6:3488|7:8747	6	Ä¦ôÉ¹¬	8¶Î5ÐÇ
26	86	731:1:799|734:1:18	1:139574|6:3581|7:8981	6	Ä¦ôÉ¹¬	8¶Î6ÐÇ
26	87	731:1:819|734:1:19	1:143241|6:3675|7:9217	6	Ä¦ôÉ¹¬	8¶Î7ÐÇ
26	88	731:1:874|734:1:19	1:146946|6:3770|7:9455	6	Ä¦ôÉ¹¬	8¶Î8ÐÇ
26	89	731:1:898|734:1:20	1:150689|6:3866|7:9696	6	Ä¦ôÉ¹¬	8¶Î9ÐÇ
26	90	731:1:925|734:1:21	1:154470|6:3963|7:9939	6	Ä¦ôÉ¹¬	8¶Î10ÐÇ
26	91	731:1:953|734:1:22	1:158289|6:4061|7:10185	7	Ä¦ôÉ¹¬	9¶Î1ÐÇ
26	92	731:1:983|734:1:23	1:162146|6:4160|7:10433	7	Ä¦ôÉ¹¬	9¶Î2ÐÇ
26	93	731:1:1049|734:1:23	1:166041|6:4260|7:10684	7	Ä¦ôÉ¹¬	9¶Î3ÐÇ
26	94	731:1:1084|734:1:24	1:169974|6:4361|7:10937	7	Ä¦ôÉ¹¬	9¶Î4ÐÇ
26	95	731:1:1121|734:1:25	1:173945|6:4463|7:11193	7	Ä¦ôÉ¹¬	9¶Î5ÐÇ
26	96	731:1:1160|734:1:26	1:177954|6:4566|7:11451	7	Ä¦ôÉ¹¬	9¶Î6ÐÇ
26	97	731:1:1202|734:1:27	1:182001|6:4670|7:11711	7	Ä¦ôÉ¹¬	9¶Î7ÐÇ
26	98	731:1:1247|734:1:28	1:186086|6:4775|7:11974	7	Ä¦ôÉ¹¬	9¶Î8ÐÇ
26	99	731:1:1295|734:1:29	1:190209|6:4881|7:12239	7	Ä¦ôÉ¹¬	9¶Î9ÐÇ
26	100	731:1:1345|734:1:30	1:194370|6:4988|7:12507	8	Ä¦ôÉ¹¬	9¶Î10ÐÇ
25	0	-1	-1	0	ÉäÊÖ¹¬	0¶Î0ÐÇ
25	1	731:1:15	1:380|6:10|7:24	0	ÉäÊÖ¹¬	0¶Î1ÐÇ
25	2	731:1:16	1:779|6:20|7:50	0	ÉäÊÖ¹¬	0¶Î2ÐÇ
25	3	731:1:17	1:1197|6:31|7:77	0	ÉäÊÖ¹¬	0¶Î3ÐÇ
25	4	731:1:18	1:1634|6:42|7:105	0	ÉäÊÖ¹¬	0¶Î4ÐÇ
25	5	731:1:20	1:2090|6:54|7:134	0	ÉäÊÖ¹¬	0¶Î5ÐÇ
25	6	731:1:21	1:2565|6:66|7:165	0	ÉäÊÖ¹¬	0¶Î6ÐÇ
25	7	731:1:22	1:3059|6:79|7:197	0	ÉäÊÖ¹¬	0¶Î7ÐÇ
25	8	731:1:24	1:3572|6:92|7:230	0	ÉäÊÖ¹¬	0¶Î8ÐÇ
25	9	731:1:25	1:4104|6:106|7:264	0	ÉäÊÖ¹¬	0¶Î9ÐÇ
25	10	731:1:27	1:4655|6:120|7:299	0	ÉäÊÖ¹¬	0¶Î10ÐÇ
25	11	731:1:29	1:5225|6:135|7:336	0	ÉäÊÖ¹¬	1¶Î1ÐÇ
25	12	731:1:30	1:5814|6:150|7:374	0	ÉäÊÖ¹¬	1¶Î2ÐÇ
25	13	731:1:32	1:6422|6:166|7:413	0	ÉäÊÖ¹¬	1¶Î3ÐÇ
25	14	731:1:34	1:7049|6:182|7:453	0	ÉäÊÖ¹¬	1¶Î4ÐÇ
25	15	731:1:36	1:7695|6:199|7:495	0	ÉäÊÖ¹¬	1¶Î5ÐÇ
25	16	731:1:38	1:8360|6:216|7:538	0	ÉäÊÖ¹¬	1¶Î6ÐÇ
25	17	731:1:41	1:9044|6:234|7:582	0	ÉäÊÖ¹¬	1¶Î7ÐÇ
25	18	731:1:43	1:9747|6:252|7:627	0	ÉäÊÖ¹¬	1¶Î8ÐÇ
25	19	731:1:45	1:10469|6:271|7:673	0	ÉäÊÖ¹¬	1¶Î9ÐÇ
25	20	731:1:48	1:11210|6:290|7:721	0	ÉäÊÖ¹¬	1¶Î10ÐÇ
25	21	731:1:50	1:11970|6:309|7:770	0	ÉäÊÖ¹¬	2¶Î1ÐÇ
25	22	731:1:53	1:12749|6:329|7:820	0	ÉäÊÖ¹¬	2¶Î2ÐÇ
25	23	731:1:56	1:13547|6:349|7:871	0	ÉäÊÖ¹¬	2¶Î3ÐÇ
25	24	731:1:59	1:14364|6:370|7:924	0	ÉäÊÖ¹¬	2¶Î4ÐÇ
25	25	731:1:62	1:15200|6:391|7:978	0	ÉäÊÖ¹¬	2¶Î5ÐÇ
25	26	731:1:65	1:16055|6:413|7:1033	0	ÉäÊÖ¹¬	2¶Î6ÐÇ
25	27	731:1:68	1:16929|6:435|7:1089	0	ÉäÊÖ¹¬	2¶Î7ÐÇ
25	28	731:1:71	1:17822|6:458|7:1146	0	ÉäÊÖ¹¬	2¶Î8ÐÇ
25	29	731:1:75	1:18734|6:481|7:1205	0	ÉäÊÖ¹¬	2¶Î9ÐÇ
25	30	731:1:79	1:19665|6:505|7:1265	0	ÉäÊÖ¹¬	2¶Î10ÐÇ
25	31	731:1:82	1:20615|6:529|7:1326	1	ÉäÊÖ¹¬	3¶Î1ÐÇ
25	32	731:1:86	1:21584|6:554|7:1388	1	ÉäÊÖ¹¬	3¶Î2ÐÇ
25	33	731:1:90	1:22572|6:579|7:1452	1	ÉäÊÖ¹¬	3¶Î3ÐÇ
25	34	731:1:95	1:23579|6:605|7:1517	1	ÉäÊÖ¹¬	3¶Î4ÐÇ
25	35	731:1:99	1:24605|6:631|7:1583	1	ÉäÊÖ¹¬	3¶Î5ÐÇ
25	36	731:1:104	1:25650|6:658|7:1650	1	ÉäÊÖ¹¬	3¶Î6ÐÇ
25	37	731:1:109	1:26714|6:685|7:1718	1	ÉäÊÖ¹¬	3¶Î7ÐÇ
25	38	731:1:114	1:27797|6:713|7:1788	1	ÉäÊÖ¹¬	3¶Î8ÐÇ
25	39	731:1:119	1:28899|6:741|7:1859	1	ÉäÊÖ¹¬	3¶Î9ÐÇ
25	40	731:1:124	1:30020|6:770|7:1931	1	ÉäÊÖ¹¬	3¶Î10ÐÇ
25	41	731:1:130	1:31160|6:799|7:2004	2	ÉäÊÖ¹¬	4¶Î1ÐÇ
25	42	731:1:135	1:32319|6:829|7:2079	2	ÉäÊÖ¹¬	4¶Î2ÐÇ
25	43	731:1:141	1:33497|6:859|7:2155	2	ÉäÊÖ¹¬	4¶Î3ÐÇ
25	44	731:1:148	1:34694|6:890|7:2232	2	ÉäÊÖ¹¬	4¶Î4ÐÇ
25	45	731:1:154	1:35910|6:921|7:2310	2	ÉäÊÖ¹¬	4¶Î5ÐÇ
25	46	731:1:161	1:37145|6:953|7:2389	2	ÉäÊÖ¹¬	4¶Î6ÐÇ
25	47	731:1:168	1:38399|6:985|7:2470	2	ÉäÊÖ¹¬	4¶Î7ÐÇ
25	48	731:1:175	1:39672|6:1018|7:2552	2	ÉäÊÖ¹¬	4¶Î8ÐÇ
25	49	731:1:183	1:40964|6:1051|7:2635	2	ÉäÊÖ¹¬	4¶Î9ÐÇ
25	50	731:1:190	1:42275|6:1085|7:2719	2	ÉäÊÖ¹¬	4¶Î10ÐÇ
25	51	731:1:198	1:43605|6:1119|7:2805	3	ÉäÊÖ¹¬	5¶Î1ÐÇ
25	52	731:1:207	1:44954|6:1154|7:2892	3	ÉäÊÖ¹¬	5¶Î2ÐÇ
25	53	731:1:215	1:46322|6:1189|7:2980	3	ÉäÊÖ¹¬	5¶Î3ÐÇ
25	54	731:1:224	1:47709|6:1225|7:3069	3	ÉäÊÖ¹¬	5¶Î4ÐÇ
25	55	731:1:234	1:49115|6:1261|7:3159	3	ÉäÊÖ¹¬	5¶Î5ÐÇ
25	56	731:1:243	1:50540|6:1298|7:3251	3	ÉäÊÖ¹¬	5¶Î6ÐÇ
25	57	731:1:253	1:51984|6:1335|7:3344	3	ÉäÊÖ¹¬	5¶Î7ÐÇ
25	58	731:1:264	1:53447|6:1373|7:3438	3	ÉäÊÖ¹¬	5¶Î8ÐÇ
25	59	731:1:275	1:54929|6:1411|7:3533	3	ÉäÊÖ¹¬	5¶Î9ÐÇ
25	60	731:1:303	1:57570|6:1479|7:3703	3	ÉäÊÖ¹¬	5¶Î10ÐÇ
25	61	731:1:291|734:1:7	1:60249|6:1548|7:3875	4	ÉäÊÖ¹¬	6¶Î1ÐÇ
25	62	731:1:313|734:1:7	1:62966|6:1618|7:4050	4	ÉäÊÖ¹¬	6¶Î2ÐÇ
25	63	731:1:336|734:1:7	1:65721|6:1689|7:4227	4	ÉäÊÖ¹¬	6¶Î3ÐÇ
25	64	731:1:326|734:1:8	1:68514|6:1761|7:4407	4	ÉäÊÖ¹¬	6¶Î4ÐÇ
25	65	731:1:351|734:1:8	1:71345|6:1834|7:4589	4	ÉäÊÖ¹¬	6¶Î5ÐÇ
25	66	731:1:376|734:1:8	1:74214|6:1908|7:4774	4	ÉäÊÖ¹¬	6¶Î6ÐÇ
25	67	731:1:369|734:1:9	1:77121|6:1983|7:4961	4	ÉäÊÖ¹¬	6¶Î7ÐÇ
25	68	731:1:397|734:1:9	1:80066|6:2059|7:5151	4	ÉäÊÖ¹¬	6¶Î8ÐÇ
25	69	731:1:425|734:1:9	1:83049|6:2136|7:5343	4	ÉäÊÖ¹¬	6¶Î9ÐÇ
25	70	731:1:421|734:1:10	1:86070|6:2213|7:5537	4	ÉäÊÖ¹¬	6¶Î10ÐÇ
25	71	731:1:452|734:1:10	1:89129|6:2291|7:5734	5	ÉäÊÖ¹¬	7¶Î1ÐÇ
25	72	731:1:450|734:1:11	1:92226|6:2370|7:5933	5	ÉäÊÖ¹¬	7¶Î2ÐÇ
25	73	731:1:483|734:1:11	1:95361|6:2450|7:6135	5	ÉäÊÖ¹¬	7¶Î3ÐÇ
25	74	731:1:517|734:1:11	1:98534|6:2531|7:6339	5	ÉäÊÖ¹¬	7¶Î4ÐÇ
25	75	731:1:518|734:1:12	1:101745|6:2613|7:6546	5	ÉäÊÖ¹¬	7¶Î5ÐÇ
25	76	731:1:555|734:1:12	1:104994|6:2696|7:6755	5	ÉäÊÖ¹¬	7¶Î6ÐÇ
25	77	731:1:559|734:1:13	1:108281|6:2780|7:6967	5	ÉäÊÖ¹¬	7¶Î7ÐÇ
25	78	731:1:598|734:1:13	1:111606|6:2865|7:7181	5	ÉäÊÖ¹¬	7¶Î8ÐÇ
25	79	731:1:605|734:1:14	1:114969|6:2951|7:7397	5	ÉäÊÖ¹¬	7¶Î9ÐÇ
25	80	731:1:647|734:1:14	1:118370|6:3038|7:7616	5	ÉäÊÖ¹¬	7¶Î10ÐÇ
25	81	731:1:657|734:1:15	1:121809|6:3126|7:7837	6	ÉäÊÖ¹¬	8¶Î1ÐÇ
25	82	731:1:669|734:1:16	1:125286|6:3215|7:8061	6	ÉäÊÖ¹¬	8¶Î2ÐÇ
25	83	731:1:716|734:1:16	1:128801|6:3305|7:8287	6	ÉäÊÖ¹¬	8¶Î3ÐÇ
25	84	731:1:731|734:1:17	1:132354|6:3396|7:8516	6	ÉäÊÖ¹¬	8¶Î4ÐÇ
25	85	731:1:781|734:1:17	1:135945|6:3488|7:8747	6	ÉäÊÖ¹¬	8¶Î5ÐÇ
25	86	731:1:799|734:1:18	1:139574|6:3581|7:8981	6	ÉäÊÖ¹¬	8¶Î6ÐÇ
25	87	731:1:819|734:1:19	1:143241|6:3675|7:9217	6	ÉäÊÖ¹¬	8¶Î7ÐÇ
