INT	INT	INT	STRING	STRING	INT	STRING
83	96	2500	7:3007|6:1203|1:902016	21:1:250	0	#00ff00|淬炼成功率：25%
83	97	2500	7:3065|6:1226|1:919512	21:1:250	0	#00ff00|淬炼成功率：25%
83	98	2500	7:3123|6:1249|1:937008	21:1:250	0	#00ff00|淬炼成功率：25%
83	99	2500	7:3182|6:1273|1:954504	21:1:250	0	#00ff00|淬炼成功率：25%
83	100	2500	7:3240|6:1296|1:972000	21:1:250	0	#00ff00|淬炼成功率：25%
84	1	10000	4:17|5:43|1:324	21:1:4	0	#00ff00|淬炼成功率：100%
84	2	10000	4:35|5:86|1:648	21:1:4	0	#00ff00|淬炼成功率：100%
84	3	10000	4:52|5:130|1:972	21:1:4	0	#00ff00|淬炼成功率：100%
84	4	10000	4:69|5:173|1:1296	21:1:4	0	#00ff00|淬炼成功率：100%
84	5	10000	4:86|5:216|1:1620	21:1:4	0	#00ff00|淬炼成功率：100%
84	6	10000	4:104|5:259|1:1944	21:1:6	0	#00ff00|淬炼成功率：100%
84	7	10000	4:121|5:302|1:2268	21:1:6	0	#00ff00|淬炼成功率：100%
84	8	10000	4:138|5:346|1:2592	21:1:6	0	#00ff00|淬炼成功率：100%
84	9	10000	4:156|5:389|1:2916	21:1:6	0	#00ff00|淬炼成功率：100%
84	10	10000	4:173|5:432|1:3240	21:1:6	0	#00ff00|淬炼成功率：100%
84	11	10000	4:190|5:475|1:3564	21:1:8	0	#00ff00|淬炼成功率：100%
84	12	10000	4:207|5:518|1:3888	21:1:8	0	#00ff00|淬炼成功率：100%
84	13	10000	4:225|5:562|1:4212	21:1:8	0	#00ff00|淬炼成功率：100%
84	14	10000	4:242|5:605|1:4536	21:1:8	0	#00ff00|淬炼成功率：100%
84	15	10000	4:259|5:648|1:4860	21:1:8	0	#00ff00|淬炼成功率：100%
84	16	10000	4:276|5:691|1:5184	21:1:10	0	#00ff00|淬炼成功率：100%
84	17	10000	4:294|5:734|1:5508	21:1:10	0	#00ff00|淬炼成功率：100%
84	18	10000	4:311|5:778|1:5832	21:1:10	0	#00ff00|淬炼成功率：100%
84	19	10000	4:328|5:821|1:6156	21:1:10	0	#00ff00|淬炼成功率：100%
84	20	10000	4:346|5:864|1:6480	21:1:10	0	#00ff00|淬炼成功率：100%
84	21	9500	4:389|5:972|1:7290	21:1:14	0	#00ff00|淬炼成功率：95%
84	22	9500	4:432|5:1080|1:8100	21:1:14	0	#00ff00|淬炼成功率：95%
84	23	9500	4:475|5:1188|1:8910	21:1:14	0	#00ff00|淬炼成功率：95%
84	24	9500	4:518|5:1296|1:9720	21:1:14	0	#00ff00|淬炼成功率：95%
84	25	9500	4:562|5:1404|1:10530	21:1:14	0	#00ff00|淬炼成功率：95%
84	26	9500	4:605|5:1512|1:11340	21:1:18	0	#00ff00|淬炼成功率：95%
84	27	9500	4:648|5:1620|1:12150	21:1:18	0	#00ff00|淬炼成功率：95%
84	28	9500	4:691|5:1728|1:12960	21:1:18	0	#00ff00|淬炼成功率：95%
84	29	9500	4:734|5:1836|1:13770	21:1:18	0	#00ff00|淬炼成功率：95%
84	30	9500	4:778|5:1944|1:14580	21:1:18	0	#00ff00|淬炼成功率：95%
84	31	9000	4:821|5:2052|1:15390	21:1:26	0	#00ff00|淬炼成功率：90%
84	32	9000	4:864|5:2160|1:16200	21:1:26	0	#00ff00|淬炼成功率：90%
84	33	9000	4:907|5:2268|1:17010	21:1:26	0	#00ff00|淬炼成功率：90%
84	34	9000	4:950|5:2376|1:17820	21:1:26	0	#00ff00|淬炼成功率：90%
84	35	9000	4:994|5:2484|1:18630	21:1:26	0	#00ff00|淬炼成功率：90%
84	36	8500	4:1037|5:2592|1:19440	21:1:34	0	#00ff00|淬炼成功率：85%
84	37	8500	4:1080|5:2700|1:20250	21:1:34	0	#00ff00|淬炼成功率：85%
84	38	8500	4:1123|5:2808|1:21060	21:1:34	0	#00ff00|淬炼成功率：85%
84	39	8500	4:1166|5:2916|1:21870	21:1:34	0	#00ff00|淬炼成功率：85%
84	40	8500	4:1210|5:3024|1:22680	21:1:34	0	#00ff00|淬炼成功率：85%
84	41	8000	4:1296|5:3240|1:24300	21:1:46	0	#00ff00|淬炼成功率：80%
84	42	8000	4:1382|5:3456|1:25920	21:1:46	0	#00ff00|淬炼成功率：80%
84	43	8000	4:1469|5:3672|1:27540	21:1:46	0	#00ff00|淬炼成功率：80%
84	44	8000	4:1555|5:3888|1:29160	21:1:46	0	#00ff00|淬炼成功率：80%
84	45	8000	4:1642|5:4104|1:30780	21:1:46	0	#00ff00|淬炼成功率：80%
84	46	7500	4:1728|5:4320|1:32400	21:1:58	0	#00ff00|淬炼成功率：75%
84	47	7500	4:1814|5:4536|1:34020	21:1:58	0	#00ff00|淬炼成功率：75%
84	48	7500	4:1901|5:4752|1:35640	21:1:58	0	#00ff00|淬炼成功率：75%
84	49	7500	4:1987|5:4968|1:37260	21:1:58	0	#00ff00|淬炼成功率：75%
84	50	7500	4:2074|5:5184|1:38880	21:1:58	0	#00ff00|淬炼成功率：75%
84	51	7000	4:2160|5:5400|1:40500	21:1:74	0	#00ff00|淬炼成功率：70%
84	52	7000	4:2246|5:5616|1:42120	21:1:74	0	#00ff00|淬炼成功率：70%
84	53	7000	4:2333|5:5832|1:43740	21:1:74	0	#00ff00|淬炼成功率：70%
84	54	7000	4:2419|5:6048|1:45360	21:1:74	0	#00ff00|淬炼成功率：70%
84	55	7000	4:2506|5:6264|1:46980	21:1:74	0	#00ff00|淬炼成功率：70%
84	56	6500	4:2592|5:6480|1:48600	21:1:90	0	#00ff00|淬炼成功率：65%
84	57	6500	4:2678|5:6696|1:50220	21:1:90	0	#00ff00|淬炼成功率：65%
84	58	6500	4:2765|5:6912|1:51840	21:1:90	0	#00ff00|淬炼成功率：65%
84	59	6500	4:2851|5:7128|1:53460	21:1:90	0	#00ff00|淬炼成功率：65%
84	60	6500	4:2938|5:7344|1:55080	21:1:90	0	#00ff00|淬炼成功率：65%
84	61	6000	4:3067|5:7668|1:57510	21:1:110	0	#00ff00|淬炼成功率：60%
84	62	6000	4:3197|5:7992|1:59940	21:1:110	0	#00ff00|淬炼成功率：60%
84	63	6000	4:3326|5:8316|1:62370	21:1:110	0	#00ff00|淬炼成功率：60%
84	64	6000	4:3456|5:8640|1:64800	21:1:110	0	#00ff00|淬炼成功率：60%
84	65	6000	4:3586|5:8964|1:67230	21:1:110	0	#00ff00|淬炼成功率：60%
84	66	5500	4:3715|5:9288|1:69660	21:1:130	0	#00ff00|淬炼成功率：55%
84	67	5500	4:3845|5:9612|1:72090	21:1:130	0	#00ff00|淬炼成功率：55%
84	68	5500	4:3974|5:9936|1:74520	21:1:130	0	#00ff00|淬炼成功率：55%
84	69	5500	4:4104|5:10260|1:76950	21:1:130	0	#00ff00|淬炼成功率：55%
84	70	5500	4:4234|5:10584|1:79380	21:1:130	0	#00ff00|淬炼成功率：55%
84	71	5000	4:4363|5:10908|1:81810	21:1:150	0	#00ff00|淬炼成功率：50%
84	72	5000	4:4493|5:11232|1:84240	21:1:150	0	#00ff00|淬炼成功率：50%
84	73	5000	4:4622|5:11556|1:86670	21:1:150	0	#00ff00|淬炼成功率：50%
84	74	5000	4:4752|5:11880|1:89100	21:1:150	0	#00ff00|淬炼成功率：50%
84	75	5000	4:4882|5:12204|1:91530	21:1:150	0	#00ff00|淬炼成功率：50%
84	76	4500	4:5011|5:12528|1:93960	21:1:170	0	#00ff00|淬炼成功率：45%
84	77	4500	4:5141|5:12852|1:96390	21:1:170	0	#00ff00|淬炼成功率：45%
84	78	4500	4:5270|5:13176|1:98820	21:1:170	0	#00ff00|淬炼成功率：45%
84	79	4500	4:5400|5:13500|1:101250	21:1:170	0	#00ff00|淬炼成功率：45%
84	80	4500	4:5530|5:13824|1:103680	21:1:170	0	#00ff00|淬炼成功率：45%
84	81	4000	4:5685|5:14213|1:106596	21:1:190	0	#00ff00|淬炼成功率：40%
84	82	4000	4:5841|5:14602|1:109512	21:1:190	0	#00ff00|淬炼成功率：40%
84	83	4000	4:5996|5:14990|1:112428	21:1:190	0	#00ff00|淬炼成功率：40%
84	84	4000	4:6152|5:15379|1:115344	21:1:190	0	#00ff00|淬炼成功率：40%
84	85	4000	4:6307|5:15768|1:118260	21:1:190	0	#00ff00|淬炼成功率：40%
84	86	3500	4:6463|5:16157|1:121176	21:1:210	0	#00ff00|淬炼成功率：35%
84	87	3500	4:6618|5:16546|1:124092	21:1:210	0	#00ff00|淬炼成功率：35%
84	88	3500	4:6774|5:16934|1:127008	21:1:210	0	#00ff00|淬炼成功率：35%
84	89	3500	4:6929|5:17323|1:129924	21:1:210	0	#00ff00|淬炼成功率：35%
84	90	3500	4:7085|5:17712|1:132840	21:1:210	0	#00ff00|淬炼成功率：35%
84	91	3000	4:7240|5:18101|1:135756	21:1:230	0	#00ff00|淬炼成功率：30%
84	92	3000	4:7396|5:18490|1:138672	21:1:230	0	#00ff00|淬炼成功率：30%
84	93	3000	4:7551|5:18878|1:141588	21:1:230	0	#00ff00|淬炼成功率：30%
84	94	3000	4:7707|5:19267|1:144504	21:1:230	0	#00ff00|淬炼成功率：30%
84	95	3000	4:7862|5:19656|1:147420	21:1:230	0	#00ff00|淬炼成功率：30%
84	96	2500	4:8018|5:20045|1:150336	21:1:250	0	#00ff00|淬炼成功率：25%
84	97	2500	4:8173|5:20434|1:153252	21:1:250	0	#00ff00|淬炼成功率：25%
84	98	2500	4:8329|5:20822|1:156168	21:1:250	0	#00ff00|淬炼成功率：25%
84	99	2500	4:8484|5:21211|1:159084	21:1:250	0	#00ff00|淬炼成功率：25%
84	100	2500	4:8640|5:21600|1:162000	21:1:250	0	#00ff00|淬炼成功率：25%
85	1	10000	7:13|6:5|1:648	21:1:4	0	#00ff00|淬炼成功率：100%
85	2	10000	7:26|6:10|1:1296	21:1:4	0	#00ff00|淬炼成功率：100%
85	3	10000	7:39|6:16|1:1944	21:1:4	0	#00ff00|淬炼成功率：100%
85	4	10000	7:52|6:21|1:2592	21:1:4	0	#00ff00|淬炼成功率：100%
85	5	10000	7:65|6:26|1:3240	21:1:4	0	#00ff00|淬炼成功率：100%
85	6	10000	7:78|6:31|1:3888	21:1:6	0	#00ff00|淬炼成功率：100%
85	7	10000	7:91|6:36|1:4536	21:1:6	0	#00ff00|淬炼成功率：100%
85	8	10000	7:104|6:41|1:5184	21:1:6	0	#00ff00|淬炼成功率：100%
85	9	10000	7:117|6:47|1:5832	21:1:6	0	#00ff00|淬炼成功率：100%
85	10	10000	7:130|6:52|1:6480	21:1:6	0	#00ff00|淬炼成功率：100%
85	11	10000	7:143|6:57|1:7128	21:1:8	0	#00ff00|淬炼成功率：100%
85	12	10000	7:156|6:62|1:7776	21:1:8	0	#00ff00|淬炼成功率：100%
85	13	10000	7:168|6:67|1:8424	21:1:8	0	#00ff00|淬炼成功率：100%
85	14	10000	7:181|6:73|1:9072	21:1:8	0	#00ff00|淬炼成功率：100%
85	15	10000	7:194|6:78|1:9720	21:1:8	0	#00ff00|淬炼成功率：100%
85	16	10000	7:207|6:83|1:10368	21:1:10	0	#00ff00|淬炼成功率：100%
85	17	10000	7:220|6:88|1:11016	21:1:10	0	#00ff00|淬炼成功率：100%
85	18	10000	7:233|6:93|1:11664	21:1:10	0	#00ff00|淬炼成功率：100%
85	19	10000	7:246|6:98|1:12312	21:1:10	0	#00ff00|淬炼成功率：100%
85	20	10000	7:259|6:104|1:12960	21:1:10	0	#00ff00|淬炼成功率：100%
85	21	9500	7:292|6:117|1:14580	21:1:14	0	#00ff00|淬炼成功率：95%
85	22	9500	7:324|6:130|1:16200	21:1:14	0	#00ff00|淬炼成功率：95%
85	23	9500	7:356|6:143|1:17820	21:1:14	0	#00ff00|淬炼成功率：95%
85	24	9500	7:389|6:156|1:19440	21:1:14	0	#00ff00|淬炼成功率：95%
85	25	9500	7:421|6:168|1:21060	21:1:14	0	#00ff00|淬炼成功率：95%
85	26	9500	7:454|6:181|1:22680	21:1:18	0	#00ff00|淬炼成功率：95%
85	27	9500	7:486|6:194|1:24300	21:1:18	0	#00ff00|淬炼成功率：95%
85	28	9500	7:518|6:207|1:25920	21:1:18	0	#00ff00|淬炼成功率：95%
85	29	9500	7:551|6:220|1:27540	21:1:18	0	#00ff00|淬炼成功率：95%
85	30	9500	7:583|6:233|1:29160	21:1:18	0	#00ff00|淬炼成功率：95%
85	31	9000	7:616|6:246|1:30780	21:1:26	0	#00ff00|淬炼成功率：90%
85	32	9000	7:648|6:259|1:32400	21:1:26	0	#00ff00|淬炼成功率：90%
85	33	9000	7:680|6:272|1:34020	21:1:26	0	#00ff00|淬炼成功率：90%
85	34	9000	7:713|6:285|1:35640	21:1:26	0	#00ff00|淬炼成功率：90%
85	35	9000	7:745|6:298|1:37260	21:1:26	0	#00ff00|淬炼成功率：90%
85	36	8500	7:778|6:311|1:38880	21:1:34	0	#00ff00|淬炼成功率：85%
85	37	8500	7:810|6:324|1:40500	21:1:34	0	#00ff00|淬炼成功率：85%
85	38	8500	7:842|6:337|1:42120	21:1:34	0	#00ff00|淬炼成功率：85%
85	39	8500	7:875|6:350|1:43740	21:1:34	0	#00ff00|淬炼成功率：85%
85	40	8500	7:907|6:363|1:45360	21:1:34	0	#00ff00|淬炼成功率：85%
85	41	8000	7:972|6:389|1:48600	21:1:46	0	#00ff00|淬炼成功率：80%
85	42	8000	7:1037|6:415|1:51840	21:1:46	0	#00ff00|淬炼成功率：80%
85	43	8000	7:1102|6:441|1:55080	21:1:46	0	#00ff00|淬炼成功率：80%
85	44	8000	7:1166|6:467|1:58320	21:1:46	0	#00ff00|淬炼成功率：80%
85	45	8000	7:1231|6:492|1:61560	21:1:46	0	#00ff00|淬炼成功率：80%
85	46	7500	7:1296|6:518|1:64800	21:1:58	0	#00ff00|淬炼成功率：75%
85	47	7500	7:1361|6:544|1:68040	21:1:58	0	#00ff00|淬炼成功率：75%
85	48	7500	7:1426|6:570|1:71280	21:1:58	0	#00ff00|淬炼成功率：75%
85	49	7500	7:1490|6:596|1:74520	21:1:58	0	#00ff00|淬炼成功率：75%
85	50	7500	7:1555|6:622|1:77760	21:1:58	0	#00ff00|淬炼成功率：75%
85	51	7000	7:1620|6:648|1:81000	21:1:74	0	#00ff00|淬炼成功率：70%
85	52	7000	7:1685|6:674|1:84240	21:1:74	0	#00ff00|淬炼成功率：70%
85	53	7000	7:1750|6:700|1:87480	21:1:74	0	#00ff00|淬炼成功率：70%
85	54	7000	7:1814|6:726|1:90720	21:1:74	0	#00ff00|淬炼成功率：70%
85	55	7000	7:1879|6:752|1:93960	21:1:74	0	#00ff00|淬炼成功率：70%
85	56	6500	7:1944|6:778|1:97200	21:1:90	0	#00ff00|淬炼成功率：65%
85	57	6500	7:2009|6:804|1:100440	21:1:90	0	#00ff00|淬炼成功率：65%
85	58	6500	7:2074|6:829|1:103680	21:1:90	0	#00ff00|淬炼成功率：65%
85	59	6500	7:2138|6:855|1:106920	21:1:90	0	#00ff00|淬炼成功率：65%
85	60	6500	7:2203|6:881|1:110160	21:1:90	0	#00ff00|淬炼成功率：65%
85	61	6000	7:2300|6:920|1:115020	21:1:110	0	#00ff00|淬炼成功率：60%
85	62	6000	7:2398|6:959|1:119880	21:1:110	0	#00ff00|淬炼成功率：60%
85	63	6000	7:2495|6:998|1:124740	21:1:110	0	#00ff00|淬炼成功率：60%
85	64	6000	7:2592|6:1037|1:129600	21:1:110	0	#00ff00|淬炼成功率：60%
85	65	6000	7:2689|6:1076|1:134460	21:1:110	0	#00ff00|淬炼成功率：60%
85	66	5500	7:2786|6:1115|1:139320	21:1:130	0	#00ff00|淬炼成功率：55%
85	67	5500	7:2884|6:1153|1:144180	21:1:130	0	#00ff00|淬炼成功率：55%
85	68	5500	7:2981|6:1192|1:149040	21:1:130	0	#00ff00|淬炼成功率：55%
85	69	5500	7:3078|6:1231|1:153900	21:1:130	0	#00ff00|淬炼成功率：55%
85	70	5500	7:3175|6:1270|1:158760	21:1:130	0	#00ff00|淬炼成功率：55%
85	71	5000	7:3272|6:1309|1:163620	21:1:150	0	#00ff00|淬炼成功率：50%
85	72	5000	7:3370|6:1348|1:168480	21:1:150	0	#00ff00|淬炼成功率：50%
85	73	5000	7:3467|6:1387|1:173340	21:1:150	0	#00ff00|淬炼成功率：50%
85	74	5000	7:3564|6:1426|1:178200	21:1:150	0	#00ff00|淬炼成功率：50%
85	75	5000	7:3661|6:1464|1:183060	21:1:150	0	#00ff00|淬炼成功率：50%
85	76	4500	7:3758|6:1503|1:187920	21:1:170	0	#00ff00|淬炼成功率：45%
85	77	4500	7:3856|6:1542|1:192780	21:1:170	0	#00ff00|淬炼成功率：45%
85	78	4500	7:3953|6:1581|1:197640	21:1:170	0	#00ff00|淬炼成功率：45%
85	79	4500	7:4050|6:1620|1:202500	21:1:170	0	#00ff00|淬炼成功率：45%
85	80	4500	7:4147|6:1659|1:207360	21:1:170	0	#00ff00|淬炼成功率：45%
85	81	4000	7:4264|6:1706|1:213192	21:1:190	0	#00ff00|淬炼成功率：40%
85	82	4000	7:4380|6:1752|1:219024	21:1:190	0	#00ff00|淬炼成功率：40%
85	83	4000	7:4497|6:1799|1:224856	21:1:190	0	#00ff00|淬炼成功率：40%
85	84	4000	7:4614|6:1846|1:230688	21:1:190	0	#00ff00|淬炼成功率：40%
85	85	4000	7:4730|6:1892|1:236520	21:1:190	0	#00ff00|淬炼成功率：40%
85	86	3500	7:4847|6:1939|1:242352	21:1:210	0	#00ff00|淬炼成功率：35%
85	87	3500	7:4964|6:1985|1:248184	21:1:210	0	#00ff00|淬炼成功率：35%
85	88	3500	7:5080|6:2032|1:254016	21:1:210	0	#00ff00|淬炼成功率：35%
85	89	3500	7:5197|6:2079|1:259848	21:1:210	0	#00ff00|淬炼成功率：35%
85	90	3500	7:5314|6:2125|1:265680	21:1:210	0	#00ff00|淬炼成功率：35%
85	91	3000	7:5430|6:2172|1:271512	21:1:230	0	#00ff00|淬炼成功率：30%
85	92	3000	7:5547|6:2219|1:277344	21:1:230	0	#00ff00|淬炼成功率：30%
85	93	3000	7:5664|6:2265|1:283176	21:1:230	0	#00ff00|淬炼成功率：30%
85	94	3000	7:5780|6:2312|1:289008	21:1:230	0	#00ff00|淬炼成功率：30%
85	95	3000	7:5897|6:2359|1:294840	21:1:230	0	#00ff00|淬炼成功率：30%
85	96	2500	7:6013|6:2405|1:300672	21:1:250	0	#00ff00|淬炼成功率：25%
85	97	2500	7:6130|6:2452|1:306504	21:1:250	0	#00ff00|淬炼成功率：25%
85	98	2500	7:6247|6:2499|1:312336	21:1:250	0	#00ff00|淬炼成功率：25%
85	99	2500	7:6363|6:2545|1:318168	21:1:250	0	#00ff00|淬炼成功率：25%
85	100	2500	7:6480|6:2592|1:324000	21:1:250	0	#00ff00|淬炼成功率：25%
86	1	10000	7:6|4:9|5:22|6:3	21:1:4	0	#00ff00|淬炼成功率：100%
86	2	10000	7:13|4:17|5:43|6:5	21:1:4	0	#00ff00|淬炼成功率：100%
86	3	10000	7:19|4:26|5:65|6:8	21:1:4	0	#00ff00|淬炼成功率：100%
86	4	10000	7:26|4:35|5:86|6:10	21:1:4	0	#00ff00|淬炼成功率：100%
86	5	10000	7:32|4:43|5:108|6:13	21:1:4	0	#00ff00|淬炼成功率：100%
86	6	10000	7:39|4:52|5:130|6:16	21:1:6	0	#00ff00|淬炼成功率：100%
86	7	10000	7:45|4:60|5:151|6:18	21:1:6	0	#00ff00|淬炼成功率：100%
86	8	10000	7:52|4:69|5:173|6:21	21:1:6	0	#00ff00|淬炼成功率：100%
86	9	10000	7:58|4:78|5:194|6:23	21:1:6	0	#00ff00|淬炼成功率：100%
86	10	10000	7:65|4:86|5:216|6:26	21:1:6	0	#00ff00|淬炼成功率：100%
86	11	10000	7:71|4:95|5:238|6:29	21:1:8	0	#00ff00|淬炼成功率：100%
86	12	10000	7:78|4:104|5:259|6:31	21:1:8	0	#00ff00|淬炼成功率：100%
86	13	10000	7:84|4:112|5:281|6:34	21:1:8	0	#00ff00|淬炼成功率：100%
86	14	10000	7:91|4:121|5:302|6:36	21:1:8	0	#00ff00|淬炼成功率：100%
86	15	10000	7:97|4:130|5:324|6:39	21:1:8	0	#00ff00|淬炼成功率：100%
86	16	10000	7:104|4:138|5:346|6:41	21:1:10	0	#00ff00|淬炼成功率：100%
86	17	10000	7:110|4:147|5:367|6:44	21:1:10	0	#00ff00|淬炼成功率：100%
86	18	10000	7:117|4:156|5:389|6:47	21:1:10	0	#00ff00|淬炼成功率：100%
86	19	10000	7:123|4:164|5:410|6:49	21:1:10	0	#00ff00|淬炼成功率：100%
86	20	10000	7:130|4:173|5:432|6:52	21:1:10	0	#00ff00|淬炼成功率：100%
86	21	9500	7:146|4:194|5:486|6:58	21:1:14	0	#00ff00|淬炼成功率：95%
86	22	9500	7:162|4:216|5:540|6:65	21:1:14	0	#00ff00|淬炼成功率：95%
86	23	9500	7:178|4:238|5:594|6:71	21:1:14	0	#00ff00|淬炼成功率：95%
86	24	9500	7:194|4:259|5:648|6:78	21:1:14	0	#00ff00|淬炼成功率：95%
86	25	9500	7:211|4:281|5:702|6:84	21:1:14	0	#00ff00|淬炼成功率：95%
86	26	9500	7:227|4:302|5:756|6:91	21:1:18	0	#00ff00|淬炼成功率：95%
86	27	9500	7:243|4:324|5:810|6:97	21:1:18	0	#00ff00|淬炼成功率：95%
86	28	9500	7:259|4:346|5:864|6:104	21:1:18	0	#00ff00|淬炼成功率：95%
86	29	9500	7:275|4:367|5:918|6:110	21:1:18	0	#00ff00|淬炼成功率：95%
86	30	9500	7:292|4:389|5:972|6:117	21:1:18	0	#00ff00|淬炼成功率：95%
86	31	9000	7:308|4:410|5:1026|6:123	21:1:26	0	#00ff00|淬炼成功率：90%
86	32	9000	7:324|4:432|5:1080|6:130	21:1:26	0	#00ff00|淬炼成功率：90%
86	33	9000	7:340|4:454|5:1134|6:136	21:1:26	0	#00ff00|淬炼成功率：90%
86	34	9000	7:356|4:475|5:1188|6:143	21:1:26	0	#00ff00|淬炼成功率：90%
86	35	9000	7:373|4:497|5:1242|6:149	21:1:26	0	#00ff00|淬炼成功率：90%
86	36	8500	7:389|4:518|5:1296|6:156	21:1:34	0	#00ff00|淬炼成功率：85%
86	37	8500	7:405|4:540|5:1350|6:162	21:1:34	0	#00ff00|淬炼成功率：85%
86	38	8500	7:421|4:562|5:1404|6:168	21:1:34	0	#00ff00|淬炼成功率：85%
86	39	8500	7:437|4:583|5:1458|6:175	21:1:34	0	#00ff00|淬炼成功率：85%
86	40	8500	7:454|4:605|5:1512|6:181	21:1:34	0	#00ff00|淬炼成功率：85%
86	41	8000	7:486|4:648|5:1620|6:194	21:1:46	0	#00ff00|淬炼成功率：80%
86	42	8000	7:518|4:691|5:1728|6:207	21:1:46	0	#00ff00|淬炼成功率：80%
86	43	8000	7:551|4:734|5:1836|6:220	21:1:46	0	#00ff00|淬炼成功率：80%
86	44	8000	7:583|4:778|5:1944|6:233	21:1:46	0	#00ff00|淬炼成功率：80%
86	45	8000	7:616|4:821|5:2052|6:246	21:1:46	0	#00ff00|淬炼成功率：80%
86	46	7500	7:648|4:864|5:2160|6:259	21:1:58	0	#00ff00|淬炼成功率：75%
86	47	7500	7:680|4:907|5:2268|6:272	21:1:58	0	#00ff00|淬炼成功率：75%
86	48	7500	7:713|4:950|5:2376|6:285	21:1:58	0	#00ff00|淬炼成功率：75%
86	49	7500	7:745|4:994|5:2484|6:298	21:1:58	0	#00ff00|淬炼成功率：75%
86	50	7500	7:778|4:1037|5:2592|6:311	21:1:58	0	#00ff00|淬炼成功率：75%
86	51	7000	7:810|4:1080|5:2700|6:324	21:1:74	0	#00ff00|淬炼成功率：70%
86	52	7000	7:842|4:1123|5:2808|6:337	21:1:74	0	#00ff00|淬炼成功率：70%
86	53	7000	7:875|4:1166|5:2916|6:350	21:1:74	0	#00ff00|淬炼成功率：70%
86	54	7000	7:907|4:1210|5:3024|6:363	21:1:74	0	#00ff00|淬炼成功率：70%
86	55	7000	7:940|4:1253|5:3132|6:376	21:1:74	0	#00ff00|淬炼成功率：70%
86	56	6500	7:972|4:1296|5:3240|6:389	21:1:90	0	#00ff00|淬炼成功率：65%
86	57	6500	7:1004|4:1339|5:3348|6:402	21:1:90	0	#00ff00|淬炼成功率：65%
86	58	6500	7:1037|4:1382|5:3456|6:415	21:1:90	0	#00ff00|淬炼成功率：65%
86	59	6500	7:1069|4:1426|5:3564|6:428	21:1:90	0	#00ff00|淬炼成功率：65%
86	60	6500	7:1102|4:1469|5:3672|6:441	21:1:90	0	#00ff00|淬炼成功率：65%
86	61	6000	7:1150|4:1534|5:3834|6:460	21:1:110	0	#00ff00|淬炼成功率：60%
86	62	6000	7:1199|4:1598|5:3996|6:480	21:1:110	0	#00ff00|淬炼成功率：60%
86	63	6000	7:1247|4:1663|5:4158|6:499	21:1:110	0	#00ff00|淬炼成功率：60%
86	64	6000	7:1296|4:1728|5:4320|6:518	21:1:110	0	#00ff00|淬炼成功率：60%
86	65	6000	7:1345|4:1793|5:4482|6:538	21:1:110	0	#00ff00|淬炼成功率：60%
86	66	5500	7:1393|4:1858|5:4644|6:557	21:1:130	0	#00ff00|淬炼成功率：55%
86	67	5500	7:1442|4:1922|5:4806|6:577	21:1:130	0	#00ff00|淬炼成功率：55%
86	68	5500	7:1490|4:1987|5:4968|6:596	21:1:130	0	#00ff00|淬炼成功率：55%
86	69	5500	7:1539|4:2052|5:5130|6:616	21:1:130	0	#00ff00|淬炼成功率：55%
86	70	5500	7:1588|4:2117|5:5292|6:635	21:1:130	0	#00ff00|淬炼成功率：55%
86	71	5000	7:1636|4:2182|5:5454|6:654	21:1:150	0	#00ff00|淬炼成功率：50%
86	72	5000	7:1685|4:2246|5:5616|6:674	21:1:150	0	#00ff00|淬炼成功率：50%
86	73	5000	7:1733|4:2311|5:5778|6:693	21:1:150	0	#00ff00|淬炼成功率：50%
86	74	5000	7:1782|4:2376|5:5940|6:713	21:1:150	0	#00ff00|淬炼成功率：50%
86	75	5000	7:1831|4:2441|5:6102|6:732	21:1:150	0	#00ff00|淬炼成功率：50%
86	76	4500	7:1879|4:2506|5:6264|6:752	21:1:170	0	#00ff00|淬炼成功率：45%
86	77	4500	7:1928|4:2570|5:6426|6:771	21:1:170	0	#00ff00|淬炼成功率：45%
86	78	4500	7:1976|4:2635|5:6588|6:791	21:1:170	0	#00ff00|淬炼成功率：45%
86	79	4500	7:2025|4:2700|5:6750|6:810	21:1:170	0	#00ff00|淬炼成功率：45%
86	80	4500	7:2074|4:2765|5:6912|6:829	21:1:170	0	#00ff00|淬炼成功率：45%
86	81	4000	7:2132|4:2843|5:7106|6:853	21:1:190	0	#00ff00|淬炼成功率：40%
86	82	4000	7:2190|4:2920|5:7301|6:876	21:1:190	0	#00ff00|淬炼成功率：40%
86	83	4000	7:2249|4:2998|5:7495|6:899	21:1:190	0	#00ff00|淬炼成功率：40%
86	84	4000	7:2307|4:3076|5:7690|6:923	21:1:190	0	#00ff00|淬炼成功率：40%
86	85	4000	7:2365|4:3154|5:7884|6:946	21:1:190	0	#00ff00|淬炼成功率：40%
86	86	3500	7:2424|4:3231|5:8078|6:969	21:1:210	0	#00ff00|淬炼成功率：35%
86	87	3500	7:2482|4:3309|5:8273|6:993	21:1:210	0	#00ff00|淬炼成功率：35%
86	88	3500	7:2540|4:3387|5:8467|6:1016	21:1:210	0	#00ff00|淬炼成功率：35%
86	89	3500	7:2598|4:3465|5:8662|6:1039	21:1:210	0	#00ff00|淬炼成功率：35%
86	90	3500	7:2657|4:3542|5:8856|6:1063	21:1:210	0	#00ff00|淬炼成功率：35%
