INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
id	item_id	item_type	ItemBind	LimitType	is_limit	LimitStartTime	LimitEndTime	OriginalCost	cost_value	ShopType	ShopIndex	Label	cost_type	Limit	LimitJob	GongGao	OpenServerDay
3054	798	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	500	500	3	25	0	1	0	0	-1	99999	
3055	931	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	200	100	3	24	0	1	0	0	-1	0	
3056	937	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	200	100	3	56	0	1	0	0	-1	99999	
3057	947	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	20	10	3	57	0	1	0	0	-1	99999	
3060	776	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	400	200	3	61	0	1	0	0	-1	0	
3061	952	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	20	10	3	62	0	1	0	0	-1	0	
3062	8001	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	100	100	3	63	0	1	0	0	-1	0	
3063	8004	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	800	800	3	64	0	1	0	0	-1	0	
3064	8007	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	6400	6400	3	65	0	1	0	0	-1	0	
3069	1044	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	400	200	10	66	0	1	0	0	-1	0	
3070	1045	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	400	200	10	66	0	1	0	0	-1	0	
4000	11	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	100	100	4	1	0	0	0	0	-1	0	
4001	12	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	100	100	4	2	0	0	0	0	-1	0	
4002	51	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	10	10	4	3	0	0	0	0	-1	0	
4003	300	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	50000	50000	4	4	0	0	0	0	-1	0	
4004	301	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	200000	200000	4	5	0	0	0	0	-1	0	
4005	703	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	200000	200000	4	7	3	0	0	0	-1	0	
4006	719	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	200000	200000	4	6	3	0	0	0	-1	0	
4007	792	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	1000000	1000000	4	9	3	0	0	0	-1	99999	
4008	932	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	200000	200000	4	8	3	0	0	0	-1	99999	
5000	18	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	200	100	0	1	0	1	0	0	-1	0	
5001	564	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	100	50	0	2	0	1	0	0	-1	0	
5002	647	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	50	30	0	4	0	1	0	0	-1	0	
5003	15	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	500	100	0	3	0	1	0	0	-1	0	
9001	514	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	20	20	10	0	0	1	0	0	-1	0	
9002	515	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	50	50	10	0	0	1	0	0	-1	0	
9011	566	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	200	200	10	17	0	1	0	0	-1	0	
9012	8000	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	50	50	10	18	0	1	0	0	-1	0	
9013	8001	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	100	100	10	19	0	1	0	0	-1	0	
9014	8002	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	200	200	10	20	0	1	0	0	-1	0	
9015	8003	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	400	400	10	21	0	1	0	0	-1	0	
9016	8004	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	800	800	10	22	0	1	0	0	-1	0	
9017	8005	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	1600	1600	10	23	0	1	0	0	-1	0	
9018	8006	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	3000	3000	10	24	0	1	0	0	-1	0	
9019	8007	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	7000	7000	10	25	0	1	0	0	-1	0	
9020	8008	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	16000	16000	10	26	0	1	0	0	-1	0	
9021	8009	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	35000	35000	10	27	0	1	0	0	-1	0	
9022	8010	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	75000	75000	10	28	0	1	0	0	-1	0	
9023	8011	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	157500	157500	10	29	0	1	0	0	-1	0	
9024	8012	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	325000	325000	10	30	0	1	0	0	-1	0	
9025	8013	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	662500	662500	10	31	0	1	0	0	-1	0	
9026	8014	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	1340000	1340000	10	32	0	1	0	0	-1	0	
9027	8100	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	50	50	10	33	0	1	0	0	-1	0	
9028	8101	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	100	100	10	34	0	1	0	0	-1	0	
9029	8102	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	200	200	10	35	0	1	0	0	-1	0	
9030	8103	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	400	400	10	36	0	1	0	0	-1	0	
9031	8104	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	800	800	10	37	0	1	0	0	-1	0	
9032	8105	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	1600	1600	10	38	0	1	0	0	-1	0	
9033	8106	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	3000	3000	10	39	0	1	0	0	-1	0	
9034	8107	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	7000	7000	10	40	0	1	0	0	-1	0	
9035	8108	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	16000	16000	10	41	0	1	0	0	-1	0	
9036	8109	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	35000	35000	10	42	0	1	0	0	-1	0	
9037	8110	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	75000	75000	10	43	0	1	0	0	-1	0	
9038	8111	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	157500	157500	10	44	0	1	0	0	-1	0	
9039	8112	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	325000	325000	10	45	0	1	0	0	-1	0	
9040	8113	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	662500	662500	10	46	0	1	0	0	-1	0	
9041	8114	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	1340000	1340000	10	47	0	1	0	0	-1	0	
9042	8200	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	50	50	10	48	0	1	0	0	-1	0	
9043	8201	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	100	100	10	49	0	1	0	0	-1	0	
9044	8202	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	200	200	10	50	0	1	0	0	-1	0	
9045	8203	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	400	400	10	51	0	1	0	0	-1	0	
9046	8204	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	800	800	10	52	0	1	0	0	-1	0	
9047	8205	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	1600	1600	10	53	0	1	0	0	-1	0	
9048	8206	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	3000	3000	10	54	0	1	0	0	-1	0	
9049	8207	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	7000	7000	10	55	0	1	0	0	-1	0	
9050	8208	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	16000	16000	10	56	0	1	0	0	-1	0	
9051	8209	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	35000	35000	10	57	0	1	0	0	-1	0	
9052	8210	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	75000	75000	10	58	0	1	0	0	-1	0	
9053	8211	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	157500	157500	10	59	0	1	0	0	-1	0	
9054	8212	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	325000	325000	10	60	0	1	0	0	-1	0	
9055	8213	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	662500	662500	10	61	0	1	0	0	-1	0	
9056	8214	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	1340000	1340000	10	62	0	1	0	0	-1	0	
9057	10001	11	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	100	100	10	63	0	1	0	0	-1	0	
9058	10002	11	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	1000	1000	10	64	0	1	0	0	-1	0	
9059	10003	11	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	10000	9888	10	65	0	1	0	0	-1	0	
9060	789	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	100	100	10	66	0	1	0	0	-1	99999	
9061	790	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	1000	1000	10	67	0	1	0	0	-1	99999	
9063	7091	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	500	200	10	69	0	1	0	0	-1	0	
9064	7092	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	5000	2000	10	70	0	1	0	0	-1	0	
9065	699	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	200	100	10	71	0	1	0	0	-1	0	
