INT	INT	INT	INT	INT	INT	INT	INT	INT
20438	50018	1015	77	67	0	0	0	0
20439	50018	1015	71	68	0	0	0	0
20440	50018	1015	75	68	0	0	0	0
20441	50018	1015	82	68	0	0	0	0
20442	50018	1015	68	69	0	0	0	0
20443	50018	1015	66	72	0	0	0	0
20444	50018	1015	78	71	0	0	0	0
20445	50018	1015	74	73	0	0	0	0
20446	50018	1015	70	73	0	0	0	0
20447	50018	1015	82	73	0	0	0	0
20448	50018	1015	77	76	0	0	0	0
20449	50018	1015	72	77	0	0	0	0
20450	50018	1015	66	77	0	0	0	0
20451	50018	1016	93	31	0	0	0	0
20452	50018	1016	97	29	0	0	0	0
20453	50018	1016	99	25	0	0	0	0
20454	50018	1016	103	24	0	0	0	0
20455	50018	1016	96	34	0	0	0	0
20456	50018	1016	101	30	0	0	0	0
20457	50018	1016	103	28	0	0	0	0
20458	50018	1016	107	26	0	0	0	0
20459	50018	1016	110	24	0	0	0	0
20460	50018	1016	110	29	0	0	0	0
20461	50018	1016	114	29	0	0	0	0
20462	50018	1016	106	30	0	0	0	0
20463	50018	1016	103	33	0	0	0	0
20464	50018	1016	106	33	0	0	0	0
20465	50018	1016	110	33	0	0	0	0
20466	50018	1016	100	35	0	0	0	0
20467	50018	1016	104	36	0	0	0	0
20468	50018	1016	108	35	0	0	0	0
20469	50018	1016	113	35	0	0	0	0
20470	50018	1016	97	39	0	0	0	0
20471	50018	1016	102	39	0	0	0	0
20472	50018	1016	111	39	0	0	0	0
20473	50018	1016	116	38	0	0	0	0
20474	50018	1016	107	40	0	0	0	0
20475	50018	1016	101	42	0	0	0	0
20476	50018	1016	104	43	0	0	0	0
20477	50018	1016	109	43	0	0	0	0
20478	50018	1016	114	42	0	0	0	0
20479	50018	1016	106	46	0	0	0	0
20480	50018	1016	110	48	0	0	0	0
20481	50018	1017	54	12	0	0	0	0
20482	50018	1017	55	8	0	0	0	0
20483	50018	1017	59	4	0	0	0	0
20484	50018	1017	64	4	0	0	0	0
20485	50018	1017	69	3	0	0	0	0
20486	50018	1017	67	6	0	0	0	0
20487	50018	1017	71	6	0	0	0	0
20488	50018	1017	73	7	0	0	0	0
20489	50018	1017	76	7	0	0	0	0
20490	50018	1017	62	8	0	0	0	0
20491	50018	1017	59	10	0	0	0	0
20492	50018	1017	69	9	0	0	0	0
20493	50018	1017	65	10	0	0	0	0
20494	50018	1017	75	10	0	0	0	0
20495	50018	1017	78	11	0	0	0	0
20496	50018	1017	62	12	0	0	0	0
20497	50018	1017	66	12	0	0	0	0
20498	50018	1017	72	12	0	0	0	0
20499	50018	1017	75	14	0	0	0	0
20500	50018	1017	79	15	0	0	0	0
20501	50018	1017	60	15	0	0	0	0
20502	50018	1017	65	14	0	0	0	0
20503	50018	1017	71	15	0	0	0	0
20504	50018	1017	63	18	0	0	0	0
20505	50018	1017	68	18	0	0	0	0
20506	50018	1017	73	19	0	0	0	0
20507	50018	1017	77	19	0	0	0	0
20508	50018	1017	70	22	0	0	0	0
20509	50018	1017	68	24	0	0	0	0
20510	50018	1017	73	24	0	0	0	0
20511	50018	1018	16	3	0	0	0	0
20512	50018	1018	25	4	0	0	0	0
20513	50018	1018	21	5	0	0	0	0
20514	50018	1018	14	7	0	0	0	0
20515	50018	1018	21	7	0	0	0	0
20516	50018	1018	28	7	0	0	0	0
20517	50018	1018	18	8	0	0	0	0
20518	50018	1018	9	10	0	0	0	0
20519	50018	1018	12	10	0	0	0	0
20520	50018	1018	15	11	0	0	0	0
20521	50018	1018	21	11	0	0	0	0
20522	50018	1018	24	10	0	0	0	0
20523	50018	1018	29	11	0	0	0	0
20524	50018	1018	18	12	0	0	0	0
20525	50018	1018	4	15	0	0	0	0
20526	50018	1018	6	18	0	0	0	0
20527	50018	1018	8	15	0	0	0	0
20528	50018	1018	9	18	0	0	0	0
20529	50018	1018	10	22	0	0	0	0
20530	50018	1018	12	13	0	0	0	0
20531	50018	1018	16	15	0	0	0	0
20532	50018	1018	13	18	0	0	0	0
20533	50018	1018	20	16	0	0	0	0
20534	50018	1018	23	16	0	0	0	0
20535	50018	1018	27	16	0	0	0	0
20536	50018	1018	17	20	0	0	0	0
20537	50018	1018	22	21	0	0	0	0
20538	50018	1018	19	24	0	0	0	0
20539	50018	1018	14	23	0	0	0	0
20540	50018	1018	15	26	0	0	0	0
20541	50018	1019	15	49	0	0	0	0
20542	50018	1019	12	52	0	0	0	0
20543	50018	1019	8	54	0	0	0	0
20544	50018	1019	15	54	0	0	0	0
20545	50018	1019	19	53	0	0	0	0
20546	50018	1019	11	56	0	0	0	0
20547	50018	1019	4	60	0	0	0	0
20548	50018	1019	3	66	0	0	0	0
20549	50018	1019	7	58	0	0	0	0
20550	50018	1019	8	63	0	0	0	0
20551	50018	1019	10	61	0	0	0	0
20552	50018	1019	13	59	0	0	0	0
20553	50018	1019	17	57	0	0	0	0
20554	50018	1019	21	56	0	0	0	0
20555	50018	1019	15	60	0	0	0	0
20556	50018	1019	18	62	0	0	0	0
20557	50018	1019	21	61	0	0	0	0
20558	50018	1019	26	62	0	0	0	0
20559	50018	1019	14	64	0	0	0	0
20560	50018	1019	11	67	0	0	0	0
20561	50018	1019	7	70	0	0	0	0
20562	50018	1019	10	72	0	0	0	0
20563	50018	1019	14	72	0	0	0	0
20564	50018	1019	16	68	0	0	0	0
20565	50018	1019	20	66	0	0	0	0
20566	50018	1019	19	70	0	0	0	0
20567	50018	1019	26	68	0	0	0	0
20568	50018	1019	23	71	0	0	0	0
20569	50018	1019	18	74	0	0	0	0
20570	50018	1019	14	78	0	0	0	0
20571	50018	1020	17	105	0	0	0	0
20572	50018	1020	18	109	0	0	0	0
20573	50018	1020	23	110	0	0	0	0
20574	50018	1020	14	111	0	0	0	0
20575	50018	1020	11	111	0	0	0	0
20576	50018	1020	12	115	0	0	0	0
20577	50018	1020	15	114	0	0	0	0
20578	50018	1020	19	112	0	0	0	0
20579	50018	1020	8	118	0	0	0	0
20580	50018	1020	5	118	0	0	0	0
20581	50018	1020	8	120	0	0	0	0
20582	50018	1020	13	120	0	0	0	0
20583	50018	1020	15	117	0	0	0	0
20584	50018	1020	19	116	0	0	0	0
20585	50018	1020	22	114	0	0	0	0
20586	50018	1020	26	115	0	0	0	0
20587	50018	1020	19	119	0	0	0	0
20588	50018	1020	23	119	0	0	0	0
20589	50018	1020	12	124	0	0	0	0
20590	50018	1020	16	124	0	0	0	0
20591	50018	1020	21	124	0	0	0	0
20592	50018	1020	28	118	0	0	0	0
20593	50018	1020	31	117	0	0	0	0
20594	50018	1020	28	121	0	0	0	0
20595	50018	1020	26	122	0	0	0	0
20596	50018	1020	29	126	0	0	0	0
20597	50018	1020	24	127	0	0	0	0
20598	50018	1020	19	127	0	0	0	0
20599	50018	1020	32	123	0	0	0	0
20600	50018	1020	35	124	0	0	0	0
20601	50018	1021	55	120	0	0	0	0
20602	50018	1021	54	125	0	0	0	0
20603	50018	1021	58	121	0	0	0	0
20604	50018	1021	58	125	0	0	0	0
20605	50018	1021	62	117	0	0	0	0
20606	50018	1021	62	122	0	0	0	0
20607	50018	1021	59	129	0	0	0	0
20608	50018	1021	64	126	0	0	0	0
20609	50018	1021	66	129	0	0	0	0
20610	50018	1021	67	125	0	0	0	0
20611	50018	1021	66	122	0	0	0	0
20612	50018	1021	65	118	0	0	0	0
20613	50018	1021	67	115	0	0	0	0
20614	50018	1021	69	111	0	0	0	0
20615	50018	1021	70	114	0	0	0	0
20616	50018	1021	73	113	0	0	0	0
20617	50018	1021	76	116	0	0	0	0
20618	50018	1021	73	118	0	0	0	0
20619	50018	1021	70	118	0	0	0	0
20620	50018	1021	68	120	0	0	0	0
20621	50018	1021	70	123	0	0	0	0
20622	50018	1021	73	124	0	0	0	0
20623	50018	1021	71	127	0	0	0	0
20624	50018	1021	75	128	0	0	0	0
20625	50018	1021	78	128	0	0	0	0
20626	50018	1021	80	125	0	0	0	0
20627	50018	1021	79	120	0	0	0	0
20628	50018	1021	76	119	0	0	0	0
20629	50018	1021	73	121	0	0	0	0
20630	50018	1021	76	124	0	0	0	0
20631	50019	1022	60	68	0	0	0	0
20632	50019	1022	61	65	0	0	0	0
20633	50019	1022	64	60	0	0	0	0
20634	50019	1022	67	58	0	0	0	0
20635	50019	1022	73	55	0	0	0	0
20636	50019	1022	78	58	0	0	0	0
20637	50019	1022	74	59	0	0	0	0
20638	50019	1022	70	60	0	0	0	0
20639	50019	1022	61	73	0	0	0	0
20640	50019	1022	64	69	0	0	0	0
20641	50019	1022	66	66	0	0	0	0
20642	50019	1022	67	63	0	0	0	0
20643	50019	1022	76	62	0	0	0	0
20644	50019	1022	81	61	0	0	0	0
20645	50019	1022	79	64	0	0	0	0
20646	50019	1022	70	65	0	0	0	0
20647	50019	1022	73	65	0	0	0	0
20648	50019	1022	77	67	0	0	0	0
20649	50019	1022	71	68	0	0	0	0
20650	50019	1022	75	68	0	0	0	0
20651	50019	1022	82	68	0	0	0	0
20652	50019	1022	68	69	0	0	0	0
20653	50019	1022	66	72	0	0	0	0
20654	50019	1022	78	71	0	0	0	0
20655	50019	1022	74	73	0	0	0	0
20656	50019	1022	70	73	0	0	0	0
20657	50019	1022	82	73	0	0	0	0
20658	50019	1022	77	76	0	0	0	0
20659	50019	1022	72	77	0	0	0	0
20660	50019	1022	66	77	0	0	0	0
20661	50019	1023	93	31	0	0	0	0
20662	50019	1023	97	29	0	0	0	0
20663	50019	1023	99	25	0	0	0	0
20664	50019	1023	103	24	0	0	0	0
20665	50019	1023	96	34	0	0	0	0
20666	50019	1023	101	30	0	0	0	0
20667	50019	1023	103	28	0	0	0	0
20668	50019	1023	107	26	0	0	0	0
20669	50019	1023	110	24	0	0	0	0
20670	50019	1023	110	29	0	0	0	0
20671	50019	1023	114	29	0	0	0	0
20672	50019	1023	106	30	0	0	0	0
20673	50019	1023	103	33	0	0	0	0
20674	50019	1023	106	33	0	0	0	0
20675	50019	1023	110	33	0	0	0	0
20676	50019	1023	100	35	0	0	0	0
20677	50019	1023	104	36	0	0	0	0
20678	50019	1023	108	35	0	0	0	0
20679	50019	1023	113	35	0	0	0	0
20680	50019	1023	97	39	0	0	0	0
20681	50019	1023	102	39	0	0	0	0
20682	50019	1023	111	39	0	0	0	0
20683	50019	1023	116	38	0	0	0	0
20684	50019	1023	107	40	0	0	0	0
20685	50019	1023	101	42	0	0	0	0
20686	50019	1023	104	43	0	0	0	0
20687	50019	1023	109	43	0	0	0	0
20688	50019	1023	114	42	0	0	0	0
20689	50019	1023	106	46	0	0	0	0
20690	50019	1023	110	48	0	0	0	0
20691	50019	1024	54	12	0	0	0	0
20692	50019	1024	55	8	0	0	0	0
20693	50019	1024	59	4	0	0	0	0
20694	50019	1024	64	4	0	0	0	0
20695	50019	1024	69	3	0	0	0	0
20696	50019	1024	67	6	0	0	0	0
20697	50019	1024	71	6	0	0	0	0
20698	50019	1024	73	7	0	0	0	0
20699	50019	1024	76	7	0	0	0	0
20700	50019	1024	62	8	0	0	0	0
20701	50019	1024	59	10	0	0	0	0
20702	50019	1024	69	9	0	0	0	0
20703	50019	1024	65	10	0	0	0	0
20704	50019	1024	75	10	0	0	0	0
20705	50019	1024	78	11	0	0	0	0
20706	50019	1024	62	12	0	0	0	0
20707	50019	1024	66	12	0	0	0	0
20708	50019	1024	72	12	0	0	0	0
20709	50019	1024	75	14	0	0	0	0
20710	50019	1024	79	15	0	0	0	0
20711	50019	1024	60	15	0	0	0	0
20712	50019	1024	65	14	0	0	0	0
20713	50019	1024	71	15	0	0	0	0
20714	50019	1024	63	18	0	0	0	0
20715	50019	1024	68	18	0	0	0	0
20716	50019	1024	73	19	0	0	0	0
20717	50019	1024	77	19	0	0	0	0
20718	50019	1024	70	22	0	0	0	0
20719	50019	1024	68	24	0	0	0	0
20720	50019	1024	73	24	0	0	0	0
20721	50019	1025	16	3	0	0	0	0
20722	50019	1025	25	4	0	0	0	0
20723	50019	1025	21	5	0	0	0	0
20724	50019	1025	14	7	0	0	0	0
20725	50019	1025	21	7	0	0	0	0
20726	50019	1025	28	7	0	0	0	0
20727	50019	1025	18	8	0	0	0	0
20728	50019	1025	9	10	0	0	0	0
20729	50019	1025	12	10	0	0	0	0
20730	50019	1025	15	11	0	0	0	0
20731	50019	1025	21	11	0	0	0	0
20732	50019	1025	24	10	0	0	0	0
20733	50019	1025	29	11	0	0	0	0
20734	50019	1025	18	12	0	0	0	0
20735	50019	1025	4	15	0	0	0	0
20736	50019	1025	6	18	0	0	0	0
20737	50019	1025	8	15	0	0	0	0
20738	50019	1025	9	18	0	0	0	0
20739	50019	1025	10	22	0	0	0	0
20740	50019	1025	12	13	0	0	0	0
20741	50019	1025	16	15	0	0	0	0
20742	50019	1025	13	18	0	0	0	0
20743	50019	1025	20	16	0	0	0	0
20744	50019	1025	23	16	0	0	0	0
20745	50019	1025	27	16	0	0	0	0
20746	50019	1025	17	20	0	0	0	0
20747	50019	1025	22	21	0	0	0	0
20748	50019	1025	19	24	0	0	0	0
20749	50019	1025	14	23	0	0	0	0
20750	50019	1025	15	26	0	0	0	0
20751	50019	1026	15	49	0	0	0	0
20752	50019	1026	12	52	0	0	0	0
20753	50019	1026	8	54	0	0	0	0
20754	50019	1026	15	54	0	0	0	0
20755	50019	1026	19	53	0	0	0	0
20756	50019	1026	11	56	0	0	0	0
20757	50019	1026	4	60	0	0	0	0
20758	50019	1026	3	66	0	0	0	0
20759	50019	1026	7	58	0	0	0	0
20760	50019	1026	8	63	0	0	0	0
20761	50019	1026	10	61	0	0	0	0
20762	50019	1026	13	59	0	0	0	0
20763	50019	1026	17	57	0	0	0	0
20764	50019	1026	21	56	0	0	0	0
20765	50019	1026	15	60	0	0	0	0
20766	50019	1026	18	62	0	0	0	0
20767	50019	1026	21	61	0	0	0	0
20768	50019	1026	26	62	0	0	0	0
20769	50019	1026	14	64	0	0	0	0
20770	50019	1026	11	67	0	0	0	0
20771	50019	1026	7	70	0	0	0	0
20772	50019	1026	10	72	0	0	0	0
20773	50019	1026	14	72	0	0	0	0
20774	50019	1026	16	68	0	0	0	0
20775	50019	1026	20	66	0	0	0	0
20776	50019	1026	19	70	0	0	0	0
20777	50019	1026	26	68	0	0	0	0
20778	50019	1026	23	71	0	0	0	0
20779	50019	1026	18	74	0	0	0	0
20780	50019	1026	14	78	0	0	0	0
20781	50019	1027	17	105	0	0	0	0
20782	50019	1027	18	109	0	0	0	0
20783	50019	1027	23	110	0	0	0	0
20784	50019	1027	14	111	0	0	0	0
20785	50019	1027	11	111	0	0	0	0
20786	50019	1027	12	115	0	0	0	0
20787	50019	1027	15	114	0	0	0	0
20788	50019	1027	19	112	0	0	0	0
20789	50019	1027	8	118	0	0	0	0
20790	50019	1027	5	118	0	0	0	0
20791	50019	1027	8	120	0	0	0	0
20792	50019	1027	13	120	0	0	0	0
20793	50019	1027	15	117	0	0	0	0
20794	50019	1027	19	116	0	0	0	0
20795	50019	1027	22	114	0	0	0	0
20796	50019	1027	26	115	0	0	0	0
20797	50019	1027	19	119	0	0	0	0
20798	50019	1027	23	119	0	0	0	0
20799	50019	1027	12	124	0	0	0	0
20800	50019	1027	16	124	0	0	0	0
20801	50019	1027	21	124	0	0	0	0
20802	50019	1027	28	118	0	0	0	0
20803	50019	1027	31	117	0	0	0	0
20804	50019	1027	28	121	0	0	0	0
20805	50019	1027	26	122	0	0	0	0
20806	50019	1027	29	126	0	0	0	0
20807	50019	1027	24	127	0	0	0	0
20808	50019	1027	19	127	0	0	0	0
20809	50019	1027	32	123	0	0	0	0
20810	50019	1027	35	124	0	0	0	0
20811	50019	1028	55	120	0	0	0	0
20812	50019	1028	54	125	0	0	0	0
20813	50019	1028	58	121	0	0	0	0
20814	50019	1028	58	125	0	0	0	0
20815	50019	1028	62	117	0	0	0	0
20816	50019	1028	62	122	0	0	0	0
20817	50019	1028	59	129	0	0	0	0
20818	50019	1028	64	126	0	0	0	0
20819	50019	1028	66	129	0	0	0	0
20820	50019	1028	67	125	0	0	0	0
20821	50019	1028	66	122	0	0	0	0
20822	50019	1028	65	118	0	0	0	0
20823	50019	1028	67	115	0	0	0	0
20824	50019	1028	69	111	0	0	0	0
20825	50019	1028	70	114	0	0	0	0
20826	50019	1028	73	113	0	0	0	0
20827	50019	1028	76	116	0	0	0	0
20828	50019	1028	73	118	0	0	0	0
20829	50019	1028	70	118	0	0	0	0
20830	50019	1028	68	120	0	0	0	0
20831	50019	1028	70	123	0	0	0	0
20832	50019	1028	73	124	0	0	0	0
20833	50019	1028	71	127	0	0	0	0
20834	50019	1028	75	128	0	0	0	0
20835	50019	1028	78	128	0	0	0	0
20836	50019	1028	80	125	0	0	0	0
20837	50019	1028	79	120	0	0	0	0
20838	50019	1028	76	119	0	0	0	0
20839	50019	1028	73	121	0	0	0	0
20840	50019	1028	76	124	0	0	0	0
20841	50020	1029	60	68	0	0	0	0
20842	50020	1029	61	65	0	0	0	0
20843	50020	1029	64	60	0	0	0	0
20844	50020	1029	67	58	0	0	0	0
20845	50020	1029	73	55	0	0	0	0
20846	50020	1029	78	58	0	0	0	0
20847	50020	1029	74	59	0	0	0	0
20848	50020	1029	70	60	0	0	0	0
20849	50020	1029	61	73	0	0	0	0
20850	50020	1029	64	69	0	0	0	0
20851	50020	1029	66	66	0	0	0	0
20852	50020	1029	67	63	0	0	0	0
20853	50020	1029	76	62	0	0	0	0
20854	50020	1029	81	61	0	0	0	0
20855	50020	1029	79	64	0	0	0	0
20856	50020	1029	70	65	0	0	0	0
20857	50020	1029	73	65	0	0	0	0
20858	50020	1029	77	67	0	0	0	0
20859	50020	1029	71	68	0	0	0	0
20860	50020	1029	75	68	0	0	0	0
20861	50020	1029	82	68	0	0	0	0
20862	50020	1029	68	69	0	0	0	0
20863	50020	1029	66	72	0	0	0	0
20864	50020	1029	78	71	0	0	0	0
20865	50020	1029	74	73	0	0	0	0
20866	50020	1029	70	73	0	0	0	0
20867	50020	1029	82	73	0	0	0	0
20868	50020	1029	77	76	0	0	0	0
20869	50020	1029	72	77	0	0	0	0
20870	50020	1029	66	77	0	0	0	0
20871	50020	1030	93	31	0	0	0	0
20872	50020	1030	97	29	0	0	0	0
20873	50020	1030	99	25	0	0	0	0
20874	50020	1030	103	24	0	0	0	0
20875	50020	1030	96	34	0	0	0	0
20876	50020	1030	101	30	0	0	0	0
20877	50020	1030	103	28	0	0	0	0
20878	50020	1030	107	26	0	0	0	0
20879	50020	1030	110	24	0	0	0	0
20880	50020	1030	110	29	0	0	0	0
20881	50020	1030	114	29	0	0	0	0
20882	50020	1030	106	30	0	0	0	0
20883	50020	1030	103	33	0	0	0	0
20884	50020	1030	106	33	0	0	0	0
20885	50020	1030	110	33	0	0	0	0
20886	50020	1030	100	35	0	0	0	0
20887	50020	1030	104	36	0	0	0	0
20888	50020	1030	108	35	0	0	0	0
20889	50020	1030	113	35	0	0	0	0
20890	50020	1030	97	39	0	0	0	0
20891	50020	1030	102	39	0	0	0	0
20892	50020	1030	111	39	0	0	0	0
20893	50020	1030	116	38	0	0	0	0
20894	50020	1030	107	40	0	0	0	0
20895	50020	1030	101	42	0	0	0	0
20896	50020	1030	104	43	0	0	0	0
20897	50020	1030	109	43	0	0	0	0
20898	50020	1030	114	42	0	0	0	0
20899	50020	1030	106	46	0	0	0	0
20900	50020	1030	110	48	0	0	0	0
20901	50020	1031	54	12	0	0	0	0
20902	50020	1031	55	8	0	0	0	0
20903	50020	1031	59	4	0	0	0	0
20904	50020	1031	64	4	0	0	0	0
20905	50020	1031	69	3	0	0	0	0
20906	50020	1031	67	6	0	0	0	0
20907	50020	1031	71	6	0	0	0	0
20908	50020	1031	73	7	0	0	0	0
20909	50020	1031	76	7	0	0	0	0
20910	50020	1031	62	8	0	0	0	0
20911	50020	1031	59	10	0	0	0	0
20912	50020	1031	69	9	0	0	0	0
20913	50020	1031	65	10	0	0	0	0
20914	50020	1031	75	10	0	0	0	0
20915	50020	1031	78	11	0	0	0	0
20916	50020	1031	62	12	0	0	0	0
20917	50020	1031	66	12	0	0	0	0
20918	50020	1031	72	12	0	0	0	0
20919	50020	1031	75	14	0	0	0	0
20920	50020	1031	79	15	0	0	0	0
20921	50020	1031	60	15	0	0	0	0
20922	50020	1031	65	14	0	0	0	0
20923	50020	1031	71	15	0	0	0	0
20924	50020	1031	63	18	0	0	0	0
20925	50020	1031	68	18	0	0	0	0
20926	50020	1031	73	19	0	0	0	0
20927	50020	1031	77	19	0	0	0	0
20928	50020	1031	70	22	0	0	0	0
20929	50020	1031	68	24	0	0	0	0
20930	50020	1031	73	24	0	0	0	0
20931	50020	1032	16	3	0	0	0	0
20932	50020	1032	25	4	0	0	0	0
20933	50020	1032	21	5	0	0	0	0
20934	50020	1032	14	7	0	0	0	0
20935	50020	1032	21	7	0	0	0	0
20936	50020	1032	28	7	0	0	0	0
20937	50020	1032	18	8	0	0	0	0
20938	50020	1032	9	10	0	0	0	0
20939	50020	1032	12	10	0	0	0	0
20940	50020	1032	15	11	0	0	0	0
20941	50020	1032	21	11	0	0	0	0
20942	50020	1032	24	10	0	0	0	0
20943	50020	1032	29	11	0	0	0	0
20944	50020	1032	18	12	0	0	0	0
20945	50020	1032	4	15	0	0	0	0
20946	50020	1032	6	18	0	0	0	0
20947	50020	1032	8	15	0	0	0	0
20948	50020	1032	9	18	0	0	0	0
20949	50020	1032	10	22	0	0	0	0
20950	50020	1032	12	13	0	0	0	0
20951	50020	1032	16	15	0	0	0	0
20952	50020	1032	13	18	0	0	0	0
20953	50020	1032	20	16	0	0	0	0
20954	50020	1032	23	16	0	0	0	0
20955	50020	1032	27	16	0	0	0	0
20956	50020	1032	17	20	0	0	0	0
20957	50020	1032	22	21	0	0	0	0
20958	50020	1032	19	24	0	0	0	0
20959	50020	1032	14	23	0	0	0	0
20960	50020	1032	15	26	0	0	0	0
20961	50020	1033	15	49	0	0	0	0
20962	50020	1033	12	52	0	0	0	0
20963	50020	1033	8	54	0	0	0	0
20964	50020	1033	15	54	0	0	0	0
20965	50020	1033	19	53	0	0	0	0
20966	50020	1033	11	56	0	0	0	0
20967	50020	1033	4	60	0	0	0	0
20968	50020	1033	3	66	0	0	0	0
20969	50020	1033	7	58	0	0	0	0
20970	50020	1033	8	63	0	0	0	0
20971	50020	1033	10	61	0	0	0	0
20972	50020	1033	13	59	0	0	0	0
20973	50020	1033	17	57	0	0	0	0
20974	50020	1033	21	56	0	0	0	0
20975	50020	1033	15	60	0	0	0	0
20976	50020	1033	18	62	0	0	0	0
20977	50020	1033	21	61	0	0	0	0
20978	50020	1033	26	62	0	0	0	0
20979	50020	1033	14	64	0	0	0	0
20980	50020	1033	11	67	0	0	0	0
20981	50020	1033	7	70	0	0	0	0
20982	50020	1033	10	72	0	0	0	0
20983	50020	1033	14	72	0	0	0	0
20984	50020	1033	16	68	0	0	0	0
20985	50020	1033	20	66	0	0	0	0
20986	50020	1033	19	70	0	0	0	0
20987	50020	1033	26	68	0	0	0	0
20988	50020	1033	23	71	0	0	0	0
20989	50020	1033	18	74	0	0	0	0
20990	50020	1033	14	78	0	0	0	0
20991	50020	1034	17	105	0	0	0	0
20992	50020	1034	18	109	0	0	0	0
20993	50020	1034	23	110	0	0	0	0
20994	50020	1034	14	111	0	0	0	0
20995	50020	1034	11	111	0	0	0	0
20996	50020	1034	12	115	0	0	0	0
20997	50020	1034	15	114	0	0	0	0
20998	50020	1034	19	112	0	0	0	0
20999	50020	1034	8	118	0	0	0	0
21000	50020	1034	5	118	0	0	0	0
21001	50020	1034	8	120	0	0	0	0
21002	50020	1034	13	120	0	0	0	0
21003	50020	1034	15	117	0	0	0	0
21004	50020	1034	19	116	0	0	0	0
21005	50020	1034	22	114	0	0	0	0
21006	50020	1034	26	115	0	0	0	0
21007	50020	1034	19	119	0	0	0	0
21008	50020	1034	23	119	0	0	0	0
21009	50020	1034	12	124	0	0	0	0
21010	50020	1034	16	124	0	0	0	0
21011	50020	1034	21	124	0	0	0	0
21012	50020	1034	28	118	0	0	0	0
21013	50020	1034	31	117	0	0	0	0
21014	50020	1034	28	121	0	0	0	0
21015	50020	1034	26	122	0	0	0	0
21016	50020	1034	29	126	0	0	0	0
21017	50020	1034	24	127	0	0	0	0
21018	50020	1034	19	127	0	0	0	0
21019	50020	1034	32	123	0	0	0	0
21020	50020	1034	35	124	0	0	0	0
21021	50020	1035	55	120	0	0	0	0
21022	50020	1035	54	125	0	0	0	0
21023	50020	1035	58	121	0	0	0	0
21024	50020	1035	58	125	0	0	0	0
21025	50020	1035	62	117	0	0	0	0
21026	50020	1035	62	122	0	0	0	0
21027	50020	1035	59	129	0	0	0	0
21028	50020	1035	64	126	0	0	0	0
21029	50020	1035	66	129	0	0	0	0
21030	50020	1035	67	125	0	0	0	0
21031	50020	1035	66	122	0	0	0	0
21032	50020	1035	65	118	0	0	0	0
21033	50020	1035	67	115	0	0	0	0
21034	50020	1035	69	111	0	0	0	0
21035	50020	1035	70	114	0	0	0	0
21036	50020	1035	73	113	0	0	0	0
21037	50020	1035	76	116	0	0	0	0
21038	50020	1035	73	118	0	0	0	0
21039	50020	1035	70	118	0	0	0	0
21040	50020	1035	68	120	0	0	0	0
21041	50020	1035	70	123	0	0	0	0
21042	50020	1035	73	124	0	0	0	0
21043	50020	1035	71	127	0	0	0	0
21044	50020	1035	75	128	0	0	0	0
21045	50020	1035	78	128	0	0	0	0
21046	50020	1035	80	125	0	0	0	0
21047	50020	1035	79	120	0	0	0	0
21048	50020	1035	76	119	0	0	0	0
21049	50020	1035	73	121	0	0	0	0
21050	50020	1035	76	124	0	0	0	0
21051	50021	1036	60	68	0	0	0	0
21052	50021	1036	61	65	0	0	0	0
21053	50021	1036	64	60	0	0	0	0
21054	50021	1036	67	58	0	0	0	0
21055	50021	1036	73	55	0	0	0	0
21056	50021	1036	78	58	0	0	0	0
21057	50021	1036	74	59	0	0	0	0
21058	50021	1036	70	60	0	0	0	0
21059	50021	1036	61	73	0	0	0	0
21060	50021	1036	64	69	0	0	0	0
21061	50021	1036	66	66	0	0	0	0
21062	50021	1036	67	63	0	0	0	0
21063	50021	1036	76	62	0	0	0	0
21064	50021	1036	81	61	0	0	0	0
21065	50021	1036	79	64	0	0	0	0
21066	50021	1036	70	65	0	0	0	0
21067	50021	1036	73	65	0	0	0	0
21068	50021	1036	77	67	0	0	0	0
21069	50021	1036	71	68	0	0	0	0
21070	50021	1036	75	68	0	0	0	0
21071	50021	1036	82	68	0	0	0	0
21072	50021	1036	68	69	0	0	0	0
21073	50021	1036	66	72	0	0	0	0
21074	50021	1036	78	71	0	0	0	0
21075	50021	1036	74	73	0	0	0	0
21076	50021	1036	70	73	0	0	0	0
21077	50021	1036	82	73	0	0	0	0
21078	50021	1036	77	76	0	0	0	0
21079	50021	1036	72	77	0	0	0	0
21080	50021	1036	66	77	0	0	0	0
21081	50021	1037	93	31	0	0	0	0
21082	50021	1037	97	29	0	0	0	0
21083	50021	1037	99	25	0	0	0	0
21084	50021	1037	103	24	0	0	0	0
21085	50021	1037	96	34	0	0	0	0
21086	50021	1037	101	30	0	0	0	0
21087	50021	1037	103	28	0	0	0	0
21088	50021	1037	107	26	0	0	0	0
21089	50021	1037	110	24	0	0	0	0
21090	50021	1037	110	29	0	0	0	0
21091	50021	1037	114	29	0	0	0	0
21092	50021	1037	106	30	0	0	0	0
21093	50021	1037	103	33	0	0	0	0
21094	50021	1037	106	33	0	0	0	0
21095	50021	1037	110	33	0	0	0	0
21096	50021	1037	100	35	0	0	0	0
21097	50021	1037	104	36	0	0	0	0
21098	50021	1037	108	35	0	0	0	0
21099	50021	1037	113	35	0	0	0	0
21100	50021	1037	97	39	0	0	0	0
21101	50021	1037	102	39	0	0	0	0
21102	50021	1037	111	39	0	0	0	0
