INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1040	64	15000	0	1439	1	0	0	0	0	0	0	0	1
1040	1009	200000	0	1439	1	0	0	0	0	0	0	0	1
1041	61	225000	0	1439	1	0	0	0	0	0	0	0	1
1041	62	90000	0	1439	1	0	0	0	0	0	0	0	1
1041	63	45000	0	1439	1	0	0	0	0	0	0	0	1
1041	64	15000	0	1439	1	0	0	0	0	0	0	0	1
1041	1009	200000	0	1439	1	0	0	0	0	0	0	0	1
1042	61	225000	0	1439	1	0	0	0	0	0	0	0	1
1042	62	90000	0	1439	1	0	0	0	0	0	0	0	1
1042	63	45000	0	1439	1	0	0	0	0	0	0	0	1
1042	64	15000	0	1439	1	0	0	0	0	0	0	0	1
1042	1009	200000	0	1439	1	0	0	0	0	0	0	0	1
2001	54	1000000	0	1439	10	0	0	0	0	0	0	0	0
2001	1013	200000	0	1439	1	0	0	0	0	0	0	0	0
2001	1052	400000	0	1439	1	0	0	0	0	0	0	0	0
2002	54	1000000	0	1439	80	0	0	0	0	0	0	0	0
2002	7	1000000	0	1439	30	0	0	0	0	0	0	0	0
2002	8	1000000	0	1439	5	0	0	0	0	0	0	0	0
2002	14	1000000	0	1439	1	0	0	0	0	0	0	0	0
2002	1011	700000	0	1439	10	0	0	0	0	0	0	0	0
2002	1052	1000000	0	1439	30	0	0	0	0	0	0	0	0
2013	64	1000000	0	1439	20	0	0	0	0	0	0	0	0
2013	2002	1000000	0	1439	1	0	0	0	0	0	0	0	0
2013	2002	500000	0	1439	1	0	0	0	0	0	0	0	0
2013	2003	500000	0	1439	1	0	0	0	0	0	0	0	0
2027	64	100000	0	1439	30	0	0	0	0	0	0	0	0
2027	2002	1000000	0	1439	2	0	0	0	0	0	0	0	0
2027	2002	500000	0	1439	1	0	0	0	0	0	0	0	0
2027	2004	100000	0	1439	1	0	0	0	0	0	0	0	0
2014	2002	1000000	0	1439	1	0	0	0	0	0	0	0	0
2014	1005	200000	0	1439	1	0	0	0	0	0	0	0	0
2014	1012	300000	0	1439	1	0	0	0	0	0	0	0	0
2014	1006	40000	0	1439	1	0	0	0	0	0	0	0	0
2014	1007	8000	0	1439	1	0	0	0	0	0	0	0	0
2014	1008	800	0	1439	1	0	0	0	0	0	0	0	0
2014	1002	50000	0	1439	1	0	0	0	0	0	0	0	0
2014	1003	10000	0	1439	1	0	0	0	0	0	0	0	0
2014	1010	1000000	0	1439	1	0	0	0	0	0	0	0	0
2014	1010	216660	0	1439	1	0	0	0	0	0	0	0	0
2014	62	1000000	0	1439	30	0	0	0	0	0	0	0	0
2014	63	1000000	0	1439	2	0	0	0	0	0	0	0	0
2014	64	200000	0	1439	2	0	0	0	0	0	0	0	0
2014	65	100000	0	1439	2	0	0	0	0	0	0	0	0
2014	102	500000	0	1439	2	0	0	0	0	0	0	0	0
2014	103	200000	0	1439	2	0	0	0	0	0	0	0	0
2014	22001	15000	0	1439	1	0	0	0	0	0	0	0	0
2014	20016	1200000	0	1439	1	0	0	0	0	0	0	0	0
2014	20017	900000	0	1439	1	0	0	0	0	0	0	0	0
2014	20018	600000	0	1439	1	0	0	0	0	0	0	0	0
2014	20019	450000	0	1439	1	0	0	0	0	0	0	0	0
2014	20020	150000	0	1439	1	0	0	0	0	0	0	0	0
2014	20021	33330	0	1439	1	0	0	0	0	0	0	0	0
2014	20022	26660	0	1439	1	0	0	0	0	0	0	0	0
2014	20023	21330	0	1439	1	0	0	0	0	0	0	0	0
2014	20024	17060	0	1439	1	0	0	0	0	0	0	0	0
2014	20025	13650	0	1439	1	0	0	0	0	0	0	0	0
2014	20026	6660	0	1439	1	0	0	0	0	0	0	0	0
2014	20027	5330	0	1439	1	0	0	0	0	0	0	0	0
2014	20028	4260	0	1439	1	0	0	0	0	0	0	0	0
2014	20029	3400	0	1439	1	0	0	0	0	0	0	0	0
2014	20030	2710	0	1439	1	0	0	0	0	0	0	0	0
2014	20031	1800	0	1439	1	0	0	0	0	0	0	0	0
2014	20032	1440	0	1439	1	0	0	0	0	0	0	0	0
2014	20033	850	0	1439	1	0	0	0	0	0	0	0	0
2014	20034	510	0	1439	1	0	0	0	0	0	0	0	0
2014	20035	300	0	1439	1	0	0	0	0	0	0	0	0
2014	20036	90	0	1439	1	0	0	0	0	0	0	0	0
2014	20037	0	0	1439	1	0	0	0	0	0	0	0	0
2014	20038	0	0	1439	1	0	0	0	0	0	0	0	0
2014	21011	42000	0	1439	1	0	0	0	0	0	0	0	0
2014	21012	31500	0	1439	1	0	0	0	0	0	0	0	0
2014	21013	21000	0	1439	1	0	0	0	0	0	0	0	0
2014	21014	15750	0	1439	1	0	0	0	0	0	0	0	0
2014	21015	5250	0	1439	1	0	0	0	0	0	0	0	0
2014	21016	4200	0	1439	1	0	0	0	0	0	0	0	0
2014	21017	3360	0	1439	1	0	0	0	0	0	0	0	0
2014	21018	2680	0	1439	1	0	0	0	0	0	0	0	0
2014	21019	2150	0	1439	1	0	0	0	0	0	0	0	0
2014	21020	1710	0	1439	1	0	0	0	0	0	0	0	0
2014	21021	900	0	1439	1	0	0	0	0	0	0	0	0
2014	21022	540	0	1439	1	0	0	0	0	0	0	0	0
2014	21023	324	0	1439	1	0	0	0	0	0	0	0	0
2014	21024	162	0	1439	1	0	0	0	0	0	0	0	0
2014	21025	81	0	1439	1	0	0	0	0	0	0	0	0
2014	21026	0	0	1439	1	0	0	0	0	0	0	0	0
2014	21027	0	0	1439	1	0	0	0	0	0	0	0	0
2014	21028	0	0	1439	1	0	0	0	0	0	0	0	0
2014	21029	0	0	1439	1	0	0	0	0	0	0	0	0
2014	21030	0	0	1439	1	0	0	0	0	0	0	0	0
2014	23001	58500	0	1439	1	0	0	0	0	0	0	0	0
2014	23002	58500	0	1439	1	0	0	0	0	0	0	0	0
2014	23003	58500	0	1439	1	0	0	0	0	0	0	0	0
2014	23004	58500	0	1439	1	0	0	0	0	0	0	0	0
2014	23005	58500	0	1439	1	0	0	0	0	0	0	0	0
2014	23006	58500	0	1439	1	0	0	0	0	0	0	0	0
2016	1005	220000	0	1439	1	0	0	0	0	0	0	0	0
2016	1006	44000	0	1439	1	0	0	0	0	0	0	0	0
2016	1007	8800	0	1439	1	0	0	0	0	0	0	0	0
2016	1008	880	0	1439	1	0	0	0	0	0	0	0	0
2016	1002	60000	0	1439	1	0	0	0	0	0	0	0	0
2016	1003	15000	0	1439	1	0	0	0	0	0	0	0	0
2016	1010	1000000	0	1439	1	0	0	0	0	0	0	0	0
2016	1010	380000	0	1439	1	0	0	0	0	0	0	0	0
2016	62	1000000	0	1439	30	0	0	0	0	0	0	0	0
2016	63	1000000	0	1439	2	0	0	0	0	0	0	0	0
2016	64	200000	0	1439	2	0	0	0	0	0	0	0	0
2016	65	100000	0	1439	2	0	0	0	0	0	0	0	0
2016	102	500000	0	1439	2	0	0	0	0	0	0	0	0
2016	103	200000	0	1439	2	0	0	0	0	0	0	0	0
2016	22001	15000	0	1439	1	0	0	0	0	0	0	0	0
2016	20016	1466660	0	1439	1	0	0	0	0	0	0	0	0
2016	20017	1100000	0	1439	1	0	0	0	0	0	0	0	0
2016	20018	733330	0	1439	1	0	0	0	0	0	0	0	0
2016	20019	550000	0	1439	1	0	0	0	0	0	0	0	0
2016	20020	183330	0	1439	1	0	0	0	0	0	0	0	0
2016	20021	46660	0	1439	1	0	0	0	0	0	0	0	0
2016	20022	37330	0	1439	1	0	0	0	0	0	0	0	0
2016	20023	29860	0	1439	1	0	0	0	0	0	0	0	0
2016	20024	23890	0	1439	1	0	0	0	0	0	0	0	0
2016	20025	19110	0	1439	1	0	0	0	0	0	0	0	0
2016	20026	9330	0	1439	1	0	0	0	0	0	0	0	0
2016	20027	7460	0	1439	1	0	0	0	0	0	0	0	0
2016	20028	5970	0	1439	1	0	0	0	0	0	0	0	0
2016	20029	4760	0	1439	1	0	0	0	0	0	0	0	0
2016	20030	3800	0	1439	1	0	0	0	0	0	0	0	0
2016	20031	2800	0	1439	1	0	0	0	0	0	0	0	0
2016	20032	2240	0	1439	1	0	0	0	0	0	0	0	0
2016	20033	1040	0	1439	1	0	0	0	0	0	0	0	0
2016	20034	620	0	1439	1	0	0	0	0	0	0	0	0
2016	20035	360	0	1439	1	0	0	0	0	0	0	0	0
2016	20036	140	0	1439	1	0	0	0	0	0	0	0	0
2016	20037	0	0	1439	1	0	0	0	0	0	0	0	0
2016	20038	0	0	1439	1	0	0	0	0	0	0	0	0
2016	21011	44100	0	1439	1	0	0	0	0	0	0	0	0
2016	21012	33070	0	1439	1	0	0	0	0	0	0	0	0
2016	21013	22050	0	1439	1	0	0	0	0	0	0	0	0
2016	21014	16530	0	1439	1	0	0	0	0	0	0	0	0
2016	21015	5510	0	1439	1	0	0	0	0	0	0	0	0
2016	21016	4410	0	1439	1	0	0	0	0	0	0	0	0
2016	21017	3520	0	1439	1	0	0	0	0	0	0	0	0
2016	21018	2820	0	1439	1	0	0	0	0	0	0	0	0
2016	21019	2250	0	1439	1	0	0	0	0	0	0	0	0
2016	21020	1800	0	1439	1	0	0	0	0	0	0	0	0
2016	21021	1000	0	1439	1	0	0	0	0	0	0	0	0
2016	21022	600	0	1439	1	0	0	0	0	0	0	0	0
2016	21023	360	0	1439	1	0	0	0	0	0	0	0	0
2016	21024	180	0	1439	1	0	0	0	0	0	0	0	0
2016	21025	90	0	1439	1	0	0	0	0	0	0	0	0
2016	21026	0	0	1439	1	0	0	0	0	0	0	0	0
2016	21027	0	0	1439	1	0	0	0	0	0	0	0	0
2016	21028	0	0	1439	1	0	0	0	0	0	0	0	0
2016	21029	0	0	1439	1	0	0	0	0	0	0	0	0
2016	21030	0	0	1439	1	0	0	0	0	0	0	0	0
2016	23001	58500	0	1439	1	0	0	0	0	0	0	0	0
2016	23002	58500	0	1439	1	0	0	0	0	0	0	0	0
2016	23003	58500	0	1439	1	0	0	0	0	0	0	0	0
2016	23004	58500	0	1439	1	0	0	0	0	0	0	0	0
2016	23005	58500	0	1439	1	0	0	0	0	0	0	0	0
2016	23006	58500	0	1439	1	0	0	0	0	0	0	0	0
2017	2002	1000000	0	1439	2	0	0	0	0	0	0	0	0
2017	1005	300000	0	1439	1	0	0	0	0	0	0	0	0
2017	1006	60000	0	1439	1	0	0	0	0	0	0	0	0
2017	1007	12000	0	1439	1	0	0	0	0	0	0	0	0
2017	1008	1200	0	1439	1	0	0	0	0	0	0	0	0
2017	1002	100000	0	1439	1	0	0	0	0	0	0	0	0
2017	1003	35000	0	1439	1	0	0	0	0	0	0	0	0
2017	1010	1000000	0	1439	2	0	0	0	0	0	0	0	0
2017	1010	95000	0	1439	1	0	0	0	0	0	0	0	0
2017	62	1000000	0	1439	30	0	0	0	0	0	0	0	0
2017	63	1000000	0	1439	2	0	0	0	0	0	0	0	0
2017	64	1000000	0	1439	2	0	0	0	0	0	0	0	0
2017	65	200000	0	1439	2	0	0	0	0	0	0	0	0
2017	66	100000	0	1439	2	0	0	0	0	0	0	0	0
2017	102	500000	0	1439	2	0	0	0	0	0	0	0	0
2017	103	200000	0	1439	2	0	0	0	0	0	0	0	0
2017	104	100000	0	1439	2	0	0	0	0	0	0	0	0
2017	22001	25000	0	1439	1	0	0	0	0	0	0	0	0
2017	20016	2266660	0	1439	3	0	0	0	0	0	0	0	0
2017	20017	1700000	0	1439	2	0	0	0	0	0	0	0	0
2017	20018	1133330	0	1439	1	0	0	0	0	0	0	0	0
2017	20019	850000	0	1439	1	0	0	0	0	0	0	0	0
2017	20020	283330	0	1439	1	0	0	0	0	0	0	0	0
2017	20021	153330	0	1439	1	0	0	0	0	0	0	0	0
2017	20022	122660	0	1439	1	0	0	0	0	0	0	0	0
2017	20023	98130	0	1439	1	0	0	0	0	0	0	0	0
2017	20024	78500	0	1439	1	0	0	0	0	0	0	0	0
2017	20025	62790	0	1439	1	0	0	0	0	0	0	0	0
2017	20026	20000	0	1439	1	0	0	0	0	0	0	0	0
2017	20027	16000	0	1439	1	0	0	0	0	0	0	0	0
2017	20028	12800	0	1439	1	0	0	0	0	0	0	0	0
2017	20029	10200	0	1439	1	0	0	0	0	0	0	0	0
2017	20030	8150	0	1439	1	0	0	0	0	0	0	0	0
2017	20031	9200	0	1439	1	0	0	0	0	0	0	0	0
2017	20032	7360	0	1439	1	0	0	0	0	0	0	0	0
2017	20033	1610	0	1439	1	0	0	0	0	0	0	0	0
2017	20034	960	0	1439	1	0	0	0	0	0	0	0	0
2017	20035	560	0	1439	1	0	0	0	0	0	0	0	0
2017	20036	600	0	1439	1	0	0	0	0	0	0	0	0
2017	20037	400	0	1439	1	0	0	0	0	0	0	0	0
2017	20038	200	0	1439	1	0	0	0	0	0	0	0	0
2017	21011	50000	0	1439	1	0	0	0	0	0	0	0	0
2017	21012	42210	0	1439	1	0	0	0	0	0	0	0	0
2017	21013	28140	0	1439	1	0	0	0	0	0	0	0	0
2017	21014	21100	0	1439	1	0	0	0	0	0	0	0	0
2017	21015	7030	0	1439	1	0	0	0	0	0	0	0	0
2017	21016	5620	0	1439	1	0	0	0	0	0	0	0	0
2017	21017	4500	0	1439	1	0	0	0	0	0	0	0	0
2017	21018	3590	0	1439	1	0	0	0	0	0	0	0	0
2017	21019	2870	0	1439	1	0	0	0	0	0	0	0	0
2017	21020	2290	0	1439	1	0	0	0	0	0	0	0	0
2017	21021	1800	0	1439	1	0	0	0	0	0	0	0	0
2017	21022	1080	0	1439	1	0	0	0	0	0	0	0	0
2017	21023	648	0	1439	1	0	0	0	0	0	0	0	0
2017	21024	324	0	1439	1	0	0	0	0	0	0	0	0
2017	21025	162	0	1439	1	0	0	0	0	0	0	0	0
2017	21026	0	0	1439	1	0	0	0	0	0	0	0	0
2017	21027	0	0	1439	1	0	0	0	0	0	0	0	0
2017	21028	0	0	1439	1	0	0	0	0	0	0	0	0
2017	21029	0	0	1439	1	0	0	0	0	0	0	0	0
2017	21030	0	0	1439	1	0	0	0	0	0	0	0	0
2017	23007	91000	0	1439	1	0	0	0	0	0	0	0	0
2017	23008	91000	0	1439	1	0	0	0	0	0	0	0	0
2017	23009	91000	0	1439	1	0	0	0	0	0	0	0	0
2017	23010	91000	0	1439	1	0	0	0	0	0	0	0	0
2017	23011	91000	0	1439	1	0	0	0	0	0	0	0	0
2017	23012	91000	0	1439	1	0	0	0	0	0	0	0	0
2018	2002	1000000	0	1439	2	0	0	0	0	0	0	0	0
2018	1005	340000	0	1439	1	0	0	0	0	0	0	0	0
2018	1006	68000	0	1439	1	0	0	0	0	0	0	0	0
2018	1007	13600	0	1439	1	0	0	0	0	0	0	0	0
2018	1008	1360	0	1439	1	0	0	0	0	0	0	0	0
2018	1010	1000000	0	1439	3	0	0	0	0	0	0	0	0
2018	1010	400000	0	1439	2	0	0	0	0	0	0	0	0
2018	62	1000000	0	1439	30	0	0	0	0	0	0	0	0
2018	63	1000000	0	1439	2	0	0	0	0	0	0	0	0
2018	64	1000000	0	1439	2	0	0	0	0	0	0	0	0
2018	65	200000	0	1439	2	0	0	0	0	0	0	0	0
2018	66	100000	0	1439	2	0	0	0	0	0	0	0	0
2018	102	500000	0	1439	2	0	0	0	0	0	0	0	0
2018	103	200000	0	1439	2	0	0	0	0	0	0	0	0
2018	104	100000	0	1439	2	0	0	0	0	0	0	0	0
2018	22001	25000	0	1439	1	0	0	0	0	0	0	0	0
2018	20016	2266660	0	1439	3	0	0	0	0	0	0	0	0
2018	20017	1700000	0	1439	2	0	0	0	0	0	0	0	0
2018	20018	1133330	0	1439	1	0	0	0	0	0	0	0	0
2018	20019	850000	0	1439	1	0	0	0	0	0	0	0	0
2018	20020	283330	0	1439	1	0	0	0	0	0	0	0	0
2018	20021	153330	0	1439	1	0	0	0	0	0	0	0	0
2018	20022	122660	0	1439	1	0	0	0	0	0	0	0	0
2018	20023	98130	0	1439	1	0	0	0	0	0	0	0	0
2018	20024	78500	0	1439	1	0	0	0	0	0	0	0	0
2018	20025	62790	0	1439	1	0	0	0	0	0	0	0	0
2018	20026	20000	0	1439	1	0	0	0	0	0	0	0	0
2018	20027	16000	0	1439	1	0	0	0	0	0	0	0	0
2018	20028	12800	0	1439	1	0	0	0	0	0	0	0	0
2018	20029	10200	0	1439	1	0	0	0	0	0	0	0	0
2018	20030	8150	0	1439	1	0	0	0	0	0	0	0	0
2018	20031	9200	0	1439	1	0	0	0	0	0	0	0	0
2018	20032	7360	0	1439	1	0	0	0	0	0	0	0	0
2018	20033	1610	0	1439	1	0	0	0	0	0	0	0	0
2018	20034	960	0	1439	1	0	0	0	0	0	0	0	0
2018	20035	560	0	1439	1	0	0	0	0	0	0	0	0
2018	20036	640	0	1439	1	0	0	0	0	0	0	0	0
2018	20037	440	0	1439	1	0	0	0	0	0	0	0	0
2018	20038	240	0	1439	1	0	0	0	0	0	0	0	0
2018	21011	50000	0	1439	1	0	0	0	0	0	0	0	0
2018	21012	46530	0	1439	1	0	0	0	0	0	0	0	0
2018	21013	31020	0	1439	1	0	0	0	0	0	0	0	0
2018	21014	23260	0	1439	1	0	0	0	0	0	0	0	0
2018	21015	7750	0	1439	1	0	0	0	0	0	0	0	0
2018	21016	6190	0	1439	1	0	0	0	0	0	0	0	0
2018	21017	4960	0	1439	1	0	0	0	0	0	0	0	0
2018	21018	3960	0	1439	1	0	0	0	0	0	0	0	0
2018	21019	3160	0	1439	1	0	0	0	0	0	0	0	0
2018	21020	2530	0	1439	1	0	0	0	0	0	0	0	0
2018	21021	1800	0	1439	1	0	0	0	0	0	0	0	0
2018	21022	1080	0	1439	1	0	0	0	0	0	0	0	0
2018	21023	648	0	1439	1	0	0	0	0	0	0	0	0
2018	21024	324	0	1439	1	0	0	0	0	0	0	0	0
2018	21025	162	0	1439	1	0	0	0	0	0	0	0	0
2018	21026	0	0	1439	1	0	0	0	0	0	0	0	0
2018	21027	0	0	1439	1	0	0	0	0	0	0	0	0
2018	21028	0	0	1439	1	0	0	0	0	0	0	0	0
2018	21029	0	0	1439	1	0	0	0	0	0	0	0	0
2018	21030	0	0	1439	1	0	0	0	0	0	0	0	0
2018	23007	97500	0	1439	1	0	0	0	0	0	0	0	0
2018	23008	97500	0	1439	1	0	0	0	0	0	0	0	0
2018	23009	97500	0	1439	1	0	0	0	0	0	0	0	0
2018	23010	97500	0	1439	1	0	0	0	0	0	0	0	0
2018	23011	97500	0	1439	1	0	0	0	0	0	0	0	0
2018	23012	97500	0	1439	1	0	0	0	0	0	0	0	0
2019	2002	1000000	0	1439	4	0	0	0	0	0	0	0	0
2019	1006	120000	0	1439	1	0	0	0	0	0	0	0	0
2019	1007	24000	0	1439	1	0	0	0	0	0	0	0	0
2019	1008	2400	0	1439	1	0	0	0	0	0	0	0	0
2019	1003	70000	0	1439	1	0	0	0	0	0	0	0	0
2019	1004	13000	0	1439	1	0	0	0	0	0	0	0	0
2019	1010	1000000	0	1439	4	0	0	0	0	0	0	0	0
2019	1010	700000	0	1439	3	0	0	0	0	0	0	0	0
2019	3	1000000	0	1439	40	0	0	0	0	0	0	0	0
2019	4	1000000	0	1439	20	0	0	0	0	0	0	0	0
2019	5	1000000	0	1439	2	0	0	0	0	0	0	0	0
2019	6	500000	0	1439	2	0	0	0	0	0	0	0	0
2019	7	300000	0	1439	2	0	0	0	0	0	0	0	0
2019	8	200000	0	1439	2	0	0	0	0	0	0	0	0
2019	104	500000	0	1439	2	0	0	0	0	0	0	0	0
2019	105	200000	0	1439	2	0	0	0	0	0	0	0	0
2019	106	100000	0	1439	2	0	0	0	0	0	0	0	0
2019	22001	30000	0	1439	1	0	0	0	0	0	0	0	0
2019	20016	2800000	0	1439	4	0	0	0	0	0	0	0	0
2019	20017	2100000	0	1439	3	0	0	0	0	0	0	0	0
2019	20018	1400000	0	1439	2	0	0	0	0	0	0	0	0
2019	20019	1050000	0	1439	1	0	0	0	0	0	0	0	0
2019	20020	350000	0	1439	1	0	0	0	0	0	0	0	0
2019	20021	206660	0	1439	1	0	0	0	0	0	0	0	0
2019	20022	165330	0	1439	1	0	0	0	0	0	0	0	0
2019	20023	132260	0	1439	1	0	0	0	0	0	0	0	0
2019	20024	105810	0	1439	1	0	0	0	0	0	0	0	0
2019	20025	84630	0	1439	1	0	0	0	0	0	0	0	0
2019	20026	25330	0	1439	1	0	0	0	0	0	0	0	0
2019	20027	20260	0	1439	1	0	0	0	0	0	0	0	0
2019	20028	16210	0	1439	1	0	0	0	0	0	0	0	0
2019	20029	12920	0	1439	1	0	0	0	0	0	0	0	0
2019	20030	10320	0	1439	1	0	0	0	0	0	0	0	0
2019	20031	11200	0	1439	1	0	0	0	0	0	0	0	0
2019	20032	8960	0	1439	1	0	0	0	0	0	0	0	0
2019	20033	1990	0	1439	1	0	0	0	0	0	0	0	0
2019	20034	1190	0	1439	1	0	0	0	0	0	0	0	0
2019	20035	700	0	1439	1	0	0	0	0	0	0	0	0
2019	20036	930	0	1439	1	0	0	0	0	0	0	0	0
2019	20037	630	0	1439	1	0	0	0	0	0	0	0	0
2019	20038	430	0	1439	1	0	0	0	0	0	0	0	0
2019	20039	170	0	1439	1	0	0	0	0	0	0	0	0
2019	20040	0	0	1439	1	0	0	0	0	0	0	0	0
2019	21011	50000	0	1439	1	0	0	0	0	0	0	0	0
2019	21012	50000	0	1439	1	0	0	0	0	0	0	0	0
2019	21013	35910	0	1439	1	0	0	0	0	0	0	0	0
2019	21014	26930	0	1439	1	0	0	0	0	0	0	0	0
2019	21015	8970	0	1439	1	0	0	0	0	0	0	0	0
2019	21016	7160	0	1439	1	0	0	0	0	0	0	0	0
2019	21017	5740	0	1439	1	0	0	0	0	0	0	0	0
2019	21018	4580	0	1439	1	0	0	0	0	0	0	0	0
2019	21019	3660	0	1439	1	0	0	0	0	0	0	0	0
2019	21020	2920	0	1439	1	0	0	0	0	0	0	0	0
2019	21021	2200	0	1439	1	0	0	0	0	0	0	0	0
2019	21022	1320	0	1439	1	0	0	0	0	0	0	0	0
2019	21023	792	0	1439	1	0	0	0	0	0	0	0	0
2019	21024	396	0	1439	1	0	0	0	0	0	0	0	0
2019	21025	198	0	1439	1	0	0	0	0	0	0	0	0
2019	21026	66	0	1439	1	0	0	0	0	0	0	0	0
2019	21027	22	0	1439	1	0	0	0	0	0	0	0	0
2019	21028	0	0	1439	1	0	0	0	0	0	0	0	0
2019	21029	0	0	1439	1	0	0	0	0	0	0	0	0
2019	21030	0	0	1439	1	0	0	0	0	0	0	0	0
2019	23019	110500	0	1439	1	0	0	0	0	0	0	0	0
2019	23020	110500	0	1439	1	0	0	0	0	0	0	0	0
2019	23021	110500	0	1439	1	0	0	0	0	0	0	0	0
2019	23022	110500	0	1439	1	0	0	0	0	0	0	0	0
2019	23023	110500	0	1439	1	0	0	0	0	0	0	0	0
2019	23024	110500	0	1439	1	0	0	0	0	0	0	0	0
2020	2002	1000000	0	1439	4	0	0	0	0	0	0	0	0
2020	1006	150000	0	1439	1	0	0	0	0	0	0	0	0
2020	1007	30000	0	1439	1	0	0	0	0	0	0	0	0
2020	1008	3000	0	1439	1	0	0	0	0	0	0	0	0
2020	1003	85000	0	1439	1	0	0	0	0	0	0	0	0
2020	1004	16000	0	1439	1	0	0	0	0	0	0	0	0
2020	1010	1000000	0	1439	5	0	0	0	0	0	0	0	0
2020	1010	600000	0	1439	2	0	0	0	0	0	0	0	0
2020	3	1000000	0	1439	40	0	0	0	0	0	0	0	0
2020	4	1000000	0	1439	30	0	0	0	0	0	0	0	0
2020	5	1000000	0	1439	2	0	0	0	0	0	0	0	0
2020	6	500000	0	1439	2	0	0	0	0	0	0	0	0
2020	7	300000	0	1439	2	0	0	0	0	0	0	0	0
2020	8	200000	0	1439	2	0	0	0	0	0	0	0	0
2020	104	500000	0	1439	2	0	0	0	0	0	0	0	0
2020	105	200000	0	1439	2	0	0	0	0	0	0	0	0
2020	106	100000	0	1439	2	0	0	0	0	0	0	0	0
2020	22001	35000	0	1439	1	0	0	0	0	0	0	0	0
2020	20016	3866660	0	1439	6	0	0	0	0	0	0	0	0
2020	20017	2900000	0	1439	4	0	0	0	0	0	0	0	0
2020	20018	1933330	0	1439	3	0	0	0	0	0	0	0	0
2020	20019	1450000	0	1439	2	0	0	0	0	0	0	0	0
2020	20020	483330	0	1439	1	0	0	0	0	0	0	0	0
2020	20021	313330	0	1439	1	0	0	0	0	0	0	0	0
2020	20022	250660	0	1439	1	0	0	0	0	0	0	0	0
2020	20023	200530	0	1439	1	0	0	0	0	0	0	0	0
2020	20024	160420	0	1439	1	0	0	0	0	0	0	0	0
2020	20025	128310	0	1439	1	0	0	0	0	0	0	0	0
2020	20026	36000	0	1439	1	0	0	0	0	0	0	0	0
2020	20027	28800	0	1439	1	0	0	0	0	0	0	0	0
2020	20028	23040	0	1439	1	0	0	0	0	0	0	0	0
2020	20029	18360	0	1439	1	0	0	0	0	0	0	0	0
2020	20030	14670	0	1439	1	0	0	0	0	0	0	0	0
2020	20031	13200	0	1439	1	0	0	0	0	0	0	0	0
2020	20032	10560	0	1439	1	0	0	0	0	0	0	0	0
2020	20033	2750	0	1439	1	0	0	0	0	0	0	0	0
2020	20034	1640	0	1439	1	0	0	0	0	0	0	0	0
2020	20035	960	0	1439	1	0	0	0	0	0	0	0	0
2020	20036	1250	0	1439	1	0	0	0	0	0	0	0	0
2020	20037	850	0	1439	1	0	0	0	0	0	0	0	0
2020	20038	530	0	1439	1	0	0	0	0	0	0	0	0
2020	20039	320	0	1439	1	0	0	0	0	0	0	0	0
2020	20040	120	0	1439	1	0	0	0	0	0	0	0	0
2020	21011	50000	0	1439	1	0	0	0	0	0	0	0	0
2020	21012	50000	0	1439	1	0	0	0	0	0	0	0	0
2020	21013	43650	0	1439	1	0	0	0	0	0	0	0	0
2020	21014	32730	0	1439	1	0	0	0	0	0	0	0	0
2020	21015	10900	0	1439	1	0	0	0	0	0	0	0	0
2020	21016	8710	0	1439	1	0	0	0	0	0	0	0	0
2020	21017	6970	0	1439	1	0	0	0	0	0	0	0	0
2020	21018	5570	0	1439	1	0	0	0	0	0	0	0	0
2020	21019	4450	0	1439	1	0	0	0	0	0	0	0	0
2020	21020	3550	0	1439	1	0	0	0	0	0	0	0	0
2020	21021	2600	0	1439	1	0	0	0	0	0	0	0	0
2020	21022	1560	0	1439	1	0	0	0	0	0	0	0	0
2020	21023	936	0	1439	1	0	0	0	0	0	0	0	0
2020	21024	468	0	1439	1	0	0	0	0	0	0	0	0
2020	21025	234	0	1439	1	0	0	0	0	0	0	0	0
2020	21026	78	0	1439	1	0	0	0	0	0	0	0	0
2020	21027	22	0	1439	1	0	0	0	0	0	0	0	0
2020	21028	0	0	1439	1	0	0	0	0	0	0	0	0
2020	21029	0	0	1439	1	0	0	0	0	0	0	0	0
2020	21030	0	0	1439	1	0	0	0	0	0	0	0	0
2020	23019	136500	0	1439	1	0	0	0	0	0	0	0	0
2020	23020	136500	0	1439	1	0	0	0	0	0	0	0	0
2020	23021	136500	0	1439	1	0	0	0	0	0	0	0	0
2020	23022	136500	0	1439	1	0	0	0	0	0	0	0	0
2020	23023	136500	0	1439	1	0	0	0	0	0	0	0	0
2020	23024	136500	0	1439	1	0	0	0	0	0	0	0	0
2029	2002	1000000	0	1439	4	0	0	0	0	0	0	0	0
2029	1006	120000	0	1439	1	0	0	0	0	0	0	0	0
2029	1007	24000	0	1439	1	0	0	0	0	0	0	0	0
2029	1008	2400	0	1439	1	0	0	0	0	0	0	0	0
2029	22012	600000	0	1439	1	0	0	0	0	0	0	0	1
2029	1004	13000	0	1439	1	0	0	0	0	0	0	0	0
2029	1010	1000000	0	1439	4	0	0	0	0	0	0	0	0
2029	1010	700000	0	1439	3	0	0	0	0	0	0	0	0
2029	3	1000000	0	1439	40	0	0	0	0	0	0	0	0
2029	4	1000000	0	1439	20	0	0	0	0	0	0	0	0
