INT	STRING	INT	STRING	INT	INT	INT	INT	STRING	INT	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
6300	anhei_baofengxue	3	350:-500:400	1	0	0	0	10:10	0	0:0:0|100:100:50|180:40:100|110:-95:150|-160:80:200|80:40:250|200:0:300|-70:-40:350|160:-145:400|-120:90:450|80:90:500|160:10:550|-90:-30:600|50:-130:650|-120:-90:700|120:60:750|-10:10:800|0:-50:850|90:-110:900|-150:-20:950|100:80:1000|-80:20:1050|30:-150:1100|70:-60:1150|-120:-70:1200|-80:140:1250|50:120:1300|0:0:1350|100:100:1400|180:40:1450|110:-95:1500|-160:80:1550|80:40:1600|200:0:1650|-70:-40:1700|160:-145:1750|-120:90:1800|80:90:1850|160:10:1900|-90:-30:1950|50:-130:2000|-120:-90:2050|120:60:2100|-10:10:2150|0:-50:2200|90:-110:2250|-150:-20:2300|100:80:2350|-80:20:2400|30:-150:2450|70:-60:2500|-120:-70:2550|-80:140:2600|50:120:2650|0:0:2700|100:100:2750|180:40:2800|110:-95:2850|-160:80:2900|80:40:2950|200:0:3000|-70:-40:3050|160:-145:3100|-120:90:3150|80:90:3200|160:10:3250|-90:-30:3300|50:-130:3350|-120:-90:3400|120:60:3450|-10:10:3500|0:-50:3550|90:-110:3600|-150:-20:3650|100:80:3700|-80:20:3750|30:-150:3800|70:-60:3850|-120:-70:3900|-80:140:3950|50:120:4000|0:0:4050|100:100:4100|180:40:4150|110:-95:4200|-160:80:4250|80:40:4300|200:0:4350|-70:-40:4400|160:-145:4450|-120:90:4500|80:90:4550|160:10:4600|-90:-30:4650|50:-130:4700|-120:-90:4750|120:60:4800|-10:10:4850|0:-50:4900|90:-110:4950	-1	-1	-1	-1	-1	0	0	5000	-1	4	6301	0	0	0	0	0	0	0
6301	anhei_baofengbaopo	0	0:0	1	0	0	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	1	5000	1	2	0	0	0	0	0	0	0	0
6500	lieyejianfa	0	0:0	2	0	0	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	1	2000	-1	0	0	0	0	0	0	0	1	0
6501	cisha	0	0:0	2	0	0	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	3	1	2000	-1	0	0	0	0	0	0	0	1	0
6502	banyue	0	0:0	2	0	0	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	3	1	2000	-1	0	0	0	0	0	0	0	1	0
6503	cisha3	0	0:0	2	0	0	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	3	1	2000	-1	0	0	0	0	0	0	0	1	0
6504	pugong	0	0:0	2	1	0	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	3	1	5000	-1	0	0	0	0	0	0	0	1	0
6505	zhurijianfa	0	0:0	2	0	0	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	1	2000	-1	0	0	0	0	0	0	0	1	0
6506	kaitianzhan	0	0:0	2	0	0	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	1	2000	-1	0	0	0	0	0	0	0	1	0
6507	shibuyisha	0	0:0	1	0	0	0	10:10	1	-1	-1	-1	-1	-1	-1	1	1	2000	-1	0	0	0	0	0	0	0	0	0
6508	guiyingzhua1	0	0:0	1	0	0	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	1	1000	0	1	6509	0	0	0	0	0	0	0
6509	guiyingzhua2	0	0:0	1	0	0	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	1	1000	-1	0	0	0	0	0	0	0	0	1
6510	tunshi1	2	0:0:800	2	0	0	0	20:20	0	0:0:0	-1	-1	-1	-1	-1	0	0	2000	-1	4	6511	0	0	0	0	0	0	0
6511	tunshi2	0	0:0	1	0	0	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	1	1000	-1	0	0	0	0	0	0	0	0	1
6512	tunshishouji	0	0:0	1	0	0	0	10:10	0	-1	-1	-1	-1	-1	-1	1	1	5000	-1	0	0	0	0	0	0	0	0	0
6513	kunlingshouhu	0	0:0	1	0	0	0	10:10	0	-1	-1	-1	-1	-1	-1	1	1	5000	-1	0	0	0	0	0	0	0	0	0
6514	moshenzhichui	0	0:0	1	1	0	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	1	2000	-1	0	0	0	0	0	0	0	0	1
6515	anhei_kongbai	0	0:0	1	0	6	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	2000	0	1	6514	1	0	0	0	0	0	0
6516	sun	0	0:0	1	0	0	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	1	1000	-1	0	0	0	0	0	0	0	0	1
6517	anhei_kongbai	0	0:0	1	0	0	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	2000	0	1	6516	1	0	0	0	0	0	0
6518	moon	0	0:0	1	0	0	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	1	3000	-1	0	0	0	0	0	0	0	0	1
6519	anhei_kongbai	0	0:0	1	0	0	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	2000	0	1	6518	1	0	0	0	0	0	0
1	anhei_xuanfeizhan	0	0:0	1	0	0	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	4	0	2100	-1	2	0	5	1371	500	300	0	0	0
2	anhei_xuanfeizhan	0	0:0	1	0	0	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	4	0	2100	-1	2	0	5	1372	500	300	0	0	0
3	anhei_xuanfeizhan	0	0:0	1	0	0	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	4	0	2100	-1	2	0	5	1373	500	300	0	0	0
4	anhei_xuanfeizhan	0	0:0	1	0	0	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	4	0	2100	-1	2	0	5	1374	500	300	0	0	0
5	anhei_xuanfeizhan	0	0:0	1	0	0	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	4	0	2100	-1	2	0	5	1375	500	300	0	0	0
6	anhei_xuanfeizhan	0	0:0	1	0	0	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	4	0	2100	-1	2	0	5	1376	500	300	0	0	0
7	anhei_xuanfeizhan	0	0:0	1	0	0	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	4	0	2100	-1	2	0	5	1377	500	300	0	0	0
8	anhei_xuanfeizhan	0	0:0	1	0	0	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	4	0	2100	-1	2	0	5	1378	500	300	0	0	0
9	anhei_xuanfeizhan	0	0:0	1	0	0	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	4	0	2100	-1	2	0	5	1379	500	300	0	0	0
10	anhei_xuanfeizhan	0	0:0	1	0	0	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	4	0	2100	-1	2	0	5	1380	500	300	0	0	0
21	anhei_tiaozhanbaopo	0	0:0	1	0	15	0	10:10	1	-1	0:-120:0	170:-100:0	230:0:0	170:100:0	0:160:0	0	1	5000	-1	0	0	1	1351	0	0	0	0	0
22	anhei_tiaozhanbaopo	0	0:0	1	0	15	0	10:10	1	-1	0:-120:0	170:-100:0	230:0:0	170:100:0	0:160:0	0	1	5000	-1	0	0	1	1352	0	0	0	0	0
23	anhei_tiaozhanbaopo	0	0:0	1	0	15	0	10:10	1	-1	0:-120:0	170:-100:0	230:0:0	170:100:0	0:160:0	0	1	5000	-1	0	0	1	1353	0	0	0	0	0
24	anhei_tiaozhanbaopo	0	0:0	1	0	15	0	10:10	1	-1	0:-120:0	170:-100:0	230:0:0	170:100:0	0:160:0	0	1	5000	-1	0	0	1	1354	0	0	0	0	0
25	anhei_tiaozhanbaopo	0	0:0	1	0	15	0	10:10	1	-1	0:-120:0	170:-100:0	230:0:0	170:100:0	0:160:0	0	1	5000	-1	0	0	1	1355	0	0	0	0	0
26	anhei_tiaozhanbaopo	0	0:0	1	0	15	0	10:10	1	-1	0:-120:0	170:-100:0	230:0:0	170:100:0	0:160:0	0	1	5000	-1	0	0	1	1356	0	0	0	0	0
27	anhei_tiaozhanbaopo	0	0:0	1	0	15	0	10:10	1	-1	0:-120:0	170:-100:0	230:0:0	170:100:0	0:160:0	0	1	5000	-1	0	0	1	1357	0	0	0	0	0
28	anhei_tiaozhanbaopo	0	0:0	1	0	15	0	10:10	1	-1	0:-120:0	170:-100:0	230:0:0	170:100:0	0:160:0	0	1	5000	-1	0	0	1	1358	0	0	0	0	0
29	anhei_tiaozhanbaopo	0	0:0	1	0	15	0	10:10	1	-1	0:-120:0	170:-100:0	230:0:0	170:100:0	0:160:0	0	1	5000	-1	0	0	1	1359	0	0	0	0	0
30	anhei_tiaozhanbaopo	0	0:0	1	0	15	0	10:10	1	-1	0:-120:0	170:-100:0	230:0:0	170:100:0	0:160:0	0	1	5000	-1	0	0	1	1360	0	0	0	0	0
81	anhei_kongbai	0	0:0	1	0	6	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	1	0	3000	0	1	6032	3	1551	1000	300	0	0	0
82	anhei_kongbai	0	0:0	1	0	6	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	1	0	3000	0	1	6032	3	1552	1000	300	0	0	0
83	anhei_kongbai	0	0:0	1	0	6	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	1	0	3000	0	1	6032	3	1553	1000	300	0	0	0
84	anhei_kongbai	0	0:0	1	0	6	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	1	0	3000	0	1	6032	3	1554	1000	300	0	0	0
85	anhei_kongbai	0	0:0	1	0	6	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	1	0	3000	0	1	6032	3	1555	1000	300	0	0	0
86	anhei_kongbai	0	0:0	1	0	6	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	1	0	3000	0	1	6032	3	1556	1000	300	0	0	0
87	anhei_kongbai	0	0:0	1	0	6	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	1	0	3000	0	1	6032	3	1557	1000	300	0	0	0
88	anhei_kongbai	0	0:0	1	0	6	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	1	0	3000	0	1	6032	3	1558	1000	300	0	0	0
89	anhei_kongbai	0	0:0	1	0	6	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	1	0	3000	0	1	6032	3	1559	1000	300	0	0	0
90	anhei_kongbai	0	0:0	1	0	6	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	1	0	3000	0	1	6032	3	1560	1000	300	0	0	0
101	anhei_kongbai	0	0:0	1	0	6	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	3000	0	1	6041	1	1571	1000	300	1	0	0
102	anhei_kongbai	0	0:0	1	0	6	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	3000	0	1	6041	1	1572	1000	300	1	0	0
103	anhei_kongbai	0	0:0	1	0	6	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	3000	0	1	6041	1	1573	1000	300	1	0	0
104	anhei_kongbai	0	0:0	1	0	6	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	3000	0	1	6041	1	1574	1000	300	1	0	0
105	anhei_kongbai	0	0:0	1	0	6	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	3000	0	1	6041	1	1575	1000	300	1	0	0
106	anhei_kongbai	0	0:0	1	0	6	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	3000	0	1	6041	1	1576	1000	300	1	0	0
107	anhei_kongbai	0	0:0	1	0	6	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	3000	0	1	6041	1	1577	1000	300	1	0	0
108	anhei_kongbai	0	0:0	1	0	6	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	3000	0	1	6041	1	1578	1000	300	1	0	0
109	anhei_kongbai	0	0:0	1	0	6	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	3000	0	1	6041	1	1579	1000	300	1	0	0
110	anhei_kongbai	0	0:0	1	0	6	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	3000	0	1	6041	1	1580	1000	300	1	0	0
201	anhei_faqiu	2	100:50:250	1	0	6	0	10:10	0	-1	-1	-1	-1	-1	-1	0	0	5000	0	2	0	4	1651	1000	300	1	0	0
202	anhei_faqiu	2	100:50:250	1	0	6	0	10:10	0	-1	-1	-1	-1	-1	-1	0	0	5000	0	2	0	4	1652	1000	300	1	0	0
203	anhei_faqiu	2	100:50:250	1	0	6	0	10:10	0	-1	-1	-1	-1	-1	-1	0	0	5000	0	2	0	4	1653	1000	300	1	0	0
204	anhei_faqiu	2	100:50:250	1	0	6	0	10:10	0	-1	-1	-1	-1	-1	-1	0	0	5000	0	2	0	4	1654	1000	300	1	0	0
205	anhei_faqiu	2	100:50:250	1	0	6	0	10:10	0	-1	-1	-1	-1	-1	-1	0	0	5000	0	2	0	4	1655	1000	300	1	0	0
206	anhei_faqiu	2	100:50:250	1	0	6	0	10:10	0	-1	-1	-1	-1	-1	-1	0	0	5000	0	2	0	4	1656	1000	300	1	0	0
207	anhei_faqiu	2	100:50:250	1	0	6	0	10:10	0	-1	-1	-1	-1	-1	-1	0	0	5000	0	2	0	4	1657	1000	300	1	0	0
208	anhei_faqiu	2	100:50:250	1	0	6	0	10:10	0	-1	-1	-1	-1	-1	-1	0	0	5000	0	2	0	4	1658	1000	300	1	0	0
209	anhei_faqiu	2	100:50:250	1	0	6	0	10:10	0	-1	-1	-1	-1	-1	-1	0	0	5000	0	2	0	4	1659	1000	300	1	0	0
210	anhei_faqiu	2	100:50:250	1	0	6	0	10:10	0	-1	-1	-1	-1	-1	-1	0	0	5000	0	2	0	4	1660	1000	300	1	0	0
221	anhei_kongbai	0	0:0	1	0	8	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	5000	0	1	6101	5	1671	1000	500	1	0	0
222	anhei_kongbai	0	0:0	1	0	8	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	5000	0	1	6101	5	1672	1000	500	1	0	0
223	anhei_kongbai	0	0:0	1	0	8	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	5000	0	1	6101	5	1673	1000	500	1	0	0
224	anhei_kongbai	0	0:0	1	0	8	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	5000	0	1	6101	5	1674	1000	500	1	0	0
225	anhei_kongbai	0	0:0	1	0	8	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	5000	0	1	6101	5	1675	1000	500	1	0	0
226	anhei_kongbai	0	0:0	1	0	8	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	5000	0	1	6101	5	1676	1000	500	1	0	0
227	anhei_kongbai	0	0:0	1	0	8	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	5000	0	1	6101	5	1677	1000	500	1	0	0
228	anhei_kongbai	0	0:0	1	0	8	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	5000	0	1	6101	5	1678	1000	500	1	0	0
229	anhei_kongbai	0	0:0	1	0	8	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	5000	0	1	6101	5	1679	1000	500	1	0	0
230	anhei_kongbai	0	0:0	1	0	8	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	5000	0	1	6101	5	1680	1000	500	1	0	0
241	anhei_huoyanxuanfeng	2	0:0:500	1	0	4	0	10:10	0	0:50:0	-1	-1	-1	-1	-1	0	0	5000	4	2	0	0	0	0	0	1	0	0
242	anhei_huoyanxuanfeng	2	0:0:500	1	0	4	0	10:10	0	0:50:0	-1	-1	-1	-1	-1	0	0	5000	0	2	0	4	0	0	0	1	0	0
243	anhei_huoyanxuanfeng	2	0:0:500	1	0	4	0	10:10	0	0:50:0	-1	-1	-1	-1	-1	0	0	5000	0	2	0	4	0	0	0	1	0	0
244	anhei_huoyanxuanfeng	2	0:0:500	1	0	4	0	10:10	0	0:50:0	-1	-1	-1	-1	-1	0	0	5000	0	2	0	4	0	0	0	1	0	0
245	anhei_huoyanxuanfeng	2	0:0:500	1	0	4	0	10:10	0	0:50:0	-1	-1	-1	-1	-1	0	0	5000	0	2	0	4	0	0	0	1	0	0
246	anhei_huoyanxuanfeng	2	0:0:500	1	0	4	0	10:10	0	0:50:0	-1	-1	-1	-1	-1	0	0	5000	0	2	0	4	0	0	0	1	0	0
247	anhei_huoyanxuanfeng	2	0:0:500	1	0	4	0	10:10	0	0:50:0	-1	-1	-1	-1	-1	0	0	5000	0	2	0	4	0	0	0	1	0	0
248	anhei_huoyanxuanfeng	2	0:0:500	1	0	4	0	10:10	0	0:50:0	-1	-1	-1	-1	-1	0	0	5000	0	2	0	4	0	0	0	1	0	0
249	anhei_huoyanxuanfeng	2	0:0:500	1	0	4	0	10:10	0	0:50:0	-1	-1	-1	-1	-1	0	0	5000	0	2	0	4	0	0	0	1	0	0
250	anhei_huoyanxuanfeng	2	0:0:500	1	0	4	0	10:10	0	0:50:0	-1	-1	-1	-1	-1	0	0	5000	0	2	0	4	0	0	0	1	0	0
261	anhei_kongbai	0	0:0	1	0	6	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	1	0	3000	0	1	6031	3	1771	1000	300	0	0	0
262	anhei_kongbai	0	0:0	1	0	6	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	1	0	3000	0	1	6031	3	1772	1000	300	0	0	0
263	anhei_kongbai	0	0:0	1	0	6	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	1	0	3000	0	1	6031	3	1773	1000	300	0	0	0
264	anhei_kongbai	0	0:0	1	0	6	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	1	0	3000	0	1	6031	3	1774	1000	300	0	0	0
265	anhei_kongbai	0	0:0	1	0	6	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	1	0	3000	0	1	6031	3	1775	1000	300	0	0	0
266	anhei_kongbai	0	0:0	1	0	6	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	1	0	3000	0	1	6031	3	1776	1000	300	0	0	0
267	anhei_kongbai	0	0:0	1	0	6	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	1	0	3000	0	1	6031	3	1777	1000	300	0	0	0
268	anhei_kongbai	0	0:0	1	0	6	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	1	0	3000	0	1	6031	3	1778	1000	300	0	0	0
269	anhei_kongbai	0	0:0	1	0	6	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	1	0	3000	0	1	6031	3	1779	1000	300	0	0	0
270	anhei_kongbai	0	0:0	1	0	6	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	1	0	3000	0	1	6031	3	1780	1000	300	0	0	0
281	anhei_kongbai	0	0:0	1	0	4	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	2000	0	1	6001	1	1791	500	250	1	0	0
282	anhei_kongbai	0	0:0	1	0	4	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	2000	0	1	6001	1	1792	500	250	1	0	0
283	anhei_kongbai	0	0:0	1	0	4	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	2000	0	1	6001	1	1793	500	250	1	0	0
284	anhei_kongbai	0	0:0	1	0	4	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	2000	0	1	6001	1	1794	500	250	1	0	0
285	anhei_kongbai	0	0:0	1	0	4	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	2000	0	1	6001	1	1795	500	250	1	0	0
286	anhei_kongbai	0	0:0	1	0	4	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	2000	0	1	6001	1	1796	500	250	1	0	0
287	anhei_kongbai	0	0:0	1	0	4	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	2000	0	1	6001	1	1797	500	250	1	0	0
288	anhei_kongbai	0	0:0	1	0	4	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	2000	0	1	6001	1	1798	500	250	1	0	0
289	anhei_kongbai	0	0:0	1	0	4	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	2000	0	1	6001	1	1799	500	250	1	0	0
290	anhei_kongbai	0	0:0	1	0	4	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	2000	0	1	6001	1	1800	500	250	1	0	0
321	anhei_kongbai	0	0:0	1	0	4	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	1300	0	1	6104	1	1871	1000	800	1	0	0
322	anhei_kongbai	0	0:0	1	0	4	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	1300	0	1	6104	1	1872	1000	800	1	0	0
323	anhei_kongbai	0	0:0	1	0	4	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	1300	0	1	6104	1	1873	1000	800	1	0	0
324	anhei_kongbai	0	0:0	1	0	4	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	1300	0	1	6104	1	1874	1000	800	1	0	0
325	anhei_kongbai	0	0:0	1	0	4	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	1300	0	1	6104	1	1875	1000	800	1	0	0
326	anhei_kongbai	0	0:0	1	0	4	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	1300	0	1	6104	1	1876	1000	800	1	0	0
327	anhei_kongbai	0	0:0	1	0	4	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	1300	0	1	6104	1	1877	1000	800	1	0	0
328	anhei_kongbai	0	0:0	1	0	4	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	1300	0	1	6104	1	1878	1000	800	1	0	0
329	anhei_kongbai	0	0:0	1	0	4	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	1300	0	1	6104	1	1879	1000	800	1	0	0
330	anhei_kongbai	0	0:0	1	0	4	0	10:10	0	0:0:0	-1	-1	-1	-1	-1	0	0	1300	0	1	6104	1	1880	1000	800	1	0	0
401	anhei_qianrenshouhu	2	0:0:1200	1	0	2	0	10:10	0	-1	-1	-1	-1	-1	-1	0	0	5000	-1	4	421	0	0	0	0	1	0	0
402	anhei_qianrenshouhu	2	0:0:1200	1	0	2	0	10:10	0	-1	-1	-1	-1	-1	-1	0	0	5000	-1	4	422	0	0	0	0	1	0	0
403	anhei_qianrenshouhu	2	0:0:1200	1	0	2	0	10:10	0	-1	-1	-1	-1	-1	-1	0	0	5000	-1	4	423	0	0	0	0	1	0	0
404	anhei_qianrenshouhu	2	0:0:1200	1	0	2	0	10:10	0	-1	-1	-1	-1	-1	-1	0	0	5000	-1	4	424	0	0	0	0	1	0	0
405	anhei_qianrenshouhu	2	0:0:1200	1	0	2	0	10:10	0	-1	-1	-1	-1	-1	-1	0	0	5000	-1	4	425	0	0	0	0	1	0	0
406	anhei_qianrenshouhu	2	0:0:1200	1	0	2	0	10:10	0	-1	-1	-1	-1	-1	-1	0	0	5000	-1	4	426	0	0	0	0	1	0	0
407	anhei_qianrenshouhu	2	0:0:1200	1	0	2	0	10:10	0	-1	-1	-1	-1	-1	-1	0	0	5000	-1	4	427	0	0	0	0	1	0	0
408	anhei_qianrenshouhu	2	0:0:1200	1	0	2	0	10:10	0	-1	-1	-1	-1	-1	-1	0	0	5000	-1	4	428	0	0	0	0	1	0	0
409	anhei_qianrenshouhu	2	0:0:1200	1	0	2	0	10:10	0	-1	-1	-1	-1	-1	-1	0	0	5000	-1	4	429	0	0	0	0	1	0	0
410	anhei_qianrenshouhu	2	0:0:1200	1	0	2	0	10:10	0	-1	-1	-1	-1	-1	-1	0	0	5000	-1	4	430	0	0	0	0	1	0	0
421	anhei_qianrenshouhu	8	1200	1	0	0	0	10:10	0	-1	-1	-1	-1	-1	-1	0	0	2100	1	2	0	1	2051	1000	0	0	0	0
422	anhei_qianrenshouhu	8	1200	1	0	0	0	10:10	0	-1	-1	-1	-1	-1	-1	0	0	2100	1	2	0	1	2052	1000	0	0	0	0
423	anhei_qianrenshouhu	8	1200	1	0	0	0	10:10	0	-1	-1	-1	-1	-1	-1	0	0	2100	1	2	0	1	2053	1000	0	0	0	0
424	anhei_qianrenshouhu	8	1200	1	0	0	0	10:10	0	-1	-1	-1	-1	-1	-1	0	0	2100	1	2	0	1	2054	1000	0	0	0	0
425	anhei_qianrenshouhu	8	1200	1	0	0	0	10:10	0	-1	-1	-1	-1	-1	-1	0	0	2100	1	2	0	1	2055	1000	0	0	0	0
426	anhei_qianrenshouhu	8	1200	1	0	0	0	10:10	0	-1	-1	-1	-1	-1	-1	0	0	2100	1	2	0	1	2056	1000	0	0	0	0
427	anhei_qianrenshouhu	8	1200	1	0	0	0	10:10	0	-1	-1	-1	-1	-1	-1	0	0	2100	1	2	0	1	2057	1000	0	0	0	0
428	anhei_qianrenshouhu	8	1200	1	0	0	0	10:10	0	-1	-1	-1	-1	-1	-1	0	0	2100	1	2	0	1	2058	1000	0	0	0	0
429	anhei_qianrenshouhu	8	1200	1	0	0	0	10:10	0	-1	-1	-1	-1	-1	-1	0	0	2100	1	2	0	1	2059	1000	0	0	0	0
430	anhei_qianrenshouhu	8	1200	1	0	0	0	10:10	0	-1	-1	-1	-1	-1	-1	0	0	2100	1	2	0	1	2060	1000	0	0	0	0
441	anhei_huanyingzhiwu	0	0:0	1	0	2	0	10:10	0	-1	-1	-1	-1	-1	-1	0	1	5100	4	2	0	5	2071	1000	300	1	0	0
442	anhei_huanyingzhiwu	0	0:0	1	0	2	0	10:10	0	-1	-1	-1	-1	-1	-1	0	1	5100	4	2	0	5	2072	1000	300	1	0	0
443	anhei_huanyingzhiwu	0	0:0	1	0	2	0	10:10	0	-1	-1	-1	-1	-1	-1	0	1	5100	4	2	0	5	2073	1000	300	1	0	0
444	anhei_huanyingzhiwu	0	0:0	1	0	2	0	10:10	0	-1	-1	-1	-1	-1	-1	0	1	5100	4	2	0	5	2074	1000	300	1	0	0
445	anhei_huanyingzhiwu	0	0:0	1	0	2	0	10:10	0	-1	-1	-1	-1	-1	-1	0	1	5100	4	2	0	5	2075	1000	300	1	0	0
446	anhei_huanyingzhiwu	0	0:0	1	0	2	0	10:10	0	-1	-1	-1	-1	-1	-1	0	1	5100	4	2	0	5	2076	1000	300	1	0	0
447	anhei_huanyingzhiwu	0	0:0	1	0	2	0	10:10	0	-1	-1	-1	-1	-1	-1	0	1	5100	4	2	0	5	2077	1000	300	1	0	0
448	anhei_huanyingzhiwu	0	0:0	1	0	2	0	10:10	0	-1	-1	-1	-1	-1	-1	0	1	5100	4	2	0	5	2078	1000	300	1	0	0
449	anhei_huanyingzhiwu	0	0:0	1	0	2	0	10:10	0	-1	-1	-1	-1	-1	-1	0	1	5100	4	2	0	5	2079	1000	300	1	0	0
450	anhei_huanyingzhiwu	0	0:0	1	0	2	0	10:10	0	-1	-1	-1	-1	-1	-1	0	1	5100	4	2	0	5	2080	1000	300	1	0	0
461	anhei_huanyingzhiwu	0	0:0	1	0	2	0	10:10	0	-1	-1	-1	-1	-1	-1	0	1	3100	4	2	0	3	2151	500	300	1	0	0
462	anhei_huanyingzhiwu	0	0:0	1	0	2	0	10:10	0	-1	-1	-1	-1	-1	-1	0	1	3100	4	2	0	3	2152	500	300	1	0	0
463	anhei_huanyingzhiwu	0	0:0	1	0	2	0	10:10	0	-1	-1	-1	-1	-1	-1	0	1	3100	4	2	0	3	2153	500	300	1	0	0
464	anhei_huanyingzhiwu	0	0:0	1	0	2	0	10:10	0	-1	-1	-1	-1	-1	-1	0	1	3100	4	2	0	3	2154	500	300	1	0	0
465	anhei_huanyingzhiwu	0	0:0	1	0	2	0	10:10	0	-1	-1	-1	-1	-1	-1	0	1	3100	4	2	0	3	2155	500	300	1	0	0
466	anhei_huanyingzhiwu	0	0:0	1	0	2	0	10:10	0	-1	-1	-1	-1	-1	-1	0	1	3100	4	2	0	3	2156	500	300	1	0	0
