INT	STRING	INT	INT	INT	STRING
3402	骑兵3移动	3200	162	12	1103:2:93:223:144:326:144:326:-1
3403	骑兵4移动	3200	162	12	1104:2:95:219:147:324:147:324:-1
3404	骑兵5移动	3200	162	12	1105:2:95:227:144:326:144:326:-1
3405	骑兵6移动	3200	162	12	1106:2:97:223:147:324:147:324:-1
3406	镜头移动	3200	170	33	20002:110:252:8000
3407	国王移动	3200	172	12	1201:2:101:235:138:309:138:309:-1
3410	卫兵攻击3	3200	172	13	1003
3413	卫兵攻击23	3200	172	13	1023
3416	卫兵攻击43	3200	172	13	1043
3419	卫兵攻击63	3200	172	13	1063
3420	卫兵攻击4	3200	172	13	1004
3421	卫兵攻击24	3200	172	13	1024
3422	卫兵攻击44	3200	172	13	1044
3423	卫兵攻击64	3200	172	13	1064
3424	落幕	3200	200	25	-1
3425	国王说话	3200	190	16	1201:2:吾忠勇的兵士们！
3426	卫兵攻击5	3200	190	13	1005
3427	卫兵攻击25	3200	190	13	1025
3428	卫兵攻击45	3200	190	13	1045
3429	卫兵攻击65	3200	190	13	1065
3430	卫兵攻击6	3200	200	13	1006
3431	卫兵攻击26	3200	200	13	1026
3432	卫兵攻击46	3200	200	13	1046
3433	卫兵攻击66	3200	200	13	1066
3434	国王说话	3200	210	16	1201:2:随吾横扫六合！血战八荒！
3435	卫兵攻击7	3200	210	13	1007
3436	卫兵攻击27	3200	210	13	1027
3437	卫兵攻击47	3200	210	13	1047
3438	卫兵攻击67	3200	210	13	1067
3439	卫兵攻击8	3200	220	13	1008
3440	卫兵攻击28	3200	220	13	1028
3441	卫兵攻击48	3200	220	13	1048
3442	卫兵攻击68	3200	220	13	1068
3443	国王说话	3200	230	16	1201:2:征服更加辽阔的土地！
3444	卫兵攻击9	3200	230	13	1009
3445	卫兵攻击29	3200	230	13	1029
3446	卫兵攻击49	3200	230	13	1049
3447	卫兵攻击69	3200	230	13	1069
3448	开幕	3200	250	23	0x000000:1
3449	卫兵攻击10	3200	240	13	1010
3450	卫兵攻击30	3200	240	13	1030
3451	卫兵攻击50	3200	240	13	1050
3452	卫兵攻击70	3200	240	13	1070
3453	字幕	3200	260	24	新的历史这才刚刚开始！:2:0xFFFFFF
3454	国王说话	3200	250	16	1201:2:让这片大地成为我军的囊中之物吧！
3455	卫兵攻击11	3200	250	13	1011
3456	卫兵攻击31	3200	250	13	1031
3457	卫兵攻击51	3200	250	13	1051
3458	卫兵攻击71	3200	250	13	1071
3459	卫兵攻击12	3200	260	13	1012
3460	卫兵攻击32	3200	260	13	1032
3461	卫兵攻击52	3200	260	13	1052
3462	卫兵攻击72	3200	260	13	1072
3463	国王说话	3200	270	16	1201:2:我军必胜！霸王必胜！
3464	卫兵攻击13	3200	270	13	1013
3465	卫兵攻击14	3200	270	13	1014
3466	卫兵攻击15	3200	270	13	1015
3467	卫兵攻击16	3200	270	13	1016
3468	卫兵攻击17	3200	270	13	1017
3469	卫兵攻击18	3200	270	13	1018
3470	卫兵攻击19	3200	270	13	1019
3471	卫兵攻击20	3200	270	13	1020
3472	卫兵攻击33	3200	270	13	1033
3473	卫兵攻击34	3200	270	13	1034
3474	卫兵攻击35	3200	270	13	1035
3475	卫兵攻击36	3200	270	13	1036
3476	卫兵攻击37	3200	270	13	1037
3477	卫兵攻击38	3200	270	13	1038
3478	卫兵攻击39	3200	270	13	1039
3479	卫兵攻击40	3200	270	13	1040
3480	卫兵攻击53	3200	270	13	1053
3481	卫兵攻击54	3200	270	13	1054
3482	卫兵攻击55	3200	270	13	1055
3483	卫兵攻击56	3200	270	13	1056
3484	卫兵攻击57	3200	270	13	1057
3485	卫兵攻击58	3200	270	13	1058
3486	卫兵攻击59	3200	270	13	1059
3487	卫兵攻击60	3200	270	13	1060
3488	卫兵攻击73	3200	270	13	1073
3489	卫兵攻击74	3200	270	13	1074
3490	卫兵攻击75	3200	270	13	1075
3491	卫兵攻击76	3200	270	13	1076
3492	卫兵攻击77	3200	270	13	1077
3493	卫兵攻击78	3200	270	13	1078
3494	卫兵攻击79	3200	270	13	1079
3495	卫兵攻击80	3200	270	13	1080
3496	移除单位	3200	290	15	1401:02:00
3497	移除单位	3200	290	15	1402:02:00
3498	移除单位	3200	290	15	1403:02:00
3499	移除单位	3200	290	15	1404:02:00
3500	移除单位	3200	290	15	1405:02:00
3501	移除单位	3200	290	15	1406:02:00
3502	移除单位	3200	290	15	1407:02:00
3503	移除单位	3200	290	15	1408:02:00
3504	移除单位	3200	290	15	1409:02:00
3505	移除单位	3200	290	15	1410:02:00
3506	移除单位	3200	290	15	1411:02:00
3507	移除单位	3200	290	15	1412:02:00
3508	移除单位	3200	290	15	1413:02:00
3509	移除单位	3200	290	15	1414:02:00
3510	移除单位	3200	290	15	1415:02:00
3511	移除单位	3200	290	15	1416:02:00
3512	移除单位	3200	290	15	1417:02:00
3513	移除单位	3200	290	15	1418:02:00
3514	移除单位	3200	290	15	1419:02:00
3515	移除单位	3200	290	15	1420:02:00
3516	移除单位	3200	290	15	1421:02:00
3517	移除单位	3200	290	15	1422:02:00
3518	移除单位	3200	290	15	1423:02:00
3519	移除单位	3200	290	15	1424:02:00
3522	移除单位	3200	290	15	1003:02:00
3523	移除单位	3200	290	15	1004:02:00
3524	移除单位	3200	290	15	1005:02:00
3525	移除单位	3200	290	15	1006:02:00
3526	移除单位	3200	290	15	1007:02:00
3527	移除单位	3200	290	15	1008:02:00
3528	移除单位	3200	290	15	1009:02:00
3529	移除单位	3200	290	15	1010:02:00
3530	移除单位	3200	290	15	1011:02:00
3531	移除单位	3200	290	15	1012:02:00
3532	移除单位	3200	290	15	1013:02:00
3533	移除单位	3200	290	15	1014:02:00
3534	移除单位	3200	290	15	1015:02:00
3535	移除单位	3200	290	15	1016:02:00
3536	移除单位	3200	290	15	1017:02:00
3537	移除单位	3200	290	15	1018:02:00
3538	移除单位	3200	290	15	1019:02:00
3539	移除单位	3200	290	15	1020:02:00
3542	移除单位	3200	290	15	1023:02:00
3543	移除单位	3200	290	15	1024:02:00
3544	移除单位	3200	290	15	1025:02:00
3545	移除单位	3200	290	15	1026:02:00
3546	移除单位	3200	290	15	1027:02:00
3547	移除单位	3200	290	15	1028:02:00
3548	移除单位	3200	290	15	1029:02:00
3549	移除单位	3200	290	15	1030:02:00
3550	移除单位	3200	290	15	1031:02:00
3551	移除单位	3200	290	15	1032:02:00
3552	移除单位	3200	290	15	1033:02:00
3553	移除单位	3200	290	15	1034:02:00
3554	移除单位	3200	290	15	1035:02:00
3555	移除单位	3200	290	15	1036:02:00
3556	移除单位	3200	290	15	1037:02:00
3557	移除单位	3200	290	15	1038:02:00
3558	移除单位	3200	290	15	1039:02:00
3559	移除单位	3200	290	15	1040:02:00
3560	移除单位	3200	2	15	1041:02:00
3561	移除单位	3200	2	15	1042:02:00
3562	移除单位	3200	290	15	1043:02:00
3563	移除单位	3200	290	15	1044:02:00
3564	移除单位	3200	290	15	1045:02:00
3565	移除单位	3200	290	15	1046:02:00
3566	移除单位	3200	290	15	1047:02:00
3567	移除单位	3200	290	15	1048:02:00
3568	移除单位	3200	290	15	1049:02:00
3569	移除单位	3200	290	15	1050:02:00
3570	移除单位	3200	290	15	1051:02:00
3571	移除单位	3200	290	15	1052:02:00
3572	移除单位	3200	290	15	1053:02:00
3573	移除单位	3200	290	15	1054:02:00
3574	移除单位	3200	290	15	1055:02:00
3575	移除单位	3200	290	15	1056:02:00
3576	移除单位	3200	290	15	1057:02:00
3577	移除单位	3200	290	15	1058:02:00
3578	移除单位	3200	290	15	1059:02:00
3579	移除单位	3200	290	15	1060:02:00
3580	移除单位	3200	2	15	1061:02:00
3581	移除单位	3200	2	15	1062:02:00
3582	移除单位	3200	290	15	1063:02:00
3583	移除单位	3200	290	15	1064:02:00
3584	移除单位	3200	290	15	1065:02:00
3585	移除单位	3200	290	15	1066:02:00
3586	移除单位	3200	290	15	1067:02:00
3587	移除单位	3200	290	15	1068:02:00
3588	移除单位	3200	290	15	1069:02:00
3589	移除单位	3200	290	15	1070:02:00
3590	移除单位	3200	290	15	1071:02:00
3591	移除单位	3200	290	15	1072:02:00
3592	移除单位	3200	290	15	1073:02:00
3593	移除单位	3200	290	15	1074:02:00
3594	移除单位	3200	290	15	1075:02:00
3595	移除单位	3200	290	15	1076:02:00
3596	移除单位	3200	290	15	1077:02:00
3597	移除单位	3200	290	15	1078:02:00
3598	移除单位	3200	290	15	1079:02:00
3599	移除单位	3200	290	15	1080:02:00
3600	移除单位	3200	290	15	1101:02:00
3601	移除单位	3200	290	15	1102:02:00
3602	移除单位	3200	290	15	1103:02:00
3603	移除单位	3200	290	15	1104:02:00
3604	移除单位	3200	290	15	1105:02:00
3605	移除单位	3200	290	15	1106:02:00
3606	移除单位	3200	290	15	1301:02:00
3607	移除单位	3200	290	15	1201:02:00
3798	落幕	3200	290	25	-1
3800	片头结束	3200	300	2	-1
4000	开始	4000	0	1	0
4001	添加弟子	4000	1	11	1:4:50009:14:165:100:100:120
4002	添加弟子	4000	1	11	1:5:50009:13:158:100:100:120
4003	添加魏兵	4000	1	11	1:6:50020:14:171:100:100:120
4004	添加魏兵	4000	1	11	1:7:50011:11:167:100:100:120
4005	转向	4000	2	19	4:00
4006	转向	4000	2	19	5:07
4007	转向	4000	2	19	6:04
4008	转向	4000	2	19	7:02
4009	魏兵技能	4000	7	17	3001:6:2:0:37:48:1:4:2:5:0:0:0
4010	弟子技能	4000	10	17	3004:4:2:0:37:48:1:6:2:5:0:0:0
4011	魏兵技能	4000	4	17	3001:7:2:0:37:48:1:4:2:5:0:0:0
4012	弟子技能	4000	12	17	3007:5:2:0:37:48:1:7:2:10:0:0:0
4013	弟子攻击	4000	3	13	4
4014	弟子攻击	4000	3	13	5
4015	魏兵攻击	4000	3	13	7
4016	魏兵攻击	4000	3	13	6
4030	循环	4000	16	3	4000
4100	开始	4100	0	1	0
4101	添加术士	4100	1	11	1:21:50014:11:63:100:100:120
4102	术士转向	4100	2	19	21:01
4103	术士攻击	4100	3	13	21
4104	添加弟子	4100	1	11	1:22:50009:10:69:100:100:120
4105	弟子转向	4100	2	19	22:04
4106	弟子攻击	4100	3	13	22
4107	添加弟子	4100	1	11	1:23:50009:13:66:100:100:120
4108	弟子转向	4100	2	19	23:05
4109	弟子攻击	4100	3	13	23
4110	弟子技能	4100	5	17	3008:21:2:0:0:0:1:22:2:10:0:0:0
4111	弟子技能	4100	10	17	3004:21:2:0:0:0:1:21:2:10:0:0:0
4112	弟子技能	4100	12	17	3004:21:2:0:23:30:1:21:2:0:0:0:0
4113	弟子技能	4100	22	17	3008:21:2:0:23:31:1:23:2:10:0:0:0
4114	弟子技能	4100	27	17	3004:21:2:0:0:0:1:21:2:10:0:0:0
4115	弟子技能	4100	30	17	3005:21:2:0:23:30:1:23:2:0:0:0:0
4116	添加魏兵	4100	1	11	1:24:50011:17:81:100:100:120
4117	魏兵转向	4100	2	19	24:03:00
4118	魏兵攻击	4100	3	13	24
4119	魏兵被打	4100	9	17	3004:24:2:0:23:30:1:24:2:10:0:0:0
4120	魏兵被打	4100	19	17	3004:24:2:0:23:30:1:24:2:10:0:0:0
4121	魏兵被打	4100	29	17	3004:24:2:0:23:30:1:24:2:10:0:0:0
4122	添加弟子	4100	1	11	1:25:50021:19:73:100:100:120:
4123	弟子转向	4100	2	19	25:07:00
4124	弟子攻击	4100	3	13	25
4125	魏兵被打	4100	4	17	3005:25:2:0:23:30:1:25:2:10:0:0:0
4126	魏兵被打	4100	14	17	3005:25:2:0:23:30:1:25:2:10:0:0:0
4127	魏兵被打	4100	24	17	3005:25:2:0:23:30:1:25:2:10:0:0:0
4199	循环	4100	30	3	4100
5000	鬼谷战斗开始	5000	0	1	0
5001	魏军冲锋兵	5000	1	11	1:101:50010:40:254:100:100:100
5002	鬼谷弟子	5000	1	11	1:102:50009:41:252:100:100:100
5003	魏军朝向	5000	2	19	101:03:00
5004	鬼谷弟子朝向	5000	2	19	102:07:00
5005	魏军攻击	5000	3	13	101
5006	鬼谷弟子攻击	5000	3	13	102
5007	循环	5000	16	3	5000
5100	开始	5100	0	1	0
5101	添加魏军	2100	120	11	1:111:50012:54:220:100:100:120:
5102	魏军移动	5100	120	12	111:2:54:220:56:211:56:211:-1
5103	魏军说话	5100	130	16	111:2:诸葛亮！今日就是你的死期！！
5104	魏军受击	5100	155	17	3007:111:2:0:0:0:1:111:2:999:0:0:0
5105	魏军死亡	5100	160	14	111
5106	魏军消失	5100	165	15	111:02:00
5107	结束	5100	170	3	5100
5200	开始	5200	0	1	1
5201	添加弟子	5200	1	11	1:1011:50009:8:270:100:100:120
5202	添加魏兵	5200	1	11	1:1012:50002:6:265:100:100:90
5203	魏兵朝向	5200	2	19	1012:00:00
5204	弟子朝向	5200	2	19	1011:05:00
5205	魏兵攻击	5200	20	13	1012
5210	弟子死亡	5200	30	14	1011
5211	魏兵冲锋	5200	40	12	1012:2:6:265:6:271:6:271:-1
5212	魏兵冲锋	5200	60	12	1012:2:6:271:12:277:12:277:-1
5213	移除弟子	5200	50	15	1011:02:00
5214	添加魏兵	5200	45	11	1:1013:50002:1:275:100:100:90
5215	魏兵冲锋	5200	50	12	1013:2:1:275:13:282:13:282:-1
5216	添加魏兵	5200	1	11	1:1014:50001:2:284:100:100:90
5217	魏兵朝向	5200	2	19	1014:03:00
5218	添加弟子	5200	1	11	1:1015:50009:4:280:100:100:60
5219	弟子朝向	5200	2	19	1015:07:00
5220	魏兵攻击	5200	10	13	1014
5221	弟子攻击	5200	10	13	1015
5222	弟子死亡	5200	50	14	1015
5223	移除弟子	5200	70	15	1015:02:00
5224	魏兵冲锋	5200	65	12	1014:2:2:284:9:291:9:291:-1
5230	添加魏兵	5200	1	11	1:1016:50001:14:297:100:100:90
5231	魏兵朝向	5200	2	19	1016:03:00
5232	魏兵攻击	5200	3	13	1016
5233	添加弟子	5200	1	11	1:1017:50009:15:291:100:100:90
5234	弟子朝向	5200	2	19	1017:00:00
5235	弟子攻击	5200	3	13	1017
5236	魏兵死亡	5200	75	14	1016
5237	移除魏兵	5200	90	15	1016:02:00
5238	添加伍长	5200	40	11	1:1018:50003:18:307:100:100:90
5239	伍长冲锋	5200	50	12	1018:2:18:307:15:297:15:297:-1
5240	伍长转向	5200	80	19	1018:04:00
5241	弟子后退	5200	81	19	1017:00:00
5242	弟子后退	5200	80	12	1017:2:15:291:15:289:15:289:-1
5243	弟子死亡	5200	90	14	1017
5244	移除弟子	5200	110	15	1017:02:00
5245	伍长攻击	5200	85	13	1018
5246	伍长攻击	5200	95	18	1018
5250	添加弟子	5200	40	11	1:1019:50013:19:302:100:100:60
5251	添加魏兵	5200	40	11	1:1020:50001:19:306:100:100:80
5252	添加魏兵	5200	40	11	1:1021:50001:18:307:100:100:80
5253	弟子逃跑	5200	80	12	1019:2:19:302:19:294:19:294:-1
5254	魏军追赶	5200	80	12	1020:2:19:306:19:298:19:298:-1
5255	魏军追赶	5200	80	12	1021:2:18:307:18:299:18:299:-1
5256	弟子阵亡	5200	105	14	1019
5257	魏兵攻击	5200	100	13	1020
5258	魏兵攻击	5200	100	13	1021
5259	魏兵站立	5200	110	18	1020
5260	魏兵站立	5200	110	18	1021
5261	移除弟子	5200	110	15	1019:02:00
5271	移动镜头	5200	10	33	20008:8:275:2000
5272	移动镜头	5200	60	33	20008:15:293:4000
5273	移动镜头	5200	110	33	20008:15:277:3000
5500	结束	5200	150	2	1006
6000	开始	6000	0	1	0
6001	添加义军一	6000	1	11	1:1:50030:6:97:100:100:120:
6002	添加义军二	6000	1	11	1:2:50030:8:98:100:100:120:
6003	添加义军三	6000	1	11	1:3:50030:7:102:100:100:120:
6004	义军朝向	6000	2	19	1:01
6005	义军朝向	6000	2	19	2:01
6006	义军朝向	6000	2	19	3:01
6007	添加魏军一	6000	1	11	1:4:5002:5:285:100:100:120:
6008	添加魏军二	6000	1	11	1:5:5002:3:284:100:100:120:
6009	添加魏军三	6000	1	11	1:6:5002:5:290:100:100:120:
6010	魏军朝向	6000	2	19	4:03
6011	魏军朝向	6000	2	19	5:03
6012	魏军朝向	6000	2	19	6:03
6013	魏军移动一	6000	10	12	4:2:5:285:16:198:16:198:-1
6014	魏军对话一	6000	12780	16	4:2:包围他们，抓回去领赏
6015	魏军移动二	6000	10	12	5:2:3:284:16:191:16:191:-1
6016	魏军对话二	6000	14000	16	5:2:是
6017	魏军移动三	6000	10	12	6:2:5:290:21:202:21:202:-1
6100	大泽乡战斗开始	6100	0	1	0
6101	魏兵	6000	1	11	1:6101:5002:37:102:100:100:100:
6102	义军	6100	1	11	1:6102:50030:38:99:100:100:100:
6103	魏军朝向	6100	2	19	6101:03:00
6104	义军朝向	6100	2	19	6103:07:00
6105	魏军攻击	6100	3	13	6101
6106	义军攻击	6100	3	13	6102
6107	循环	6100	3	3	6100
6200	大泽乡战斗开始	6200	0	1	0
6201	魏兵	6200	1	11	1:6201:5002:12:194:100:100:100:
6202	义军	6200	1	11	1:6202:50030:13:191:100:100:100:
6203	魏军朝向	6200	2	19	6201:03:00
6204	义军朝向	6200	2	19	6202:07:00
6205	魏军攻击	6200	3	13	6201
6206	义军攻击	6200	3	13	6202
6207	循环	6200	3	3	6200
6300	大泽乡战斗开始	6300	0	1	0
6301	魏兵	6300	1	11	1:6301:5005:71:262:100:100:100
6302	义军	6300	1	11	1:6302:50031:73:262:100:100:100:
6303	魏军朝向	6300	2	19	6301:02:00
6304	义军朝向	6300	2	19	6302:06:00
6305	魏军攻击	6300	3	13	6301
6306	义军攻击	6300	3	13	6302
6307	循环	6300	3	3	6300
7000	吴军跑出定陶军营	7000	0	1	0
7001	刷出吴军	7000	0	11	1:7001:50102:28:104:100:100:100
7002	吴军朝向	7000	1	19	7001:01:00
7003	吴军奔走	7000	5	12	7001:2:28:104:32:121:32:121:-1
7004	吴兵退场	7000	75	15	7001:02:00
7005	结束	7000	150	3	7000
7100	吴军跑出军营	7100	0	1	0
7101	刷出吴军	7100	0	11	1:7101:50102:2:87:100:100:100
7102	吴军朝向	7102	1	19	7101:01:00
7103	吴军奔走	7100	5	12	7101:2:2:87:5:99:5:99:-1
7104	吴兵退场	7100	75	15	7101:02:00
7105	结束	7100	150	3	7100
11000	孺子可教	11000	0	1	0
11001	刷出黄石公	11000	1	11	1:11001:50230:12:83:100:100:100:
11002	黄石公移动	11000	10	12	11001:2:12:83:13:105:13:105:-1
11003	黄石公说	11000	50	16	11001:2:很好，你今天终于没有迟到。
11004	黄石公继续说	11000	60	16	11001:2:跟我来吧。
11005	黄石公再移动	11000	70	12	11001:2:13:105:12:83:12:83:-1
11006	黄石公又说	11000	120	16	11001:2:只要你们能通过我的考验，
11007	黄石公接着移动	11000	130	12	11001:2:12:83:13:55:13:55:-1
11008	黄石公还有话说	11000	180	16	11001:2:我就传授你们横扫六合之法！
11009	黄石公没完没了的移动	11000	190	12	11001:2:13:55:19:42:19:42:-1
11010	黄石公朝向	11000	240	19	11001:0
11011	黄石公最后一句话	11000	250	16	11001:2:来吧！来打败我的早饭吧！
11012	黄石公滚了！	11000	270	15	11001:2
11013	结束了！	11000	300	2	-1
11050	黄石公送书	11050	0	1	1
11051	黄石公出现	11050	10	11	1:11051:50230:19:42:100:100:100:
11052	黄石公转身	11050	20	19	11051:0
11053	张良出现	11050	30	11	1:11053:50004:17:47:100:100:100:
11054	张良转向	11050	40	19	11053:4
11055	玩家移动	11050	50	32	20013:20:49:0
11056	玩家再移动	11050	60	32	20013:20:47:0
11057	黄石公说话	11050	80	16	11051:2:你们通过了撒豆成兵大阵！
11058	黄石公继续说话	11050	100	16	11051:2:这本《六韬》就交给你们了！
11059	张良说话	11050	120	16	11053:2:太好了！这下我终于能升级了！
11060	移除黄石公	11050	140	15	11051:2
11061	移除张良	11050	140	15	11053:2
11062	结束	11050	150	2	-1
12000	测试	12000	1	1	1
12001	测试	12000	3	16	0:1:我是一个大帅哥
12002	测试	12000	150	2	-1
20000	朱雀引路	20000	0	1	0
20001	建立	20000	1	11	1:71:50007:24:280:100:100:90
20002	特效	20000	2	17	3099:71:2:0:0:0:1:71:2:999:0:0:0
20003	转向	20000	2	19	71:07:00
20004	说话	20000	20	16	71:2:请
20005	说话	20000	21	16	71:2:请随
20006	说话	20000	22	16	71:2:请随我
20007	说话	20000	23	16	71:2:请随我去
20008	说话	20000	24	16	71:2:请随我去见
20009	说话	20000	25	16	71:2:请随我去见先
20010	说话	20000	26	16	71:2:请随我去见先生。
20011	移动	20000	25	12	71:2:24:280:39:249:39:249:-1
20012	转向	20000	110	19	71:06:00
20013	说话	20000	110	16	71:2:先生已等候多时
20014	特效	20000	140	17	3099:71:2:0:0:0:1:71:2:999:0:0:0
20015	移除	20000	146	15	71:02:00
20016	结束	20000	150	2	-1
30000	开始	30000	0	1	0
30001	魏军落石	30000	10	11	1:601:50013:28:273:100:100:60
30002	落下	30000	20	13	601
30003	移除	30000	37	15	601:02:00
30004	魏军落石	30000	15	11	1:602:50013:35:259:100:100:60
30005	落下	30000	25	13	602
30006	移除	30000	42	15	602:02:00
30007	魏军落石	30000	50	11	1:603:50013:26:269:100:100:60
30008	落下	30000	60	13	603
30009	移除	30000	77	15	603:02:00
30010	魏军落石	30000	62	11	1:604:50013:28:277:100:100:60
30011	落下	30000	72	13	604
30012	移除	30000	89	15	604:02:00
30013	魏军落石	30000	64	11	1:605:50013:22:268:100:100:60
30014	落下	30000	74	13	605
30015	移除	30000	91	15	605:02:00
30016	魏军落石	30000	66	11	1:606:50013:32:262:100:100:60
30017	落下	30000	76	13	606
30018	移除	30000	93	15	606:02:00
30019	魏军落石	30000	70	11	1:607:50013:30:276:100:100:60
30020	落下	30000	80	13	607
30021	移除	30000	97	15	607:02:00
30022	结束	30000	130	3	30000
30030	开始	30030	0	1	1
30031	玩家移动	30030	1	32	20014:13:16:0
30032	玩家移动	30030	26	32	20014:16:25:2
30033	玩家移动	30030	38	32	20014:15:32:2
30034	玩家移动	30030	44	32	20014:12:39:2
30035	玩家移动	30030	52	32	20014:13:44:0
30036	玩家移动	30030	66	32	20014:11:51:2
30037	玩家移动	30030	72	32	20014:13:56:0
30038	魏军落石	30030	10	11	1:1:50013:15:19:100:100:60
30039	落下	30030	20	13	1
30040	移除	30030	37	15	1:02
30041	魏军落石	30030	31	11	1:2:50013:16:25:100:100:60
30042	落下	30030	32	13	2
30043	移除	30030	49	15	2:02
30044	魏军落石	30030	41	11	1:3:50013:14:32:100:100:60
30045	落下	30030	42	13	3
30046	移除	30030	59	15	3:02
30047	魏军落石	30030	38	11	1:4:50013:12:40:100:100:60
30048	落下	30030	39	13	4
30049	移除	30030	56	15	4:02
30050	魏军落石	30030	64	11	1:5:50013:13:44:100:100:60
30051	落下	30030	74	13	5
30052	移除	30030	91	15	5:02
30053	魏军落石	30030	70	11	1:6:50013:12:51:100:100:60
30054	落下	30030	71	13	6
30055	移除	30030	88	15	6:02
30056	魏军落石	30030	15	11	1:7:50013:13:35:100:100:60
30057	落下	30030	17	13	7
30058	移除	30030	34	15	7:02
30059	魏军落石	30030	1	11	1:8:50013:11:17:100:100:60
30060	落下	30030	2	13	8
30061	移除	30030	19	15	8:02
30062	建立弟子	30030	1	11	1:9:52003:11:9:100:100:60
30063	建立弟子	30030	1	11	1:10:52004:14:13:100:100:60
30064	建立弟子	30030	1	11	1:11:52002:17:7:100:100:60
30065	弟子移动	30030	4	12	11:2:17:7:15:11:15:11:-1
30066	弟子移动	30030	24	12	10:2:14:29:14:35:14:35:-1
30067	弟子移动	30030	17	12	11:2:15:11:16:17:16:17:-1
30068	弟子移动	30030	2	12	9:2:11:9:11:17:11:17:-1
30069	弟子移动	30030	34	12	10:2:14:35:12:40:12:40:-1
30070	弟子移动	30030	27	12	11:2:16:17:16:25:16:25:-1
30071	弟子移动	30030	5	12	10:2:14:13:14:29:14:29:-1
30072	弟子死亡	30030	12	14	9
30073	弟子死亡	30030	44	14	10
30074	弟子死亡	30030	37	14	11
30075	建立弟子	30030	80	11	1:12:50009:13:67:100:100:60
30076	弟子朝向	30030	81	19	12:02
30077	召唤特效	30030	81	17	3099:12:2:0:0:0:1:12:2:0:0:0:0
30078	弟子死亡	30030	93	14	12
30079	移除	30030	108	15	12:02
30080	建立弟子	30030	84	11	1:13:50009:15:53:100:100:60
30081	弟子朝向	30030	85	19	13:02
30082	召唤特效	30030	85	17	3099:13:2:0:0:0:1:13:2:0:0:0:0
30083	魏军落石	30030	86	11	1:14:50013:13:67:100:100:60
30084	落下	30030	87	13	14
30085	移除	30030	104	15	14:02
30086	移除	30030	20	15	9:02
30087	移除	30030	59	15	10:02
30088	移除	30030	53	15	11:02
30089	玩家说话	30030	20	16	0:1:小心落石！
30090	移除	30030	109	15	13:02
30091	结束	30030	110	2	-1
30100	魏兵出现开始	30100	0	1	0
30101	建立弟子	30100	1	11	1:15:50001:21:54:100:100:60
30102	弟子朝向	30100	2	19	15:06
30103	召唤特效	30100	2	17	3099:15:2:0:0:0:1:15:2:0:0:0:0
30104	建立弟子	30100	1	11	1:16:50001:21:62:100:100:60
30105	弟子朝向	30100	2	19	16:06
30106	召唤特效	30100	2	17	3099:16:2:0:0:0:1:16:2:0:0:0:0
30107	移除	30100	9	15	15:02
30108	移除	30100	9	15	16:02
30109	结束	30100	10	2	-1
30110	魏兵逃走开始	30110	0	1	0
30111	建立弟子	30110	1	11	1:17:50003:24:63:100:100:60
30112	召唤特效	30110	2	17	3099:17:2:0:0:0:1:17:2:0:0:0:0
30113	弟子移动	30110	3	12	17:2:24:63:24:73:24:73:-1
30114	弟子移动	30110	30	12	17:2:24:63:24:84:24:84:-1
30115	弟子移动	30110	50	12	17:2:24:84:23:92:23:92:-1
30116	扇子	30110	65	17	209:17:2:0:0:0:1:17:2:0:0:0:0
30117	弟子死亡	30110	70	14	17
30118	移除	30110	79	15	17:02
30119	结束	30110	80	2	-1
30900	张良玩剑	30900	0	1	0
30901	建立张良	30900	1	11	1:100:50004:30:154:100:100:100
30902	张良朝向	30900	2	19	100:00:00
30903	张良攻击	30900	20	13	100
30904	张良站立	30900	26	18	100
30905	建立魔剑	30900	30	11	1:101:52012:30:158:100:100:100
30906	魔剑朝向	30900	31	19	101:00:00
30907	召唤特效	30900	31	17	3099:101:2:0:0:0:1:101:2:0:0:0:0
30908	建立魔剑	30900	33	11	1:102:52012:28:157:100:100:100
30909	魔剑朝向	30900	34	19	102:07:00
30910	召唤特效	30900	34	17	3099:102:2:0:0:0:1:102:2:0:0:0:0
30911	建立魔剑	30900	36	11	1:103:52012:27:153:100:100:100
30912	魔剑朝向	30900	37	19	103:06:00
30913	召唤特效	30900	37	17	3099:103:2:0:0:0:1:103:2:0:0:0:0
30914	建立魔剑	30900	39	11	1:104:52012:28:151:100:100:100
30915	魔剑朝向	30900	40	19	104:05:00
30916	召唤特效	30900	40	17	3099:104:2:0:0:0:1:104:2:0:0:0:0
30917	建立魔剑	30900	42	11	1:105:52012:30:150:100:100:100
30918	魔剑朝向	30900	43	19	105:04:00
30919	召唤特效	30900	43	17	3099:105:2:0:0:0:1:105:2:0:0:0:0
30920	建立魔剑	30900	45	11	1:106:52012:31:151:100:100:100
30921	魔剑朝向	30900	46	19	106:03:00
30922	召唤特效	30900	46	17	3099:106:2:0:0:0:1:106:2:0:0:0:0
30923	建立魔剑	30900	48	11	1:107:52012:32:153:100:100:100
30924	魔剑朝向	30900	49	19	107:02:00
30925	召唤特效	30900	49	17	3099:107:2:0:0:0:1:107:2:0:0:0:0
30926	建立魔剑	30900	51	11	1:108:52012:31:157:100:100:100
30927	魔剑朝向	30900	52	19	108:01:00
30928	召唤特效	30900	52	17	3099:108:2:0:0:0:1:108:2:0:0:0:0
30929	魔剑移动	30900	60	12	101:2:30:158:28:157:28:157:-1
