INT	STRING	STRING	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	STRING	STRING	INT	STRING	INT
839	64033:2:3	64043:2:1	1200000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
840	64034:2:3	64044:2:1	1200000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
841	64035:2:3	64045:2:1	1200000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
842	64036:2:3	64046:2:1	1200000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
843	64041:2:3	64051:2:1	2400000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
844	64042:2:3	64052:2:1	2400000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
845	64043:2:3	64053:2:1	2400000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
846	64044:2:3	64054:2:1	2400000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
847	64045:2:3	64055:2:1	2400000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
848	64046:2:3	64056:2:1	2400000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
1001	53001:2:3	54001:2:1	10000	100	100	121	-1	-1	0	0	99	-1	-1	0	-1	0
1002	53002:2:3	54002:2:1	10000	100	100	121	-1	-1	0	0	99	-1	-1	0	-1	0
1003	53003:2:3	54003:2:1	10000	100	100	121	-1	-1	0	0	99	-1	-1	0	-1	0
1004	53004:2:3	54004:2:1	10000	100	100	121	-1	-1	0	0	99	-1	-1	0	-1	0
1005	53005:2:3	54005:2:1	10000	100	100	121	-1	-1	0	0	99	-1	-1	0	-1	0
1006	53006:2:3	54006:2:1	10000	100	100	121	-1	-1	0	0	99	-1	-1	0	-1	0
1011	54001:2:3|798:1:5	55001:2:1	10000	100	100	121	-1	-1	0	0	99	-1	-1	0	-1	0
1012	54002:2:3|798:1:5	55002:2:1	10000	100	100	121	-1	-1	0	0	99	-1	-1	0	-1	0
1013	54003:2:3|798:1:5	55003:2:1	10000	100	100	121	-1	-1	0	0	99	-1	-1	0	-1	0
1014	54004:2:3|798:1:5	55004:2:1	10000	100	100	121	-1	-1	0	0	99	-1	-1	0	-1	0
1015	54005:2:3|798:1:5	55005:2:1	10000	100	100	121	-1	-1	0	0	99	-1	-1	0	-1	0
1016	54006:2:3|798:1:5	55006:2:1	10000	100	100	121	-1	-1	0	0	99	-1	-1	0	-1	0
1021	55001:2:3|798:1:20	56001:2:1	10000	100	100	121	-1	-1	0	0	99	-1	-1	0	-1	0
1022	55002:2:3|798:1:20	56002:2:1	10000	100	100	121	-1	-1	0	0	99	-1	-1	0	-1	0
1023	55003:2:3|798:1:20	56003:2:1	10000	100	100	121	-1	-1	0	0	99	-1	-1	0	-1	0
1024	55004:2:3|798:1:20	56004:2:1	10000	100	100	121	-1	-1	0	0	99	-1	-1	0	-1	0
1025	55005:2:3|798:1:20	56005:2:1	10000	100	100	121	-1	-1	0	0	99	-1	-1	0	-1	0
1026	55006:2:3|798:1:20	56006:2:1	10000	100	100	121	-1	-1	0	0	99	-1	-1	0	-1	0
1031	56001:2:3|798:1:100	57001:2:1	10000	100	100	121	-1	-1	0	0	99	-1	-1	0	-1	0
1032	56002:2:3|798:1:100	57002:2:1	10000	100	100	121	-1	-1	0	0	99	-1	-1	0	-1	0
1033	56003:2:3|798:1:100	57003:2:1	10000	100	100	121	-1	-1	0	0	99	-1	-1	0	-1	0
1034	56004:2:3|798:1:100	57004:2:1	10000	100	100	121	-1	-1	0	0	99	-1	-1	0	-1	0
1035	56005:2:3|798:1:100	57005:2:1	10000	100	100	121	-1	-1	0	0	99	-1	-1	0	-1	0
1036	56006:2:3|798:1:100	57006:2:1	10000	100	100	121	-1	-1	0	0	99	-1	-1	0	-1	0
1041	57001:2:3|798:1:200	58001:2:1	10000	100	100	121	-1	-1	0	0	99	-1	-1	0	-1	0
1042	57002:2:3|798:1:200	58002:2:1	10000	100	100	121	-1	-1	0	0	99	-1	-1	0	-1	0
1043	57003:2:3|798:1:200	58003:2:1	10000	100	100	121	-1	-1	0	0	99	-1	-1	0	-1	0
1044	57004:2:3|798:1:200	58004:2:1	10000	100	100	121	-1	-1	0	0	99	-1	-1	0	-1	0
1045	57005:2:3|798:1:200	58005:2:1	10000	100	100	121	-1	-1	0	0	99	-1	-1	0	-1	0
1046	57006:2:3|798:1:200	58006:2:1	10000	100	100	121	-1	-1	0	0	99	-1	-1	0	-1	0
5001	10231:2:2	11231:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5002	10236:2:2	11236:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5003	10241:2:2	11241:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5004	10246:2:2	11246:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5005	10322:2:2	11322:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5006	10323:2:2	11323:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5007	10324:2:2	11324:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5008	10325:2:2	11325:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5009	10327:2:2	11327:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5010	10328:2:2	11328:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5011	10329:2:2	11329:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5012	10330:2:2	11330:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5013	10332:2:2	11332:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5014	10333:2:2	11333:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5015	10334:2:2	11334:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5016	10335:2:2	11335:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5017	10337:2:2	11337:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5018	10338:2:2	11338:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5019	10339:2:2	11339:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5020	10340:2:2	11340:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5021	11231:2:2	12231:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5022	11236:2:2	12236:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5023	11241:2:2	12241:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5024	11246:2:2	12246:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5025	11322:2:2	12322:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5026	11323:2:2	12323:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5027	11324:2:2	12324:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5028	11325:2:2	12325:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5029	11327:2:2	12327:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5030	11328:2:2	12328:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5031	11329:2:2	12329:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5032	11330:2:2	12330:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5033	11332:2:2	12332:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5034	11333:2:2	12333:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5035	11334:2:2	12334:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5036	11335:2:2	12335:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5037	11337:2:2	12337:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5038	11338:2:2	12338:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5039	11339:2:2	12339:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5040	11340:2:2	12340:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5041	10251:2:2	11251:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5042	10256:2:2	11256:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5043	10261:2:2	11261:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5044	10266:2:2	11266:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5045	10271:2:2	11271:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5046	10276:2:2	11276:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5047	10342:2:2	11342:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5048	10343:2:2	11343:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5049	10344:2:2	11344:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5050	10345:2:2	11345:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5051	10347:2:2	11347:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5052	10348:2:2	11348:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5053	10349:2:2	11349:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5054	10350:2:2	11350:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5055	10352:2:2	11352:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5056	10353:2:2	11353:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5057	10354:2:2	11354:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5058	10355:2:2	11355:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5059	10357:2:2	11357:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5060	10358:2:2	11358:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5061	10359:2:2	11359:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5062	10360:2:2	11360:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5063	11251:2:2	12251:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5064	11256:2:2	12256:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5065	11261:2:2	12261:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5066	11266:2:2	12266:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5067	11271:2:2	12271:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5068	11276:2:2	12276:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5069	11342:2:2	12342:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5070	11343:2:2	12343:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5071	11344:2:2	12344:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5072	11345:2:2	12345:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5073	11347:2:2	12347:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5074	11348:2:2	12348:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5075	11349:2:2	12349:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5076	11350:2:2	12350:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5077	11352:2:2	12352:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5078	11353:2:2	12353:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5079	11354:2:2	12354:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5080	11355:2:2	12355:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5081	11357:2:2	12357:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5082	11358:2:2	12358:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5083	11359:2:2	12359:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5084	11360:2:2	12360:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5085	10281:2:2	11281:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5086	10286:2:2	11286:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5087	10291:2:2	11291:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5088	10296:2:2	11296:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5089	10301:2:2	11301:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5090	10306:2:2	11306:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5091	10362:2:2	11362:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5092	10363:2:2	11363:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5093	10364:2:2	11364:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5094	10365:2:2	11365:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5095	10367:2:2	11367:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5096	10368:2:2	11368:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5097	10369:2:2	11369:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5098	10370:2:2	11370:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5099	10372:2:2	11372:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5100	10373:2:2	11373:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5101	10374:2:2	11374:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5102	10375:2:2	11375:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5103	10377:2:2	11377:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5104	10378:2:2	11378:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5105	10379:2:2	11379:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5106	10380:2:2	11380:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5107	11281:2:2	12281:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5108	11286:2:2	12286:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5109	11291:2:2	12291:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5110	11296:2:2	12296:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5111	11301:2:2	12301:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5112	11306:2:2	12306:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5113	11362:2:2	12362:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5114	11363:2:2	12363:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5115	11364:2:2	12364:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5116	11365:2:2	12365:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5117	11367:2:2	12367:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5118	11368:2:2	12368:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5119	11369:2:2	12369:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5120	11370:2:2	12370:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5121	11372:2:2	12372:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5122	11373:2:2	12373:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5123	11374:2:2	12374:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5124	11375:2:2	12375:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5125	11377:2:2	12377:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5126	11378:2:2	12378:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5127	11379:2:2	12379:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5128	11380:2:2	12380:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5129	10311:2:2	11311:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5130	10316:2:2	11316:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5131	10321:2:2	11321:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5132	10326:2:2	11326:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5133	10331:2:2	11331:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5134	10336:2:2	11336:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5135	10341:2:2	11341:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5136	10346:2:2	11346:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5137	10382:2:2	11382:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5138	10383:2:2	11383:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5139	10384:2:2	11384:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5140	10385:2:2	11385:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5141	10387:2:2	11387:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5142	10388:2:2	11388:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5143	10389:2:2	11389:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5144	10390:2:2	11390:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5145	10392:2:2	11392:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5146	10393:2:2	11393:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5147	10394:2:2	11394:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5148	10395:2:2	11395:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5149	10397:2:2	11397:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5150	10398:2:2	11398:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5151	10399:2:2	11399:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5152	10400:2:2	11400:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5153	11311:2:2	12311:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5154	11316:2:2	12316:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5155	11321:2:2	12321:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5156	11326:2:2	12326:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5157	11331:2:2	12331:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5158	11336:2:2	12336:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5159	11341:2:2	12341:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5160	11346:2:2	12346:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5161	11382:2:2	12382:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5162	11383:2:2	12383:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5163	11384:2:2	12384:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5164	11385:2:2	12385:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5165	11387:2:2	12387:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5166	11388:2:2	12388:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5167	11389:2:2	12389:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5168	11390:2:2	12390:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5169	11392:2:2	12392:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5170	11393:2:2	12393:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5171	11394:2:2	12394:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5172	11395:2:2	12395:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5173	11397:2:2	12397:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5174	11398:2:2	12398:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5175	11399:2:2	12399:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5176	11400:2:2	12400:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5177	10402:2:2	11402:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5178	10403:2:2	11403:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5179	10404:2:2	11404:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5180	10405:2:2	11405:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5181	10407:2:2	11407:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5182	10408:2:2	11408:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5183	10409:2:2	11409:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5184	10410:2:2	11410:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5185	11402:2:2	12402:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5186	11403:2:2	12403:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5187	11404:2:2	12404:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5188	11405:2:2	12405:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5189	11407:2:2	12407:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5190	11408:2:2	12408:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5191	11409:2:2	12409:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5192	11410:2:2	12410:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5193	10401:2:2	11401:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5194	10406:2:2	11406:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5195	11401:2:2	12401:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5196	11406:2:2	12406:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5197	10411:2:2	11411:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5198	10416:2:2	11416:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5199	11411:2:2	12411:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5200	11416:2:2	12416:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5201	10412:2:2	11412:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5202	10413:2:2	11413:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5203	10414:2:2	11414:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5204	10415:2:2	11415:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5205	10417:2:2	11417:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5206	10418:2:2	11418:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5207	10419:2:2	11419:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5208	10420:2:2	11420:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5209	11412:2:2	12412:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5210	11413:2:2	12413:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5211	11414:2:2	12414:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5212	11415:2:2	12415:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5213	11417:2:2	12417:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5214	11418:2:2	12418:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5215	11419:2:2	12419:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
5216	11420:2:2	12420:2:1	0	100	100	121	-1	-1	0	0	1	-1	-1	3	-1	0
849	53001:2:3	54001:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
850	53002:2:3	54002:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
851	53003:2:3	54003:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
852	53004:2:3	54004:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
853	53005:2:3	54005:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
854	53006:2:3	54006:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
855	54001:2:3|798:1:5	55001:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
856	54002:2:3|798:1:5	55002:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
857	54003:2:3|798:1:5	55003:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
858	54004:2:3|798:1:5	55004:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
859	54005:2:3|798:1:5	55005:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
860	54006:2:3|798:1:5	55006:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
861	55001:2:3|798:1:20	56001:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
862	55002:2:3|798:1:20	56002:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
863	55003:2:3|798:1:20	56003:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
864	55004:2:3|798:1:20	56004:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
865	55005:2:3|798:1:20	56005:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
