INT	STRING	STRING	STRING	STRING
6334	系统邮件	世界BOSS伤害排名奖励	您在世界BOSS活动中对【最终BOSS】累计造成的伤害排名第10名之后，以下是您的伤害排名奖励，请提取附件。	-1
6335	系统邮件	赫拉迪姆议会提案奖励	今天议长向至高天提交了补助提案，补助物品已经发放了，请查收	-1
6336	系统邮件	【失落王冠争夺战】个人奖励	#00ff00|【失落王冠争夺战】活动已经结束了，恭喜你在活动中获得了最高的个人排名，获得下列丰厚奖励，请查收	-1
6337	系统邮件	【失落王冠争夺战】个人奖励	#00ff00|【失落王冠争夺战】活动已经结束了，恭喜你在活动中获得了2-3的个人排名，获得下列丰厚奖励，请查收	-1
6338	系统邮件	【失落王冠争夺战】个人奖励	#00ff00|【失落王冠争夺战】活动已经结束了，根据你在活动中的个人排名，获得下列丰厚奖励，请查收	-1
6339	系统邮件	【失落王冠争夺战】公会奖励	#00ff00|【失落王冠争夺战】活动已经结束了，恭喜你的公会在活动中获得了最高公会排名，每位公会成员均可获得下列丰厚奖励，请查收	-1
6340	系统邮件	【失落王冠争夺战】公会奖励	#00ff00|【失落王冠争夺战】活动已经结束了，恭喜你的公会在活动中获得了2-3的公会排名，每位公会成员均可获得下列丰厚奖励，请查收	-1
6341	系统邮件	【失落王冠争夺战】公会奖励	#00ff00|【失落王冠争夺战】活动已经结束了，根据你的公会在活动中获得的排名，每位公会成员均可获得下列丰厚奖励，请查收	-1
6342	系统邮件	【失落王冠争夺战】激活机关柱奖励	#00ff00|【失落王冠争夺战】活动已经结束了，你的公会在活动中积极开启远古列王之柱，为击败远古志高王做出了巨大贡献，每位公会成员均可获得下列丰厚奖励，请查收	-1
6343	系统邮件	【失落王冠争夺战】王冠争夺获胜	#00ff00|【失落王冠争夺战】活动已经结束了，你的公会夺得了远古志高王的王冠，为击败远古志高王做出了巨大贡献，每位公会成员均可获得下列丰厚奖励，请查收	-1
6344	系统邮件	每日充值活动排名奖励	#00ff00|昨天的【每日充值排名】活动已经结束了，恭喜你在活动中获得了第1名，获得下列丰厚奖励，请查收	-1
6345	系统邮件	每日充值活动排名奖励	#00ff00|昨天的【每日充值排名】活动已经结束了，恭喜你在活动中获得了第2名，获得下列丰厚奖励，请查收	-1
6346	系统邮件	每日充值活动排名奖励	#00ff00|昨天的【每日充值排名】活动已经结束了，恭喜你在活动中获得了第3名，获得下列丰厚奖励，请查收	-1
6347	系统邮件	每日充值活动排名奖励	#00ff00|昨天的【每日充值排名】活动已经结束了，恭喜你在活动中获得了第4-6名，获得下列丰厚奖励，请查收	-1
6348	系统邮件	每日充值活动排名奖励	#00ff00|昨天的【每日充值排名】活动已经结束了，恭喜你在活动中获得了第7-20名，获得下列丰厚奖励，请查收	-1
6349	系统邮件	开服第一次攻城战胜利奖励	#00ff00|【攻城战】活动已经结束了，恭喜你的公会获得首胜，获得下列丰厚奖励，请查收	-1
6350	系统邮件	开服第一次攻城战胜利奖励	#00ff00|【攻城战】活动已经结束了，恭喜你的公会获得首胜，获得下列丰厚奖励，请查收	-1
6351	系统邮件	开服第一次攻城战失败奖励	#00ff00|【攻城战】活动已经结束了，很遗憾你的公会在这次攻城中未获得胜利，请查收	-1
6352	系统邮件	开服第一次攻城战胜利奖励	#00ff00|【攻城战】活动已经结束了，恭喜你的公会获得胜利，获得下列丰厚奖励，请查收	-1
6353	系统邮件	开服第一次攻城战胜利奖励	#00ff00|【攻城战】活动已经结束了，恭喜你的公会获得胜利，获得下列丰厚奖励，请查收	-1
6354	系统邮件	开服第一次攻城战失败奖励	#00ff00|【攻城战】活动已经结束了，很遗憾你的公会在这次攻城中未获得胜利，请查收	-1
6355	系统邮件	开服第一次攻城战胜利奖励	#00ff00|【攻城战】活动已经结束了，恭喜你的公会获得首胜，获得下列丰厚奖励，请查收	-1
6356	系统邮件	开服第一次攻城战胜利奖励	#00ff00|【攻城战】活动已经结束了，恭喜你的公会获得首胜，获得下列丰厚奖励，请查收	-1
6357	系统邮件	开服第一次攻城战失败奖励	#00ff00|【攻城战】活动已经结束了，很遗憾你的公会在这次攻城中未获得胜利，请查收	-1
6358	系统邮件	攻城战击杀排名奖励	#00ff00|【攻城战】活动已经结束了，在攻城战活动中击杀排名为第一名，获得下列丰厚奖励，请查收	-1
6359	系统邮件	攻城战击杀排名奖励	#00ff00|【攻城战】活动已经结束了，在攻城战活动中击杀排名为第二名，获得下列丰厚奖励，请查收	-1
6360	系统邮件	攻城战击杀排名奖励	#00ff00|【攻城战】活动已经结束了，在攻城战活动中击杀排名为第三名，获得下列丰厚奖励，请查收	-1
6361	系统邮件	攻城战击杀排名奖励	#00ff00|【攻城战】活动已经结束了，在攻城战活动中击杀排名为第四名，获得下列丰厚奖励，请查收	-1
6362	系统邮件	攻城战击杀排名奖励	#00ff00|【攻城战】活动已经结束了，在攻城战活动中击杀排名为第五名，获得下列丰厚奖励，请查收	-1
6363	系统邮件	攻城战击杀排名奖励	#00ff00|【攻城战】活动已经结束了，在攻城战活动中击杀排名进入6-10名，获得下列丰厚奖励，请查收	-1
6364	系统邮件	攻城战击杀排名奖励	#00ff00|【攻城战】活动已经结束了，感谢你积极的参与，获得下列丰厚奖励，请查收	-1
6365	系统	圣域争霸胜利奖励	#00ff00|【圣域争霸】活动已经结束。恭喜您的公会大展神威，成为圣域皇城的主人，获得了最后的胜利。获得了以下奖励，请查收	-1
6366	系统	积分第一公会奖励	#00ff00|【圣域争霸】活动已经结束。您的公会在圣域争霸中展现了非常强力的实力，在战斗积分榜积分排名第一。获得了以下奖励，请查收	-1
6367	系统	积分第二公会奖励	#00ff00|【圣域争霸】活动已经结束。您的公会在圣域争霸中展现了非常强力的实力，在战斗积分榜积分排名第二。获得了以下奖励，请查收	-1
6368	系统	积分第三公会奖励	#00ff00|【圣域争霸】活动已经结束。您的公会在圣域争霸中展现了非常强力的实力，在战斗积分榜积分排名第三。获得了以下奖励，请查收	-1
6369	系统	圣域争霸参与奖励	#00ff00|【圣域争霸】活动已经结束。为了表彰您参与了神域争霸这场史诗级的战争。获得了以下奖励，请查收	-1
6370	系统	开服活动	#00ff00|【切割契约】活动已经结束，以下返还所有押金。请查收	-1
6371	系统	圣域争霸	#00ff00|【首届圣域争霸】活动已经结束，恭喜您成为圣域皇城的第一任城主，获得了最后的胜利。获得了以下奖励，请查收	20081:2:1|583:1:1|583:1:1|583:1:1|583:1:1
6372	系统	Boss首杀	#00ff00|【BOSS首杀】已完成，恭喜您已风驰电擎般的速度优先斩杀了BOSS|#e60012|{1}|#00ff00|，获得了以下奖励，请查收	-1
6373	系统	装备首爆奖励	#00ff00|【限时回收】已完成，恭喜您已风驰电擎般的速度优先获得了极品装备|#e60012|{1}|#00ff00|，获得了以下奖励，请查收	-1
6374	系统	极限挑战	#00ff00|【极限挑战】恭喜您已经通关第1层，获得了以下奖品	-1
6375	系统	极限挑战	#00ff00|【极限挑战】恭喜您已经通关第2层，获得了以下奖品	-1
6376	系统	极限挑战	#00ff00|【极限挑战】恭喜您已经通关第3层，获得了以下奖品	-1
6377	系统	极限挑战	#00ff00|【极限挑战】恭喜您已经通关第4层，获得了以下奖品	-1
6378	系统	极限挑战	#00ff00|【极限挑战】恭喜您已经通关第5层，获得了以下奖品	-1
6379	系统	极限挑战	#00ff00|【极限挑战】恭喜您已经通关第6层，获得了以下奖品	-1
6380	系统	极限挑战	#00ff00|【极限挑战】恭喜您已经通关第7层，获得了以下奖品	-1
6381	系统	极限挑战	#00ff00|【极限挑战】恭喜您已经通关第8层，获得了以下奖品	-1
6382	系统	极限挑战	#00ff00|【极限挑战】恭喜您已经通关第9层，获得了以下奖品	-1
6383	系统	极限挑战	#00ff00|【极限挑战】恭喜您已经通关第10层，获得了以下奖品	-1
6384	系统	极限挑战	#00ff00|【极限挑战】恭喜您已经通关第11层，获得了以下奖品	-1
6385	系统	极限挑战	#00ff00|【极限挑战】恭喜您已经通关第12层，获得了以下奖品	-1
6386	系统	极限挑战	#00ff00|【极限挑战】恭喜您已经通关第13层，获得了以下奖品	-1
6387	系统	铂金特权到期	#f5e8bf|您的铂金特权已经到期，以后将享受不到铂金拥有的各种权利。|#00ff00|<u><a href='event:openPanel#privilegePanel#0'>立即购买</a></u>	-1
6388	系统	钻石特权到期	#f5e8bf|您的钻石特权已经到期，以后将享受不到钻石拥有的各种权利。|#00ff00|<u><a href='event:openPanel#privilegePanel#0'>立即购买</a></u>	-1
6389	系统	星耀特权到期	#f5e8bf|您的星耀特权已经到期，以后将享受不到星耀拥有的各种权利。|#00ff00|<u><a href='event:openPanel#privilegePanel#0'>立即购买</a></u>	-1
6390	系统	【BOSS积分】	#00ff00|【BOSS积分】恭喜您在BOSS积分排行活动中获得第1名，获得了以下奖励	-1
6391	系统	【BOSS积分】	#00ff00|【BOSS积分】恭喜您在BOSS积分排行活动中获得第2~5名，获得了以下奖励	-1
6392	系统	【BOSS积分】	#00ff00|【BOSS积分】恭喜您在BOSS积分排行活动中获得第6~10名，获得了以下奖励	-1
6393	系统	【BOSS积分】	#00ff00|【BOSS积分】恭喜您在BOSS积分排行活动中获得第11~20名，获得了以下奖励	-1
6394	系统	【BOSS积分】	#00ff00|【BOSS积分】恭喜您在BOSS积分排行活动中获得第21~50名，获得了以下奖励	-1
6395	系统	【BOSS积分】	#00ff00|【BOSS积分】恭喜您在BOSS积分排行活动中达到了2000BOSS积分，获得了以下奖励	-1
6396	系统	限时时装	#f5e8bf|您的限时时装|#e60012|{1}|#f5e8bf|已经到期，现在已被系统回收。收集永久时装可以不受时间限制！	-1
6397	系统	圣域争霸	#00ff00|【合服首届圣域争霸】活动已经结束，恭喜您成为圣域皇城的第一任城主，获得了最后的胜利。获得了以下奖励，请查收	20081:2:1|583:1:1|583:1:1|583:1:1|583:1:1
6398	系统	【管家特权】	#00ff00|【管家特权】恭喜您获得了管家特权大礼包	6230:1:1:1
6399	系统	【王权之塔】结算	#00ff00|【王权之塔】恭喜您在王权之塔内最后达到|#00afec|第一层|#00ff00|，获得了以下奖励	-1
6400	系统	【王权之塔】结算	#00ff00|【王权之塔】恭喜您在王权之塔内最后达到|#00afec|第二层|#00ff00|，获得了以下奖励	-1
6401	系统	【王权之塔】结算	#00ff00|【王权之塔】恭喜您在王权之塔内最后达到|#00afec|第三层|#00ff00|，获得了以下奖励	-1
6402	系统	【王权之塔】结算	#00ff00|【王权之塔】恭喜您在王权之塔内最后达到|#00afec|第四层|#00ff00|，获得了以下奖励	-1
6403	系统	【王权之塔】结算	#00ff00|【王权之塔】恭喜您在王权之塔内最后达到|#00afec|第五层|#00ff00|，获得了以下奖励	-1
6404	系统	【王权之塔】结算	#00ff00|【王权之塔】恭喜您在王权之塔内最后达到|#00afec|第六层|#00ff00|，获得了以下奖励	-1
6405	系统	【王权之塔】结算	#00ff00|【王权之塔】恭喜您在王权之塔内最后达到|#00afec|第七层|#00ff00|，获得了以下奖励	-1
6406	系统	【王权之塔】结算	#00ff00|【王权之塔】恭喜您在王权之塔内最后达到|#00afec|第八层|#00ff00|，获得了以下奖励	-1
6407	系统	【王权之塔】结算	#00ff00|【王权之塔】恭喜您在王权之塔内最后达到|#00afec|第九层|#00ff00|，获得了以下奖励	-1
6408	系统	【王权之塔】结算	#00ff00|【王权之塔】您参与了活动，给您一份参与奖	724:1:5:1|601:1:20:1
6409	测试	命格	命格	50151:10:5
6410	测试	命格+物品	命格+物品	50151:10:5|601:1:20:1
6411	测试	兽魂	兽魂	1:11:3:1
6412	测试	兽魂+物品	兽魂+物品	1:11:3:0|601:1:20:1
6413	测试	兽魂+物品+命格	兽魂+物品+命格	1:11:3:0|601:1:20:1|50151:10:5
6501	系统	魔界封印参与奖	#f7ab00|您参与了【魔界封印】活动，恭喜您获得参与奖励！请提取附件。	-1
6502	系统	魔界封印排名奖励	#f7ab00|您参与了【魔界封印】活动，并且排名|#00ff00|第1|#f7ab00|！以下是您的奖励，请提取附件。	-1
6503	系统	魔界封印排名奖励	#f7ab00|您参与了【魔界封印】活动，并且排名|#00ff00|第2~3|#f7ab00|！以下是您的奖励，请提取附件。	-1
6504	系统	魔界封印排名奖励	#f7ab00|您参与了【魔界封印】活动，并且排名|#00ff00|第4~10|#f7ab00|！以下是您的奖励，请提取附件。	-1
6505	系统	邪恶心脏专属奖励	#f7ab00|邪恶心脏被成功击杀，恭喜您获得了|#00ff00|专属奖励|#f7ab00|，请提取附件。	-1
6601	系统邮件	通天排名奖励	#00ff00|您于{0}【通天池】捐献排名为第{1}名，获得捐献排名奖励，请在【人物--时装--称号】界面查看称号奖励。	-1
6611	系统	俱乐部幸运爆率	#f7ab00|恭喜您触发了|#00ff00|俱乐部幸运爆率|#f7ab00|，获得了尊享道具：{1}	-1
6604	系统	【宠物】攻略	#f5e8bf||n宠物震撼开启，它的特点如下：|n1.宠物可以协助|#00ff00|拾取|#f5e8bf|装备道具，你只需要安心的不停打BOSS即可，不用担心来不及拾取装备和元宝噢！	13:1:1:1
6605	系统	0元购宠钻石返还	#00ff00|感谢您参与了【0元购宠】活动，现返还您100%钻石共1888钻，请提取附件。	10011:1:1:1
