INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
7138	60448	2	1	0	0	26	0	0	9999
7138	60449	2	1	0	0	18	0	0	9999
7138	60450	2	1	0	0	35	0	0	9999
7139	943	1	1	0	0	200	0	0	9999
7139	947	1	60	1	0	500	0	0	9999
7139	947	1	600	1	0	100	0	0	9999
7139	60551	2	1	0	0	4	0	0	9999
7139	60552	2	1	0	0	34	0	0	9999
7139	60553	2	1	0	0	17	0	0	9999
7139	60554	2	1	0	0	18	0	0	9999
7139	60555	2	1	0	0	25	0	0	9999
7139	60556	2	1	0	0	5	0	0	9999
7139	60557	2	1	0	0	18	0	0	9999
7139	60558	2	1	0	0	26	0	0	9999
7139	60559	2	1	0	0	18	0	0	9999
7139	60560	2	1	0	0	35	0	0	9999
7140	944	1	1	0	0	200	0	0	9999
7140	947	1	70	1	0	500	0	0	9999
7140	947	1	700	1	0	100	0	0	9999
7140	60661	2	1	0	0	4	0	0	9999
7140	60662	2	1	0	0	34	0	0	9999
7140	60663	2	1	0	0	17	0	0	9999
7140	60664	2	1	0	0	18	0	0	9999
7140	60665	2	1	0	0	25	0	0	9999
7140	60666	2	1	0	0	5	0	0	9999
7140	60667	2	1	0	0	18	0	0	9999
7140	60668	2	1	0	0	26	0	0	9999
7140	60669	2	1	0	0	18	0	0	9999
7140	60670	2	1	0	0	35	0	0	9999
7141	598	1	2	1	0	125	0	0	9999
7141	510	1	2	1	0	125	0	0	9999
7141	601	1	20	1	0	125	0	0	9999
7141	567	1	1	1	0	125	0	0	9999
7141	13	1	5	1	0	125	0	0	9999
7141	507	1	2	1	0	125	0	0	9999
7141	575	1	3	1	0	125	0	0	9999
7141	564	1	4	1	0	125	0	0	9999
7193	564	1	18	1	0	200	0	0	9999
7193	572	1	12	1	0	120	0	0	9999
7193	599	1	1	1	0	200	0	0	9999
7193	952	1	80	1	0	200	0	0	9999
7193	638	1	2	1	0	50	0	0	9999
7193	570	1	1	1	0	80	0	0	9999
7193	710	1	2	1	0	50	0	0	9999
7193	720	1	2	1	0	50	0	0	9999
7193	565	1	3	1	0	50	0	0	9999
7194	13	1	2	1	0	100	0	0	9999
7194	564	1	5	1	0	180	0	0	9999
7194	601	1	10	1	0	180	0	0	9999
7194	568	1	1	1	0	120	0	0	9999
7194	510	1	2	1	0	120	0	0	9999
7194	952	1	20	1	0	160	0	0	9999
7194	572	1	4	1	0	80	0	0	9999
7194	570	1	1	1	0	20	0	0	9999
7194	710	1	1	1	0	20	0	0	9999
7194	565	1	3	1	0	20	0	0	9999
7195	601	1	10	1	0	500	0	0	9999
7195	635	1	2	1	0	500	0	0	9999
7196	510	1	5	1	0	400	0	0	9999
7196	638	1	3	1	0	300	0	0	9999
7196	564	1	10	1	0	300	0	0	9999
7197	570	1	2	1	0	250	0	0	9999
7197	564	1	50	1	0	250	0	0	9999
7197	710	1	4	1	0	250	0	0	9999
7197	637	1	2	1	0	250	0	0	9999
7198	564	1	18	1	0	200	0	0	9999
7198	572	1	12	1	0	120	0	0	9999
7198	599	1	1	1	0	200	0	0	9999
7198	952	1	80	1	0	200	0	0	9999
7198	638	1	2	1	0	50	0	0	9999
7198	570	1	1	1	0	80	0	0	9999
7198	710	1	2	1	0	50	0	0	9999
7198	720	1	2	1	0	50	0	0	9999
7198	565	1	3	1	0	50	0	0	9999
953	10322	2	1	0	0	125	0	0	9999
953	10323	2	1	0	0	125	0	0	9999
953	10324	2	1	0	0	125	0	0	9999
953	10325	2	1	0	0	125	0	0	9999
953	10327	2	1	0	0	125	0	0	9999
953	10328	2	1	0	0	125	0	0	9999
953	10329	2	1	0	0	125	0	0	9999
953	10330	2	1	0	0	125	0	0	9999
956	50009	2	1	0	0	50	0	0	9999
956	50019	2	1	0	0	225	0	0	9999
956	50029	2	1	0	0	225	0	0	9999
956	50039	2	1	0	0	50	0	0	9999
956	50049	2	1	0	0	225	0	0	9999
956	50059	2	1	0	0	225	0	0	9999
957	20002	2	1	0	0	167	0	0	9999
957	20003	2	1	0	0	167	0	0	9999
957	20004	2	1	0	0	167	0	0	9999
957	20006	2	1	0	0	167	0	0	9999
957	20007	2	1	0	0	166	0	0	9999
957	20008	2	1	0	0	166	0	0	9999
959	52010	2	1	0	0	182	0	0	9999
959	52110	2	1	0	0	164	0	0	9999
959	52210	2	1	0	0	73	0	0	9999
959	52310	2	1	0	0	127	0	0	9999
959	52410	2	1	0	0	109	0	0	9999
959	52510	2	1	0	0	55	0	0	9999
959	52610	2	1	0	0	91	0	0	9999
959	52710	2	1	0	0	54	0	0	9999
959	52810	2	1	0	0	145	0	0	9999
799	10332	2	1	0	0	125	0	0	9999
799	10333	2	1	0	0	125	0	0	9999
799	10334	2	1	0	0	125	0	0	9999
799	10335	2	1	0	0	125	0	0	9999
799	10337	2	1	0	0	125	0	0	9999
799	10338	2	1	0	0	125	0	0	9999
799	10339	2	1	0	0	125	0	0	9999
799	10340	2	1	0	0	125	0	0	9999
