INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING
50101	幽冥地宫1层	1	0	8976	5848	20001	0	0	0	0	1	250	9999	0	0	1	1	475	333	1002	50101	50101	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	50101	2	0	0	85	88	1002	10000	0	-1	0	0	1	85:88|96:102|151:122|117:70|146:46|43:44|44:123	1	1	0	-1	50101	0	1	1	-1	-1	1	90:82|150:121|39:122|153:42|34:38
50102	极寒之地1层	1	0	8976	5848	20001	0	0	0	0	1	300	9999	0	0	1	1	475	333	1002	50102	50102	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	50102	2	0	0	96	92	1002	10000	0	-1	0	0	1	-1	1	1	0	-1	50102	0	1	1	-1	-1	1	13:99|6:41|71:103|102:88|14:18|102:64|60:10|95:19
50103	极寒之地2层	1	0	5088	3876	20001	0	0	0	0	1	330	9999	0	0	1	1	475	333	1002	50103	50103	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	50103	2	0	0	13	99	1002	10000	0	-1	0	0	1	-1	1	1	0	-1	50103	0	1	1	-1	-1	1	13:99|6:41|71:103|102:88|14:18|102:64|60:10|95:19
50105	失落高原	1	0	11968	8976	20001	0	0	0	0	1	100	9999	0	0	1	1	475	333	1002	50105	50105	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	50105	2	0	0	131	134	1002	10000	0	-1	0	0	1	-1	1	1	0	-1	50105	0	1	1	-1	-1	1	-1
50106	烈焰战场	1	0	11968	8976	20001	0	0	0	0	1	100	9999	0	0	1	1	475	333	1002	50106	50106	3	0	2	0	230	1	-1	1	1	1	1003	1:1	-1	0	1	1	1	50106	2	0	0	117	140	1002	8000	0	-1	0	0	1	115:146|116:17|217:96|40:26|236:189|214:218|47:200|105:251	1	1	0	-1	50106	0	1	1	-1	-1	1	-1
50107	魔源峰谷1层	1	0	9600	8092	20001	0	0	0	0	1	150	9999	0	0	1	1	475	333	1002	51107	51107	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51107	2	0	0	37	181	1002	10000	0	-1	0	0	1	71:80|86:104|123:79|119:45|91:27|57:24|20:54|39:103	1	1	0	-1	51107	0	1	1	-1	-1	1	71:80|86:104|123:79|119:45|91:27|57:24|20:54|39:103
50109	魔鬼沙漠	1	0	8064	5984	20001	0	0	0	0	1	400	9999	0	0	1	1	475	333	1002	50109	50109	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	50109	2	0	0	62	89	1002	10000	0	-1	0	0	1	-1	1	1	0	-1	50109	0	1	0	-1	-1	1	30:200|85:200|80:150|35:80|100:100|130:150|100:50|161:54
50110	主城体验	1	0	8064	5984	20001	0	0	0	0	1	1	9999	0	0	1	1	475	333	1002	50110	50110	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	50110	2	0	0	72	80	1002	10000	0	-1	0	0	1	-1	1	1	0	-1	50110	0	1	1	-1	-1	1	-1
50111	绝情海岛1层	1	0	5376	3876	20001	0	0	0	0	1	200	9999	0	0	1	1	475	333	1002	50111	50111	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	50111	2	0	0	59	44	1002	10000	0	-1	0	0	1	59:44|71:58|47:94|72:30|26:60|29:28|94:78|41:48	1	1	0	-1	50111	0	1	1	-1	-1	1	11:23|81:21|96:89|8:79|50:53|8:46|94:46|50:19|54:104
50112	守护秘境【神】	1	0	5088	3876	20001	0	0	0	0	1	600	9999	0	0	1	1	475	333	1002	50035	50035	3	0	2	0	230	1	-1	1	1	1	1003	1:1	-1	0	1	1	1	50035	2	0	0	37	41	1002	10000	0	309	0	0	1	-1	1	1	0	-1	50112	0	1	0	-1	-1	1	84:14|21:21|23:86|82:94|12:55|77:51|49:11|16:111
50113	困惑魔殿2层	1	0	7200	4794	20001	0	0	0	0	1	100	9999	0	0	1	1	475	333	1002	50042	50042	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	50042	2	0	0	23	23	1002	10000	0	-1	0	0	1	71:80|86:104|123:79|119:45|91:27|57:24|20:54|39:103	1	1	0	-1	50113	0	1	1	-1	-1	1	71:80|86:104|123:79|119:45|91:27|57:24|20:54|39:103
50114	困惑魔殿3层	1	0	7200	4794	20001	0	0	0	0	1	100	9999	0	0	1	1	475	333	1002	50042	50042	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	50042	2	0	0	23	23	1002	10000	0	-1	0	0	1	71:80|86:104|123:79|119:45|91:27|57:24|20:54|39:103	1	1	0	-1	50114	0	1	1	-1	-1	1	71:80|86:104|123:79|119:45|91:27|57:24|20:54|39:103
50115	困惑魔殿4层	1	0	7200	4794	20001	0	0	0	0	1	100	9999	0	0	1	1	475	333	1002	50042	50042	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	50042	2	0	0	23	23	1002	10000	0	-1	0	0	1	71:80|86:104|123:79|119:45|91:27|57:24|20:54|39:103	1	1	0	-1	50115	0	1	1	-1	-1	1	71:80|86:104|123:79|119:45|91:27|57:24|20:54|39:103
50116	魔源峰谷2层	1	0	9600	8092	20001	0	0	0	0	1	150	9999	0	0	1	1	475	333	1002	51107	51107	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51107	2	0	0	37	181	1002	10000	0	-1	0	0	1	30:200|85:200|80:150|35:80|100:100|130:150|100:50|161:54	1	1	0	-1	51107	0	1	1	-1	-1	1	30:200|85:200|80:150|35:80|100:100|130:150|100:50|161:54
50117	魔源峰谷3层	1	0	9600	8092	20001	0	0	0	0	1	150	9999	0	0	1	1	475	333	1002	51107	51107	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51107	2	0	0	37	181	1002	10000	0	-1	0	0	1	30:200|85:200|80:150|35:80|100:100|130:150|100:50|161:54	1	1	0	-1	51107	0	1	1	-1	-1	1	30:200|85:200|80:150|35:80|100:100|130:150|100:50|161:54
50118	魔源峰谷4层	1	0	9600	8092	20001	0	0	0	0	1	150	9999	0	0	1	1	475	333	1002	51107	51107	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51107	2	0	0	37	181	1002	10000	0	-1	0	0	1	30:200|85:200|80:150|35:80|100:100|130:150|100:50|161:54	1	1	0	-1	51107	0	1	1	-1	-1	1	30:200|85:200|80:150|35:80|100:100|130:150|100:50|161:54
50119	绝情海岛2层	1	0	5376	3876	20001	0	0	0	0	1	200	9999	0	0	1	1	475	333	1002	50111	50111	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	50111	2	0	0	59	44	1002	10000	0	-1	0	0	1	59:44|71:58|47:94|72:30|26:60|29:28|94:78|41:48	1	1	0	-1	50119	0	1	1	-1	-1	1	11:23|81:21|96:89|8:79|50:53|8:46|94:46|50:19|54:104
50120	绝情海岛3层	1	0	5376	3876	20001	0	0	0	0	1	200	9999	0	0	1	1	475	333	1002	50111	50111	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	50111	2	0	0	59	44	1002	10000	0	-1	0	0	1	59:44|71:58|47:94|72:30|26:60|29:28|94:78|41:48	1	1	0	-1	50120	0	1	1	-1	-1	1	11:23|81:21|96:89|8:79|50:53|8:46|94:46|50:19|54:104
50121	绝情海岛4层	1	0	5376	3876	20001	0	0	0	0	1	200	9999	0	0	1	1	475	333	1002	50111	50111	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	50111	2	0	0	59	44	1002	10000	0	-1	0	0	1	59:44|71:58|47:94|72:30|26:60|29:28|94:78|41:48	1	1	0	-1	50121	0	1	1	-1	-1	1	11:23|81:21|96:89|8:79|50:53|8:46|94:46|50:19|54:104
50122	幽冥地宫2层	1	0	8976	5848	20001	0	0	0	0	1	250	9999	0	0	1	1	475	333	1002	50101	50101	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	50101	2	0	0	85	88	1002	10000	0	-1	0	0	1	85:88|96:102|151:122|117:70|146:46|43:44|44:123	1	1	0	-1	50122	0	1	1	-1	-1	1	90:82|150:121|39:122|153:42|34:38
50123	幽冥地宫3层	1	0	8976	5848	20001	0	0	0	0	1	250	9999	0	0	1	1	475	333	1002	50101	50101	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	50101	2	0	0	85	88	1002	10000	0	-1	0	0	1	85:88|96:102|151:122|117:70|146:46|43:44|44:123	1	1	0	-1	50123	0	1	1	-1	-1	1	90:82|150:121|39:122|153:42|34:38
50124	幽冥地宫4层	1	0	8976	5848	20001	0	0	0	0	1	250	9999	0	0	1	1	475	333	1002	50101	50101	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	50101	2	0	0	85	88	1002	10000	0	-1	0	0	1	85:88|96:102|151:122|117:70|146:46|43:44|44:123	1	1	0	-1	50124	0	1	1	-1	-1	1	90:82|150:121|39:122|153:42|34:38
50125	魔界一层	1	0	6000	4488	20001	0	0	0	0	1	1	9999	0	0	1	1	475	333	1002	50040	50040	3	0	2	0	230	1	-1	1	1	1	1003	1:1	-1	0	1	1	1	50040	2	0	0	70	58	1002	11000	0	-1	0	5	1	-1	1	1	0	-1	50125	0	1	1	-1	-1	1	96:11|108:63|108:107|29:106|27:21
50126	魔界二层	1	0	6000	4488	20001	0	0	0	0	1	1	9999	0	0	1	1	475	333	1002	50040	50040	3	0	2	0	230	1	-1	1	1	1	1003	1:1	-1	0	1	1	1	50040	2	0	0	70	58	1002	12000	0	-1	0	7	1	-1	1	1	0	-1	50126	0	1	1	-1	-1	1	96:11|108:63|108:107|29:106|27:21
50127	魔界三层	1	0	6000	4488	20001	0	0	0	0	1	1	9999	0	0	1	1	475	333	1002	50040	50040	3	0	2	0	230	1	-1	1	1	1	1003	1:1	-1	0	1	1	1	50040	2	0	0	70	58	1002	13000	0	-1	0	9	1	-1	1	1	0	-1	50127	0	1	0	-1	-1	1	96:11|108:63|108:107|29:106|27:21
50128	魔界四层	1	0	6000	4488	20001	0	0	0	0	1	1	9999	0	0	1	1	475	333	1002	50040	50040	3	0	2	0	230	1	-1	1	1	1	1003	1:1	-1	0	1	1	1	50040	2	0	0	70	58	1002	14000	0	-1	0	11	1	-1	1	1	0	-1	50128	0	1	0	-1	-1	1	96:11|108:63|108:107|29:106|27:21
50129	圣域皇城	4	12	8064	4794	20001	7	0	0	0	1	1	9999	0	0	1	1	475	333	1002	50129	50129	3	0	2	0	230	2	-1	1	1	0	0	1:1	10	0	1	1	1	50129	2	0	0	70	58	1002	10000	0	-1	0	0	0	-1	1	0	0	-1	50129	0	1	1	-1	-1	1	-1
50130	圣域皇宫	4	12	2976	1768	20001	7	0	0	0	1	1	9999	0	0	1	1	475	333	1002	50130	50130	3	0	2	0	230	2	-1	1	1	0	1003	1:1	10	0	1	1	1	50130	2	0	0	43	27	1002	10000	0	-1	0	0	0	-1	1	0	1	-1	50130	0	1	1	-1	-1	1	-1
50131	沙漠圣地1层	1	0	6000	4488	20001	0	0	0	0	1	400	9999	0	0	1	1	475	333	1002	50131	50131	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	50131	2	0	0	51	82	1002	10000	0	-1	0	0	1	-1	1	1	0	-1	50131	0	1	0	-1	-1	1	24:17|62:56|103:32|104:107|21:114
50132	沙漠圣地2层	1	0	6000	4488	20001	0	0	0	0	1	430	9999	0	0	1	1	475	333	1002	50132	50132	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	50132	2	0	0	62	56	1002	10000	0	-1	0	0	1	-1	1	1	0	-1	50132	0	1	0	-1	-1	1	24:17|62:56|103:32|104:107|21:114
50133	圣域皇城	1	0	8064	4794	20001	0	0	0	0	1	1	9999	0	0	1	1	475	333	1002	50129	50129	3	0	2	0	230	2	-1	1	1	1	0	1:1	-1	0	1	1	1	50129	2	0	0	70	58	1002	10000	0	-1	0	0	1	-1	1	0	0	-1	50133	0	1	1	-1	-1	1	-1
50134	圣域战场	1	0	8064	4794	20001	0	0	0	0	1	1	9999	0	0	1	1	475	333	1002	50129	50129	3	0	2	0	230	2	-1	1	1	1	1003	1:1	-1	0	1	1	1	50129	2	0	0	70	58	1002	10000	0	-1	0	0	0	-1	1	1	1	-1	50134	0	1	1	-1	-1	1	-1
50135	极限挑战11层	4	5	8400	4182	20001	6	0	0	0	1	1	9999	0	0	1	1	475	333	1002	50041	50041	3	0	2	0	230	2	-1	1	1	0	1003	1:1	-1	1	1	1	1	50041	2	0	0	77	71	1002	20000	0	-1	0	0	1	-1	1	1	0	-1	50135	0	1	0	-1	-1	1	-1
50136	极限挑战12层	4	5	8400	4182	20001	6	0	0	0	1	1	9999	0	0	1	1	475	333	1002	50041	50041	3	0	2	0	230	2	-1	1	1	0	1003	1:1	-1	1	1	1	1	50041	2	0	0	77	71	1002	20000	0	-1	0	0	1	-1	1	1	0	-1	50136	0	1	0	-1	-1	1	-1
50137	极限挑战13层	4	5	8400	4182	20001	6	0	0	0	1	1	9999	0	0	1	1	475	333	1002	50041	50041	3	0	2	0	230	2	-1	1	1	0	1003	1:1	-1	1	1	1	1	50041	2	0	0	77	71	1002	20000	0	-1	0	0	1	-1	1	1	0	-1	50137	0	1	0	-1	-1	1	-1
50139	星空回廊1层	1	0	6000	4488	20001	0	0	0	0	1	500	9999	0	0	1	1	475	333	1002	50139	50139	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	50139	2	0	0	68	60	1002	10000	0	-1	0	0	1	-1	1	1	0	-1	50139	0	1	0	-1	-1	1	67:110|68:62|12:50|81:11
50140	冰峰雪域	1	0	12000	8976	20001	0	0	0	0	1	150	9999	0	0	1	1	475	333	1002	50140	50140	3	0	2	0	230	1	-1	1	1	1	1003	1:1	-1	0	1	1	1	50140	2	0	0	16	33	1002	8000	0	-1	0	0	1	16:33|23:248|214:36|229:226|216:96|8:159|82:48|108:12|19:181	1	1	0	-1	50140	0	1	1	-1	-1	1	-1
50141	罪恶之地	1	0	6000	4488	20001	0	0	0	0	1	20	101	0	0	1	1	475	333	1002	50040	50040	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	50040	2	0	0	70	58	1002	10000	0	-1	0	0	1	28:98|25:57|31:27|64:84|95:97|105:69|67:54|92:21	1	1	0	-1	50141	0	1	1	-1	-1	1	-1
50142	罪恶之地2	1	0	6000	4488	20001	0	0	0	0	1	20	101	0	0	1	1	475	333	1002	50040	50040	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	50040	2	0	0	70	58	1002	10000	0	-1	0	0	1	28:98|25:57|31:27|64:84|95:97|105:69|67:54|92:21	1	1	0	-1	50142	0	1	1	-1	-1	1	-1
50143	罪恶之地3	1	0	6000	4488	20001	0	0	0	0	1	20	101	0	0	1	1	475	333	1002	50040	50040	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	50040	2	0	0	70	58	1002	10000	0	-1	0	0	1	28:98|25:57|31:27|64:84|95:97|105:69|67:54|92:21	1	1	0	-1	50143	0	1	1	-1	-1	1	-1
50144	罪恶之地4	1	0	6000	4488	20001	0	0	0	0	1	20	101	0	0	1	1	475	333	1002	50040	50040	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	50040	2	0	0	70	58	1002	10000	0	-1	0	0	1	28:98|25:57|31:27|64:84|95:97|105:69|67:54|92:21	1	1	0	-1	50144	0	1	1	-1	-1	1	-1
50145	罪恶之地5	1	0	6000	4488	20001	0	0	0	0	1	20	101	0	0	1	1	475	333	1002	50040	50040	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	50040	2	0	0	70	58	1002	10000	0	-1	0	0	1	28:98|25:57|31:27|64:84|95:97|105:69|67:54|92:21	1	1	0	-1	50145	0	1	1	-1	-1	1	-1
50146	罪恶之地6	1	0	6000	4488	20001	0	0	0	0	1	20	101	0	0	1	1	475	333	1002	50040	50040	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	50040	2	0	0	70	58	1002	10000	0	-1	0	0	1	28:98|25:57|31:27|64:84|95:97|105:69|67:54|92:21	1	1	0	-1	50146	0	1	1	-1	-1	1	-1
50147	罪恶之地7	1	0	6000	4488	20001	0	0	0	0	1	20	101	0	0	1	1	475	333	1002	50040	50040	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	50040	2	0	0	70	58	1002	10000	0	-1	0	0	1	28:98|25:57|31:27|64:84|95:97|105:69|67:54|92:21	1	1	0	-1	50147	0	1	1	-1	-1	1	-1
50148	罪恶之地8	1	0	6000	4488	20001	0	0	0	0	1	20	101	0	0	1	1	475	333	1002	50040	50040	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	50040	2	0	0	70	58	1002	10000	0	-1	0	0	1	28:98|25:57|31:27|64:84|95:97|105:69|67:54|92:21	1	1	0	-1	50148	0	1	1	-1	-1	1	-1
50149	罪恶之地9	1	0	6000	4488	20001	0	0	0	0	1	20	101	0	0	1	1	475	333	1002	50040	50040	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	50040	2	0	0	70	58	1002	10000	0	-1	0	0	1	28:98|25:57|31:27|64:84|95:97|105:69|67:54|92:21	1	1	0	-1	50149	0	1	1	-1	-1	1	-1
50150	罪恶之地10	1	0	6000	4488	20001	0	0	0	0	1	20	101	0	0	1	1	475	333	1002	50040	50040	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	50040	2	0	0	70	58	1002	10000	0	-1	0	0	1	28:98|25:57|31:27|64:84|95:97|105:69|67:54|92:21	1	1	0	-1	50150	0	1	1	-1	-1	1	-1
50151	血战皇城	1	0	2976	1768	20001	1	0	0	0	1	1	9999	0	0	1	1	475	333	1002	50130	50130	3	0	2	0	230	1	-1	1	1	1	0	1:1	10	0	1	1	1	50130	2	0	0	43	27	1002	10000	0	-1	0	0	0	-1	1	1	0	-1	50151	0	1	1	-1	-1	1	-1
50152	神威之力	1	0	2400	2686	20001	1	0	0	0	1	1	9999	0	0	1	1	475	333	1002	50152	50152	3	0	2	0	230	1	-1	1	1	1	0	1:1	5	0	1	1	1	50152	2	0	0	21	43	1002	10000	0	-1	0	0	1	-1	1	1	0	-1	50152	0	1	1	-1	-1	1	-1
50153	激情战场	4	0	2976	2074	20001	0	0	0	0	1	100	9999	0	0	1	1	475	333	1002	50153	50153	3	0	2	0	230	2	-1	1	1	0	0	1:1	10	0	1	1	1	50153	2	0	0	30	30	1002	10000	0	-1	0	0	0	-1	1	0	0	-1	50153	0	1	0	-1	-1	1	-1
50154	魔界议会大厅·二	1	13	3888	2992	20001	0	0	0	0	1	300	9999	0	0	1	1	475	333	1002	50154	50154	3	0	2	0	230	1	-1	1	1	1	1003	1:1	-1	0	1	1	1	50154	2	0	0	18	78	1002	10000	0	-1	0	0	1	18:78	1	1	1	-1	50154	0	1	0	-1	-1	1	-1
50155	星空回廊2层	1	0	6000	4488	20001	0	0	0	0	1	530	9999	0	0	1	1	475	333	1002	50155	50155	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	50155	2	0	0	27	97	1002	10000	0	-1	0	0	1	-1	1	1	0	-1	50155	0	1	0	-1	-1	1	30:19|27:97|105:116|97:21
50156	第四大陆(星空)	1	0	3600	2380	20001	1	0	0	0	1	500	9999	0	0	1	1	475	333	1002	50156	50156	3	0	2	0	230	3	-1	1	1	1	0	1:1	-1	0	1	1	1	50156	2	0	0	34	32	1002	10000	0	-1	0	0	0	-1	1	1	0	-1	50156	1	1	1	-1	-1	1	-1
50157	魔界议会大厅·三	1	13	3888	2992	20001	0	0	0	0	1	400	9999	0	0	1	1	475	333	1002	50154	50154	3	0	2	0	230	1	-1	1	1	1	1003	1:1	-1	0	1	1	1	50154	2	0	0	18	78	1002	10000	0	-1	0	0	1	18:78	1	1	1	-1	50157	0	1	0	-1	-1	1	-1
50158	魔界议会大厅·四	1	13	3888	2992	20001	0	0	0	0	1	500	9999	0	0	1	1	475	333	1002	50154	50154	3	0	2	0	230	1	-1	1	1	1	1003	1:1	-1	0	1	1	1	50154	2	0	0	18	78	1002	10000	0	-1	0	0	1	18:78	1	1	1	-1	50158	0	1	0	-1	-1	1	-1
50159	秦皇地宫1层	1	0	6864	4794	20001	0	0	0	0	1	550	9999	0	0	1	1	475	333	1002	50159	50159	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	50159	2	0	0	100	37	1002	10000	0	-1	0	0	1	-1	1	1	0	-1	50159	0	1	0	-1	-1	1	36:120|130:41|76:7|25:31
50160	秦皇地宫2层	1	0	6864	4794	20001	0	0	0	0	1	580	9999	0	0	1	1	475	333	1002	50159	50159	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	50159	2	0	0	100	37	1002	10000	0	-1	0	0	1	-1	1	1	0	-1	50160	0	1	0	-1	-1	1	36:120|130:41|76:7|25:31
50161	虚空圣地	4	14	4464	2992	20001	0	0	0	0	1	100	9999	0	0	1	1	475	333	1002	50161	50161	3	0	2	0	230	1	-1	1	1	0	1003	1:1	10	0	1	1	1	50161	2	0	0	45	43	1002	10000	0	-1	0	0	1	23:49|26:51|29:54|25:54|21:54|17:52|27:58|27:54	1	0	1	-1	50161	0	1	1	-1	-1	1	-1
50162	魔灵幻狱一层	1	15	2976	2380	20001	0	0	0	0	1	300	9999	0	0	1	1	475	333	1002	50162	50162	3	0	2	0	230	1	-1	1	1	1	1003	1:1	10	0	1	1	1	50162	2	0	0	31	34	1002	10000	0	-1	0	0	1	13:27	1	1	1	-1	50162	0	1	0	-1	-1	1	-1
50163	魔灵幻狱二层	1	15	2976	2380	20001	0	0	0	0	1	300	9999	0	0	1	1	475	333	1002	50162	50162	3	0	2	0	230	1	-1	1	1	1	0	1:1	10	0	1	1	1	50162	2	0	0	31	34	1002	10000	0	-1	0	0	1	29:30	1	1	1	-1	50163	0	1	0	-1	-1	1	-1
50164	魔灵幻狱三层	1	15	2976	2380	20001	0	0	0	0	1	300	9999	0	0	1	1	475	333	1002	50162	50162	3	0	2	0	230	1	-1	1	1	1	0	1:1	10	0	1	1	1	50162	2	0	0	31	34	1002	10000	0	-1	0	0	1	29:30	1	1	1	-1	50164	0	1	0	-1	-1	1	-1
50165	魔灵幻狱四层	1	15	2976	2380	20001	0	0	0	0	1	300	9999	0	0	1	1	475	333	1002	50162	50162	3	0	2	0	230	1	-1	1	1	1	0	1:1	10	0	1	1	1	50162	2	0	0	31	34	1002	10000	0	-1	0	0	1	29:30	1	1	1	-1	50165	0	1	0	-1	-1	1	-1
50166	魔灵幻狱五层	1	15	2976	2380	20001	0	0	0	0	1	300	9999	0	0	1	1	475	333	1002	50162	50162	3	0	2	0	230	1	-1	1	1	1	0	1:1	10	0	1	1	1	50162	2	0	0	31	34	1002	10000	0	-1	0	0	1	29:30	1	1	1	-1	50166	0	1	0	-1	-1	1	-1
50167	典狱长宿舍	1	15	2976	2074	20001	0	0	0	0	1	300	9999	0	0	1	1	475	333	1002	50167	50167	3	0	2	0	230	1	-1	1	1	1	0	1:1	10	0	1	1	1	50167	2	0	0	31	33	1002	10000	0	-1	0	0	1	32:47	1	1	1	-1	50167	0	1	0	-1	-1	1	-1
50168	第五大陆(宫殿)	1	0	3600	2380	20001	1	0	0	0	1	600	9999	0	0	1	1	475	333	1002	50168	50168	3	0	2	0	230	3	-1	1	1	1	0	1:1	-1	0	1	1	1	50168	2	0	0	34	32	1002	10000	0	-1	0	0	0	-1	1	1	0	-1	50168	1	1	1	-1	-1	1	-1
50169	虚无之地1层	1	19	7200	5372	20001	0	0	0	0	1	300	9999	0	0	1	1	475	333	1002	50169	50169	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	50169	2	0	0	69	71	1002	10000	0	-1	0	0	1	-1	1	1	0	-1	50169	0	1	0	-1	-1	1	-1
50170	虚无之地2层	1	19	6000	7174	20001	0	0	0	0	1	400	9999	0	0	1	1	475	333	1002	50170	50170	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	50170	2	0	0	37	89	1002	10000	0	-1	0	0	1	-1	1	1	0	-1	50170	0	1	0	-1	-1	1	-1
50171	虚无之地3层	1	19	6000	4488	20001	0	0	0	0	1	500	9999	0	0	1	1	475	333	1002	50171	50171	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	50171	2	0	0	47	58	1002	10000	0	-1	0	0	1	-1	1	1	0	-1	50171	0	1	0	-1	-1	1	-1
50172	魔界议会大厅·五	1	13	3888	2992	20001	0	0	0	0	1	600	9999	0	0	1	1	475	333	1002	50154	50154	3	0	2	0	230	1	-1	1	1	1	1003	1:1	-1	0	1	1	1	50154	2	0	0	18	78	1002	10000	0	-1	0	0	1	18:78	1	1	1	-1	50158	0	1	0	-1	-1	1	-1
50173	兽神殿	1	22	8064	6596	20001	0	0	0	0	1	500	9999	0	0	1	1	475	333	1002	50173	50173	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	50173	2	0	0	93	66	1002	10000	0	-1	0	0	1	-1	1	1	0	-1	50173	0	1	0	-1	-1	1	-1
50174	魔界封印之地	4	7	2976	2380	50001	0	0	0	0	1	350	9999	0	0	1	1	475	333	1002	50174	50174	3	0	2	0	230	2	-1	1	1	0	0	1:1	5	0	1	2	1	50174	2	0	0	30	30	1002	10000	0	-1	0	0	0	-1	1	0	1	-1	50174	0	1	0	-1	-1	0	-1
50175	深渊魔窟	2	4	6000	4488	40003	3	0	0	0	1	300	9999	0	0	1	1	475	333	1002	50175	50175	3	0	2	0	230	1	-1	1	1	1	0	1:1	5	0	0	1	1	50175	2	0	0	30	30	1002	10000	0	-1	0	0	0	-1	1	0	1	-1	50175	0	1	0	-1	-1	1	-1
50176	深渊宝库	2	21	2976	2380	50001	0	0	0	0	1	300	9999	0	0	1	1	475	333	1002	50176	50176	3	0	2	0	230	1	-1	1	1	1	0	1:1	5	0	0	1	1	50176	2	0	0	30	30	1002	10000	0	-1	0	0	0	-1	1	0	0	-1	50176	0	1	0	-1	-1	1	-1
50177	兽神祭坛	2	23	3264	2176	50001	0	0	0	0	1	300	9999	0	0	1	1	475	333	1002	50177	50177	3	0	2	0	230	1	-1	1	1	1	0	1:1	5	0	1	1	1	50177	2	0	0	30	30	1002	10000	0	-1	0	0	1	-1	1	1	0	-1	50177	0	1	0	-1	-1	1	-1
50178	日月星辰·主宰	1	0	8976	5678	20001	0	0	0	0	1	600	9999	0	0	1	1	475	333	1002	50074	50074	3	0	2	0	230	1	-1	1	1	1	1003	1:1	-1	0	1	1	1	50074	2	0	0	93	80	1002	10000	0	-1	19	0	1	-1	1	1	0	-1	50178	0	1	0	-1	-1	1	93:80|33:36|155:38|160:123|42:123
50179	唯我独尊·天下	1	0	8976	5678	20001	0	0	0	0	1	600	9999	0	0	1	1	475	333	1002	50074	50074	3	0	2	0	230	1	-1	1	1	1	1003	1:1	-1	0	1	1	1	50074	2	0	0	93	80	1002	10000	0	-1	20	0	1	-1	1	1	0	-1	50179	0	1	0	-1	-1	1	93:80|33:36|155:38|160:123|42:123
