INT	INT	INT	INT	STRING	INT	STRING	STRING	INT	STRING	INT	STRING
6	12	4000	0	4:1200|5:3000	400	300:7|350:10|400:13|450:15	601:1:24	115	#00ff00|强化成功率：40%	0	710:1:4
6	13	3000	0	4:1512|5:3780	400	300:7|350:10|400:13|450:15	601:1:26	-1	#00ff00|强化成功率：30%	0	710:1:10
6	14	3000	0	4:1896|5:4740	450	300:7|350:10|400:13|450:15	601:1:28	115	#00ff00|强化成功率：30%	0	710:1:20
6	15	2500	0	4:2400|5:6000	450	300:7|350:10|400:13|450:15	601:1:30	115	#00ff00|强化成功率：25%	0	710:1:50
6	16	10000	0	4:2418|5:6045	300	300:7|350:10|400:13|450:15	601:1:3|769:1:2	-1	#00ff00|强化成功率：100%	0	0
6	17	7600	0	4:2454|5:6135	300	300:7|350:10|400:13|450:15	601:1:6|769:1:4	-1	#00ff00|强化成功率：76%	0	0
6	18	7200	0	4:2508|5:6270	300	300:7|350:10|400:13|450:15	601:1:9|769:1:6	-1	#00ff00|强化成功率：72%	0	0
6	19	6800	0	4:2580|5:6450	300	300:7|350:10|400:13|450:15	601:1:12|769:1:8	-1	#00ff00|强化成功率：68%	0	0
6	20	6500	0	4:2670|5:6675	300	300:7|350:10|400:13|450:15	601:1:15|769:1:10	-1	#00ff00|强化成功率：65%	0	0
6	21	6200	0	4:2778|5:6945	300	300:7|350:10|400:13|450:15	601:1:18|769:1:12	-1	#00ff00|强化成功率：62%	0	0
6	22	5900	0	4:2904|5:7260	300	300:7|350:10|400:13|450:15	601:1:21|769:1:14	115	#00ff00|强化成功率：59%	0	0
6	23	5600	0	4:3048|5:7620	350	300:7|350:10|400:13|450:15	601:1:24|769:1:16	-1	#00ff00|强化成功率：56%	0	0
6	24	5300	0	4:3228|5:8070	350	300:7|350:10|400:13|450:15	601:1:27|769:1:18	-1	#00ff00|强化成功率：53%	0	0
6	25	5000	0	4:3480|5:8700	350	300:7|350:10|400:13|450:15	601:1:30|769:1:20	115	#00ff00|强化成功率：50%	0	0
6	26	4000	0	4:3804|5:9510	400	300:7|350:10|400:13|450:15	601:1:33|769:1:22	-1	#00ff00|强化成功率：40%	0	710:1:4
6	27	4000	0	4:4200|5:10500	400	300:7|350:10|400:13|450:15	601:1:36|769:1:24	115	#00ff00|强化成功率：40%	0	710:1:10
6	28	3000	0	4:4668|5:11670	400	300:7|350:10|400:13|450:15	601:1:39|769:1:26	-1	#00ff00|强化成功率：30%	0	710:1:20
6	29	3000	0	4:5244|5:13110	450	300:7|350:10|400:13|450:15	601:1:42|769:1:28	115	#00ff00|强化成功率：30%	0	710:1:40
6	30	2500	0	4:6000|5:15000	450	300:7|350:10|400:13|450:15	601:1:45|769:1:30	115	#00ff00|强化成功率：25%	0	710:1:120
7	1	10000	0	4:12|5:30	300	300:7|350:10|400:13|450:15	601:1:2	-1	#00ff00|强化成功率：100%	0	0
7	2	9500	0	4:36|5:90	300	300:7|350:10|400:13|450:15	601:1:4	-1	#00ff00|强化成功率：95%	0	0
7	3	9000	0	4:72|5:180	300	300:7|350:10|400:13|450:15	601:1:6	-1	#00ff00|强化成功率：90%	0	0
7	4	8500	0	4:120|5:300	300	300:7|350:10|400:13|450:15	601:1:8	-1	#00ff00|强化成功率：85%	0	0
7	5	8000	0	4:180|5:450	300	300:7|350:10|400:13|450:15	601:1:10	-1	#00ff00|强化成功率：80%	0	0
7	6	7500	0	4:252|5:630	300	300:7|350:10|400:13|450:15	601:1:12	-1	#00ff00|强化成功率：75%	0	0
7	7	7000	0	4:336|5:840	300	300:7|350:10|400:13|450:15	601:1:14	115	#00ff00|强化成功率：70%	0	0
7	8	6500	0	4:432|5:1080	350	300:7|350:10|400:13|450:15	601:1:16	-1	#00ff00|强化成功率：65%	0	0
7	9	6000	0	4:552|5:1380	350	300:7|350:10|400:13|450:15	601:1:18	-1	#00ff00|强化成功率：60%	0	0
7	10	5000	0	4:720|5:1800	350	300:7|350:10|400:13|450:15	601:1:20	115	#00ff00|强化成功率：50%	0	0
7	11	4000	0	4:936|5:2340	400	300:7|350:10|400:13|450:15	601:1:22	-1	#00ff00|强化成功率：40%	0	710:1:2
7	12	4000	0	4:1200|5:3000	400	300:7|350:10|400:13|450:15	601:1:24	115	#00ff00|强化成功率：40%	0	710:1:4
7	13	3000	0	4:1512|5:3780	400	300:7|350:10|400:13|450:15	601:1:26	-1	#00ff00|强化成功率：30%	0	710:1:10
7	14	3000	0	4:1896|5:4740	450	300:7|350:10|400:13|450:15	601:1:28	115	#00ff00|强化成功率：30%	0	710:1:20
7	15	2500	0	4:2400|5:6000	450	300:7|350:10|400:13|450:15	601:1:30	115	#00ff00|强化成功率：25%	0	710:1:50
7	16	10000	0	4:2418|5:6045	300	300:7|350:10|400:13|450:15	601:1:3|769:1:2	-1	#00ff00|强化成功率：100%	0	0
7	17	7600	0	4:2454|5:6135	300	300:7|350:10|400:13|450:15	601:1:6|769:1:4	-1	#00ff00|强化成功率：76%	0	0
7	18	7200	0	4:2508|5:6270	300	300:7|350:10|400:13|450:15	601:1:9|769:1:6	-1	#00ff00|强化成功率：72%	0	0
7	19	6800	0	4:2580|5:6450	300	300:7|350:10|400:13|450:15	601:1:12|769:1:8	-1	#00ff00|强化成功率：68%	0	0
7	20	6500	0	4:2670|5:6675	300	300:7|350:10|400:13|450:15	601:1:15|769:1:10	-1	#00ff00|强化成功率：65%	0	0
7	21	6200	0	4:2778|5:6945	300	300:7|350:10|400:13|450:15	601:1:18|769:1:12	-1	#00ff00|强化成功率：62%	0	0
7	22	5900	0	4:2904|5:7260	300	300:7|350:10|400:13|450:15	601:1:21|769:1:14	115	#00ff00|强化成功率：59%	0	0
7	23	5600	0	4:3048|5:7620	350	300:7|350:10|400:13|450:15	601:1:24|769:1:16	-1	#00ff00|强化成功率：56%	0	0
7	24	5300	0	4:3228|5:8070	350	300:7|350:10|400:13|450:15	601:1:27|769:1:18	-1	#00ff00|强化成功率：53%	0	0
7	25	5000	0	4:3480|5:8700	350	300:7|350:10|400:13|450:15	601:1:30|769:1:20	115	#00ff00|强化成功率：50%	0	0
7	26	4000	0	4:3804|5:9510	400	300:7|350:10|400:13|450:15	601:1:33|769:1:22	-1	#00ff00|强化成功率：40%	0	710:1:4
7	27	4000	0	4:4200|5:10500	400	300:7|350:10|400:13|450:15	601:1:36|769:1:24	115	#00ff00|强化成功率：40%	0	710:1:10
7	28	3000	0	4:4668|5:11670	400	300:7|350:10|400:13|450:15	601:1:39|769:1:26	-1	#00ff00|强化成功率：30%	0	710:1:20
7	29	3000	0	4:5244|5:13110	450	300:7|350:10|400:13|450:15	601:1:42|769:1:28	115	#00ff00|强化成功率：30%	0	710:1:40
7	30	2500	0	4:6000|5:15000	450	300:7|350:10|400:13|450:15	601:1:45|769:1:30	115	#00ff00|强化成功率：25%	0	710:1:120
8	1	10000	0	4:12|5:30	300	300:7|350:10|400:13|450:15	601:1:2	-1	#00ff00|强化成功率：100%	0	0
8	2	9500	0	4:36|5:90	300	300:7|350:10|400:13|450:15	601:1:4	-1	#00ff00|强化成功率：95%	0	0
8	3	9000	0	4:72|5:180	300	300:7|350:10|400:13|450:15	601:1:6	-1	#00ff00|强化成功率：90%	0	0
8	4	8500	0	4:120|5:300	300	300:7|350:10|400:13|450:15	601:1:8	-1	#00ff00|强化成功率：85%	0	0
8	5	8000	0	4:180|5:450	300	300:7|350:10|400:13|450:15	601:1:10	-1	#00ff00|强化成功率：80%	0	0
8	6	7500	0	4:252|5:630	300	300:7|350:10|400:13|450:15	601:1:12	-1	#00ff00|强化成功率：75%	0	0
8	7	7000	0	4:336|5:840	300	300:7|350:10|400:13|450:15	601:1:14	115	#00ff00|强化成功率：70%	0	0
8	8	6500	0	4:432|5:1080	350	300:7|350:10|400:13|450:15	601:1:16	-1	#00ff00|强化成功率：65%	0	0
8	9	6000	0	4:552|5:1380	350	300:7|350:10|400:13|450:15	601:1:18	-1	#00ff00|强化成功率：60%	0	0
8	10	5000	0	4:720|5:1800	350	300:7|350:10|400:13|450:15	601:1:20	115	#00ff00|强化成功率：50%	0	0
8	11	4000	0	4:936|5:2340	400	300:7|350:10|400:13|450:15	601:1:22	-1	#00ff00|强化成功率：40%	0	710:1:2
8	12	4000	0	4:1200|5:3000	400	300:7|350:10|400:13|450:15	601:1:24	115	#00ff00|强化成功率：40%	0	710:1:4
8	13	3000	0	4:1512|5:3780	400	300:7|350:10|400:13|450:15	601:1:26	-1	#00ff00|强化成功率：30%	0	710:1:10
8	14	3000	0	4:1896|5:4740	450	300:7|350:10|400:13|450:15	601:1:28	115	#00ff00|强化成功率：30%	0	710:1:20
8	15	2500	0	4:2400|5:6000	450	300:7|350:10|400:13|450:15	601:1:30	115	#00ff00|强化成功率：25%	0	710:1:50
8	16	10000	0	4:2418|5:6045	300	300:7|350:10|400:13|450:15	601:1:3|769:1:2	-1	#00ff00|强化成功率：100%	0	0
8	17	7600	0	4:2454|5:6135	300	300:7|350:10|400:13|450:15	601:1:6|769:1:4	-1	#00ff00|强化成功率：76%	0	0
8	18	7200	0	4:2508|5:6270	300	300:7|350:10|400:13|450:15	601:1:9|769:1:6	-1	#00ff00|强化成功率：72%	0	0
8	19	6800	0	4:2580|5:6450	300	300:7|350:10|400:13|450:15	601:1:12|769:1:8	-1	#00ff00|强化成功率：68%	0	0
8	20	6500	0	4:2670|5:6675	300	300:7|350:10|400:13|450:15	601:1:15|769:1:10	-1	#00ff00|强化成功率：65%	0	0
8	21	6200	0	4:2778|5:6945	300	300:7|350:10|400:13|450:15	601:1:18|769:1:12	-1	#00ff00|强化成功率：62%	0	0
8	22	5900	0	4:2904|5:7260	300	300:7|350:10|400:13|450:15	601:1:21|769:1:14	115	#00ff00|强化成功率：59%	0	0
8	23	5600	0	4:3048|5:7620	350	300:7|350:10|400:13|450:15	601:1:24|769:1:16	-1	#00ff00|强化成功率：56%	0	0
8	24	5300	0	4:3228|5:8070	350	300:7|350:10|400:13|450:15	601:1:27|769:1:18	-1	#00ff00|强化成功率：53%	0	0
8	25	5000	0	4:3480|5:8700	350	300:7|350:10|400:13|450:15	601:1:30|769:1:20	115	#00ff00|强化成功率：50%	0	0
8	26	4000	0	4:3804|5:9510	400	300:7|350:10|400:13|450:15	601:1:33|769:1:22	-1	#00ff00|强化成功率：40%	0	710:1:4
8	27	4000	0	4:4200|5:10500	400	300:7|350:10|400:13|450:15	601:1:36|769:1:24	115	#00ff00|强化成功率：40%	0	710:1:10
8	28	3000	0	4:4668|5:11670	400	300:7|350:10|400:13|450:15	601:1:39|769:1:26	-1	#00ff00|强化成功率：30%	0	710:1:20
8	29	3000	0	4:5244|5:13110	450	300:7|350:10|400:13|450:15	601:1:42|769:1:28	115	#00ff00|强化成功率：30%	0	710:1:40
8	30	2500	0	4:6000|5:15000	450	300:7|350:10|400:13|450:15	601:1:45|769:1:30	115	#00ff00|强化成功率：25%	0	710:1:120
9	1	10000	0	4:12|5:30	300	300:7|350:10|400:13|450:15	601:1:2	-1	#00ff00|强化成功率：100%	0	0
9	2	9500	0	4:36|5:90	300	300:7|350:10|400:13|450:15	601:1:4	-1	#00ff00|强化成功率：95%	0	0
9	3	9000	0	4:72|5:180	300	300:7|350:10|400:13|450:15	601:1:6	-1	#00ff00|强化成功率：90%	0	0
9	4	8500	0	4:120|5:300	300	300:7|350:10|400:13|450:15	601:1:8	-1	#00ff00|强化成功率：85%	0	0
9	5	8000	0	4:180|5:450	300	300:7|350:10|400:13|450:15	601:1:10	-1	#00ff00|强化成功率：80%	0	0
9	6	7500	0	4:252|5:630	300	300:7|350:10|400:13|450:15	601:1:12	-1	#00ff00|强化成功率：75%	0	0
9	7	7000	0	4:336|5:840	300	300:7|350:10|400:13|450:15	601:1:14	115	#00ff00|强化成功率：70%	0	0
9	8	6500	0	4:432|5:1080	350	300:7|350:10|400:13|450:15	601:1:16	-1	#00ff00|强化成功率：65%	0	0
9	9	6000	0	4:552|5:1380	350	300:7|350:10|400:13|450:15	601:1:18	-1	#00ff00|强化成功率：60%	0	0
9	10	5000	0	4:720|5:1800	350	300:7|350:10|400:13|450:15	601:1:20	115	#00ff00|强化成功率：50%	0	0
9	11	4000	0	4:936|5:2340	400	300:7|350:10|400:13|450:15	601:1:22	-1	#00ff00|强化成功率：40%	0	710:1:2
9	12	4000	0	4:1200|5:3000	400	300:7|350:10|400:13|450:15	601:1:24	115	#00ff00|强化成功率：40%	0	710:1:4
9	13	3000	0	4:1512|5:3780	400	300:7|350:10|400:13|450:15	601:1:26	-1	#00ff00|强化成功率：30%	0	710:1:10
9	14	3000	0	4:1896|5:4740	450	300:7|350:10|400:13|450:15	601:1:28	115	#00ff00|强化成功率：30%	0	710:1:20
9	15	2500	0	4:2400|5:6000	450	300:7|350:10|400:13|450:15	601:1:30	115	#00ff00|强化成功率：25%	0	710:1:50
9	16	10000	0	4:2418|5:6045	300	300:7|350:10|400:13|450:15	601:1:3|769:1:2	-1	#00ff00|强化成功率：100%	0	0
9	17	7600	0	4:2454|5:6135	300	300:7|350:10|400:13|450:15	601:1:6|769:1:4	-1	#00ff00|强化成功率：76%	0	0
9	18	7200	0	4:2508|5:6270	300	300:7|350:10|400:13|450:15	601:1:9|769:1:6	-1	#00ff00|强化成功率：72%	0	0
9	19	6800	0	4:2580|5:6450	300	300:7|350:10|400:13|450:15	601:1:12|769:1:8	-1	#00ff00|强化成功率：68%	0	0
9	20	6500	0	4:2670|5:6675	300	300:7|350:10|400:13|450:15	601:1:15|769:1:10	-1	#00ff00|强化成功率：65%	0	0
9	21	6200	0	4:2778|5:6945	300	300:7|350:10|400:13|450:15	601:1:18|769:1:12	-1	#00ff00|强化成功率：62%	0	0
9	22	5900	0	4:2904|5:7260	300	300:7|350:10|400:13|450:15	601:1:21|769:1:14	115	#00ff00|强化成功率：59%	0	0
9	23	5600	0	4:3048|5:7620	350	300:7|350:10|400:13|450:15	601:1:24|769:1:16	-1	#00ff00|强化成功率：56%	0	0
9	24	5300	0	4:3228|5:8070	350	300:7|350:10|400:13|450:15	601:1:27|769:1:18	-1	#00ff00|强化成功率：53%	0	0
9	25	5000	0	4:3480|5:8700	350	300:7|350:10|400:13|450:15	601:1:30|769:1:20	115	#00ff00|强化成功率：50%	0	0
9	26	4000	0	4:3804|5:9510	400	300:7|350:10|400:13|450:15	601:1:33|769:1:22	-1	#00ff00|强化成功率：40%	0	710:1:4
9	27	4000	0	4:4200|5:10500	400	300:7|350:10|400:13|450:15	601:1:36|769:1:24	115	#00ff00|强化成功率：40%	0	710:1:10
9	28	3000	0	4:4668|5:11670	400	300:7|350:10|400:13|450:15	601:1:39|769:1:26	-1	#00ff00|强化成功率：30%	0	710:1:20
9	29	3000	0	4:5244|5:13110	450	300:7|350:10|400:13|450:15	601:1:42|769:1:28	115	#00ff00|强化成功率：30%	0	710:1:40
9	30	2500	0	4:6000|5:15000	450	300:7|350:10|400:13|450:15	601:1:45|769:1:30	115	#00ff00|强化成功率：25%	0	710:1:120
