STRING	INT	INT	INT	INT	INT
1_6_6_15	2	3	1	4	0
1_6_6_16	2	3	1	4	0
1_6_6_17	2	3	1	4	0
1_6_6_18	3	2	1	4	0
1_6_6_19	3	2	1	4	0
1_6_6_20	3	2	1	4	0
1_6_7_1	3	2	1	4	0
1_6_7_2	3	2	1	4	0
1_6_7_3	3	2	1	4	0
1_6_7_4	3	2	1	4	0
1_6_7_5	2	3	1	4	0
1_6_7_6	2	3	1	4	0
1_6_7_7	3	2	1	4	0
1_6_7_8	3	2	1	4	0
1_6_7_9	3	2	1	4	0
1_6_7_10	2	3	1	4	0
1_6_7_11	2	3	1	4	0
1_6_7_12	2	3	1	4	0
1_6_7_13	2	3	1	4	0
1_6_7_14	2	3	1	4	0
1_6_7_15	2	3	1	4	0
1_6_7_16	2	3	1	4	0
1_6_7_17	2	3	1	4	0
1_6_7_18	3	2	1	4	0
1_6_7_19	3	2	1	4	0
1_6_7_20	3	2	1	4	0
1_6_8_1	3	2	1	4	0
1_6_8_2	3	2	1	4	0
1_6_8_3	3	2	1	4	0
1_6_8_4	3	2	1	4	0
1_6_8_5	3	2	1	4	0
1_6_8_6	3	2	1	4	0
1_6_8_7	3	2	1	4	0
1_6_8_8	3	2	1	4	0
1_6_8_9	2	3	1	4	0
1_6_8_10	2	3	1	4	0
1_6_8_11	2	3	1	4	0
1_6_8_12	2	3	1	4	0
1_6_8_13	2	3	1	4	0
1_6_8_14	2	3	1	4	0
1_6_8_15	2	3	1	4	0
1_6_8_16	2	3	1	4	0
1_6_8_17	2	3	1	4	0
1_6_8_18	3	2	1	4	0
1_6_8_19	3	2	1	4	0
1_6_8_20	3	2	1	4	0
1_7_1_1	3	2	4	1	0
1_7_1_2	3	2	4	1	0
1_7_1_3	3	2	4	1	0
1_7_1_4	3	2	4	1	0
1_7_1_5	3	2	4	1	0
1_7_1_6	3	2	4	1	0
1_7_1_7	3	2	4	1	0
1_7_1_8	3	2	4	1	0
1_7_1_9	3	2	4	1	0
1_7_1_10	2	3	4	1	0
1_7_1_11	2	3	4	1	0
1_7_1_12	2	3	4	1	0
1_7_1_13	2	3	1	4	0
1_7_1_14	2	3	1	4	0
1_7_1_15	2	3	1	4	0
1_7_1_16	3	3	1	4	0
1_7_1_17	2	3	1	4	0
1_7_1_18	3	2	1	4	0
1_7_1_19	2	3	4	1	0
1_7_1_20	2	3	4	1	0
1_7_2_1	2	3	1	4	0
1_7_2_2	2	3	1	4	0
1_7_2_3	2	3	1	4	0
1_7_2_4	2	3	4	1	0
1_7_2_5	2	3	4	1	0
1_7_2_6	3	3	4	1	0
1_7_2_7	3	3	4	1	0
1_7_2_8	2	3	4	1	0
1_7_2_9	2	3	4	1	0
1_7_2_10	2	3	4	2	0
1_7_2_11	2	3	4	2	0
1_7_2_12	2	3	1	4	0
1_7_2_13	2	3	1	4	0
1_7_2_14	2	3	1	4	0
1_7_2_15	2	3	1	4	0
1_7_2_16	2	3	1	4	0
1_7_2_17	2	3	1	4	0
1_7_2_18	2	3	1	4	0
1_7_2_19	2	3	4	1	0
1_7_2_20	2	3	4	1	0
1_7_3_1	2	3	1	4	0
1_7_3_2	2	3	1	4	0
1_7_3_3	2	3	1	4	0
1_7_3_4	2	3	1	4	0
1_7_3_5	2	3	1	4	0
1_7_3_6	2	3	4	1	0
1_7_3_7	2	3	4	1	0
1_7_3_8	2	3	4	1	0
1_7_3_9	2	3	4	1	0
1_7_3_10	2	3	1	4	0
1_7_3_11	2	3	1	4	0
1_7_3_12	2	3	1	4	0
1_7_3_13	2	3	1	4	0
1_7_3_14	2	3	1	4	0
1_7_3_15	2	3	1	4	0
1_7_3_16	2	3	1	4	0
1_7_3_17	2	3	1	4	0
1_7_3_18	2	3	1	4	0
1_7_3_19	2	3	1	4	0
1_7_3_20	2	3	1	4	0
1_7_4_1	2	3	1	4	0
1_7_4_2	2	3	1	4	0
1_7_4_3	2	3	1	4	0
1_7_4_4	2	3	1	4	0
1_7_4_5	2	3	1	4	0
1_7_4_6	2	3	1	4	0
1_7_4_7	2	3	4	2	0
1_7_4_8	2	3	4	2	0
1_7_4_9	2	3	4	2	0
1_7_4_10	2	3	4	2	0
1_7_4_11	2	3	4	2	0
1_7_4_12	2	3	4	2	0
1_7_4_13	2	3	1	4	0
1_7_4_14	2	3	1	4	0
1_7_4_15	2	3	1	4	0
1_7_4_16	2	3	1	4	0
1_7_4_17	2	3	1	4	0
1_7_4_18	2	3	1	4	0
1_7_4_19	2	3	1	4	0
1_7_4_20	2	3	1	4	0
1_7_5_1	2	3	1	4	0
1_7_5_2	2	3	1	4	0
1_7_5_3	2	3	1	4	0
1_7_5_4	2	3	1	4	0
1_7_5_5	2	3	1	4	0
1_7_5_6	2	3	1	4	0
1_7_5_7	2	3	1	4	0
1_7_5_8	2	3	1	4	0
1_7_5_9	2	3	1	3	0
1_7_5_10	2	3	1	3	0
1_7_5_11	2	3	1	3	0
1_7_5_12	2	3	1	3	0
1_7_5_13	2	3	1	4	0
1_7_5_14	2	3	1	4	0
1_7_5_15	2	3	1	4	0
1_7_5_16	2	3	1	4	0
1_7_5_17	2	3	1	4	0
1_7_5_18	2	3	1	4	0
1_7_5_19	2	3	1	4	0
1_7_5_20	2	2	1	4	0
1_8_1_1	2	2	4	1	0
1_8_1_2	2	3	4	1	0
1_8_1_3	2	3	4	1	0
1_8_1_4	2	3	4	1	0
1_8_1_5	2	3	4	1	0
1_8_1_6	2	3	4	1	0
1_8_1_7	2	3	4	1	0
1_8_1_8	2	3	4	1	0
1_8_1_9	2	1	4	1	0
1_8_1_10	2	1	4	1	0
1_8_1_11	2	3	1	4	0
1_8_1_12	2	3	1	4	0
1_8_1_13	2	3	1	4	0
1_8_1_14	2	3	1	4	0
1_8_1_15	2	3	1	4	0
1_8_1_16	2	3	1	4	0
1_8_1_17	2	3	1	4	0
1_8_1_18	2	3	4	1	0
1_8_1_19	3	2	4	1	0
1_8_1_20	3	2	4	1	0
1_8_2_1	2	2	4	1	0
1_8_2_2	2	2	4	1	0
1_8_2_3	2	3	4	1	0
1_8_2_4	2	3	4	1	0
1_8_2_5	2	3	4	1	0
1_8_2_6	2	3	4	1	0
1_8_2_7	2	3	4	1	0
1_8_2_8	3	3	4	1	0
1_8_2_9	3	3	4	1	0
1_8_2_10	2	3	4	1	0
1_8_2_11	2	3	1	4	0
1_8_2_12	2	2	1	4	0
1_8_2_13	2	2	1	4	0
1_8_2_14	2	2	1	4	0
1_8_2_15	2	2	1	4	0
1_8_2_16	2	2	1	4	0
1_8_2_17	2	3	1	4	0
1_8_2_18	3	3	1	4	0
1_8_2_19	3	3	1	4	0
1_8_2_20	3	2	1	4	0
1_8_3_1	3	2	1	4	0
1_8_3_2	2	2	1	4	0
1_8_3_3	2	2	1	4	0
1_8_3_4	2	2	1	4	0
1_8_3_5	2	2	1	4	0
1_8_3_6	2	3	1	4	0
1_8_3_7	2	3	1	4	0
1_8_3_8	2	3	1	4	0
1_8_3_9	2	3	1	4	0
1_8_3_10	2	3	1	4	0
1_8_3_11	3	3	1	4	0
1_8_3_12	3	2	1	4	0
1_8_3_13	3	2	1	4	0
1_8_3_14	3	2	1	4	0
1_8_3_15	3	2	1	4	0
1_8_3_16	2	2	1	4	0
1_8_3_17	2	2	1	4	0
1_8_3_18	2	3	1	4	0
1_8_3_19	3	3	1	4	0
1_8_3_20	3	2	1	4	0
1_8_4_1	3	2	1	4	0
1_8_4_2	3	2	1	4	0
1_8_4_3	3	2	1	4	0
1_8_4_4	3	2	1	4	0
1_8_4_5	1	2	1	3	0
1_8_4_6	1	3	1	3	0
1_8_4_7	1	3	1	3	0
1_8_4_8	1	4	1	3	0
1_8_4_9	1	4	1	3	0
1_8_4_10	1	4	1	4	0
1_8_4_11	3	4	1	4	0
1_8_4_12	3	2	1	4	0
1_8_4_13	3	2	1	4	0
1_8_4_14	3	2	1	4	0
1_8_4_15	3	2	1	4	0
1_8_4_16	3	2	1	4	0
1_8_4_17	2	2	1	4	0
1_8_4_18	2	2	1	4	0
1_8_4_19	3	3	1	4	0
1_8_4_20	3	3	1	4	0
1_8_5_1	3	3	1	4	0
1_8_5_2	3	3	1	4	0
1_8_5_3	3	3	1	4	0
1_8_5_4	3	2	1	3	0
1_8_5_5	2	2	1	3	0
1_8_5_6	2	2	1	3	0
1_8_5_7	2	2	1	3	0
1_8_5_8	2	3	1	3	0
1_8_5_9	2	3	1	3	0
1_8_5_10	2	3	1	4	0
1_8_5_11	3	3	1	4	0
1_8_5_12	3	3	1	4	0
1_8_5_13	3	3	1	4	0
1_8_5_14	3	3	1	4	0
1_8_5_15	3	3	1	4	0
1_8_5_16	3	3	1	4	0
1_8_5_17	3	3	1	4	0
1_8_5_18	2	3	1	4	0
1_8_5_19	2	3	1	4	0
1_8_5_20	2	3	1	4	0
1_9_1_1	2	3	4	1	0
1_9_1_2	2	3	4	1	0
1_9_1_3	3	3	4	1	0
1_9_1_4	3	3	4	1	0
1_9_1_5	3	3	4	1	0
1_9_1_6	3	3	4	1	0
1_9_1_7	2	3	4	1	0
1_9_1_8	2	3	4	1	0
1_9_1_9	2	3	4	1	0
1_9_1_10	2	2	4	1	0
1_9_1_11	2	2	4	1	0
1_9_1_12	2	2	4	1	0
1_9_1_13	2	2	4	1	0
1_9_1_14	2	2	4	1	0
1_9_1_15	2	2	4	1	0
1_9_1_16	2	2	4	1	0
1_9_1_17	2	2	4	1	0
1_9_1_18	2	2	4	1	0
1_9_1_19	2	2	4	1	0
1_9_1_20	2	3	4	1	0
1_9_2_1	2	3	4	1	0
1_9_2_2	2	3	4	1	0
1_9_2_3	2	3	4	1	0
1_9_2_4	2	3	4	1	0
1_9_2_5	2	3	4	1	0
1_9_2_6	2	3	4	1	0
1_9_2_7	2	3	4	1	0
1_9_2_8	2	3	4	1	0
1_9_2_9	3	3	4	1	0
1_9_2_10	3	3	4	1	0
1_9_2_11	3	3	4	1	0
1_9_2_12	3	3	4	1	0
1_9_2_13	3	3	4	1	0
1_9_2_14	3	3	4	1	0
1_9_2_15	3	3	4	1	0
1_9_2_16	3	3	4	1	0
1_9_2_17	3	3	4	1	0
1_9_2_18	3	3	4	1	0
1_9_2_19	2	3	4	1	0
1_9_2_20	2	3	4	1	0
1_9_3_1	2	3	4	1	0
1_9_3_2	2	3	4	1	0
1_9_3_3	2	3	4	1	0
1_9_3_4	2	4	4	1	0
1_9_3_5	2	4	4	1	0
1_9_3_6	2	4	4	1	0
1_9_3_7	2	4	4	1	0
1_9_3_8	2	4	4	1	0
1_9_3_9	2	2	4	1	0
1_9_3_10	2	2	4	1	0
1_9_3_11	2	2	4	1	0
1_9_3_12	2	2	4	1	0
1_9_3_13	2	2	4	1	0
1_9_3_14	2	2	4	1	0
1_9_3_15	2	2	4	1	0
1_9_3_16	2	2	4	1	0
1_9_3_17	2	3	4	1	0
1_9_3_18	2	3	4	1	0
1_9_3_19	2	3	4	1	0
1_9_3_20	2	2	4	1	0
1_9_4_1	2	2	1	4	0
1_9_4_2	2	2	1	4	0
1_9_4_3	2	4	1	4	0
1_9_4_4	2	4	1	4	0
1_9_4_5	2	4	1	4	0
1_9_4_6	2	4	1	4	0
1_9_4_7	2	4	1	4	0
1_9_4_8	3	4	1	4	0
1_9_4_9	3	2	1	4	0
1_9_4_10	3	2	1	4	0
1_9_4_11	3	3	1	4	0
1_9_4_12	3	2	1	4	0
1_9_4_13	3	2	1	4	0
1_9_4_14	3	2	1	4	0
1_9_4_15	3	2	1	4	0
1_9_4_16	2	2	1	4	0
1_9_4_17	2	2	1	4	0
1_9_4_18	2	2	1	4	0
1_9_4_19	3	2	1	4	0
1_9_4_20	3	3	1	4	0
1_9_5_1	3	3	1	4	0
1_9_5_2	2	3	1	4	0
1_9_5_3	2	3	1	4	0
1_9_5_4	2	3	1	4	0
1_9_5_5	2	3	1	4	0
1_9_5_6	2	3	1	4	0
1_9_5_7	2	3	1	4	0
1_9_5_8	3	3	1	4	0
1_9_5_9	3	3	1	4	0
1_9_5_10	3	3	1	4	0
1_9_5_11	3	3	1	4	0
1_9_5_12	3	3	1	4	0
1_9_5_13	3	3	1	4	0
1_9_5_14	3	3	1	4	0
1_9_5_15	3	3	1	4	0
1_9_5_16	3	3	1	4	0
1_9_5_17	3	3	1	4	0
1_9_5_18	3	3	1	4	0
1_9_5_19	2	3	1	4	0
1_9_5_20	2	3	1	4	0
1_10_1_1	2	3	4	1	0
1_10_1_2	2	3	4	1	0
1_10_1_3	2	3	4	1	0
1_10_1_4	2	3	4	1	0
1_10_1_5	2	3	4	1	0
1_10_1_6	2	3	4	1	0
1_10_1_7	2	3	4	1	0
1_10_1_8	2	3	4	1	0
1_10_1_9	2	3	4	1	0
1_10_1_10	2	3	4	1	0
1_10_1_11	2	3	4	1	0
1_10_1_12	2	3	2	4	0
1_10_1_13	2	3	2	4	0
1_10_1_14	2	3	2	4	0
1_10_1_15	2	3	2	4	0
1_10_1_16	2	3	4	1	0
1_10_1_17	2	3	4	1	0
1_10_1_18	2	3	4	1	0
1_10_1_19	2	3	4	1	0
1_10_1_20	2	3	4	1	0
1_10_2_1	2	3	4	1	0
1_10_2_2	2	3	4	1	0
1_10_2_3	2	3	4	1	0
1_10_2_4	2	3	4	1	0
1_10_2_5	2	3	4	1	0
1_10_2_6	2	3	4	1	0
1_10_2_7	2	3	4	1	0
1_10_2_8	2	3	4	1	0
1_10_2_9	2	3	4	1	0
1_10_2_10	2	3	4	1	0
1_10_2_11	2	3	1	4	0
1_10_2_12	2	3	1	4	0
1_10_2_13	2	3	1	4	0
1_10_2_14	2	3	1	4	0
1_10_2_15	2	3	1	4	0
1_10_2_16	2	3	1	4	0
1_10_2_17	2	3	1	4	0
1_10_2_18	2	3	4	1	0
1_10_2_19	2	3	4	1	0
1_10_2_20	2	3	4	1	0
1_10_3_1	2	3	4	1	0
1_10_3_2	2	3	4	1	0
1_10_3_3	2	3	4	1	0
1_10_3_4	2	3	4	1	0
1_10_3_5	2	3	4	1	0
1_10_3_6	2	3	4	1	0
1_10_3_7	2	3	4	1	0
1_10_3_8	2	3	4	1	0
1_10_3_9	2	3	4	1	0
1_10_3_10	2	3	1	4	0
1_10_3_11	2	3	1	4	0
1_10_3_12	2	3	1	4	0
1_10_3_13	2	3	1	4	0
1_10_3_14	2	3	1	4	0
1_10_3_15	2	3	1	4	0
1_10_3_16	2	3	1	4	0
1_10_3_17	2	3	1	4	0
1_10_3_18	2	3	1	4	0
1_10_3_19	2	3	1	4	0
1_10_3_20	2	3	1	4	0
1_10_4_1	2	3	4	1	0
1_10_4_2	2	3	4	1	0
1_10_4_3	2	3	4	1	0
1_10_4_4	2	3	4	1	0
1_10_4_5	2	3	4	1	0
1_10_4_6	2	3	4	1	0
1_10_4_7	2	3	4	1	0
1_10_4_8	2	3	4	1	0
1_10_4_9	2	3	4	1	0
1_10_4_10	2	3	1	4	0
1_10_4_11	2	3	1	4	0
1_10_4_12	2	3	1	4	0
1_10_4_13	2	3	1	4	0
1_10_4_14	2	3	1	4	0
1_10_4_15	2	3	1	4	0
1_10_4_16	2	3	1	4	0
1_10_4_17	2	3	1	4	0
1_10_4_18	2	3	1	4	0
1_10_4_19	2	3	1	4	0
1_10_4_20	2	3	1	4	0
1_10_5_1	2	3	1	4	0
1_10_5_2	2	3	1	4	0
1_10_5_3	2	3	1	4	0
1_10_5_4	2	3	1	4	0
1_10_5_5	2	3	1	4	0
1_10_5_6	2	3	1	4	0
1_10_5_7	2	3	1	4	0
1_10_5_8	2	3	1	4	0
1_10_5_9	2	3	1	4	0
1_10_5_10	2	3	1	4	0
1_10_5_11	2	3	1	4	0
1_10_5_12	2	3	1	4	0
1_10_5_13	2	3	1	4	0
1_10_5_14	2	3	1	4	0
1_10_5_15	2	3	1	4	0
1_10_5_16	2	3	1	4	0
1_10_5_17	2	3	1	4	0
1_10_5_18	2	3	1	4	0
1_10_5_19	2	3	1	4	0
1_10_5_20	2	3	1	4	0
1_11_1_1	2	3	4	1	0
1_11_1_2	2	3	4	1	0
1_11_1_3	2	3	4	1	0
1_11_1_4	2	3	4	1	0
1_11_1_5	2	3	4	1	0
1_11_1_6	2	3	4	1	0
1_11_1_7	2	3	4	1	0
1_11_1_8	2	3	4	1	0
1_11_1_9	2	3	4	1	0
1_11_1_10	2	3	4	1	0
1_11_1_11	2	3	4	1	0
1_11_1_12	2	3	4	1	0
1_11_1_13	2	3	4	1	0
1_11_1_14	2	3	4	1	0
1_11_1_15	2	3	4	1	0
1_11_1_16	2	3	4	1	0
1_11_1_17	2	3	4	1	0
1_11_1_18	2	3	4	1	0
1_11_1_19	2	3	4	1	0
1_11_1_20	2	3	4	1	0
1_11_2_1	2	3	4	1	0
1_11_2_2	2	3	4	1	0
1_11_2_3	2	3	4	1	0
1_11_2_4	2	3	4	1	0
1_11_2_5	2	3	4	1	0
1_11_2_6	2	3	4	1	0
1_11_2_7	2	3	4	1	0
1_11_2_8	2	3	4	1	0
1_11_2_9	2	3	4	1	0
1_11_2_10	2	3	4	1	0
1_11_2_11	2	3	4	1	0
1_11_2_12	2	3	4	1	0
1_11_2_13	2	3	4	1	0
1_11_2_14	2	3	4	1	0
1_11_2_15	2	3	4	1	0
1_11_2_16	2	3	4	1	0
1_11_2_17	2	3	4	1	0
1_11_2_18	2	3	4	1	0
1_11_2_19	2	3	4	1	0
1_11_2_20	2	3	4	1	0
1_11_3_1	2	3	4	1	0
1_11_3_2	2	3	4	1	0
1_11_3_3	2	3	4	1	0
1_11_3_4	2	3	1	4	0
1_11_3_5	2	3	1	4	0
1_11_3_6	2	3	1	4	0
1_11_3_7	2	3	1	4	0
1_11_3_8	2	3	1	4	0
1_11_3_9	2	3	1	4	0
1_11_3_10	2	3	1	4	0
1_11_3_11	2	3	1	4	0
1_11_3_12	2	3	1	4	0
1_11_3_13	2	3	1	4	0
1_11_3_14	2	3	1	4	0
1_11_3_15	2	3	1	4	0
1_11_3_16	2	3	1	4	0
1_11_3_17	2	3	4	1	0
1_11_3_18	2	3	4	1	0
1_11_3_19	2	3	4	1	0
1_11_3_20	2	3	4	1	0
1_11_4_1	2	3	1	4	0
1_11_4_2	2	3	1	4	0
1_11_4_3	2	3	1	4	0
1_11_4_4	2	3	1	4	0
1_11_4_5	2	3	1	4	0
1_11_4_6	2	3	1	4	0
1_11_4_7	2	3	1	4	0
1_11_4_8	2	3	1	4	0
1_11_4_9	2	3	1	4	0
1_11_4_10	2	3	1	4	0
1_11_4_11	2	2	1	4	0
1_11_4_12	2	2	1	4	0
1_11_4_13	2	2	1	4	0
1_11_4_14	2	2	1	4	0
1_11_4_15	2	2	1	4	0
1_11_4_16	2	2	1	4	0
1_11_4_17	2	2	1	4	0
1_11_4_18	2	2	1	4	0
1_11_4_19	2	2	1	4	0
1_11_4_20	2	3	1	4	0
1_11_5_1	2	3	1	4	0
1_11_5_2	2	3	1	4	0
1_11_5_3	2	3	1	4	0
1_11_5_4	2	3	1	4	0
1_11_5_5	2	3	1	4	0
1_11_5_6	2	3	1	4	0
1_11_5_7	2	3	1	4	0
1_11_5_8	2	3	1	4	0
1_11_5_9	2	3	1	4	0
1_11_5_10	3	3	1	4	0
1_11_5_11	3	3	1	4	0
1_11_5_12	3	3	1	4	0
1_11_5_13	3	3	1	4	0
1_11_5_14	3	3	1	4	0
1_11_5_15	3	3	1	4	0
1_11_5_16	3	3	1	4	0
1_11_5_17	3	3	1	4	0
1_11_5_18	3	3	1	4	0
1_11_5_19	2	3	1	4	0
1_11_5_20	2	3	1	4	0
1_15_1_1	2	3	4	1	0
1_15_1_2	2	3	4	1	0
1_15_1_3	2	3	4	1	0
1_15_1_4	2	3	4	1	0
1_15_1_5	2	3	4	1	0
1_15_1_6	2	3	4	1	0
1_15_1_7	2	3	4	1	0
1_15_1_8	2	3	4	1	0
1_15_1_9	2	3	4	1	0
1_15_1_10	2	3	4	1	0
1_15_1_11	2	3	4	1	0
1_15_1_12	2	3	4	1	0
1_15_1_13	2	3	4	1	0
1_15_1_14	2	3	4	1	0
1_15_1_15	2	3	4	1	0
1_15_1_16	2	3	4	1	0
1_15_1_17	2	3	4	1	0
1_15_1_18	2	3	4	1	0
1_15_1_19	2	3	4	1	0
1_15_1_20	2	3	4	1	0
1_15_2_1	2	3	4	1	0
1_15_2_2	2	3	4	1	0
1_15_2_3	2	3	4	1	0
1_15_2_4	2	3	4	1	0
1_15_2_5	2	3	4	1	0
1_15_2_6	2	3	4	1	0
1_15_2_7	2	3	4	1	0
1_15_2_8	2	3	4	1	0
1_15_2_9	2	3	4	1	0
1_15_2_10	2	3	4	1	0
1_15_2_11	2	3	4	1	0
1_15_2_12	2	3	4	1	0
1_15_2_13	2	3	4	1	0
1_15_2_14	2	3	4	1	0
1_15_2_15	2	3	4	1	0
1_15_2_16	2	3	4	1	0
1_15_2_17	2	3	4	1	0
1_15_2_18	2	3	4	1	0
1_15_2_19	2	3	4	1	0
1_15_2_20	2	3	4	1	0
1_15_3_1	2	3	1	4	0
1_15_3_2	2	3	1	4	0
1_15_3_3	2	3	1	4	0
1_15_3_4	2	3	1	4	0
1_15_3_5	2	3	1	4	0
1_15_3_6	2	3	1	4	0
1_15_3_7	2	3	1	4	0
1_15_3_8	2	3	1	4	0
1_15_3_9	2	3	1	4	0
1_15_3_10	2	3	1	4	0
1_15_3_11	2	3	1	4	0
1_15_3_12	2	3	1	4	0
1_15_3_13	2	3	1	4	0
1_15_3_14	2	3	1	4	0
1_15_3_15	2	3	1	4	0
1_15_3_16	2	3	1	4	0
1_15_3_17	2	3	1	4	0
1_15_3_18	2	3	1	4	0
1_15_3_19	2	3	1	4	0
1_15_3_20	2	3	1	4	0
1_15_4_1	2	3	1	4	0
1_15_4_2	2	3	1	4	0
1_15_4_3	2	3	1	4	0
1_15_4_4	2	3	1	4	0
1_15_4_5	2	3	1	4	0
1_15_4_6	2	3	1	4	0
1_15_4_7	2	3	1	4	0
1_15_4_8	2	3	1	4	0
1_15_4_9	2	3	1	4	0
1_15_4_10	2	3	1	4	0
1_15_4_11	2	3	1	4	0
1_15_4_12	2	3	1	4	0
1_15_4_13	2	3	1	4	0
1_15_4_14	2	3	1	4	0
1_15_4_15	2	3	1	4	0
1_15_4_16	2	3	1	4	0
1_15_4_17	2	3	1	4	0
1_15_4_18	2	3	1	4	0
1_15_4_19	2	3	1	4	0
1_15_4_20	2	3	1	4	0
1_15_5_1	2	3	1	4	0
1_15_5_2	2	3	1	4	0
1_15_5_3	2	3	1	4	0
1_15_5_4	2	3	1	4	0
1_15_5_5	2	3	1	4	0
1_15_5_6	2	3	1	4	0
1_15_5_7	2	3	1	4	0
1_15_5_8	2	3	1	4	0
1_15_5_9	2	3	1	4	0
1_15_5_10	2	3	1	4	0
1_15_5_11	2	3	1	4	0
1_15_5_12	2	3	1	4	0
1_15_5_13	2	3	1	4	0
1_15_5_14	2	3	1	4	0
1_15_5_15	2	3	1	4	0
1_15_5_16	2	3	1	4	0
1_15_5_17	2	3	1	4	0
1_15_5_18	2	3	1	4	0
1_15_5_19	2	3	1	4	0
1_15_5_20	2	3	1	4	0
1_16_1_1	2	3	4	1	0
1_16_1_2	2	3	4	1	0
1_16_1_3	2	3	1	4	0
1_16_1_4	2	3	1	4	0
1_16_1_5	2	3	1	4	0
1_16_1_6	2	3	1	4	0
1_16_1_7	2	3	1	4	0
1_16_1_8	2	3	4	1	0
1_16_1_9	2	3	4	1	0
1_16_1_10	2	3	4	1	0
1_16_1_11	2	3	4	1	0
1_16_1_12	2	3	4	1	0
1_16_1_13	2	3	4	1	0
1_16_1_14	2	3	4	1	0
1_16_1_15	2	3	4	1	0
1_16_1_16	2	3	4	1	0
1_16_1_17	2	3	4	1	0
1_16_1_18	2	3	4	1	0
1_16_1_19	2	3	4	1	0
1_16_1_20	2	3	4	1	0
1_16_2_1	2	3	4	1	0
1_16_2_2	2	3	4	1	0
1_16_2_3	2	3	1	4	0
1_16_2_4	2	3	1	4	0
1_16_2_5	2	3	1	4	0
1_16_2_6	2	3	1	4	0
1_16_2_7	2	3	4	1	0
1_16_2_8	2	3	4	1	0
1_16_2_9	2	3	4	1	0
1_16_2_10	2	3	4	1	0
1_16_2_11	2	3	4	1	0
1_16_2_12	2	3	4	1	0
1_16_2_13	2	3	4	1	0
1_16_2_14	2	3	4	1	0
1_16_2_15	2	3	4	1	0
1_16_2_16	2	3	4	1	0
1_16_2_17	2	3	4	1	0
1_16_2_18	2	3	4	1	0
1_16_2_19	2	3	4	1	0
1_16_2_20	2	3	4	1	0
1_16_3_1	2	3	1	4	0
1_16_3_2	2	3	1	4	0
1_16_3_3	2	3	1	4	0
1_16_3_4	2	3	1	4	0
1_16_3_5	2	3	1	4	0
1_16_3_6	2	3	4	1	0
1_16_3_7	2	3	4	1	0
1_16_3_8	2	3	4	1	0
1_16_3_9	2	3	4	1	0
1_16_3_10	2	3	4	1	0
1_16_3_11	2	3	4	1	0
1_16_3_12	2	3	4	1	0
1_16_3_13	2	3	4	1	0
1_16_3_14	2	3	4	1	0
1_16_3_15	2	3	4	1	0
1_16_3_16	2	3	4	1	0
1_16_3_17	2	3	4	1	0
1_16_3_18	2	3	4	1	0
1_16_3_19	2	3	4	1	0
1_16_3_20	2	3	4	1	0
1_16_4_1	2	3	1	4	0
1_16_4_2	2	3	1	4	0
1_16_4_3	2	3	1	4	0
1_16_4_4	2	3	1	4	0
1_16_4_5	2	3	4	1	0
1_16_4_6	2	3	4	1	0
1_16_4_7	2	3	4	1	0
1_16_4_8	2	3	1	4	0
1_16_4_9	2	3	1	4	0
1_16_4_10	2	3	1	4	0
1_16_4_11	2	3	1	4	0
1_16_4_12	2	3	1	4	0
1_16_4_13	2	3	1	4	0
1_16_4_14	2	3	1	4	0
1_16_4_15	2	3	1	4	0
1_16_4_16	2	3	1	4	0
1_16_4_17	2	3	1	4	0
1_16_4_18	2	3	1	4	0
1_16_4_19	2	3	1	4	0
1_16_4_20	2	3	1	4	0
1_16_5_1	2	3	1	4	0
1_16_5_2	2	2	1	4	0
1_16_5_3	2	2	1	4	0
1_16_5_4	2	2	4	1	0
1_16_5_5	2	2	4	1	0
1_16_5_6	2	2	4	1	0
1_16_5_7	2	2	1	4	0
1_16_5_8	2	2	1	4	0
1_16_5_9	2	2	1	4	0
1_16_5_10	2	2	1	4	0
1_16_5_11	2	2	1	4	0
1_16_5_12	2	2	1	4	0
1_16_5_13	2	2	1	4	0
1_16_5_14	2	2	1	4	0
1_16_5_15	2	2	1	4	0
1_16_5_16	2	2	1	4	0
1_16_5_17	2	2	1	4	0
1_16_5_18	2	2	1	4	0
1_16_5_19	2	2	1	4	0
1_16_5_20	2	2	1	4	0
1_18_1_1	2	3	4	1	0
1_18_1_2	2	3	4	1	0
1_18_1_3	2	3	4	1	0
1_18_1_4	2	3	4	1	0
1_18_1_5	2	3	4	1	0
1_18_1_6	2	3	4	1	0
1_18_1_7	2	3	4	1	0
1_18_1_8	2	3	4	1	0
1_18_1_9	2	3	4	1	0
1_18_1_10	2	3	4	1	0
1_18_1_11	2	3	4	1	0
1_18_1_12	2	3	4	1	0
1_18_1_13	2	3	4	1	0
1_18_1_14	2	3	4	1	0
1_18_1_15	2	3	4	1	0
1_18_1_16	2	3	4	1	0
1_18_1_17	2	3	4	1	0
1_18_1_18	2	3	4	1	0
1_18_1_19	2	3	4	1	0
1_18_1_20	2	3	4	1	0
1_18_2_1	2	3	4	1	0
1_18_2_2	2	3	4	1	0
1_18_2_3	2	3	4	1	0
1_18_2_4	2	3	4	1	0
1_18_2_5	2	3	4	1	0
1_18_2_6	2	3	4	1	0
1_18_2_7	2	3	4	1	0
1_18_2_8	2	3	4	1	0
1_18_2_9	2	3	4	1	0
1_18_2_10	2	3	4	1	0
