INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	INT	STRING	INT	STRING	INT	INT	STRING
64	10	970	7	5	45	241:5	千刃	-1	-1	0	0	320	-1	100000	-1	-1
71	1	1051	8	5	1	-1	虎击	-1	-1	0	0	30	-1	10000	-1	-1
71	2	1052	8	5	1	-1	虎击	-1	-1	0	0	40	-1	20000	-1	-1
71	3	1053	8	5	1	-1	虎击	-1	-1	0	0	50	-1	30000	-1	-1
71	4	1054	8	5	1	-1	虎击	-1	-1	0	0	60	-1	40000	-1	-1
71	5	1055	8	5	1	-1	虎击	-1	-1	0	0	70	-1	50000	-1	-1
71	6	1056	8	5	1	-1	虎击	-1	-1	0	0	100	-1	60000	-1	-1
71	7	1057	8	5	1	-1	虎击	-1	-1	0	0	110	-1	70000	-1	-1
71	8	1058	8	5	1	-1	虎击	-1	-1	0	0	120	-1	80000	-1	-1
71	9	1059	8	5	1	-1	虎击	-1	-1	0	0	130	-1	90000	-1	-1
71	10	1060	8	5	1	-1	虎击	-1	-1	0	0	160	-1	100000	-1	-1
72	1	1071	8	5	10	71:5	飞龙在天	-1	-1	0	0	50	-1	10000	-1	-1
72	2	1072	8	5	10	71:5	飞龙在天	-1	-1	0	0	65	-1	20000	-1	-1
72	3	1073	8	5	10	71:5	飞龙在天	-1	-1	0	0	80	-1	30000	-1	-1
72	4	1074	8	5	10	71:5	飞龙在天	-1	-1	0	0	95	-1	40000	-1	-1
72	5	1075	8	5	10	71:5	飞龙在天	-1	-1	0	0	110	-1	50000	-1	-1
72	6	1076	8	5	10	71:5	飞龙在天	-1	-1	0	0	160	-1	60000	-1	-1
72	7	1077	8	5	10	71:5	飞龙在天	-1	-1	0	0	175	-1	70000	-1	-1
72	8	1078	8	5	10	71:5	飞龙在天	-1	-1	0	0	190	-1	80000	-1	-1
72	9	1079	8	5	10	71:5	飞龙在天	-1	-1	0	0	205	-1	90000	-1	-1
72	10	1080	8	5	10	71:5	飞龙在天	-1	-1	0	0	265	-1	100000	-1	-1
74	1	1111	8	5	20	251:5	凤凰攻击	-1	1111:1131:1151	0	0	60	-1	10000	-1	-1
74	2	1112	8	5	20	251:5	凤凰攻击	-1	1112:1132:1152	0	0	80	-1	20000	-1	-1
74	3	1113	8	5	20	251:5	凤凰攻击	-1	1113:1133:1153	0	0	100	-1	30000	-1	-1
74	4	1114	8	5	20	251:5	凤凰攻击	-1	1114:1134:1154	0	0	120	-1	40000	-1	-1
74	5	1115	8	5	20	251:5	凤凰攻击	-1	1115:1135:1155	0	0	140	-1	50000	-1	-1
74	6	1116	8	5	20	251:5	凤凰攻击	-1	1116:1136:1156	0	0	200	-1	60000	-1	-1
74	7	1117	8	5	20	251:5	凤凰攻击	-1	1117:1137:1157	0	0	220	-1	70000	-1	-1
74	8	1118	8	5	20	251:5	凤凰攻击	-1	1118:1138:1158	0	0	240	-1	80000	-1	-1
74	9	1119	8	5	20	251:5	凤凰攻击	-1	1119:1139:1159	0	0	260	-1	90000	-1	-1
74	10	1120	8	5	20	251:5	凤凰攻击	-1	1120:1140:1160	0	0	320	-1	100000	-1	-1
81	1	1201	9	5	1	-1	影击	-1	-1	0	0	30	-1	10000	-1	-1
81	2	1202	9	5	1	-1	影击	-1	-1	0	0	40	-1	20000	-1	-1
81	3	1203	9	5	1	-1	影击	-1	-1	0	0	50	-1	30000	-1	-1
81	4	1204	9	5	1	-1	影击	-1	-1	0	0	60	-1	40000	-1	-1
81	5	1205	9	5	1	-1	影击	-1	-1	0	0	70	-1	50000	-1	-1
81	6	1206	9	5	1	-1	影击	-1	-1	0	0	100	-1	60000	-1	-1
81	7	1207	9	5	1	-1	影击	-1	-1	0	0	110	-1	70000	-1	-1
81	8	1208	9	5	1	-1	影击	-1	-1	0	0	120	-1	80000	-1	-1
81	9	1209	9	5	1	-1	影击	-1	-1	0	0	130	-1	90000	-1	-1
81	10	1210	9	5	1	-1	影击	-1	-1	0	0	160	-1	100000	-1	-1
82	1	1221	9	5	10	81:5	幻影之舞	-1	-1	0	0	50	-1	10000	-1	-1
82	2	1222	9	5	10	81:5	幻影之舞	-1	-1	0	0	65	-1	20000	-1	-1
82	3	1223	9	5	10	81:5	幻影之舞	-1	-1	0	0	80	-1	30000	-1	-1
82	4	1224	9	5	10	81:5	幻影之舞	-1	-1	0	0	95	-1	40000	-1	-1
82	5	1225	9	5	10	81:5	幻影之舞	-1	-1	0	0	110	-1	50000	-1	-1
82	6	1226	9	5	10	81:5	幻影之舞	-1	-1	0	0	160	-1	60000	-1	-1
82	7	1227	9	5	10	81:5	幻影之舞	-1	-1	0	0	175	-1	70000	-1	-1
82	8	1228	9	5	10	81:5	幻影之舞	-1	-1	0	0	190	-1	80000	-1	-1
82	9	1229	9	5	10	81:5	幻影之舞	-1	-1	0	0	205	-1	90000	-1	-1
82	10	1230	9	5	10	81:5	幻影之舞	-1	-1	0	0	265	-1	100000	-1	-1
84	1	1261	9	5	20	262:5	召唤影子	-1	-1	0	0	60	-1	10000	-1	-1
84	2	1262	9	5	20	262:5	召唤影子	-1	-1	0	0	80	-1	20000	-1	-1
84	3	1263	9	5	20	262:5	召唤影子	-1	-1	0	0	100	-1	30000	-1	-1
84	4	1264	9	5	20	262:5	召唤影子	-1	-1	0	0	120	-1	40000	-1	-1
84	5	1265	9	5	20	262:5	召唤影子	-1	-1	0	0	140	-1	50000	-1	-1
84	6	1266	9	5	20	262:5	召唤影子	-1	-1	0	0	200	-1	60000	-1	-1
84	7	1267	9	5	20	262:5	召唤影子	-1	-1	0	0	220	-1	70000	-1	-1
84	8	1268	9	5	20	262:5	召唤影子	-1	-1	0	0	240	-1	80000	-1	-1
84	9	1269	9	5	20	262:5	召唤影子	-1	-1	0	0	260	-1	90000	-1	-1
84	10	1270	9	5	20	262:5	召唤影子	-1	-1	0	0	320	-1	100000	-1	-1
91	1	5001	1	5	80	186:5	狂战士	-1	-1	0	0	0	-1	10000	-1	-1
91	2	5002	1	5	80	186:5	狂战士	-1	-1	0	0	0	-1	20000	-1	-1
91	3	5003	1	5	80	186:5	狂战士	-1	-1	0	0	0	-1	30000	-1	-1
91	4	5004	1	5	80	186:5	狂战士	-1	-1	0	0	0	-1	40000	-1	-1
91	5	5005	1	5	80	186:5	狂战士	-1	-1	0	0	0	-1	50000	-1	-1
91	6	5006	1	5	80	186:5	狂战士	-1	-1	0	0	0	-1	60000	-1	-1
91	7	5007	1	5	80	186:5	狂战士	-1	-1	0	0	0	-1	70000	-1	-1
91	8	5008	1	5	80	186:5	狂战士	-1	-1	0	0	0	-1	80000	-1	-1
91	9	5009	1	5	80	186:5	狂战士	-1	-1	0	0	0	-1	90000	-1	-1
91	10	5010	1	5	80	186:5	狂战士	-1	-1	0	0	0	-1	100000	-1	-1
101	1	5201	2	5	80	191:5	搜索	-1	-1	0	0	0	-1	10000	-1	-1
101	2	5202	2	5	80	191:5	搜索	-1	-1	0	0	0	-1	20000	-1	-1
101	3	5203	2	5	80	191:5	搜索	-1	-1	0	0	0	-1	30000	-1	-1
101	4	5204	2	5	80	191:5	搜索	-1	-1	0	0	0	-1	40000	-1	-1
101	5	5205	2	5	80	191:5	搜索	-1	-1	0	0	0	-1	50000	-1	-1
101	6	5206	2	5	80	191:5	搜索	-1	-1	0	0	0	-1	60000	-1	-1
101	7	5207	2	5	80	191:5	搜索	-1	-1	0	0	0	-1	70000	-1	-1
101	8	5208	2	5	80	191:5	搜索	-1	-1	0	0	0	-1	80000	-1	-1
101	9	5209	2	5	80	191:5	搜索	-1	-1	0	0	0	-1	90000	-1	-1
101	10	5210	2	5	80	191:5	搜索	-1	-1	0	0	0	-1	100000	-1	-1
102	1	5221	2	5	80	195:5	音障	-1	-1	0	0	0	-1	10000	-1	-1
102	2	5222	2	5	80	195:5	音障	-1	-1	0	0	0	-1	20000	-1	-1
102	3	5223	2	5	80	195:5	音障	-1	-1	0	0	0	-1	30000	-1	-1
102	4	5224	2	5	80	195:5	音障	-1	-1	0	0	0	-1	40000	-1	-1
102	5	5225	2	5	80	195:5	音障	-1	-1	0	0	0	-1	50000	-1	-1
102	6	5226	2	5	80	195:5	音障	-1	-1	0	0	0	-1	60000	-1	-1
102	7	5227	2	5	80	195:5	音障	-1	-1	0	0	0	-1	70000	-1	-1
102	8	5228	2	5	80	195:5	音障	-1	-1	0	0	0	-1	80000	-1	-1
102	9	5229	2	5	80	195:5	音障	-1	-1	0	0	0	-1	90000	-1	-1
102	10	5230	2	5	80	195:5	音障	-1	-1	0	0	0	-1	100000	-1	-1
111	1	5401	3	5	80	206:5	圣十字军	-1	-1	0	0	0	-1	10000	-1	-1
111	2	5402	3	5	80	206:5	圣十字军	-1	-1	0	0	0	-1	20000	-1	-1
111	3	5403	3	5	80	206:5	圣十字军	-1	-1	0	0	0	-1	30000	-1	-1
111	4	5404	3	5	80	206:5	圣十字军	-1	-1	0	0	0	-1	40000	-1	-1
111	5	5405	3	5	80	206:5	圣十字军	-1	-1	0	0	0	-1	50000	-1	-1
111	6	5406	3	5	80	206:5	圣十字军	-1	-1	0	0	0	-1	60000	-1	-1
111	7	5407	3	5	80	206:5	圣十字军	-1	-1	0	0	0	-1	70000	-1	-1
111	8	5408	3	5	80	206:5	圣十字军	-1	-1	0	0	0	-1	80000	-1	-1
111	9	5409	3	5	80	206:5	圣十字军	-1	-1	0	0	0	-1	90000	-1	-1
111	10	5410	3	5	80	206:5	圣十字军	-1	-1	0	0	0	-1	100000	-1	-1
121	1	5601	4	5	55	34:5	极度深寒	-1	-1	0	0	50	-1	10000	-1	-1
121	2	5602	4	5	55	34:5	极度深寒	-1	-1	0	0	65	-1	20000	-1	-1
121	3	5603	4	5	55	34:5	极度深寒	-1	-1	0	0	80	-1	30000	-1	-1
121	4	5604	4	5	55	34:5	极度深寒	-1	-1	0	0	95	-1	40000	-1	-1
121	5	5605	4	5	55	34:5	极度深寒	-1	-1	0	0	110	-1	50000	-1	-1
121	6	5606	4	5	55	34:5	极度深寒	-1	-1	0	0	160	-1	60000	-1	-1
121	7	5607	4	5	55	34:5	极度深寒	-1	-1	0	0	175	-1	70000	-1	-1
121	8	5608	4	5	55	34:5	极度深寒	-1	-1	0	0	190	-1	80000	-1	-1
121	9	5609	4	5	55	34:5	极度深寒	-1	-1	0	0	205	-1	90000	-1	-1
121	10	5610	4	5	55	34:5	极度深寒	-1	-1	0	0	265	-1	100000	-1	-1
122	1	5621	4	5	80	121:5	寒冰之王	-1	-1	0	0	0	-1	10000	-1	-1
122	2	5622	4	5	80	121:5	寒冰之王	-1	-1	0	0	0	-1	20000	-1	-1
122	3	5623	4	5	80	121:5	寒冰之王	-1	-1	0	0	0	-1	30000	-1	-1
122	4	5624	4	5	80	121:5	寒冰之王	-1	-1	0	0	0	-1	40000	-1	-1
122	5	5625	4	5	80	121:5	寒冰之王	-1	-1	0	0	0	-1	50000	-1	-1
122	6	5626	4	5	80	121:5	寒冰之王	-1	-1	0	0	0	-1	60000	-1	-1
122	7	5627	4	5	80	121:5	寒冰之王	-1	-1	0	0	0	-1	70000	-1	-1
122	8	5628	4	5	80	121:5	寒冰之王	-1	-1	0	0	0	-1	80000	-1	-1
122	9	5629	4	5	80	121:5	寒冰之王	-1	-1	0	0	0	-1	90000	-1	-1
122	10	5630	4	5	80	121:5	寒冰之王	-1	-1	0	0	0	-1	100000	-1	-1
131	1	5801	5	5	80	226:5	薪之王	-1	-1	0	0	0	-1	10000	-1	-1
131	2	5802	5	5	80	226:5	薪之王	-1	-1	0	0	0	-1	20000	-1	-1
131	3	5803	5	5	80	226:5	薪之王	-1	-1	0	0	0	-1	30000	-1	-1
131	4	5804	5	5	80	226:5	薪之王	-1	-1	0	0	0	-1	40000	-1	-1
131	5	5805	5	5	80	226:5	薪之王	-1	-1	0	0	0	-1	50000	-1	-1
131	6	5806	5	5	80	226:5	薪之王	-1	-1	0	0	0	-1	60000	-1	-1
131	7	5807	5	5	80	226:5	薪之王	-1	-1	0	0	0	-1	70000	-1	-1
131	8	5808	5	5	80	226:5	薪之王	-1	-1	0	0	0	-1	80000	-1	-1
131	9	5809	5	5	80	226:5	薪之王	-1	-1	0	0	0	-1	90000	-1	-1
131	10	5810	5	5	80	226:5	薪之王	-1	-1	0	0	0	-1	100000	-1	-1
141	1	6001	6	5	55	53:5	死亡迫近	-1	-1	0	0	50	-1	10000	-1	-1
141	2	6002	6	5	55	53:5	死亡迫近	-1	-1	0	0	65	-1	20000	-1	-1
141	3	6003	6	5	55	53:5	死亡迫近	-1	-1	0	0	80	-1	30000	-1	-1
141	4	6004	6	5	55	53:5	死亡迫近	-1	-1	0	0	95	-1	40000	-1	-1
141	5	6005	6	5	55	53:5	死亡迫近	-1	-1	0	0	110	-1	50000	-1	-1
141	6	6006	6	5	55	53:5	死亡迫近	-1	-1	0	0	160	-1	60000	-1	-1
141	7	6007	6	5	55	53:5	死亡迫近	-1	-1	0	0	175	-1	70000	-1	-1
141	8	6008	6	5	55	53:5	死亡迫近	-1	-1	0	0	190	-1	80000	-1	-1
141	9	6009	6	5	55	53:5	死亡迫近	-1	-1	0	0	205	-1	90000	-1	-1
141	10	6010	6	5	55	53:5	死亡迫近	-1	-1	0	0	265	-1	100000	-1	-1
142	1	6021	6	5	80	235:5	幽邃圣者	-1	-1	0	0	0	-1	10000	-1	-1
142	2	6022	6	5	80	235:5	幽邃圣者	-1	-1	0	0	0	-1	20000	-1	-1
142	3	6023	6	5	80	235:5	幽邃圣者	-1	-1	0	0	0	-1	30000	-1	-1
142	4	6024	6	5	80	235:5	幽邃圣者	-1	-1	0	0	0	-1	40000	-1	-1
142	5	6025	6	5	80	235:5	幽邃圣者	-1	-1	0	0	0	-1	50000	-1	-1
142	6	6026	6	5	80	235:5	幽邃圣者	-1	-1	0	0	0	-1	60000	-1	-1
142	7	6027	6	5	80	235:5	幽邃圣者	-1	-1	0	0	0	-1	70000	-1	-1
142	8	6028	6	5	80	235:5	幽邃圣者	-1	-1	0	0	0	-1	80000	-1	-1
142	9	6029	6	5	80	235:5	幽邃圣者	-1	-1	0	0	0	-1	90000	-1	-1
142	10	6030	6	5	80	235:5	幽邃圣者	-1	-1	0	0	0	-1	100000	-1	-1
151	1	6201	9	5	55	241:5	穿刺	-1	-1	0	0	50	-1	10000	-1	-1
151	2	6202	9	5	55	241:5	穿刺	-1	-1	0	0	65	-1	20000	-1	-1
151	3	6203	9	5	55	241:5	穿刺	-1	-1	0	0	80	-1	30000	-1	-1
151	4	6204	9	5	55	241:5	穿刺	-1	-1	0	0	95	-1	40000	-1	-1
151	5	6205	9	5	55	241:5	穿刺	-1	-1	0	0	110	-1	50000	-1	-1
151	6	6206	9	5	55	241:5	穿刺	-1	-1	0	0	160	-1	60000	-1	-1
151	7	6207	9	5	55	241:5	穿刺	-1	-1	0	0	175	-1	70000	-1	-1
151	8	6208	9	5	55	241:5	穿刺	-1	-1	0	0	190	-1	80000	-1	-1
151	9	6209	9	5	55	241:5	穿刺	-1	-1	0	0	205	-1	90000	-1	-1
151	10	6210	9	5	55	241:5	穿刺	-1	-1	0	0	265	-1	100000	-1	-1
152	1	6221	9	5	55	62:5	强化刀刃	-1	-1	0	0	50	-1	10000	-1	-1
152	2	6222	9	5	55	62:5	强化刀刃	-1	-1	0	0	65	-1	20000	-1	-1
152	3	6223	9	5	55	62:5	强化刀刃	-1	-1	0	0	80	-1	30000	-1	-1
152	4	6224	9	5	55	62:5	强化刀刃	-1	-1	0	0	95	-1	40000	-1	-1
152	5	6225	9	5	55	62:5	强化刀刃	-1	-1	0	0	110	-1	50000	-1	-1
152	6	6226	9	5	55	62:5	强化刀刃	-1	-1	0	0	160	-1	60000	-1	-1
152	7	6227	9	5	55	62:5	强化刀刃	-1	-1	0	0	175	-1	70000	-1	-1
152	8	6228	9	5	55	62:5	强化刀刃	-1	-1	0	0	190	-1	80000	-1	-1
152	9	6229	9	5	55	62:5	强化刀刃	-1	-1	0	0	205	-1	90000	-1	-1
152	10	6230	9	5	55	62:5	强化刀刃	-1	-1	0	0	265	-1	100000	-1	-1
153	1	6241	9	5	80	244:5	陷阱大师	-1	-1	0	0	30	-1	10000	-1	-1
153	2	6242	9	5	80	244:5	陷阱大师	-1	-1	0	0	40	-1	20000	-1	-1
153	3	6243	9	5	80	244:5	陷阱大师	-1	-1	0	0	50	-1	30000	-1	-1
153	4	6244	9	5	80	244:5	陷阱大师	-1	-1	0	0	60	-1	40000	-1	-1
153	5	6245	9	5	80	244:5	陷阱大师	-1	-1	0	0	70	-1	50000	-1	-1
153	6	6246	9	5	80	244:5	陷阱大师	-1	-1	0	0	100	-1	60000	-1	-1
153	7	6247	9	5	80	244:5	陷阱大师	-1	-1	0	0	110	-1	70000	-1	-1
153	8	6248	9	5	80	244:5	陷阱大师	-1	-1	0	0	120	-1	80000	-1	-1
153	9	6249	9	5	80	244:5	陷阱大师	-1	-1	0	0	130	-1	90000	-1	-1
153	10	6250	9	5	80	244:5	陷阱大师	-1	-1	0	0	160	-1	100000	-1	-1
161	1	6401	9	5	80	256:5	武学大师	-1	-1	0	0	0	-1	10000	-1	-1
161	2	6402	9	5	80	256:5	武学大师	-1	-1	0	0	0	-1	20000	-1	-1
161	3	6403	9	5	80	256:5	武学大师	-1	-1	0	0	0	-1	30000	-1	-1
161	4	6404	9	5	80	256:5	武学大师	-1	-1	0	0	0	-1	40000	-1	-1
161	5	6405	9	5	80	256:5	武学大师	-1	-1	0	0	0	-1	50000	-1	-1
161	6	6406	9	5	80	256:5	武学大师	-1	-1	0	0	0	-1	60000	-1	-1
161	7	6407	9	5	80	256:5	武学大师	-1	-1	0	0	0	-1	70000	-1	-1
161	8	6408	9	5	80	256:5	武学大师	-1	-1	0	0	0	-1	80000	-1	-1
161	9	6409	9	5	80	256:5	武学大师	-1	-1	0	0	0	-1	90000	-1	-1
161	10	6410	9	5	80	256:5	武学大师	-1	-1	0	0	0	-1	100000	-1	-1
171	1	6601	9	5	55	82:5	影武士	-1	-1	0	0	50	-1	10000	-1	-1
171	2	6602	9	5	55	82:5	影武士	-1	-1	0	0	65	-1	20000	-1	-1
171	3	6603	9	5	55	82:5	影武士	-1	-1	0	0	80	-1	30000	-1	-1
171	4	6604	9	5	55	82:5	影武士	-1	-1	0	0	95	-1	40000	-1	-1
171	5	6605	9	5	55	82:5	影武士	-1	-1	0	0	110	-1	50000	-1	-1
171	6	6606	9	5	55	82:5	影武士	-1	-1	0	0	160	-1	60000	-1	-1
171	7	6607	9	5	55	82:5	影武士	-1	-1	0	0	175	-1	70000	-1	-1
171	8	6608	9	5	55	82:5	影武士	-1	-1	0	0	190	-1	80000	-1	-1
171	9	6609	9	5	55	82:5	影武士	-1	-1	0	0	205	-1	90000	-1	-1
171	10	6610	9	5	55	82:5	影武士	-1	-1	0	0	265	-1	100000	-1	-1
172	1	6621	9	5	80	265:5	影子大师	-1	-1	0	0	0	-1	10000	-1	-1
172	2	6622	9	5	80	265:5	影子大师	-1	-1	0	0	0	-1	20000	-1	-1
172	3	6623	9	5	80	265:5	影子大师	-1	-1	0	0	0	-1	30000	-1	-1
172	4	6624	9	5	80	265:5	影子大师	-1	-1	0	0	0	-1	40000	-1	-1
172	5	6625	9	5	80	265:5	影子大师	-1	-1	0	0	0	-1	50000	-1	-1
172	6	6626	9	5	80	265:5	影子大师	-1	-1	0	0	0	-1	60000	-1	-1
172	7	6627	9	5	80	265:5	影子大师	-1	-1	0	0	0	-1	70000	-1	-1
172	8	6628	9	5	80	265:5	影子大师	-1	-1	0	0	0	-1	80000	-1	-1
172	9	6629	9	5	80	265:5	影子大师	-1	-1	0	0	0	-1	90000	-1	-1
172	10	6630	9	5	80	265:5	影子大师	-1	-1	0	0	0	-1	100000	-1	-1
181	1	10001	1	5	15	1:5	碎甲	-1	-1	0	0	50	-1	10000	-1	-1
181	2	10002	1	5	15	1:5	碎甲	-1	-1	0	0	65	-1	20000	-1	-1
181	3	10003	1	5	15	1:5	碎甲	-1	-1	0	0	80	-1	30000	-1	-1
181	4	10004	1	5	15	1:5	碎甲	-1	-1	0	0	95	-1	40000	-1	-1
181	5	10005	1	5	15	1:5	碎甲	-1	-1	0	0	110	-1	50000	-1	-1
181	6	10006	1	5	15	1:5	碎甲	-1	-1	0	0	160	-1	60000	-1	-1
181	7	10007	1	5	15	1:5	碎甲	-1	-1	0	0	175	-1	70000	-1	-1
181	8	10008	1	5	15	1:5	碎甲	-1	-1	0	0	190	-1	80000	-1	-1
181	9	10009	1	5	15	1:5	碎甲	-1	-1	0	0	205	-1	90000	-1	-1
181	10	10010	1	5	15	1:5	碎甲	-1	-1	0	0	265	-1	100000	-1	-1
182	1	10021	1	5	55	181:5	撕裂	-1	-1	0	0	50	-1	10000	-1	-1
182	2	10022	1	5	55	181:5	撕裂	-1	-1	0	0	65	-1	20000	-1	-1
182	3	10023	1	5	55	181:5	撕裂	-1	-1	0	0	80	-1	30000	-1	-1
182	4	10024	1	5	55	181:5	撕裂	-1	-1	0	0	95	-1	40000	-1	-1
182	5	10025	1	5	55	181:5	撕裂	-1	-1	0	0	110	-1	50000	-1	-1
182	6	10026	1	5	55	181:5	撕裂	-1	-1	0	0	160	-1	60000	-1	-1
182	7	10027	1	5	55	181:5	撕裂	-1	-1	0	0	175	-1	70000	-1	-1
182	8	10028	1	5	55	181:5	撕裂	-1	-1	0	0	190	-1	80000	-1	-1
182	9	10029	1	5	55	181:5	撕裂	-1	-1	0	0	205	-1	90000	-1	-1
182	10	10030	1	5	55	181:5	撕裂	-1	-1	0	0	265	-1	100000	-1	-1
183	1	10041	1	5	80	182:5	愈战愈勇	-1	-1	0	0	50	-1	10000	-1	-1
183	2	10042	1	5	80	182:5	愈战愈勇	-1	-1	0	0	65	-1	20000	-1	-1
183	3	10043	1	5	80	182:5	愈战愈勇	-1	-1	0	0	80	-1	30000	-1	-1
183	4	10044	1	5	80	182:5	愈战愈勇	-1	-1	0	0	95	-1	40000	-1	-1
183	5	10045	1	5	80	182:5	愈战愈勇	-1	-1	0	0	110	-1	50000	-1	-1
183	6	10046	1	5	80	182:5	愈战愈勇	-1	-1	0	0	160	-1	60000	-1	-1
183	7	10047	1	5	80	182:5	愈战愈勇	-1	-1	0	0	175	-1	70000	-1	-1
183	8	10048	1	5	80	182:5	愈战愈勇	-1	-1	0	0	190	-1	80000	-1	-1
183	9	10049	1	5	80	182:5	愈战愈勇	-1	-1	0	0	205	-1	90000	-1	-1
183	10	10050	1	5	80	182:5	愈战愈勇	-1	-1	0	0	265	-1	100000	-1	-1
184	1	10061	1	5	55	3:5	碾压	-1	-1	0	0	50	-1	10000	-1	-1
184	2	10062	1	5	55	3:5	碾压	-1	-1	0	0	65	-1	20000	-1	-1
184	3	10063	1	5	55	3:5	碾压	-1	-1	0	0	80	-1	30000	-1	-1
184	4	10064	1	5	55	3:5	碾压	-1	-1	0	0	95	-1	40000	-1	-1
184	5	10065	1	5	55	3:5	碾压	-1	-1	0	0	110	-1	50000	-1	-1
184	6	10066	1	5	55	3:5	碾压	-1	-1	0	0	160	-1	60000	-1	-1
184	7	10067	1	5	55	3:5	碾压	-1	-1	0	0	175	-1	70000	-1	-1
184	8	10068	1	5	55	3:5	碾压	-1	-1	0	0	190	-1	80000	-1	-1
184	9	10069	1	5	55	3:5	碾压	-1	-1	0	0	205	-1	90000	-1	-1
184	10	10070	1	5	55	3:5	碾压	-1	-1	0	0	265	-1	100000	-1	-1
185	1	10081	1	5	80	184:5	血之狂暴	-1	-1	0	0	50	-1	10000	-1	-1
185	2	10082	1	5	80	184:5	血之狂暴	-1	-1	0	0	65	-1	20000	-1	-1
185	3	10083	1	5	80	184:5	血之狂暴	-1	-1	0	0	80	-1	30000	-1	-1
185	4	10084	1	5	80	184:5	血之狂暴	-1	-1	0	0	95	-1	40000	-1	-1
185	5	10085	1	5	80	184:5	血之狂暴	-1	-1	0	0	110	-1	50000	-1	-1
185	6	10086	1	5	80	184:5	血之狂暴	-1	-1	0	0	160	-1	60000	-1	-1
185	7	10087	1	5	80	184:5	血之狂暴	-1	-1	0	0	175	-1	70000	-1	-1
185	8	10088	1	5	80	184:5	血之狂暴	-1	-1	0	0	190	-1	80000	-1	-1
185	9	10089	1	5	80	184:5	血之狂暴	-1	-1	0	0	205	-1	90000	-1	-1
185	10	10090	1	5	80	184:5	血之狂暴	-1	-1	0	0	265	-1	100000	-1	-1
186	1	10101	1	5	55	4:5	顺势斩	-1	-1	0	0	50	-1	10000	-1	-1
186	2	10102	1	5	55	4:5	顺势斩	-1	-1	0	0	65	-1	20000	-1	-1
186	3	10103	1	5	55	4:5	顺势斩	-1	-1	0	0	80	-1	30000	-1	-1
186	4	10104	1	5	55	4:5	顺势斩	-1	-1	0	0	95	-1	40000	-1	-1
186	5	10105	1	5	55	4:5	顺势斩	-1	-1	0	0	110	-1	50000	-1	-1
186	6	10106	1	5	55	4:5	顺势斩	-1	-1	0	0	160	-1	60000	-1	-1
186	7	10107	1	5	55	4:5	顺势斩	-1	-1	0	0	175	-1	70000	-1	-1
186	8	10108	1	5	55	4:5	顺势斩	-1	-1	0	0	190	-1	80000	-1	-1
186	9	10109	1	5	55	4:5	顺势斩	-1	-1	0	0	205	-1	90000	-1	-1
186	10	10110	1	5	55	4:5	顺势斩	-1	-1	0	0	265	-1	100000	-1	-1
191	1	10201	2	5	55	192:5	共振粉碎	-1	-1	0	0	50	-1	10000	-1	-1
191	2	10202	2	5	55	192:5	共振粉碎	-1	-1	0	0	65	-1	20000	-1	-1
191	3	10203	2	5	55	192:5	共振粉碎	-1	-1	0	0	80	-1	30000	-1	-1
191	4	10204	2	5	55	192:5	共振粉碎	-1	-1	0	0	95	-1	40000	-1	-1
191	5	10205	2	5	55	192:5	共振粉碎	-1	-1	0	0	110	-1	50000	-1	-1
191	6	10206	2	5	55	192:5	共振粉碎	-1	-1	0	0	160	-1	60000	-1	-1
191	7	10207	2	5	55	192:5	共振粉碎	-1	-1	0	0	175	-1	70000	-1	-1
191	8	10208	2	5	55	192:5	共振粉碎	-1	-1	0	0	190	-1	80000	-1	-1
191	9	10209	2	5	55	192:5	共振粉碎	-1	-1	0	0	205	-1	90000	-1	-1
191	10	10210	2	5	55	192:5	共振粉碎	-1	-1	0	0	265	-1	100000	-1	-1
192	1	10221	2	5	40	11:5	刺耳之音	-1	-1	0	0	50	-1	10000	-1	-1
192	2	10222	2	5	40	11:5	刺耳之音	-1	-1	0	0	65	-1	20000	-1	-1
192	3	10223	2	5	40	11:5	刺耳之音	-1	-1	0	0	80	-1	30000	-1	-1
192	4	10224	2	5	40	11:5	刺耳之音	-1	-1	0	0	95	-1	40000	-1	-1
192	5	10225	2	5	40	11:5	刺耳之音	-1	-1	0	0	110	-1	50000	-1	-1
192	6	10226	2	5	40	11:5	刺耳之音	-1	-1	0	0	160	-1	60000	-1	-1
192	7	10227	2	5	40	11:5	刺耳之音	-1	-1	0	0	175	-1	70000	-1	-1
192	8	10228	2	5	40	11:5	刺耳之音	-1	-1	0	0	190	-1	80000	-1	-1
192	9	10229	2	5	40	11:5	刺耳之音	-1	-1	0	0	205	-1	90000	-1	-1
192	10	10230	2	5	40	11:5	刺耳之音	-1	-1	0	0	265	-1	100000	-1	-1
193	1	10241	2	5	55	12:5	警戒	-1	-1	0	0	50	-1	10000	-1	-1
193	2	10242	2	5	55	12:5	警戒	-1	-1	0	0	65	-1	20000	-1	-1
193	3	10243	2	5	55	12:5	警戒	-1	-1	0	0	80	-1	30000	-1	-1
193	4	10244	2	5	55	12:5	警戒	-1	-1	0	0	95	-1	40000	-1	-1
193	5	10245	2	5	55	12:5	警戒	-1	-1	0	0	110	-1	50000	-1	-1
193	6	10246	2	5	55	12:5	警戒	-1	-1	0	0	160	-1	60000	-1	-1
