INT	INT	INT	INT	INT	INT	INT	INT
6252	3	599	1	80	1	0	0
6252	4	578	1	100	1	0	0
6252	5	566	1	150	1	0	0
6253	1	745	1	5	1	0	0
6253	2	566	1	300	1	0	0
6253	3	597	1	300	1	0	0
6253	4	512	1	10	1	0	0
6253	5	509	1	7	1	0	0
6254	1	745	1	10	1	0	0
6254	2	564	1	2000	1	0	0
6254	3	512	1	25	1	0	0
6254	4	509	1	25	1	0	0
6254	5	647	1	4500	1	0	0
7145	1	570	1	4	1	0	0
7145	2	503	1	6	1	0	0
7145	3	636	1	6	1	0	0
7145	4	566	1	11	1	0	0
7146	1	565	1	8	1	0	0
7146	2	511	1	6	1	0	0
7146	3	644	1	4	1	0	0
7146	4	16	1	24	1	0	0
7147	1	710	1	4	1	0	0
7147	2	506	1	6	1	0	0
7147	3	13	1	13	1	0	0
7147	4	601	1	88	1	0	0
7148	1	564	1	40	1	0	0
7148	2	508	1	6	1	0	0
7148	3	597	1	19	1	0	0
7148	4	152	1	20	1	0	0
7149	1	565	1	10	1	0	0
7149	2	511	1	5	1	0	0
7149	3	644	1	8	1	0	0
7149	4	647	1	100	1	0	0
7150	1	710	1	5	1	0	0
7150	2	508	1	5	1	0	0
7150	3	636	1	8	1	0	0
7150	4	572	1	20	1	0	0
7151	1	564	1	50	1	0	0
7151	2	506	1	5	1	0	0
7151	3	597	1	15	1	0	0
7151	4	410	1	2	1	0	0
7152	1	601	1	90	1	0	0
7152	2	503	1	5	1	0	0
7152	3	16	1	10	1	0	0
7152	4	152	1	40	1	0	0
7153	1	564	1	80	1	0	0
7153	2	503	1	12	1	0	0
7153	3	636	1	18	1	0	0
7153	4	16	1	45	1	0	0
7154	1	570	1	5	1	0	0
7154	2	511	1	12	1	0	0
7154	3	644	1	10	1	0	0
7154	4	601	1	200	1	0	0
7155	1	565	1	16	1	0	0
7155	2	506	1	12	1	0	0
7155	3	13	1	18	1	0	0
7155	4	152	1	46	1	0	0
7156	1	710	1	15	1	0	0
7156	2	508	1	12	1	0	0
7156	3	564	1	100	1	0	0
7156	4	566	1	35	1	0	0
7157	1	565	1	15	1	0	0
7157	2	511	1	10	1	0	0
7157	3	644	1	16	1	0	0
7157	4	647	1	100	1	0	0
7158	1	710	1	15	1	0	0
7158	2	508	1	10	1	0	0
7158	3	636	1	14	1	0	0
7158	4	572	1	40	1	0	0
7159	1	564	1	120	1	0	0
7159	2	506	1	12	1	0	0
7159	3	597	1	40	1	0	0
7159	4	410	1	4	1	0	0
7160	1	601	1	160	1	0	0
7160	2	503	1	10	1	0	0
7160	3	720	1	8	1	0	0
7160	4	152	1	50	1	0	0
7160	5	722	1	1	1	0	0
7161	1	710	1	20	1	0	0
7161	2	503	1	30	1	0	0
7161	3	636	1	33	1	0	0
7161	4	601	1	333	1	0	0
7162	1	564	1	200	1	0	0
7162	2	511	1	30	1	0	0
7162	3	644	1	20	1	0	0
7162	4	152	1	133	1	0	0
7163	1	570	1	15	1	0	0
7163	2	506	1	30	1	0	0
7163	3	13	1	33	1	0	0
7163	4	601	1	333	1	0	0
7164	1	565	1	50	1	0	0
7164	2	508	1	30	1	0	0
7164	3	564	1	200	1	0	0
7164	4	16	1	42	1	0	0
7165	1	565	1	30	1	0	0
7165	2	511	1	25	1	0	0
7165	3	644	1	32	1	0	0
7165	4	647	1	300	1	0	0
7165	5	638	1	20	1	0	0
7166	1	710	1	30	1	0	0
7166	2	508	1	25	1	0	0
7166	3	636	1	35	1	0	0
7166	4	572	1	80	1	0	0
7167	1	564	1	240	1	0	0
7167	2	506	1	30	1	0	0
7167	3	597	1	120	1	0	0
7167	4	410	1	8	1	0	0
7168	1	601	1	320	1	0	0
7168	2	503	1	25	1	0	0
7168	3	720	1	18	1	0	0
7168	4	152	1	100	1	0	0
7168	5	722	1	1	1	0	0
7169	1	565	1	68	1	0	0
7169	2	503	1	60	1	0	0
7169	3	636	1	33	1	0	0
7169	4	152	1	34	1	0	0
7169	5	647	1	1222	1	0	0
7170	1	710	1	40	1	0	0
7170	2	511	1	60	1	0	0
7170	3	644	1	35	1	0	0
7170	4	597	1	50	1	0	0
7170	5	647	1	1222	1	0	0
7171	1	564	1	400	1	0	0
7171	2	506	1	60	1	0	0
7171	3	13	1	56	1	0	0
7171	4	16	1	99	1	0	0
7171	5	647	1	1222	1	0	0
7172	1	570	1	18	1	0	0
7172	2	508	1	60	1	0	0
7172	3	644	1	20	1	0	0
7172	4	601	1	460	1	0	0
7172	5	647	1	1222	1	0	0
7173	1	710	1	50	1	0	0
7173	2	506	1	50	1	0	0
7173	3	638	1	65	1	0	0
7173	4	706	1	200	1	0	0
7173	5	709	1	200	1	0	0
7174	1	565	1	100	1	0	0
7174	2	511	1	50	1	0	0
7174	3	722	1	2	1	0	0
7174	4	705	1	200	1	0	0
7174	5	708	1	200	1	0	0
7175	1	564	1	480	1	0	0
7175	2	508	1	60	1	0	0
7175	3	720	1	20	1	0	0
7175	4	704	1	200	1	0	0
7175	5	707	1	200	1	0	0
7176	1	601	1	500	1	0	0
7176	2	636	1	100	1	0	0
7176	3	644	1	85	1	0	0
7176	4	572	1	160	1	0	0
7176	5	410	1	10	1	0	0
7177	1	565	1	120	1	0	0
7177	2	503	1	120	1	0	0
7177	3	566	1	188	1	0	0
7177	4	16	1	166	1	0	0
7177	5	647	1	2266	1	0	0
7178	1	710	1	80	1	0	0
7178	2	511	1	120	1	0	0
7178	3	644	1	86	1	0	0
7178	4	601	1	1066	1	0	0
7178	5	647	1	2266	1	0	0
7179	1	564	1	800	1	0	0
7179	2	506	1	120	1	0	0
7179	3	13	1	86	1	0	0
7179	4	152	1	555	1	0	0
7179	5	647	1	2266	1	0	0
7180	1	570	1	36	1	0	0
7180	2	508	1	120	1	0	0
7180	3	565	1	120	1	0	0
7180	4	597	1	25	1	0	0
7180	5	647	1	2266	1	0	0
7181	1	710	1	100	1	0	0
7181	2	506	1	120	1	0	0
7181	3	638	1	140	1	0	0
7181	4	706	1	500	1	0	0
7181	5	709	1	500	1	0	0
7182	1	565	1	200	1	0	0
7182	2	511	1	120	1	0	0
7182	3	722	1	4	1	0	0
7182	4	705	1	500	1	0	0
7182	5	708	1	500	1	0	0
7183	1	564	1	960	1	0	0
7183	2	508	1	120	1	0	0
7183	3	720	1	40	1	0	0
7183	4	704	1	650	1	0	0
7183	5	707	1	650	1	0	0
7184	1	601	1	1200	1	0	0
7184	2	636	1	200	1	0	0
7184	3	570	1	60	1	0	0
7184	4	572	1	400	1	0	0
7184	5	410	1	20	1	0	0
7185	1	710	1	200	1	0	0
7185	2	564	1	2200	1	0	0
7185	3	503	1	250	1	0	0
7185	4	13	1	200	1	0	0
7185	5	647	1	5566	1	0	0
7186	1	565	1	255	1	0	0
7186	2	8007	3	8	1	0	0
7186	3	508	1	250	1	0	0
7186	4	601	1	2166	1	0	0
7186	5	647	1	5566	1	0	0
7187	1	570	1	55	1	0	0
7187	2	566	1	500	1	0	0
7187	3	506	1	250	1	0	0
7187	4	153	1	666	1	0	0
7187	5	647	1	5566	1	0	0
7188	1	8307	3	5	1	0	0
7188	2	565	1	288	1	0	0
7188	3	511	1	250	1	0	0
7188	4	16	1	666	1	0	0
7188	5	647	1	5566	1	0	0
7189	1	710	1	500	1	0	0
7189	2	8007	3	8	1	0	0
7189	3	638	1	200	1	0	0
7189	4	706	1	700	1	0	0
7189	5	709	1	700	1	0	0
7190	1	565	1	500	1	0	0
7190	2	8107	3	8	1	0	0
7190	3	722	1	15	1	0	0
7190	4	705	1	700	1	0	0
7190	5	708	1	700	1	0	0
7191	1	564	1	3200	1	0	0
7191	2	8207	3	8	1	0	0
7191	3	720	1	160	1	0	0
7191	4	704	1	700	1	0	0
7191	5	707	1	700	1	0	0
7192	1	601	1	4000	1	0	0
7192	2	8307	3	8	1	0	0
7192	3	570	1	190	1	0	0
7192	4	572	1	500	1	0	0
7192	5	410	1	30	1	0	0
