INT	INT	INT	STRING	STRING
1170	1170	71600	-1	
1171	1171	71580	-1	
1172	1172	71560	-1	
1173	1173	71540	-1	
1174	1174	71520	-1	
1175	1175	71500	-1	
1176	1176	71480	-1	
1177	1177	71460	-1	
1178	1178	71440	-1	
1179	1179	71420	-1	
1180	1180	71400	-1	
1181	1181	71380	-1	
1182	1182	71360	-1	
1183	1183	71340	-1	
1184	1184	71320	-1	
1185	1185	71300	-1	
1186	1186	71280	-1	
1187	1187	71260	-1	
1188	1188	71240	-1	
1189	1189	71220	-1	
1190	1190	71200	-1	
1191	1191	71180	-1	
1192	1192	71160	-1	
1193	1193	71140	-1	
1194	1194	71120	-1	
1195	1195	71100	-1	
1196	1196	71080	-1	
1197	1197	71060	-1	
1198	1198	71040	-1	
1199	1199	71020	-1	
1200	1200	71000	-1	
1201	1201	70980	-1	
1202	1202	70960	-1	
1203	1203	70940	-1	
1204	1204	70920	-1	
1205	1205	70900	-1	
1206	1206	70880	-1	
1207	1207	70860	-1	
1208	1208	70840	-1	
1209	1209	70820	-1	
1210	1210	70800	-1	
1211	1211	70780	-1	
1212	1212	70760	-1	
1213	1213	70740	-1	
1214	1214	70720	-1	
1215	1215	70700	-1	
1216	1216	70680	-1	
1217	1217	70660	-1	
1218	1218	70640	-1	
1219	1219	70620	-1	
1220	1220	70600	-1	
1221	1221	70580	-1	
1222	1222	70560	-1	
1223	1223	70540	-1	
1224	1224	70520	-1	
1225	1225	70500	-1	
1226	1226	70480	-1	
1227	1227	70460	-1	
1228	1228	70440	-1	
1229	1229	70420	-1	
1230	1230	70400	-1	
1231	1231	70380	-1	
1232	1232	70360	-1	
1233	1233	70340	-1	
1234	1234	70320	-1	
1235	1235	70300	-1	
1236	1236	70280	-1	
1237	1237	70260	-1	
1238	1238	70240	-1	
1239	1239	70220	-1	
1240	1240	70200	-1	
1241	1241	70180	-1	
1242	1242	70160	-1	
1243	1243	70140	-1	
1244	1244	70120	-1	
1245	1245	70100	-1	
1246	1246	70080	-1	
1247	1247	70060	-1	
1248	1248	70040	-1	
1249	1249	70020	-1	
1250	1250	70000	-1	
1251	1251	69980	-1	
1252	1252	69960	-1	
1253	1253	69940	-1	
1254	1254	69920	-1	
1255	1255	69900	-1	
1256	1256	69880	-1	
1257	1257	69860	-1	
1258	1258	69840	-1	
1259	1259	69820	-1	
1260	1260	69800	-1	
1261	1261	69780	-1	
1262	1262	69760	-1	
1263	1263	69740	-1	
1264	1264	69720	-1	
1265	1265	69700	-1	
1266	1266	69680	-1	
1267	1267	69660	-1	
1268	1268	69640	-1	
1269	1269	69620	-1	
1270	1270	69600	-1	
1271	1271	69580	-1	
1272	1272	69560	-1	
1273	1273	69540	-1	
1274	1274	69520	-1	
1275	1275	69500	-1	
1276	1276	69480	-1	
1277	1277	69460	-1	
1278	1278	69440	-1	
1279	1279	69420	-1	
1280	1280	69400	-1	
1281	1281	69380	-1	
1282	1282	69360	-1	
1283	1283	69340	-1	
1284	1284	69320	-1	
1285	1285	69300	-1	
1286	1286	69280	-1	
1287	1287	69260	-1	
1288	1288	69240	-1	
1289	1289	69220	-1	
1290	1290	69200	-1	
1291	1291	69180	-1	
1292	1292	69160	-1	
1293	1293	69140	-1	
1294	1294	69120	-1	
1295	1295	69100	-1	
1296	1296	69080	-1	
1297	1297	69060	-1	
1298	1298	69040	-1	
1299	1299	69020	-1	
1300	1300	69000	-1	
1301	1301	68980	-1	
1302	1302	68960	-1	
1303	1303	68940	-1	
1304	1304	68920	-1	
1305	1305	68900	-1	
1306	1306	68880	-1	
1307	1307	68860	-1	
1308	1308	68840	-1	
1309	1309	68820	-1	
1310	1310	68800	-1	
1311	1311	68780	-1	
1312	1312	68760	-1	
1313	1313	68740	-1	
1314	1314	68720	-1	
1315	1315	68700	-1	
1316	1316	68680	-1	
1317	1317	68660	-1	
1318	1318	68640	-1	
1319	1319	68620	-1	
1320	1320	68600	-1	
1321	1321	68580	-1	
1322	1322	68560	-1	
1323	1323	68540	-1	
1324	1324	68520	-1	
1325	1325	68500	-1	
1326	1326	68480	-1	
1327	1327	68460	-1	
1328	1328	68440	-1	
1329	1329	68420	-1	
1330	1330	68400	-1	
1331	1331	68380	-1	
1332	1332	68360	-1	
1333	1333	68340	-1	
1334	1334	68320	-1	
1335	1335	68300	-1	
1336	1336	68280	-1	
1337	1337	68260	-1	
1338	1338	68240	-1	
1339	1339	68220	-1	
1340	1340	68200	-1	
1341	1341	68180	-1	
1342	1342	68160	-1	
1343	1343	68140	-1	
1344	1344	68120	-1	
1345	1345	68100	-1	
1346	1346	68080	-1	
1347	1347	68060	-1	
1348	1348	68040	-1	
1349	1349	68020	-1	
1350	1350	68000	-1	
1351	1351	67980	-1	
1352	1352	67960	-1	
1353	1353	67940	-1	
1354	1354	67920	-1	
1355	1355	67900	-1	
1356	1356	67880	-1	
1357	1357	67860	-1	
1358	1358	67840	-1	
1359	1359	67820	-1	
1360	1360	67800	-1	
1361	1361	67780	-1	
1362	1362	67760	-1	
1363	1363	67740	-1	
1364	1364	67720	-1	
1365	1365	67700	-1	
1366	1366	67680	-1	
1367	1367	67660	-1	
1368	1368	67640	-1	
1369	1369	67620	-1	
1370	1370	67600	-1	
1371	1371	67580	-1	
1372	1372	67560	-1	
1373	1373	67540	-1	
1374	1374	67520	-1	
1375	1375	67500	-1	
1376	1376	67480	-1	
1377	1377	67460	-1	
1378	1378	67440	-1	
1379	1379	67420	-1	
1380	1380	67400	-1	
1381	1381	67380	-1	
1382	1382	67360	-1	
1383	1383	67340	-1	
1384	1384	67320	-1	
1385	1385	67300	-1	
1386	1386	67280	-1	
1387	1387	67260	-1	
1388	1388	67240	-1	
1389	1389	67220	-1	
1390	1390	67200	-1	
1391	1391	67180	-1	
1392	1392	67160	-1	
1393	1393	67140	-1	
1394	1394	67120	-1	
1395	1395	67100	-1	
1396	1396	67080	-1	
1397	1397	67060	-1	
1398	1398	67040	-1	
1399	1399	67020	-1	
1400	1400	67000	-1	
1401	1401	66980	-1	
1402	1402	66960	-1	
1403	1403	66940	-1	
1404	1404	66920	-1	
1405	1405	66900	-1	
1406	1406	66880	-1	
1407	1407	66860	-1	
1408	1408	66840	-1	
1409	1409	66820	-1	
1410	1410	66800	-1	
1411	1411	66780	-1	
1412	1412	66760	-1	
1413	1413	66740	-1	
1414	1414	66720	-1	
1415	1415	66700	-1	
1416	1416	66680	-1	
1417	1417	66660	-1	
1418	1418	66640	-1	
1419	1419	66620	-1	
1420	1420	66600	-1	
1421	1421	66580	-1	
1422	1422	66560	-1	
1423	1423	66540	-1	
1424	1424	66520	-1	
1425	1425	66500	-1	
1426	1426	66480	-1	
1427	1427	66460	-1	
1428	1428	66440	-1	
1429	1429	66420	-1	
1430	1430	66400	-1	
1431	1431	66380	-1	
1432	1432	66360	-1	
1433	1433	66340	-1	
1434	1434	66320	-1	
1435	1435	66300	-1	
1436	1436	66280	-1	
1437	1437	66260	-1	
1438	1438	66240	-1	
1439	1439	66220	-1	
1440	1440	66200	-1	
1441	1441	66180	-1	
1442	1442	66160	-1	
1443	1443	66140	-1	
1444	1444	66120	-1	
1445	1445	66100	-1	
1446	1446	66080	-1	
1447	1447	66060	-1	
1448	1448	66040	-1	
1449	1449	66020	-1	
1450	1450	66000	-1	
1451	1451	65980	-1	
1452	1452	65960	-1	
1453	1453	65940	-1	
1454	1454	65920	-1	
1455	1455	65900	-1	
1456	1456	65880	-1	
1457	1457	65860	-1	
1458	1458	65840	-1	
1459	1459	65820	-1	
1460	1460	65800	-1	
1461	1461	65780	-1	
1462	1462	65760	-1	
1463	1463	65740	-1	
1464	1464	65720	-1	
1465	1465	65700	-1	
1466	1466	65680	-1	
1467	1467	65660	-1	
1468	1468	65640	-1	
1469	1469	65620	-1	
1470	1470	65600	-1	
1471	1471	65580	-1	
1472	1472	65560	-1	
1473	1473	65540	-1	
1474	1474	65520	-1	
1475	1475	65500	-1	
1476	1476	65480	-1	
1477	1477	65460	-1	
1478	1478	65440	-1	
1479	1479	65420	-1	
1480	1480	65400	-1	
1481	1481	65380	-1	
1482	1482	65360	-1	
1483	1483	65340	-1	
1484	1484	65320	-1	
1485	1485	65300	-1	
1486	1486	65280	-1	
1487	1487	65260	-1	
1488	1488	65240	-1	
1489	1489	65220	-1	
1490	1490	65200	-1	
1491	1491	65180	-1	
1492	1492	65160	-1	
1493	1493	65140	-1	
1494	1494	65120	-1	
1495	1495	65100	-1	
1496	1496	65080	-1	
1497	1497	65060	-1	
1498	1498	65040	-1	
1499	1499	65020	-1	
1500	1500	65000	-1	
1501	1501	64980	-1	
1502	1502	64960	-1	
1503	1503	64940	-1	
1504	1504	64920	-1	
1505	1505	64900	-1	
1506	1506	64880	-1	
1507	1507	64860	-1	
1508	1508	64840	-1	
1509	1509	64820	-1	
1510	1510	64800	-1	
1511	1511	64780	-1	
1512	1512	64760	-1	
1513	1513	64740	-1	
1514	1514	64720	-1	
1515	1515	64700	-1	
1516	1516	64680	-1	
1517	1517	64660	-1	
1518	1518	64640	-1	
1519	1519	64620	-1	
1520	1520	64600	-1	
1521	1521	64580	-1	
1522	1522	64560	-1	
1523	1523	64540	-1	
1524	1524	64520	-1	
1525	1525	64500	-1	
1526	1526	64480	-1	
1527	1527	64460	-1	
1528	1528	64440	-1	
1529	1529	64420	-1	
1530	1530	64400	-1	
1531	1531	64380	-1	
1532	1532	64360	-1	
1533	1533	64340	-1	
1534	1534	64320	-1	
1535	1535	64300	-1	
1536	1536	64280	-1	
1537	1537	64260	-1	
1538	1538	64240	-1	
1539	1539	64220	-1	
1540	1540	64200	-1	
1541	1541	64180	-1	
1542	1542	64160	-1	
1543	1543	64140	-1	
1544	1544	64120	-1	
1545	1545	64100	-1	
1546	1546	64080	-1	
1547	1547	64060	-1	
1548	1548	64040	-1	
1549	1549	64020	-1	
1550	1550	64000	-1	
1551	1551	63980	-1	
1552	1552	63960	-1	
1553	1553	63940	-1	
1554	1554	63920	-1	
1555	1555	63900	-1	
1556	1556	63880	-1	
1557	1557	63860	-1	
1558	1558	63840	-1	
1559	1559	63820	-1	
1560	1560	63800	-1	
1561	1561	63780	-1	
1562	1562	63760	-1	
1563	1563	63740	-1	
1564	1564	63720	-1	
1565	1565	63700	-1	
1566	1566	63680	-1	
1567	1567	63660	-1	
1568	1568	63640	-1	
1569	1569	63620	-1	
1570	1570	63600	-1	
1571	1571	63580	-1	
1572	1572	63560	-1	
1573	1573	63540	-1	
1574	1574	63520	-1	
1575	1575	63500	-1	
1576	1576	63480	-1	
1577	1577	63460	-1	
1578	1578	63440	-1	
1579	1579	63420	-1	
1580	1580	63400	-1	
1581	1581	63380	-1	
1582	1582	63360	-1	
1583	1583	63340	-1	
1584	1584	63320	-1	
1585	1585	63300	-1	
1586	1586	63280	-1	
1587	1587	63260	-1	
1588	1588	63240	-1	
1589	1589	63220	-1	
1590	1590	63200	-1	
1591	1591	63180	-1	
1592	1592	63160	-1	
1593	1593	63140	-1	
1594	1594	63120	-1	
1595	1595	63100	-1	
1596	1596	63080	-1	
1597	1597	63060	-1	
1598	1598	63040	-1	
1599	1599	63020	-1	
1600	1600	63000	-1	
1601	1601	62980	-1	
1602	1602	62960	-1	
1603	1603	62940	-1	
1604	1604	62920	-1	
1605	1605	62900	-1	
1606	1606	62880	-1	
1607	1607	62860	-1	
1608	1608	62840	-1	
1609	1609	62820	-1	
1610	1610	62800	-1	
1611	1611	62780	-1	
1612	1612	62760	-1	
1613	1613	62740	-1	
1614	1614	62720	-1	
1615	1615	62700	-1	
1616	1616	62680	-1	
1617	1617	62660	-1	
1618	1618	62640	-1	
1619	1619	62620	-1	
1620	1620	62600	-1	
1621	1621	62580	-1	
1622	1622	62560	-1	
1623	1623	62540	-1	
1624	1624	62520	-1	
1625	1625	62500	-1	
1626	1626	62480	-1	
1627	1627	62460	-1	
1628	1628	62440	-1	
1629	1629	62420	-1	
1630	1630	62400	-1	
1631	1631	62380	-1	
1632	1632	62360	-1	
1633	1633	62340	-1	
1634	1634	62320	-1	
1635	1635	62300	-1	
1636	1636	62280	-1	
1637	1637	62260	-1	
1638	1638	62240	-1	
1639	1639	62220	-1	
1640	1640	62200	-1	
1641	1641	62180	-1	
1642	1642	62160	-1	
1643	1643	62140	-1	
1644	1644	62120	-1	
1645	1645	62100	-1	
1646	1646	62080	-1	
1647	1647	62060	-1	
1648	1648	62040	-1	
1649	1649	62020	-1	
1650	1650	62000	-1	
1651	1651	61980	-1	
1652	1652	61960	-1	
1653	1653	61940	-1	
1654	1654	61920	-1	
1655	1655	61900	-1	
1656	1656	61880	-1	
1657	1657	61860	-1	
1658	1658	61840	-1	
1659	1659	61820	-1	
1660	1660	61800	-1	
1661	1661	61780	-1	
1662	1662	61760	-1	
1663	1663	61740	-1	
1664	1664	61720	-1	
1665	1665	61700	-1	
1666	1666	61680	-1	
1667	1667	61660	-1	
1668	1668	61640	-1	
1669	1669	61620	-1	
1670	1670	61600	-1	
1671	1671	61580	-1	
1672	1672	61560	-1	
1673	1673	61540	-1	
1674	1674	61520	-1	
1675	1675	61500	-1	
1676	1676	61480	-1	
1677	1677	61460	-1	
1678	1678	61440	-1	
1679	1679	61420	-1	
1680	1680	61400	-1	
1681	1681	61380	-1	
1682	1682	61360	-1	
1683	1683	61340	-1	
1684	1684	61320	-1	
1685	1685	61300	-1	
1686	1686	61280	-1	
1687	1687	61260	-1	
1688	1688	61240	-1	
1689	1689	61220	-1	
1690	1690	61200	-1	
1691	1691	61180	-1	
1692	1692	61160	-1	
1693	1693	61140	-1	
1694	1694	61120	-1	
1695	1695	61100	-1	
1696	1696	61080	-1	
1697	1697	61060	-1	
1698	1698	61040	-1	
1699	1699	61020	-1	
1700	1700	61000	-1	
1701	1701	60980	-1	
1702	1702	60960	-1	
1703	1703	60940	-1	
1704	1704	60920	-1	
1705	1705	60900	-1	
1706	1706	60880	-1	
1707	1707	60860	-1	
1708	1708	60840	-1	
1709	1709	60820	-1	
1710	1710	60800	-1	
1711	1711	60780	-1	
1712	1712	60760	-1	
1713	1713	60740	-1	
1714	1714	60720	-1	
1715	1715	60700	-1	
1716	1716	60680	-1	
1717	1717	60660	-1	
1718	1718	60640	-1	
1719	1719	60620	-1	
1720	1720	60600	-1	
1721	1721	60580	-1	
1722	1722	60560	-1	
1723	1723	60540	-1	
1724	1724	60520	-1	
1725	1725	60500	-1	
1726	1726	60480	-1	
1727	1727	60460	-1	
1728	1728	60440	-1	
1729	1729	60420	-1	
1730	1730	60400	-1	
1731	1731	60380	-1	
1732	1732	60360	-1	
1733	1733	60340	-1	
1734	1734	60320	-1	
1735	1735	60300	-1	
1736	1736	60280	-1	
1737	1737	60260	-1	
1738	1738	60240	-1	
1739	1739	60220	-1	
1740	1740	60200	-1	
1741	1741	60180	-1	
1742	1742	60160	-1	
1743	1743	60140	-1	
1744	1744	60120	-1	
1745	1745	60100	-1	
1746	1746	60080	-1	
1747	1747	60060	-1	
1748	1748	60040	-1	
1749	1749	60020	-1	
1750	1750	60000	-1	
1751	1751	59980	-1	
1752	1752	59960	-1	
1753	1753	59940	-1	
1754	1754	59920	-1	
1755	1755	59900	-1	
1756	1756	59880	-1	
1757	1757	59860	-1	
1758	1758	59840	-1	
1759	1759	59820	-1	
1760	1760	59800	-1	
1761	1761	59780	-1	
1762	1762	59760	-1	
1763	1763	59740	-1	
1764	1764	59720	-1	
1765	1765	59700	-1	
1766	1766	59680	-1	
1767	1767	59660	-1	
1768	1768	59640	-1	
1769	1769	59620	-1	
1770	1770	59600	-1	
1771	1771	59580	-1	
1772	1772	59560	-1	
1773	1773	59540	-1	
1774	1774	59520	-1	
1775	1775	59500	-1	
1776	1776	59480	-1	
1777	1777	59460	-1	
1778	1778	59440	-1	
1779	1779	59420	-1	
1780	1780	59400	-1	
1781	1781	59380	-1	
1782	1782	59360	-1	
1783	1783	59340	-1	
1784	1784	59320	-1	
1785	1785	59300	-1	
1786	1786	59280	-1	
1787	1787	59260	-1	
1788	1788	59240	-1	
1789	1789	59220	-1	
1790	1790	59200	-1	
1791	1791	59180	-1	
1792	1792	59160	-1	
1793	1793	59140	-1	
1794	1794	59120	-1	
1795	1795	59100	-1	
1796	1796	59080	-1	
1797	1797	59060	-1	
1798	1798	59040	-1	
1799	1799	59020	-1	
1800	1800	59000	-1	
1801	1801	58980	-1	
1802	1802	58960	-1	
1803	1803	58940	-1	
1804	1804	58920	-1	
1805	1805	58900	-1	
1806	1806	58880	-1	
1807	1807	58860	-1	
1808	1808	58840	-1	
1809	1809	58820	-1	
1810	1810	58800	-1	
1811	1811	58780	-1	
1812	1812	58760	-1	
1813	1813	58740	-1	
1814	1814	58720	-1	
1815	1815	58700	-1	
1816	1816	58680	-1	
1817	1817	58660	-1	
1818	1818	58640	-1	
1819	1819	58620	-1	
1820	1820	58600	-1	
1821	1821	58580	-1	
1822	1822	58560	-1	
1823	1823	58540	-1	
1824	1824	58520	-1	
1825	1825	58500	-1	
1826	1826	58480	-1	
1827	1827	58460	-1	
1828	1828	58440	-1	
1829	1829	58420	-1	
1830	1830	58400	-1	
1831	1831	58380	-1	
1832	1832	58360	-1	
1833	1833	58340	-1	
1834	1834	58320	-1	
1835	1835	58300	-1	
1836	1836	58280	-1	
1837	1837	58260	-1	
1838	1838	58240	-1	
1839	1839	58220	-1	
1840	1840	58200	-1	
1841	1841	58180	-1	
1842	1842	58160	-1	
1843	1843	58140	-1	
1844	1844	58120	-1	
1845	1845	58100	-1	
1846	1846	58080	-1	
1847	1847	58060	-1	
1848	1848	58040	-1	
1849	1849	58020	-1	
1850	1850	58000	-1	
1851	1851	57980	-1	
1852	1852	57960	-1	
1853	1853	57940	-1	
1854	1854	57920	-1	
1855	1855	57900	-1	
1856	1856	57880	-1	
1857	1857	57860	-1	
1858	1858	57840	-1	
1859	1859	57820	-1	
1860	1860	57800	-1	
1861	1861	57780	-1	
1862	1862	57760	-1	
1863	1863	57740	-1	
1864	1864	57720	-1	
1865	1865	57700	-1	
1866	1866	57680	-1	
1867	1867	57660	-1	
1868	1868	57640	-1	
1869	1869	57620	-1	
1870	1870	57600	-1	
1871	1871	57580	-1	
1872	1872	57560	-1	
1873	1873	57540	-1	
1874	1874	57520	-1	
1875	1875	57500	-1	
1876	1876	57480	-1	
1877	1877	57460	-1	
1878	1878	57440	-1	
1879	1879	57420	-1	
1880	1880	57400	-1	
1881	1881	57380	-1	
1882	1882	57360	-1	
1883	1883	57340	-1	
1884	1884	57320	-1	
1885	1885	57300	-1	
1886	1886	57280	-1	
1887	1887	57260	-1	
1888	1888	57240	-1	
1889	1889	57220	-1	
1890	1890	57200	-1	
1891	1891	57180	-1	
1892	1892	57160	-1	
1893	1893	57140	-1	
1894	1894	57120	-1	
1895	1895	57100	-1	
1896	1896	57080	-1	
1897	1897	57060	-1	
1898	1898	57040	-1	
1899	1899	57020	-1	
1900	1900	57000	-1	
1901	1901	56980	-1	
1902	1902	56960	-1	
1903	1903	56940	-1	
1904	1904	56920	-1	
1905	1905	56900	-1	
1906	1906	56880	-1	
1907	1907	56860	-1	
1908	1908	56840	-1	
1909	1909	56820	-1	
1910	1910	56800	-1	
1911	1911	56780	-1	
1912	1912	56760	-1	
1913	1913	56740	-1	
1914	1914	56720	-1	
1915	1915	56700	-1	
1916	1916	56680	-1	
1917	1917	56660	-1	
1918	1918	56640	-1	
1919	1919	56620	-1	
1920	1920	56600	-1	
1921	1921	56580	-1	
1922	1922	56560	-1	
1923	1923	56540	-1	
1924	1924	56520	-1	
1925	1925	56500	-1	
1926	1926	56480	-1	
1927	1927	56460	-1	
1928	1928	56440	-1	
1929	1929	56420	-1	
1930	1930	56400	-1	
1931	1931	56380	-1	
1932	1932	56360	-1	
1933	1933	56340	-1	
1934	1934	56320	-1	
1935	1935	56300	-1	
1936	1936	56280	-1	
1937	1937	56260	-1	
1938	1938	56240	-1	
1939	1939	56220	-1	
1940	1940	56200	-1	
1941	1941	56180	-1	
1942	1942	56160	-1	
1943	1943	56140	-1	
1944	1944	56120	-1	
1945	1945	56100	-1	
1946	1946	56080	-1	
1947	1947	56060	-1	
1948	1948	56040	-1	
1949	1949	56020	-1	
1950	1950	56000	-1	
1951	1951	55980	-1	
1952	1952	55960	-1	
1953	1953	55940	-1	
1954	1954	55920	-1	
1955	1955	55900	-1	
1956	1956	55880	-1	
1957	1957	55860	-1	
1958	1958	55840	-1	
1959	1959	55820	-1	
1960	1960	55800	-1	
1961	1961	55780	-1	
1962	1962	55760	-1	
1963	1963	55740	-1	
1964	1964	55720	-1	
1965	1965	55700	-1	
1966	1966	55680	-1	
1967	1967	55660	-1	
1968	1968	55640	-1	
1969	1969	55620	-1	
1970	1970	55600	-1	
1971	1971	55580	-1	
1972	1972	55560	-1	
1973	1973	55540	-1	
1974	1974	55520	-1	
1975	1975	55500	-1	
1976	1976	55480	-1	
1977	1977	55460	-1	
1978	1978	55440	-1	
1979	1979	55420	-1	
1980	1980	55400	-1	
1981	1981	55380	-1	
1982	1982	55360	-1	
1983	1983	55340	-1	
1984	1984	55320	-1	
1985	1985	55300	-1	
1986	1986	55280	-1	
1987	1987	55260	-1	
1988	1988	55240	-1	
1989	1989	55220	-1	
1990	1990	55200	-1	
1991	1991	55180	-1	
1992	1992	55160	-1	
1993	1993	55140	-1	
1994	1994	55120	-1	
1995	1995	55100	-1	
1996	1996	55080	-1	
1997	1997	55060	-1	
1998	1998	55040	-1	
1999	1999	55020	-1	
2000	2000	55000	-1	
2001	9999999	0	-1	
