INT	INT	STRING
482	1	1:1000000|4:10000|5:20000|3:10000|33:200
483	1	1:1000000|4:10000|5:20000|3:10000|33:200
484	1	1:1000000|4:10000|5:20000|3:10000|33:200
485	1	1:1000000|4:10000|5:20000|3:10000|33:200
486	1	1:1000000|4:10000|5:20000|3:10000|33:200
487	1	1:1000000|4:10000|5:20000|3:10000|33:200
488	1	1:1000000|4:10000|5:20000|3:10000|33:200
489	1	1:1000000|4:10000|5:20000|3:10000|33:200
490	1	1:1000000|4:10000|5:20000|3:10000|33:200
491	1	1:1000000|4:10000|5:20000|3:10000|33:200
492	1	1:1000000|4:10000|5:20000|3:10000|33:200
493	1	1:1000000|4:10000|5:20000|3:10000|33:200
494	1	1:1000000|4:10000|5:20000|3:10000|33:200
495	1	1:1000000|4:10000|5:20000|3:10000|33:200
496	1	1:1000000|4:10000|5:20000|3:10000|33:200
497	1	1:1000000|4:10000|5:20000|3:10000|33:200
498	1	1:1000000|4:10000|5:20000|3:10000|33:200
499	1	1:1000000|4:10000|5:20000|3:10000|33:200
500	1	1:1000000|4:10000|5:20000|3:10000|33:200
501	1	1:1000000|4:10000|5:20000|3:10000|33:200
502	1	1:1000000|4:10000|5:20000|3:10000|33:200
503	1	1:1000000|4:10000|5:20000|3:10000|33:200
504	1	1:1000000|4:10000|5:20000|3:10000|33:200
505	1	1:1000000|4:10000|5:20000|3:10000|33:200
506	1	1:1000000|4:10000|5:20000|3:10000|33:200
507	1	1:1000000|4:10000|5:20000|3:10000|33:200
508	1	1:1000000|4:10000|5:20000|3:10000|33:200
509	1	1:1000000|4:10000|5:20000|3:10000|33:200
510	1	1:1000000|4:10000|5:20000|3:10000|33:200
511	1	1:1000000|4:10000|5:20000|3:10000|33:200
512	1	1:1000000|4:10000|5:20000|3:10000|33:200
513	1	1:1000000|4:10000|5:20000|3:10000|33:200
514	1	1:1000000|4:10000|5:20000|3:10000|33:200
515	1	1:1000000|4:10000|5:20000|3:10000|33:200
516	1	1:1000000|4:10000|5:20000|3:10000|33:200
517	1	1:1000000|4:10000|5:20000|3:10000|33:200
518	1	1:1000000|4:10000|5:20000|3:10000|33:200
519	1	1:1000000|4:10000|5:20000|3:10000|33:200
520	1	1:1000000|4:10000|5:20000|3:10000|33:200
521	1	1:1000000|4:10000|5:20000|3:10000|33:200
522	1	1:1000000|4:10000|5:20000|3:10000|33:200
523	1	1:1000000|4:10000|5:20000|3:10000|33:200
524	1	1:1000000|4:10000|5:20000|3:10000|33:200
525	1	1:1000000|4:10000|5:20000|3:10000|33:200
526	1	1:1000000|4:10000|5:20000|3:10000|33:200
527	1	1:1000000|4:10000|5:20000|3:10000|33:200
528	1	1:1000000|4:10000|5:20000|3:10000|33:200
529	1	1:1000000|4:10000|5:20000|3:10000|33:200
530	1	1:1000000|4:10000|5:20000|3:10000|33:200
531	1	1:1000000|4:10000|5:20000|3:10000|33:200
532	1	1:1000000|4:10000|5:20000|3:10000|33:200
533	1	1:1000000|4:10000|5:20000|3:10000|33:200
534	1	1:1000000|4:10000|5:20000|3:10000|33:200
535	1	1:1000000|4:10000|5:20000|3:10000|33:200
536	1	1:1000000|4:10000|5:20000|3:10000|33:200
537	1	1:1000000|4:10000|5:20000|3:10000|33:200
538	1	1:1000000|4:10000|5:20000|3:10000|33:200
539	1	1:1000000|4:10000|5:20000|3:10000|33:200
540	1	1:1000000|4:10000|5:20000|3:10000|33:200
541	1	1:1000000|4:10000|5:20000|3:10000|33:200
542	1	1:1000000|4:10000|5:20000|3:10000|33:200
543	1	1:1000000|4:10000|5:20000|3:10000|33:200
544	1	1:1000000|4:10000|5:20000|3:10000|33:200
545	1	1:1000000|4:10000|5:20000|3:10000|33:200
546	1	1:1000000|4:10000|5:20000|3:10000|33:200
547	1	1:1000000|4:10000|5:20000|3:10000|33:200
548	1	1:1000000|4:10000|5:20000|3:10000|33:200
549	1	1:1000000|4:10000|5:20000|3:10000|33:200
550	1	1:1000000|4:10000|5:20000|3:10000|33:200
551	1	1:1000000|4:10000|5:20000|3:10000|33:200
552	1	1:1000000|4:10000|5:20000|3:10000|33:200
553	1	1:1000000|4:10000|5:20000|3:10000|33:200
554	1	1:1000000|4:10000|5:20000|3:10000|33:200
555	1	1:1000000|4:10000|5:20000|3:10000|33:200
556	1	1:1000000|4:10000|5:20000|3:10000|33:200
557	1	1:1000000|4:10000|5:20000|3:10000|33:200
558	1	1:1000000|4:10000|5:20000|3:10000|33:200
559	1	1:1000000|4:10000|5:20000|3:10000|33:200
560	1	1:1000000|4:10000|5:20000|3:10000|33:200
561	1	1:1000000|4:10000|5:20000|3:10000|33:200
562	1	1:1000000|4:10000|5:20000|3:10000|33:200
563	1	1:1000000|4:10000|5:20000|3:10000|33:200
564	1	1:1000000|4:10000|5:20000|3:10000|33:200
565	1	1:1000000|4:10000|5:20000|3:10000|33:200
566	1	1:1000000|4:10000|5:20000|3:10000|33:200
567	1	1:1000000|4:10000|5:20000|3:10000|33:200
568	1	1:1000000|4:10000|5:20000|3:10000|33:200
569	1	1:1000000|4:10000|5:20000|3:10000|33:200
570	1	1:1000000|4:10000|5:20000|3:10000|33:200
571	1	1:1000000|4:10000|5:20000|3:10000|33:200
572	1	1:1000000|4:10000|5:20000|3:10000|33:200
573	1	1:1000000|4:10000|5:20000|3:10000|33:200
574	1	1:1000000|4:10000|5:20000|3:10000|33:200
575	1	1:1000000|4:10000|5:20000|3:10000|33:200
576	1	1:1000000|4:10000|5:20000|3:10000|33:200
577	1	1:1000000|4:10000|5:20000|3:10000|33:200
578	1	1:1000000|4:10000|5:20000|3:10000|33:200
579	1	1:1000000|4:10000|5:20000|3:10000|33:200
580	1	1:1000000|4:10000|5:20000|3:10000|33:200
581	1	1:1000000|4:10000|5:20000|3:10000|33:200
582	1	1:1000000|4:10000|5:20000|3:10000|33:200
583	1	1:1000000|4:10000|5:20000|3:10000|33:200
584	1	1:1000000|4:10000|5:20000|3:10000|33:200
585	1	1:1000000|4:10000|5:20000|3:10000|33:200
586	1	1:1000000|4:10000|5:20000|3:10000|33:200
587	1	1:1000000|4:10000|5:20000|3:10000|33:200
588	1	1:1000000|4:10000|5:20000|3:10000|33:200
589	1	1:1000000|4:10000|5:20000|3:10000|33:200
590	1	1:1000000|4:10000|5:20000|3:10000|33:200
591	1	1:1000000|4:10000|5:20000|3:10000|33:200
592	1	1:1000000|4:10000|5:20000|3:10000|33:200
593	1	1:1000000|4:10000|5:20000|3:10000|33:200
594	1	1:1000000|4:10000|5:20000|3:10000|33:200
595	1	1:1000000|4:10000|5:20000|3:10000|33:200
596	1	1:1000000|4:10000|5:20000|3:10000|33:200
597	1	1:1000000|4:10000|5:20000|3:10000|33:200
598	1	1:1000000|4:10000|5:20000|3:10000|33:200
599	1	1:1000000|4:10000|5:20000|3:10000|33:200
600	1	1:1000000|4:10000|5:20000|3:10000|33:200
1	2	1:1000000|4:10000|5:20000|3:10000|33:200
2	2	1:1000000|4:10000|5:20000|3:10000|33:200
3	2	1:1000000|4:10000|5:20000|3:10000|33:200
4	2	1:1000000|4:10000|5:20000|3:10000|33:200
5	2	1:1000000|4:10000|5:20000|3:10000|33:200
6	2	1:1000000|4:10000|5:20000|3:10000|33:200
7	2	1:1000000|4:10000|5:20000|3:10000|33:200
8	2	1:1000000|4:10000|5:20000|3:10000|33:200
9	2	1:1000000|4:10000|5:20000|3:10000|33:200
10	2	1:1000000|4:10000|5:20000|3:10000|33:200
11	2	1:1000000|4:10000|5:20000|3:10000|33:200
12	2	1:1000000|4:10000|5:20000|3:10000|33:200
13	2	1:1000000|4:10000|5:20000|3:10000|33:200
14	2	1:1000000|4:10000|5:20000|3:10000|33:200
15	2	1:1000000|4:10000|5:20000|3:10000|33:200
16	2	1:1000000|4:10000|5:20000|3:10000|33:200
17	2	1:1000000|4:10000|5:20000|3:10000|33:200
18	2	1:1000000|4:10000|5:20000|3:10000|33:200
19	2	1:1000000|4:10000|5:20000|3:10000|33:200
20	2	1:1000000|4:10000|5:20000|3:10000|33:200
21	2	1:1000000|4:10000|5:20000|3:10000|33:200
22	2	1:1000000|4:10000|5:20000|3:10000|33:200
23	2	1:1000000|4:10000|5:20000|3:10000|33:200
24	2	1:1000000|4:10000|5:20000|3:10000|33:200
25	2	1:1000000|4:10000|5:20000|3:10000|33:200
26	2	1:1000000|4:10000|5:20000|3:10000|33:200
27	2	1:1000000|4:10000|5:20000|3:10000|33:200
28	2	1:1000000|4:10000|5:20000|3:10000|33:200
29	2	1:1000000|4:10000|5:20000|3:10000|33:200
30	2	1:1000000|4:10000|5:20000|3:10000|33:200
31	2	1:1000000|4:10000|5:20000|3:10000|33:200
32	2	1:1000000|4:10000|5:20000|3:10000|33:200
33	2	1:1000000|4:10000|5:20000|3:10000|33:200
34	2	1:1000000|4:10000|5:20000|3:10000|33:200
35	2	1:1000000|4:10000|5:20000|3:10000|33:200
36	2	1:1000000|4:10000|5:20000|3:10000|33:200
37	2	1:1000000|4:10000|5:20000|3:10000|33:200
38	2	1:1000000|4:10000|5:20000|3:10000|33:200
39	2	1:1000000|4:10000|5:20000|3:10000|33:200
40	2	1:1000000|4:10000|5:20000|3:10000|33:200
41	2	1:1000000|4:10000|5:20000|3:10000|33:200
42	2	1:1000000|4:10000|5:20000|3:10000|33:200
43	2	1:1000000|4:10000|5:20000|3:10000|33:200
44	2	1:1000000|4:10000|5:20000|3:10000|33:200
45	2	1:1000000|4:10000|5:20000|3:10000|33:200
46	2	1:1000000|4:10000|5:20000|3:10000|33:200
47	2	1:1000000|4:10000|5:20000|3:10000|33:200
48	2	1:1000000|4:10000|5:20000|3:10000|33:200
49	2	1:1000000|4:10000|5:20000|3:10000|33:200
50	2	1:1000000|4:10000|5:20000|3:10000|33:200
51	2	1:1000000|4:10000|5:20000|3:10000|33:200
52	2	1:1000000|4:10000|5:20000|3:10000|33:200
53	2	1:1000000|4:10000|5:20000|3:10000|33:200
54	2	1:1000000|4:10000|5:20000|3:10000|33:200
55	2	1:1000000|4:10000|5:20000|3:10000|33:200
56	2	1:1000000|4:10000|5:20000|3:10000|33:200
57	2	1:1000000|4:10000|5:20000|3:10000|33:200
58	2	1:1000000|4:10000|5:20000|3:10000|33:200
59	2	1:1000000|4:10000|5:20000|3:10000|33:200
60	2	1:1000000|4:10000|5:20000|3:10000|33:200
61	2	1:1000000|4:10000|5:20000|3:10000|33:200
62	2	1:1000000|4:10000|5:20000|3:10000|33:200
63	2	1:1000000|4:10000|5:20000|3:10000|33:200
64	2	1:1000000|4:10000|5:20000|3:10000|33:200
65	2	1:1000000|4:10000|5:20000|3:10000|33:200
66	2	1:1000000|4:10000|5:20000|3:10000|33:200
67	2	1:1000000|4:10000|5:20000|3:10000|33:200
68	2	1:1000000|4:10000|5:20000|3:10000|33:200
69	2	1:1000000|4:10000|5:20000|3:10000|33:200
70	2	1:1000000|4:10000|5:20000|3:10000|33:200
71	2	1:1000000|4:10000|5:20000|3:10000|33:200
72	2	1:1000000|4:10000|5:20000|3:10000|33:200
73	2	1:1000000|4:10000|5:20000|3:10000|33:200
74	2	1:1000000|4:10000|5:20000|3:10000|33:200
75	2	1:1000000|4:10000|5:20000|3:10000|33:200
76	2	1:1000000|4:10000|5:20000|3:10000|33:200
77	2	1:1000000|4:10000|5:20000|3:10000|33:200
78	2	1:1000000|4:10000|5:20000|3:10000|33:200
79	2	1:1000000|4:10000|5:20000|3:10000|33:200
80	2	1:1000000|4:10000|5:20000|3:10000|33:200
81	2	1:1000000|4:10000|5:20000|3:10000|33:200
82	2	1:1000000|4:10000|5:20000|3:10000|33:200
83	2	1:1000000|4:10000|5:20000|3:10000|33:200
84	2	1:1000000|4:10000|5:20000|3:10000|33:200
85	2	1:1000000|4:10000|5:20000|3:10000|33:200
86	2	1:1000000|4:10000|5:20000|3:10000|33:200
87	2	1:1000000|4:10000|5:20000|3:10000|33:200
88	2	1:1000000|4:10000|5:20000|3:10000|33:200
89	2	1:1000000|4:10000|5:20000|3:10000|33:200
90	2	1:1000000|4:10000|5:20000|3:10000|33:200
91	2	1:1000000|4:10000|5:20000|3:10000|33:200
92	2	1:1000000|4:10000|5:20000|3:10000|33:200
93	2	1:1000000|4:10000|5:20000|3:10000|33:200
94	2	1:1000000|4:10000|5:20000|3:10000|33:200
95	2	1:1000000|4:10000|5:20000|3:10000|33:200
96	2	1:1000000|4:10000|5:20000|3:10000|33:200
97	2	1:1000000|4:10000|5:20000|3:10000|33:200
98	2	1:1000000|4:10000|5:20000|3:10000|33:200
99	2	1:1000000|4:10000|5:20000|3:10000|33:200
100	2	1:1000000|4:10000|5:20000|3:10000|33:200
101	2	1:1000000|4:10000|5:20000|3:10000|33:200
102	2	1:1000000|4:10000|5:20000|3:10000|33:200
103	2	1:1000000|4:10000|5:20000|3:10000|33:200
104	2	1:1000000|4:10000|5:20000|3:10000|33:200
105	2	1:1000000|4:10000|5:20000|3:10000|33:200
106	2	1:1000000|4:10000|5:20000|3:10000|33:200
107	2	1:1000000|4:10000|5:20000|3:10000|33:200
108	2	1:1000000|4:10000|5:20000|3:10000|33:200
109	2	1:1000000|4:10000|5:20000|3:10000|33:200
110	2	1:1000000|4:10000|5:20000|3:10000|33:200
111	2	1:1000000|4:10000|5:20000|3:10000|33:200
112	2	1:1000000|4:10000|5:20000|3:10000|33:200
113	2	1:1000000|4:10000|5:20000|3:10000|33:200
114	2	1:1000000|4:10000|5:20000|3:10000|33:200
115	2	1:1000000|4:10000|5:20000|3:10000|33:200
116	2	1:1000000|4:10000|5:20000|3:10000|33:200
117	2	1:1000000|4:10000|5:20000|3:10000|33:200
118	2	1:1000000|4:10000|5:20000|3:10000|33:200
119	2	1:1000000|4:10000|5:20000|3:10000|33:200
120	2	1:1000000|4:10000|5:20000|3:10000|33:200
121	2	1:1000000|4:10000|5:20000|3:10000|33:200
122	2	1:1000000|4:10000|5:20000|3:10000|33:200
123	2	1:1000000|4:10000|5:20000|3:10000|33:200
124	2	1:1000000|4:10000|5:20000|3:10000|33:200
125	2	1:1000000|4:10000|5:20000|3:10000|33:200
126	2	1:1000000|4:10000|5:20000|3:10000|33:200
127	2	1:1000000|4:10000|5:20000|3:10000|33:200
128	2	1:1000000|4:10000|5:20000|3:10000|33:200
129	2	1:1000000|4:10000|5:20000|3:10000|33:200
130	2	1:1000000|4:10000|5:20000|3:10000|33:200
131	2	1:1000000|4:10000|5:20000|3:10000|33:200
132	2	1:1000000|4:10000|5:20000|3:10000|33:200
133	2	1:1000000|4:10000|5:20000|3:10000|33:200
134	2	1:1000000|4:10000|5:20000|3:10000|33:200
135	2	1:1000000|4:10000|5:20000|3:10000|33:200
136	2	1:1000000|4:10000|5:20000|3:10000|33:200
137	2	1:1000000|4:10000|5:20000|3:10000|33:200
138	2	1:1000000|4:10000|5:20000|3:10000|33:200
139	2	1:1000000|4:10000|5:20000|3:10000|33:200
140	2	1:1000000|4:10000|5:20000|3:10000|33:200
141	2	1:1000000|4:10000|5:20000|3:10000|33:200
142	2	1:1000000|4:10000|5:20000|3:10000|33:200
143	2	1:1000000|4:10000|5:20000|3:10000|33:200
144	2	1:1000000|4:10000|5:20000|3:10000|33:200
145	2	1:1000000|4:10000|5:20000|3:10000|33:200
146	2	1:1000000|4:10000|5:20000|3:10000|33:200
147	2	1:1000000|4:10000|5:20000|3:10000|33:200
148	2	1:1000000|4:10000|5:20000|3:10000|33:200
149	2	1:1000000|4:10000|5:20000|3:10000|33:200
150	2	1:1000000|4:10000|5:20000|3:10000|33:200
151	2	1:1000000|4:10000|5:20000|3:10000|33:200
152	2	1:1000000|4:10000|5:20000|3:10000|33:200
153	2	1:1000000|4:10000|5:20000|3:10000|33:200
154	2	1:1000000|4:10000|5:20000|3:10000|33:200
155	2	1:1000000|4:10000|5:20000|3:10000|33:200
156	2	1:1000000|4:10000|5:20000|3:10000|33:200
157	2	1:1000000|4:10000|5:20000|3:10000|33:200
158	2	1:1000000|4:10000|5:20000|3:10000|33:200
159	2	1:1000000|4:10000|5:20000|3:10000|33:200
160	2	1:1000000|4:10000|5:20000|3:10000|33:200
161	2	1:1000000|4:10000|5:20000|3:10000|33:200
162	2	1:1000000|4:10000|5:20000|3:10000|33:200
163	2	1:1000000|4:10000|5:20000|3:10000|33:200
164	2	1:1000000|4:10000|5:20000|3:10000|33:200
165	2	1:1000000|4:10000|5:20000|3:10000|33:200
166	2	1:1000000|4:10000|5:20000|3:10000|33:200
167	2	1:1000000|4:10000|5:20000|3:10000|33:200
168	2	1:1000000|4:10000|5:20000|3:10000|33:200
169	2	1:1000000|4:10000|5:20000|3:10000|33:200
170	2	1:1000000|4:10000|5:20000|3:10000|33:200
171	2	1:1000000|4:10000|5:20000|3:10000|33:200
172	2	1:1000000|4:10000|5:20000|3:10000|33:200
173	2	1:1000000|4:10000|5:20000|3:10000|33:200
174	2	1:1000000|4:10000|5:20000|3:10000|33:200
175	2	1:1000000|4:10000|5:20000|3:10000|33:200
176	2	1:1000000|4:10000|5:20000|3:10000|33:200
177	2	1:1000000|4:10000|5:20000|3:10000|33:200
178	2	1:1000000|4:10000|5:20000|3:10000|33:200
179	2	1:1000000|4:10000|5:20000|3:10000|33:200
180	2	1:1000000|4:10000|5:20000|3:10000|33:200
181	2	1:1000000|4:10000|5:20000|3:10000|33:200
182	2	1:1000000|4:10000|5:20000|3:10000|33:200
183	2	1:1000000|4:10000|5:20000|3:10000|33:200
184	2	1:1000000|4:10000|5:20000|3:10000|33:200
185	2	1:1000000|4:10000|5:20000|3:10000|33:200
186	2	1:1000000|4:10000|5:20000|3:10000|33:200
187	2	1:1000000|4:10000|5:20000|3:10000|33:200
188	2	1:1000000|4:10000|5:20000|3:10000|33:200
189	2	1:1000000|4:10000|5:20000|3:10000|33:200
190	2	1:1000000|4:10000|5:20000|3:10000|33:200
191	2	1:1000000|4:10000|5:20000|3:10000|33:200
192	2	1:1000000|4:10000|5:20000|3:10000|33:200
193	2	1:1000000|4:10000|5:20000|3:10000|33:200
194	2	1:1000000|4:10000|5:20000|3:10000|33:200
195	2	1:1000000|4:10000|5:20000|3:10000|33:200
196	2	1:1000000|4:10000|5:20000|3:10000|33:200
197	2	1:1000000|4:10000|5:20000|3:10000|33:200
198	2	1:1000000|4:10000|5:20000|3:10000|33:200
199	2	1:1000000|4:10000|5:20000|3:10000|33:200
200	2	1:1000000|4:10000|5:20000|3:10000|33:200
201	2	1:1000000|4:10000|5:20000|3:10000|33:200
202	2	1:1000000|4:10000|5:20000|3:10000|33:200
203	2	1:1000000|4:10000|5:20000|3:10000|33:200
204	2	1:1000000|4:10000|5:20000|3:10000|33:200
205	2	1:1000000|4:10000|5:20000|3:10000|33:200
206	2	1:1000000|4:10000|5:20000|3:10000|33:200
207	2	1:1000000|4:10000|5:20000|3:10000|33:200
208	2	1:1000000|4:10000|5:20000|3:10000|33:200
209	2	1:1000000|4:10000|5:20000|3:10000|33:200
210	2	1:1000000|4:10000|5:20000|3:10000|33:200
211	2	1:1000000|4:10000|5:20000|3:10000|33:200
212	2	1:1000000|4:10000|5:20000|3:10000|33:200
213	2	1:1000000|4:10000|5:20000|3:10000|33:200
214	2	1:1000000|4:10000|5:20000|3:10000|33:200
215	2	1:1000000|4:10000|5:20000|3:10000|33:200
216	2	1:1000000|4:10000|5:20000|3:10000|33:200
217	2	1:1000000|4:10000|5:20000|3:10000|33:200
218	2	1:1000000|4:10000|5:20000|3:10000|33:200
219	2	1:1000000|4:10000|5:20000|3:10000|33:200
220	2	1:1000000|4:10000|5:20000|3:10000|33:200
221	2	1:1000000|4:10000|5:20000|3:10000|33:200
222	2	1:1000000|4:10000|5:20000|3:10000|33:200
223	2	1:1000000|4:10000|5:20000|3:10000|33:200
224	2	1:1000000|4:10000|5:20000|3:10000|33:200
225	2	1:1000000|4:10000|5:20000|3:10000|33:200
226	2	1:1000000|4:10000|5:20000|3:10000|33:200
227	2	1:1000000|4:10000|5:20000|3:10000|33:200
228	2	1:1000000|4:10000|5:20000|3:10000|33:200
229	2	1:1000000|4:10000|5:20000|3:10000|33:200
230	2	1:1000000|4:10000|5:20000|3:10000|33:200
231	2	1:1000000|4:10000|5:20000|3:10000|33:200
232	2	1:1000000|4:10000|5:20000|3:10000|33:200
233	2	1:1000000|4:10000|5:20000|3:10000|33:200
234	2	1:1000000|4:10000|5:20000|3:10000|33:200
235	2	1:1000000|4:10000|5:20000|3:10000|33:200
236	2	1:1000000|4:10000|5:20000|3:10000|33:200
237	2	1:1000000|4:10000|5:20000|3:10000|33:200
238	2	1:1000000|4:10000|5:20000|3:10000|33:200
239	2	1:1000000|4:10000|5:20000|3:10000|33:200
240	2	1:1000000|4:10000|5:20000|3:10000|33:200
241	2	1:1000000|4:10000|5:20000|3:10000|33:200
242	2	1:1000000|4:10000|5:20000|3:10000|33:200
243	2	1:1000000|4:10000|5:20000|3:10000|33:200
244	2	1:1000000|4:10000|5:20000|3:10000|33:200
245	2	1:1000000|4:10000|5:20000|3:10000|33:200
246	2	1:1000000|4:10000|5:20000|3:10000|33:200
247	2	1:1000000|4:10000|5:20000|3:10000|33:200
248	2	1:1000000|4:10000|5:20000|3:10000|33:200
249	2	1:1000000|4:10000|5:20000|3:10000|33:200
250	2	1:1000000|4:10000|5:20000|3:10000|33:200
251	2	1:1000000|4:10000|5:20000|3:10000|33:200
252	2	1:1000000|4:10000|5:20000|3:10000|33:200
253	2	1:1000000|4:10000|5:20000|3:10000|33:200
254	2	1:1000000|4:10000|5:20000|3:10000|33:200
255	2	1:1000000|4:10000|5:20000|3:10000|33:200
256	2	1:1000000|4:10000|5:20000|3:10000|33:200
257	2	1:1000000|4:10000|5:20000|3:10000|33:200
258	2	1:1000000|4:10000|5:20000|3:10000|33:200
259	2	1:1000000|4:10000|5:20000|3:10000|33:200
260	2	1:1000000|4:10000|5:20000|3:10000|33:200
261	2	1:1000000|4:10000|5:20000|3:10000|33:200
262	2	1:1000000|4:10000|5:20000|3:10000|33:200
263	2	1:1000000|4:10000|5:20000|3:10000|33:200
264	2	1:1000000|4:10000|5:20000|3:10000|33:200
265	2	1:1000000|4:10000|5:20000|3:10000|33:200
266	2	1:1000000|4:10000|5:20000|3:10000|33:200
267	2	1:1000000|4:10000|5:20000|3:10000|33:200
268	2	1:1000000|4:10000|5:20000|3:10000|33:200
269	2	1:1000000|4:10000|5:20000|3:10000|33:200
270	2	1:1000000|4:10000|5:20000|3:10000|33:200
271	2	1:1000000|4:10000|5:20000|3:10000|33:200
272	2	1:1000000|4:10000|5:20000|3:10000|33:200
273	2	1:1000000|4:10000|5:20000|3:10000|33:200
274	2	1:1000000|4:10000|5:20000|3:10000|33:200
275	2	1:1000000|4:10000|5:20000|3:10000|33:200
276	2	1:1000000|4:10000|5:20000|3:10000|33:200
277	2	1:1000000|4:10000|5:20000|3:10000|33:200
278	2	1:1000000|4:10000|5:20000|3:10000|33:200
279	2	1:1000000|4:10000|5:20000|3:10000|33:200
280	2	1:1000000|4:10000|5:20000|3:10000|33:200
281	2	1:1000000|4:10000|5:20000|3:10000|33:200
282	2	1:1000000|4:10000|5:20000|3:10000|33:200
283	2	1:1000000|4:10000|5:20000|3:10000|33:200
284	2	1:1000000|4:10000|5:20000|3:10000|33:200
285	2	1:1000000|4:10000|5:20000|3:10000|33:200
286	2	1:1000000|4:10000|5:20000|3:10000|33:200
287	2	1:1000000|4:10000|5:20000|3:10000|33:200
288	2	1:1000000|4:10000|5:20000|3:10000|33:200
289	2	1:1000000|4:10000|5:20000|3:10000|33:200
290	2	1:1000000|4:10000|5:20000|3:10000|33:200
291	2	1:1000000|4:10000|5:20000|3:10000|33:200
292	2	1:1000000|4:10000|5:20000|3:10000|33:200
293	2	1:1000000|4:10000|5:20000|3:10000|33:200
294	2	1:1000000|4:10000|5:20000|3:10000|33:200
295	2	1:1000000|4:10000|5:20000|3:10000|33:200
296	2	1:1000000|4:10000|5:20000|3:10000|33:200
297	2	1:1000000|4:10000|5:20000|3:10000|33:200
298	2	1:1000000|4:10000|5:20000|3:10000|33:200
299	2	1:1000000|4:10000|5:20000|3:10000|33:200
300	2	1:1000000|4:10000|5:20000|3:10000|33:200
301	2	1:1000000|4:10000|5:20000|3:10000|33:200
302	2	1:1000000|4:10000|5:20000|3:10000|33:200
303	2	1:1000000|4:10000|5:20000|3:10000|33:200
304	2	1:1000000|4:10000|5:20000|3:10000|33:200
305	2	1:1000000|4:10000|5:20000|3:10000|33:200
306	2	1:1000000|4:10000|5:20000|3:10000|33:200
307	2	1:1000000|4:10000|5:20000|3:10000|33:200
308	2	1:1000000|4:10000|5:20000|3:10000|33:200
309	2	1:1000000|4:10000|5:20000|3:10000|33:200
310	2	1:1000000|4:10000|5:20000|3:10000|33:200
311	2	1:1000000|4:10000|5:20000|3:10000|33:200
312	2	1:1000000|4:10000|5:20000|3:10000|33:200
313	2	1:1000000|4:10000|5:20000|3:10000|33:200
314	2	1:1000000|4:10000|5:20000|3:10000|33:200
315	2	1:1000000|4:10000|5:20000|3:10000|33:200
316	2	1:1000000|4:10000|5:20000|3:10000|33:200
317	2	1:1000000|4:10000|5:20000|3:10000|33:200
318	2	1:1000000|4:10000|5:20000|3:10000|33:200
319	2	1:1000000|4:10000|5:20000|3:10000|33:200
320	2	1:1000000|4:10000|5:20000|3:10000|33:200
321	2	1:1000000|4:10000|5:20000|3:10000|33:200
322	2	1:1000000|4:10000|5:20000|3:10000|33:200
323	2	1:1000000|4:10000|5:20000|3:10000|33:200
324	2	1:1000000|4:10000|5:20000|3:10000|33:200
325	2	1:1000000|4:10000|5:20000|3:10000|33:200
326	2	1:1000000|4:10000|5:20000|3:10000|33:200
327	2	1:1000000|4:10000|5:20000|3:10000|33:200
328	2	1:1000000|4:10000|5:20000|3:10000|33:200
329	2	1:1000000|4:10000|5:20000|3:10000|33:200
330	2	1:1000000|4:10000|5:20000|3:10000|33:200
331	2	1:1000000|4:10000|5:20000|3:10000|33:200
332	2	1:1000000|4:10000|5:20000|3:10000|33:200
333	2	1:1000000|4:10000|5:20000|3:10000|33:200
334	2	1:1000000|4:10000|5:20000|3:10000|33:200
335	2	1:1000000|4:10000|5:20000|3:10000|33:200
336	2	1:1000000|4:10000|5:20000|3:10000|33:200
337	2	1:1000000|4:10000|5:20000|3:10000|33:200
338	2	1:1000000|4:10000|5:20000|3:10000|33:200
339	2	1:1000000|4:10000|5:20000|3:10000|33:200
340	2	1:1000000|4:10000|5:20000|3:10000|33:200
341	2	1:1000000|4:10000|5:20000|3:10000|33:200
342	2	1:1000000|4:10000|5:20000|3:10000|33:200
343	2	1:1000000|4:10000|5:20000|3:10000|33:200
344	2	1:1000000|4:10000|5:20000|3:10000|33:200
345	2	1:1000000|4:10000|5:20000|3:10000|33:200
346	2	1:1000000|4:10000|5:20000|3:10000|33:200
347	2	1:1000000|4:10000|5:20000|3:10000|33:200
348	2	1:1000000|4:10000|5:20000|3:10000|33:200
349	2	1:1000000|4:10000|5:20000|3:10000|33:200
350	2	1:1000000|4:10000|5:20000|3:10000|33:200
351	2	1:1000000|4:10000|5:20000|3:10000|33:200
352	2	1:1000000|4:10000|5:20000|3:10000|33:200
353	2	1:1000000|4:10000|5:20000|3:10000|33:200
354	2	1:1000000|4:10000|5:20000|3:10000|33:200
355	2	1:1000000|4:10000|5:20000|3:10000|33:200
356	2	1:1000000|4:10000|5:20000|3:10000|33:200
357	2	1:1000000|4:10000|5:20000|3:10000|33:200
358	2	1:1000000|4:10000|5:20000|3:10000|33:200
359	2	1:1000000|4:10000|5:20000|3:10000|33:200
360	2	1:1000000|4:10000|5:20000|3:10000|33:200
361	2	1:1000000|4:10000|5:20000|3:10000|33:200
362	2	1:1000000|4:10000|5:20000|3:10000|33:200
363	2	1:1000000|4:10000|5:20000|3:10000|33:200
